"Bronhouder"	"VTHobject ID"	"Bedrijfstype"	"Beëndigd"	"Adres"	"Gemeente"	"Aantal stallen"	"IPPC"	"NH3 emissie (kg/j)"	"Geur emissie (ouE/s)"	"Fijnstof emissie (g/j)"	"BAG VBO X"	"BAG VBO Y"	"Gem. emissie X"	"Gem. emissie Y"	"Besluitdatum"	"Zaaktype"
"ODNML"	"5815CB19"	"voormalig bedrijf"	"Ja"	"Haag 19 5815CB Merselo"	"Venray"	"3"	"Nee"	"nu"	"nu"	"nu"	"192288"	"392668"	"192376"	"392676"	"2025-08-05"	"Intrekken gehele veebestand OW"
"ODNML"	"5815CB23"	"Vleesvarkens"	"Nee"	"Haag 23 5815CB Merselo"	"Venray"	"1"	"Ja"	"1.490,40"	"56.692,80"	"107.136,00"	"192075"	"392406"	"192092"	"392337"	"2016-02-04"	"Vergunning:Omgevingsvergunning Inrichting"
"ODNML"	"5815CB31"	"Melkrundvee"	"Nee"	"Haag 31 5815CB Merselo"	"Venray"	"2"	"Nee"	"1.921,10"	"249,20"	"21.651,00"	"191920"	"392142"	"191958"	"392090"	"1997-11-26"	"Omgevingsvergunning-revisie"
"ODNML"	"5815CB32"	"voormalig bedrijf"	"Ja"	"Haag 32 5815CB Merselo"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"192192"	"392607"	"192192"	"392607"	"2015-01-01"	"Correctie:ambtshalve wijziging"
"ODNML"	"5815CB37"	"Vleesvarkens"	"Ja"	"Haag 37 5815CB MERSELO"	"Venray"	"1"	"Nee"	"nu"	"nu"	"nu"	"191560"	"391973"	"191566"	"391971"	"2026-02-24"	"Intrekking gehele veebestand"
"ODNML"	"5815CB5"	"voormalig bedrijf"	"Ja"	"Haag 5 5815CB MERSELO"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"192600"	"393320"	"192600"	"393320"	"2015-07-14"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5815CC80"	"voormalig bedrijf"	"Ja"	"Ossendijk 80 5815CC MERSELO"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"190880"	"391847"	"190880"	"391847"	"2010-01-01"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5815CJ7A"	"Paarden"	"Nee"	"Daland 7A 5815CJ MERSELO"	"Venray"	"1"	"Nee"	"60,90"	"0,00"	"248,00"	"191335"	"394171"	"191335"	"394171"	"2002-09-12"	"Melding activiteitenbesluit"
"ODNML"	"5815CK2"	"Melkrundvee"	"Nee"	"Testrik 2 5815CK Merselo"	"Venray"	"4"	"Nee"	"2.841,20"	"0,00"	"31.826,00"	"190786"	"393921"	"190765"	"393943"	"2009-12-09"	"Omgevingsvergunning-revisie"
"ODNML"	"5815CL23"	"voormalig bedrijf"	"Ja"	"Kleindorp 23 5815CL Merselo"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"192705"	"394130"	"192669"	"394123"	"2003-09-25"	"Intrekking:Vervallen melding"
"ODNML"	"5815CL31"	"voormalig bedrijf"	"Ja"	"Kleindorp 31 5815CL Merselo"	"Venray"	"1"	"Nee"	"nu"	"nu"	"nu"	"192747"	"394285"	"192739"	"394313"	"2024-05-03"	"Intrekking gehele veebestand"
"ODNML"	"5815CM7"	"Melkrundvee"	"Nee"	"De Boterpot 7 5815CM Merselo"	"Venray"	"4"	"Nee"	"5.683,60"	"0,00"	"77.900,00"	"193832"	"394784"	"193832"	"394839"	"2021-01-19"	"Omgevingsvergunning-verandering"
"ODNML"	"5815CN58"	"Paarden"	"Nee"	"Beekweg 58 5815CN Merselo"	"Venray"	"3"	"Nee"	"810,00"	"390,00"	"8.500,00"	"193409"	"394623"	"193443"	"394662"	"2025-01-07"	"Melding Besluit Activiteit Leefomgeving"
"ODNML"	"5815CN81"	"Vleesvee"	"Nee"	"Beekweg 81 5815CN Merselo"	"Venray"	"3"	"Nee"	"1.663,50"	"16.767,60"	"15.543,00"	"192234"	"394646"	"192199"	"394606"	"2020-10-27"	"Melding:Omgevingsvergunning beperkte milieutoets"
"ODNML"	"5815CP2"	"voormalig bedrijf"	"Ja"	"Rozendaal 2 5815CP MERSELO"	"Venray"	"17"	"Nee"	"nu"	"nu"	"nu"	"191924"	"395880"	"192037"	"395962"	"2025-01-10"	"Intrekken gehele veebestand OW"
"ODNML"	"5815CS1B"	"Vleesvee"	"Nee"	"Beek 1B 5815CS Merselo"	"Venray"	"2"	"Nee"	"591,60"	"0,00"	"10.932,00"	"193335"	"393838"	"193335"	"393838"	"2014-12-19"	"Melding activiteitenbesluit"
"ODNML"	"5815CT1"	"voormalig bedrijf"	"Ja"	"Pas 1 5815CT MERSELO"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"193211"	"393601"	"193211"	"393601"	"2014-11-21"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5815CV3"	"voormalig bedrijf"	"Ja"	"Handrik 3 5815CV Merselo"	"Venray"	"3"	"Nee"	"nu"	"nu"	"nu"	"193421"	"392965"	"193442"	"393016"	"2025-06-10"	"Intrekken gehele veebestand OW"
"ODNML"	"5815CW21"	"voormalig bedrijf"	"Ja"	"Veldstraat 21 5815CW Merselo"	"Venray"	"1"	"Nee"	"nu"	"nu"	"nu"	"192252"	"393177"	"192256"	"393114"	"2023-07-18"	"Intrekking gehele veebestand"
"ODNML"	"5815CW35A"	"Vleesvarkens"	"Nee"	"Veldstraat 35A 5815CW MERSELO"	"Venray"	"2"	"Ja"	"2.516,00"	"40.942,00"	"219.708,00"	"191743"	"393041"	"191731"	"393015"	"2012-04-26"	"Omgevingsvergunning-revisie"
"ODNML"	"5815CX28"	"Vleesvarkens"	"Nee"	"Veldstraat 28 5815CX Merselo"	"Venray"	"2"	"Ja"	"2.311,50"	"63.821,40"	"246.942,00"	"191965"	"393102"	"191950"	"393219"	"2020-05-15"	"Omgevingsvergunning-revisie"
"ODNML"	"5815CZ12"	"Melkrundvee"	"Nee"	"Ossendijk 12 5815CZ Merselo"	"Venray"	"1"	"Nee"	"1.614,20"	"0,00"	"17.460,00"	"191027"	"393679"	"191039"	"393714"	"2003-01-10"	"Melding:onbekend"
"ODNML"	"5815CZ80"	"voormalig bedrijf"	"Ja"	"Ossendijk 80 5815CZ MERSELO"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"190880"	"391847"	"190880"	"391847"	"2009-12-16"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5815EB14"	"Vleesvee"	"Nee"	"Op de Ries 14 5815EB Merselo"	"Venray"	"1"	"Nee"	"945,00"	"9.612,00"	"8.910,00"	"192025"	"394030"	"192035"	"394069"	"2006-01-16"	"Omgevingsvergunning-revisie"
"ODNML"	"5815EB8"	"Zeugen"	"Nee"	"Op de Ries 8 5815EB Merselo"	"Venray"	"2"	"Ja"	"2.004,48"	"49.544,61"	"158.036,80"	"192313"	"394032"	"192280"	"394181"	"2012-01-24"	"Omgevingsvergunning-revisie"
"ODNML"	"5815ED10"	"Vleesvarkens"	"Nee"	"De Steeg 10 5815ED Merselo"	"Venray"	"2"	"Nee"	"421,20"	"9.273,60"	"66.463,20"	"192737"	"393949"	"192806"	"393963"	"2020-01-16"	"Melding activiteitenbesluit met OBM"
"ODNML"	"5815EE6"	"Leghennen"	"Nee"	"Den Tiel 6 5815EE Merselo"	"Venray"	"4"	"Ja"	"5.379,00"	"33.252,00"	"5.152.030,00"	"192891"	"394193"	"192977"	"394165"	"2016-02-05"	"Omgevingsvergunning-revisie"
"ODNML"	"5815EJ13"	"voormalig bedrijf"	"Ja"	"Hansenberg 13 5815EJ MERSELO"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"193920"	"395846"	"193920"	"395846"	"2010-01-13"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5815EJ2"	"Vleeskuikens"	"Nee"	"Hansenberg 2 5815EJ Merselo"	"Venray"	"6"	"Nee"	"599,90"	"4.801,50"	"320.100,00"	"193327"	"395667"	"193350"	"395651"	"2014-07-17"	"Melding activiteitenbesluit met OBM"
"ODNML"	"5815EJ3A"	"voormalig bedrijf"	"Ja"	"Hansenberg 3A 5815EJ MERSELO"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"193425"	"395767"	"193425"	"395767"	"2021-05-31"	"Intrekking:Omgevingsvergunning intrekking"
"ODNML"	"5816AA1"	"Zeugen"	"Nee"	"Zwartwater 1 5816AA Vredepeel"	"Venray"	"7"	"Ja"	"4.568,41"	"65.260,67"	"506.116,20"	"190244"	"394905"	"190212"	"394861"	"2011-06-14"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5816AA2"	"Zeugen"	"Nee"	"Zwartwater 2 5816AA Vredepeel"	"Venray"	"7"	"Nee"	"1.658,84"	"18.843,93"	"166.922,45"	"190336"	"394980"	"190294"	"395011"	"2013-08-23"	"Melding activiteitenbesluit met OBM"
"ODNML"	"5816AB83"	"voormalig bedrijf"	"Ja"	"Beekweg 83 5816AB VREDEPEEL"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"192062"	"394567"	"192062"	"394567"	"2009-04-15"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5816AB90"	"voormalig bedrijf"	"Ja"	"Beekweg 90 5816AB Vredepeel"	"Venray"	"1"	"Nee"	"nu"	"nu"	"nu"	"189928"	"394927"	"189928"	"394927"	"2023-11-07"	"Intrekking gehele veebestand"
"ODNML"	"5816AB98"	"Leghennen"	"Nee"	"Beekweg 98 5816AB Vredepeel"	"Venray"	"3"	"Ja"	"10.668,65"	"62.308,80"	"4.297.264,00"	"189560"	"394875"	"189561"	"395091"	"2013-07-30"	"Vergunning:Omgevingsvergunning Inrichting"
"ODNML"	"5816AC4"	"Melkrundvee"	"Nee"	"Ripseweg 4 5816AC Vredepeel"	"Venray"	"2"	"Nee"	"1.768,80"	"0,00"	"19.206,00"	"189087"	"394804"	"189102"	"394838"	"2003-12-23"	"Omgevingsvergunning-revisie"
"ODNML"	"5816AC6"	"Paarden"	"Nee"	"Ripseweg 6 5816AC Vredepeel"	"Venray"	"1"	"Nee"	"10,00"	"0,00"	"0,00"	"189008"	"394792"	"189033"	"394816"	"2017-03-10"	"Melding:Activiteitenbesluit"
"ODNML"	"5816AD11"	"Melkrundvee"	"Nee"	"Kuulenweg 11 5816AD VREDEPEEL"	"Venray"	"1"	"Nee"	"4.725,60"	"0,00"	"51.030,00"	"189555"	"395902"	"189555"	"395902"	"2014-03-27"	"Vergunning:"
"ODNML"	"5816AD11-15"	"voormalig bedrijf"	"Ja"	"Kuulenweg 11-15 5816AD VREDEPEEL"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"189616"	"395895"	"189616"	"395895"	"2014-03-27"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5816AE1"	"Vleesvarkens"	"Nee"	"Twistweg 1 5816AE Vredepeel"	"Venray"	"2"	"Ja"	"3.760,20"	"80.982,30"	"461.478,60"	"188451"	"395175"	"188578"	"395243"	"2011-02-16"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5816AE10"	"Zeugen"	"Nee"	"Twistweg 10 5816AE Vredepeel"	"Venray"	"5"	"Ja"	"2.189,98"	"33.349,20"	"209.635,00"	"188356"	"395992"	"188377"	"396033"	"2021-06-16"	"Vergunning:Omgevingsvergunning revisie"
"ODNML"	"5816AE12"	"voormalig bedrijf"	"Ja"	"Twistweg 12 5816AE VREDEPEEL"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"188296"	"396248"	"188296"	"396248"	"2015-06-26"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5816AE14"	"voormalig bedrijf"	"Ja"	"Twistweg 14 5816AE Vredepeel"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"188155"	"396600"	"188176"	"396592"	"2022-06-28"	"Correctie:Omgevingsvergunning intrekking"
"ODNML"	"5816AE14A"	"Nerts Vos"	"Nee"	"Twistweg 14A 5816AE VREDEPEEL"	"Venray"	"1"	"Ja"	"1.497,50"	"0,00"	"47.920,00"	"188185"	"396569"	"188281"	"396561"	"2012-09-14"	"Intrekking:gedeeltelijke intrekking"
"ODNML"	"5816AE14C"	"Biggen"	"Nee"	"Twistweg 14C 5816AE VREDEPEEL"	"Venray"	"2"	"Ja"	"3.911,76"	"57.682,80"	"498.308,00"	"188767"	"396466"	"188774"	"396414"	"2018-03-21"	"Omgevingsvergunning-verandering"
"ODNML"	"5816AE15A"	"Vleesvarkens"	"Nee"	"Twistweg 15A 5816AE VREDEPEEL"	"Venray"	"2"	"Ja"	"3.906,00"	"43.562,00"	"167.688,00"	"187966"	"396912"	"187921"	"396929"	"2018-06-20"	"Vergunning:Omgevingsvergunning Inrichting"
"ODNML"	"5816AE17"	"Nerts Vos"	"Nee"	"Twistweg 17 5816AE Vredepeel"	"Venray"	"1"	"Nee"	"551,00"	"0,00"	"7.600,00"	"187922"	"397148"	"187834"	"397136"	"2016-09-20"	"Omgevingsvergunning-revisie"
"ODNML"	"5816AE3"	"Melkrundvee"	"Nee"	"Twistweg 3 5816AE Vredepeel"	"Venray"	"3"	"Nee"	"888,00"	"0,00"	"9.384,00"	"188442"	"395235"	"188404"	"395231"	"2016-07-07"	"Melding:Activiteitenbesluit"
"ODNML"	"5816AE4"	"voormalig bedrijf"	"Ja"	"Twistweg 4 5816AE VREDEPEEL"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"188482"	"395512"	"188482"	"395512"	"2000-01-01"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5816AE4A"	"Vleesvarkens"	"Nee"	"Twistweg 4A 5816AE Vredepeel"	"Venray"	"9"	"Ja"	"5.683,41"	"77.884,10"	"551.263,50"	"188428"	"395644"	"188497"	"395647"	"2012-07-03"	"Omgevingsvergunning-revisie"
"ODNML"	"5816AE5"	"Paarden"	"Nee"	"Twistweg 5 5816AE Vredepeel"	"Venray"	"1"	""	"68,40"	"265,20"	"516,00"	"188371"	"395664"	"188332"	"395643"	"2001-07-25"	"Melding:onbekend"
"ODNML"	"5816AE6"	"Vleesvee"	"Nee"	"Twistweg 6 5816AE Vredepeel"	"Venray"	"1"	"Nee"	"1.178,80"	"427,20"	"36.146,00"	"188401"	"395788"	"188435"	"395849"	"2020-12-22"	"Vergunning:Omgevingsvergunning revisie"
"ODNML"	"5816AE7"	"Zeugen"	"Nee"	"Twistweg 7 5816AE Vredepeel"	"Venray"	"7"	"Ja"	"2.175,64"	"41.339,69"	"294.744,85"	"188354"	"395734"	"188278"	"395734"	"2015-12-15"	"Vergunning:Omgevingsvergunning Inrichting"
"ODNML"	"5816AE9"	"Vleesvarkens"	"Nee"	"Twistweg 9 5816AE Vredepeel"	"Venray"	"2"	"Ja"	"3.553,50"	"45.019,00"	"370.719,00"	"188235"	"396145"	"188135"	"396142"	"2009-05-18"	"Omgevingsvergunning-revisie"
"ODNML"	"5816AJ11"	"Melkrundvee"	"Nee"	"Vredeweg 11 5816AJ Vredepeel"	"Venray"	"4"	"Nee"	"2.626,40"	"0,00"	"27.470,00"	"187170"	"396095"	"187126"	"396095"	"2024-05-06"	"Omgevingsvergunning-revisie"
"ODNML"	"5816AJ17"	"Vleesvarkens"	"Nee"	"Vredeweg 17 5816AJ Vredepeel"	"Venray"	"2"	"Ja"	"3.827,25"	"72.260,25"	"230.877,00"	"187096"	"396654"	"186995"	"396710"	"2023-07-26"	"Omgevingsvergunning milieuneutraal"
"ODNML"	"5816AJ19"	"Melkrundvee"	"Nee"	"Vredeweg 19 5816AJ Vredepeel"	"Venray"	"2"	"Nee"	"1.160,00"	"0,00"	"12.662,00"	"187023"	"397083"	"186976"	"397079"	"1995-10-27"	"Melding activiteitenbesluit"
"ODNML"	"5816AJ21"	"Geiten"	"Nee"	"Vredeweg 21 5816AJ Vredepeel"	"Venray"	"5"	"Nee"	"3.495,00"	"56.248,00"	"72.418,00"	"187012"	"397147"	"186973"	"397218"	"2013-10-22"	"Vergunning:Omgevingsvergunning Inrichting"
"ODNML"	"5816AJ5"	"Melkrundvee"	"Nee"	"Vredeweg 5 5816AJ Vredepeel"	"Venray"	"1"	""	"975,00"	"0,00"	"11.100,00"	"187297"	"395170"	"187258"	"395162"	"2024-05-06"	"Omgevingsvergunning-revisie"
"ODNML"	"5816AJ7"	"Melkrundvee"	"Nee"	"Vredeweg 7 5816AJ Vredepeel"	"Venray"	"8"	"Nee"	"17.466,00"	"0,00"	"323.628,00"	"187236"	"395607"	"187414"	"395672"	"2024-05-06"	"Omgevingsvergunning-revisie"
"ODNML"	"5816AK10"	"Melkrundvee"	"Nee"	"Vredeweg 10 5816AK Vredepeel"	"Venray"	"1"	""	"2.825,20"	"0,00"	"30.706,00"	"187239"	"395996"	"187291"	"396019"	"2014-07-25"	"Melding:"
"ODNML"	"5816AK14"	"Paarden"	"Nee"	"Vredeweg 14 5816AK Vredepeel"	"Venray"	"1"	""	"100,00"	"0,00"	"0,00"	"187167"	"396542"	"187222"	"396539"	"2010-09-24"	"Melding:"
"ODNML"	"5816AK16"	"Geiten"	"Nee"	"Vredeweg 16 5816AK Vredepeel"	"Venray"	"4"	"Nee"	"4.720,00"	"49.190,00"	"50.700,00"	"187157"	"396614"	"187188"	"396670"	"2017-05-11"	"Vergunning:Omgevingsvergunning Inrichting"
"ODNML"	"5816AK20"	"Geiten"	"Nee"	"Vredeweg 20 5816AK Vredepeel"	"Venray"	"1"	""	"4.962,00"	"48.880,00"	"49.590,00"	"187066"	"397154"	"187125"	"397167"	"2017-12-21"	"Omgevingsvergunning-verandering"
"ODNML"	"5816AK2A"	"Leghennen"	"Nee"	"Vredeweg 2A 5816AK Vredepeel"	"Venray"	"1"	"Ja"	"4.726,00"	"17.504,56"	"3.711.260,00"	"187402"	"394837"	"187468"	"394831"	"2012-11-02"	"Vergunning:Omgevingsvergunning Inrichting"
"ODNML"	"5816AK8"	"Melkrundvee"	"Nee"	"Vredeweg 8 5816AK Vredepeel"	"Venray"	"6"	"Nee"	"2.092,00"	"1.708,80"	"25.774,00"	"187296"	"395573"	"187344"	"395590"	"2024-09-19"	"Melding Besluit Activiteit Leefomgeving"
"ODNML"	"5817AC2"	"Paarden"	"Nee"	"St. Jozeflaan 2 5817AC Smakt"	"Venray"	"1"	"Nee"	"24,30"	"0,00"	"0,00"	"198067"	"396984"	"198091"	"396961"	"2011-07-05"	"Omgevingsvergunning-verandering"
"ODNML"	"5817AE2"	"Melkrundvee"	"Nee"	"Carmelietenstraat 2 5817AE Smakt"	"Venray"	"2"	"Nee"	"1.149,20"	"0,00"	"14.968,00"	"197895"	"397457"	"197919"	"397428"	"2022-02-08"	"Melding:Activiteitenbesluit"
"ODNML"	"5817AE4"	"voormalig bedrijf"	"Ja"	"Carmelietenstraat 4 5817AE SMAKT"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"197992"	"397448"	"197992"	"397448"	"2010-11-29"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5817AG15"	"Paarden"	"Nee"	"Pelgrimslaan 15 5817AG Smakt"	"Venray"	"2"	"Nee"	"308,10"	"427,00"	"44.820,00"	"197513"	"397856"	"197552"	"397828"	"1993-03-16"	"Omgevingsvergunning-oprichting"
"ODNML"	"5817AG2"	"Vleesvarkens"	"Nee"	"Pelgrimslaan 2 5817AG Smakt"	"Venray"	"3"	"Ja"	"1.225,00"	"35.650,00"	"222.462,00"	"197540"	"397171"	"197530"	"397115"	"2011-05-17"	"Omgevingsvergunning-verandering"
"ODNML"	"5817AH1"	"voormalig bedrijf"	"Ja"	"Loobeek 1 5817AH SMAKT"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"197543"	"397303"	"197543"	"397303"	"2015-07-14"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5817AH2"	"Melkrundvee"	"Nee"	"Loobeek 2 5817AH Smakt"	"Venray"	"1"	"Nee"	"74,80"	"0,00"	"646,00"	"197445"	"397453"	"197435"	"397481"	"2021-12-21"	"Intrekking:Omgevingsverg. gedeeltelijke intrekking"
"ODNML"	"5817AH3"	"voormalig bedrijf"	"Ja"	"Loobeek 3 5817AH Smakt"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"197243"	"397539"	"197284"	"397574"	"2021-03-30"	"Intrekking:Omgevingsvergunning intrekking"
"ODNML"	"5817AH3C"	"Vleesvarkens"	"Nee"	"Loobeek 3C 5817AH SMAKT"	"Venray"	"1"	"Nee"	"1.194,00"	"27.462,00"	"182.682,00"	"197294"	"397385"	"197294"	"397385"	"2024-11-13"	"Intrekking gedeeltelijk veebestand"
"ODNML"	"5817AJ12"	"Zeugen"	"Nee"	"Spurkt 12 5817AJ Smakt"	"Venray"	"7"	"Nee"	"1.775,99"	"21.264,06"	"155.920,80"	"196838"	"396673"	"196881"	"396727"	"2015-06-18"	"Melding activiteitenbesluit met OBM"
"ODNML"	"5851AA15A"	"Vleeskuikens"	"Ja"	"Heukelom 15A 5851AA Afferden L"	"Bergen"	"1"	"Ja"	"nu"	"nu"	"nu"	"199452"	"404001"	"199469"	"404055"	"2023-09-21"	"Intrekking gehele veebestand"
"ODNML"	"5851AA23"	"Melkrundvee"	"Nee"	"Heukelom 23 5851AA Afferden L"	"Bergen"	"1"	"Nee"	"660,70"	"195,00"	"5.554,00"	"199593"	"403616"	"199643"	"403629"	"2007-08-29"	"Melding:besluit landbouwbedrijven milieubeheer"
"ODNML"	"5851AB12"	"Melkrundvee"	"Nee"	"Heukelom 12 5851AB Afferden L"	"Bergen"	"1"	"Nee"	"2.604,30"	"0,00"	"28.030,00"	"199407"	"403585"	"199341"	"403536"	"2006-09-06"	"Vergunning:beschikking WM veranderingsvergunning"
"ODNML"	"5851AB22"	"Melkrundvee"	"Nee"	"Heukelom 22 5851AB Afferden L"	"Bergen"	"1"	"Nee"	"1.360,80"	"0,00"	"12.222,00"	"199428"	"403440"	"199384"	"403446"	"2012-07-26"	"Melding:besluit landbouwbedrijven milieubeheer"
"ODNML"	"5851AB30"	"Paarden"	"Nee"	"Heukelom 30 5851AB Afferden L"	"Bergen"	"1"	"Nee"	"356,10"	"1.554,80"	"4.214,00"	"199570"	"403155"	"199551"	"403152"	"2013-05-07"	"Vergunning:Activiteitenbesluit"
"ODNML"	"5851AB8"	"Melkrundvee"	"Nee"	"Heukelom 8 5851AB Afferden L"	"Bergen"	"1"	"Nee"	"2.892,50"	"0,00"	"34.562,00"	"199316"	"403734"	"199344"	"403753"	"2014-04-09"	"Melding:Activiteitenbesluit"
"ODNML"	"5851AD33"	"Paarden"	"Nee"	"Gening 33 5851AD Afferden L"	"Bergen"	"1"	"Nee"	"79,40"	"142,40"	"1.040,00"	"199100"	"404338"	"199129"	"404376"	"2001-02-06"	"Melding:besluit landbouwbedrijven milieubeheer"
"ODNML"	"5851AD35"	"Paarden"	"Nee"	"Gening 35 5851AD Afferden L"	"Bergen"	"1"	"Nee"	"179,70"	"0,00"	"0,00"	"199186"	"404252"	"199207"	"404264"	"2006-10-24"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5851AS69"	"Melkrundvee"	"Nee"	"Kapelstraat 69 5851AS Afferden L"	"Bergen"	"1"	"Nee"	"1.745,70"	"0,00"	"19.602,00"	"198881"	"406039"	"198872"	"406061"	"2004-08-10"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5851EA2"	"Melkrundvee"	"Nee"	"Hengeland 2 5851EA Afferden L"	"Bergen"	"1"	"Nee"	"288,00"	"0,00"	"2.556,00"	"197538"	"406309"	"197536"	"406310"	"2003-03-07"	"Melding:besluit landbouwbedrijven milieubeheer"
"ODNML"	"5851EA3A"	"Melkrundvee"	"Nee"	"Hengeland 3A 5851EA Afferden L"	"Bergen"	"5"	"Nee"	"1.271,70"	"0,00"	"13.800,00"	"197199"	"406417"			"2025-05-21"	"Melding activiteitenbesluit"
"ODNML"	"5851EA4"	"voormalig bedrijf"	"Ja"	"Hengeland 4 5851EA AFFERDEN LB"	"Bergen"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"197634"	"406329"	"197634"	"406329"	"2011-11-29"	"Correctie:intrekking gehele veebestand"
"ODNML"	"5851EA5"	"Paarden"	"Nee"	"Hengeland 5 5851EA Afferden L"	"Bergen"	"1"	"Nee"	"125,00"	"0,00"	"0,00"	"197194"	"406506"	"197197"	"406540"	"2016-07-19"	"Melding:Activiteitenbesluit"
"ODNML"	"5851EA6"	"Vleesvarkens"	"Nee"	"Hengeland 6 5851EA Afferden L"	"Bergen"	"1"	"Ja"	"1.750,30"	"47.085,80"	"122.475,00"	"197820"	"406433"	"197830"	"406396"	"2011-11-29"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5851EC52"	"voormalig bedrijf"	"Ja"	"Afferdse Heide 52 5851EC AFFERDEN LB"	"Bergen"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"198342"	"406251"	"198342"	"406251"	"2014-01-06"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5851EE13A"	"Vleesvee"	"Nee"	"Bleijenbeek 13A 5851EE Afferden L"	"Bergen"	"3"	"Nee"	"549,10"	"3.809,20"	"16.820,00"	"201387"	"406053"	"201429"	"406066"	"2024-02-28"	"Melding activiteitenbesluit met OBM"
"ODNML"	"5851EE15A"	"Vleesvarkens"	"Nee"	"Bleijenbeek 15A 5851EE AFFERDEN LB"	"Bergen"	"1"	"Nee"	"3.363,90"	"21.473,40"	"152.375,00"	"201498"	"405931"	"201498"	"405931"	"2011-09-13"	"Vergunning:beschikking WM veranderingsvergunning"
"ODNML"	"5851EG2"	"voormalig bedrijf"	"Ja"	"Lakei 2 5851EG AFFERDEN LB"	"Bergen"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"201553"	"406802"	"201553"	"406802"	"2009-12-21"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5851EG3A"	"Melkrundvee"	"Nee"	"Lakei 3A 5851EG AFFERDEN LB"	"Bergen"	"1"	"Nee"	"428,00"	"0,00"	"5.720,00"	"201532"	"407002"	"201532"	"407002"	"2004-03-09"	"Melding:besluit landbouwbedrijven milieubeheer"
"ODNML"	"5851EG7"	"Vleesvarkens"	"Nee"	"Lakei 7 5851EG Afferden L"	"Bergen"	"1"	"Nee"	"174,00"	"1.334,00"	"8.874,00"	"201081"	"407367"	"201108"	"407439"	"2013-06-24"	"Intrekking:gedeeltelijke intrekking"
"ODNML"	"5851GA1"	"voormalig bedrijf"	"Ja"	"Berkenkamp 1 5851GA AFFERDEN LB"	"Bergen"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"199555"	"404316"	"199555"	"404316"	"2010-04-14"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5851GA7"	"Melkrundvee"	"Nee"	"Berkenkamp 7 5851GA Afferden L"	"Bergen"	"1"	"Nee"	"805,00"	"0,00"	"8.560,00"	"199878"	"403727"	"199880"	"403714"	"1983-05-25"	"Vergunning:hinderwetvergunning"
"ODNML"	"5853AA11"	"Melkrundvee"	"Nee"	"Gochsedijk 11 5853AA Siebengewald"	"Bergen"	"1"	"Nee"	"435,00"	"0,00"	"3.900,00"	"203330"	"405821"	"203307"	"405828"	"2003-01-30"	"Melding:besluit landbouwbedrijven milieubeheer"
"ODNML"	"5853AA9"	"Paarden"	"Nee"	"Gochsedijk 9 5853AA Siebengewald"	"Bergen"	"1"	"Nee"	"100,00"	"0,00"	"0,00"	"203288"	"405757"	"203245"	"405767"	"2017-02-09"	"Melding:Activiteitenbesluit"
