"Bronhouder"	"VTHobject ID"	"Bedrijfstype"	"Beëndigd"	"Adres"	"Gemeente"	"Aantal stallen"	"IPPC"	"NH3 emissie (kg/j)"	"Geur emissie (ouE/s)"	"Fijnstof emissie (g/j)"	"BAG VBO X"	"BAG VBO Y"	"Gem. emissie X"	"Gem. emissie Y"	"Besluitdatum"	"Zaaktype"
"Horst aan de Maas"	"5766PP25"	"Melkrundvee"	"Nee"	"Lavendellaan 25 5766PP Griendtsveen"	"Horst aan de Maas"	"1"	"Nee"	"107,20"	"142,40"	"1.468,00"	"190005"	"383809"	"189990"	"383841"	"1995-05-30"	"Melding:Activiteitenbesluit"
"ODNML"	"5768AV26"	"voormalig bedrijf"	"Ja"	"Steegstraat 26 5768AV MEIJEL"	"Peel en Maas"	"1"	""	"0,00"	"0,00"	"0,00"	"190275"	"372480"	"190275"	"372480"	"2019-05-09"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5768AV30"	"voormalig bedrijf"	"Ja"	"Steegstraat 30 5768AV MEIJEL"	"Peel en Maas"	"1"	""	"0,00"	"0,00"	"0,00"	"190373"	"372527"	"190373"	"372527"	"2019-06-18"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5768CS10"	"voormalig bedrijf"	"Ja"	"Simonshoek 10 5768CS MEIJEL"	"Peel en Maas"	"1"	""	"0,00"	"0,00"	"0,00"	"189018"	"372602"	"189018"	"372602"	"2017-03-17"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5768CS7"	"Melkrundvee"	"Nee"	"Simonshoek 7 5768CS Meijel"	"Peel en Maas"	"1"	""	"334,00"	"1.068,00"	"5.700,00"	"189123"	"372594"	"189146"	"372569"	"2004-11-22"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5768CS9"	"Paarden"	"Nee"	"Simonshoek 9 5768CS Meijel"	"Peel en Maas"	"1"	""	"148,10"	"0,00"	"0,00"	"189098"	"372583"	"189094"	"372528"	"2005-06-13"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5768CZ12"	"Vleesvarkens"	"Nee"	"Simonshoeksesteeg 12 5768CZ MEIJEL"	"Peel en Maas"	"6"	"Ja"	"3.307,20"	"38.032,80"	"241.839,00"	"189363"	"371421"	"189378"	"371416"	"2022-11-08"	"Omgevingsvergunning-verandering"
"ODNML"	"5768CZ4"	"voormalig bedrijf"	"Ja"	"Simonshoeksesteeg 4 5768CZ MEIJEL"	"Peel en Maas"	"1"	""	"0,00"	"0,00"	"0,00"	"189061"	"372315"	"189061"	"372315"	"2012-12-27"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5768PB2"	"voormalig bedrijf"	"Ja"	"Berkenheg 2 5768PB Meijel"	"Peel en Maas"	"1"	""	"0,00"	"0,00"	"0,00"	"188263"	"373261"	"188285"	"373266"	"2015-07-09"	"Intrekking:Activiteitenbesluit"
"ODNML"	"5768PD10"	"Melkrundvee"	"Nee"	"Astenseweg 10 5768PD Meijel"	"Peel en Maas"	"1"	""	"1.509,40"	"0,00"	"16.144,00"	"188097"	"373350"	"188093"	"373394"	"2018-08-30"	"Melding:Activiteitenbesluit"
"ODNML"	"5768PD2"	"Vleesvee"	"Nee"	"Astenseweg 2 5768PD MEIJEL"	"Peel en Maas"	"1"	"Nee"	"565,00"	"5.696,00"	"5.280,00"	"188909"	"373196"	"188938"	"373167"	"2011-05-17"	"Vergunning:"
"ODNML"	"5768PE2"	"Biggen"	"Nee"	"Berg 2 5768PE Meijel"	"Peel en Maas"	"1"	"Nee"	"556,14"	"6.286,80"	"59.644,00"	"187857"	"373115"	"188076"	"373036"	"2020-12-22"	"Intrekking:Omgevingsverg. gedeeltelijke intrekking"
"ODNML"	"5768PE3"	"voormalig bedrijf"	"Ja"	"Berg 3 5768PE Meijel"	"Peel en Maas"	"1"	""	"0,00"	"0,00"	"0,00"	"187962"	"373233"	"187915"	"373284"	"2022-04-11"	"Intrekking:Omgevingsvergunning intrekking"
"ODNML"	"5768PE6"	"Melkrundvee"	"Nee"	"Berg 6 5768PE Meijel"	"Peel en Maas"	"1"	""	"2.359,60"	"0,00"	"26.216,00"	"187692"	"373284"	"187637"	"373313"	"2011-02-15"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5768PG27"	"Paarden"	"Nee"	"Nederweerterdijk 27 5768PG Meijel"	"Peel en Maas"	"1"	""	"8,10"	"0,00"	"0,00"	"186776"	"371898"	"186781"	"371851"	"2020-10-09"	"Intrekking:Omgevingsverg. gedeeltelijke intrekking"
"ODNML"	"5768PG29"	"Paarden"	"Nee"	"Nederweerterdijk 29 5768PG Meijel"	"Peel en Maas"	"1"	"Nee"	"273,90"	"0,00"	"3.502,00"	"186716"	"371847"	"186748"	"371837"	"2021-05-05"	"Intrekking:Omgevingsverg. gedeeltelijke intrekking"
"ODNML"	"5768PG31"	"Paarden"	"Nee"	"Nederweerterdijk 31 5768PG Meijel"	"Peel en Maas"	"1"	"Nee"	"275,20"	"0,00"	"0,00"	"186695"	"371825"	"186696"	"371796"	"2021-01-26"	"Melding:Activiteitenbesluit"
"ODNML"	"5768PG33"	"Paarden"	"Nee"	"Nederweerterdijk 33 5768PG Meijel"	"Peel en Maas"	"1"	""	"175,00"	"0,00"	"0,00"	"186626"	"371759"	"186644"	"371696"	"2001-12-20"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5768PH10"	"Vleesvarkens"	"Nee"	"Nederweerterdijk 10 5768PH Meijel"	"Peel en Maas"	"2"	"Nee"	"1.249,20"	"40.428,90"	"114.453,00"	"187263"	"372277"	"187145"	"372316"	"2022-06-21"	"Melding activiteitenbesluit met OBM"
"ODNML"	"5768PH18"	"Melkrundvee"	"Nee"	"Nederweerterdijk 18 5768PH Meijel"	"Peel en Maas"	"1"	""	"176,00"	"0,00"	"1.520,00"	"186815"	"371976"	"186806"	"371979"	"2013-11-21"	"Melding:Activiteitenbesluit"
"ODNML"	"5768PH26"	"Paarden"	"Nee"	"Nederweerterdijk 26 5768PH Meijel"	"Peel en Maas"	"1"	""	"25,00"	"0,00"	"0,00"	"186534"	"371830"	"186530"	"371844"	"2007-02-16"	"Vergunning:gedeeltelijke intrekking"
"ODNML"	"5768PH30"	"Leghennen"	"Nee"	"Nederweerterdijk 30 5768PH Meijel"	"Nederweert"	"2"	"Nee"	"1.363,58"	"2.186,43"	"101.093,00"	"186414"	"371639"	"186358"	"371658"	"2024-06-20"	"Intrekking gedeeltelijk veebestand"
"ODNML"	"5768PJ"	"Vleesvarkens"	"Nee"	"Vossenberg 2 5768PJ Meijel"	"Peel en Maas"	"3"	"Ja"	"4.680,00"	"132.080,00"	"322.400,00"	"186940"	"372040"	"186905"	"372136"	"2019-10-03"	"Vergunning:Beschikking tweede fase"
"ODNML"	"5768PJ3"	"Melkrundvee"	"Nee"	"Vossenberg 3 5768PJ Meijel"	"Peel en Maas"	"1"	""	"1.929,40"	"0,00"	"20.986,00"	"186735"	"372295"	"186727"	"372314"	"2014-02-13"	"Melding:Activiteitenbesluit"
"ODNML"	"5768PK15"	"Paarden"	"Nee"	"Steenoven 15 5768PK Meijel"	"Peel en Maas"	"1"	""	"130,70"	"0,00"	"0,00"	"188553"	"371900"	"188575"	"371910"	"2018-02-08"	"Melding:Activiteitenbesluit"
"ODNML"	"5768PL3"	"Paarden"	"Nee"	"Noorenweg 3 5768PL Meijel"	"Peel en Maas"	"1"	""	"45,00"	"0,00"	"0,00"	"188563"	"371762"	"188569"	"371772"	"2001-10-19"	"Vergunning:oprichtingsvergunning"
"ODNML"	"5768PM10"	"Vleesvarkens"	"Nee"	"Bleekweg 10 5768PM MEIJEL"	"Peel en Maas"	"1"	""	"1.181,00"	"12.144,00"	"77.220,00"	"188859"	"371975"	"188859"	"371975"	"2023-01-19"	"Omgevingsvergunning-verandering"
"ODNML"	"5768PN45"	"Paarden"	"Nee"	"Kampsteeg 45 5768PN Meijel"	"Peel en Maas"	"2"	""	"200,70"	"0,00"	"0,00"	"188535"	"371470"	"188539"	"371420"	"2021-01-15"	"Melding:Activiteitenbesluit"
"ODNML"	"5768PP13"	"Paarden"	"Nee"	"Langstraat 13 5768PP Meijel"	"Peel en Maas"	"1"	""	"125,00"	"0,00"	"0,00"	"188388"	"371045"	"188336"	"371011"	"2021-08-18"	"Melding:Activiteitenbesluit"
"ODNML"	"5768PP15"	"Nerts Vos"	"Nee"	"Langstraat 15 5768PP MEIJEL"	"Peel en Maas"	"2"	""	"2.115,32"	"197,85"	"68.635,00"	"188021"	"370816"	"188021"	"370816"	"2016-02-04"	"Vergunning:Omgevingsvergunning Inrichting"
"ODNML"	"5768PP18"	"Paarden"	"Nee"	"Langstraat 18 5768PP Meijel"	"Peel en Maas"	"7"	"Nee"	"393,00"	"0,00"	"0,00"	"187807"	"370813"	"187776"	"370928"	"2022-11-22"	"Melding activiteitenbesluit met OBM"
"ODNML"	"5768PP9"	"Melkrundvee"	"Nee"	"Langstraat 9 5768PP Meijel"	"Peel en Maas"	"1"	""	"548,40"	"1.602,00"	"11.793,00"	"188624"	"371122"	"188618"	"371081"	"2008-03-31"	"Melding:besluit landbouwbedrijven milieubeheer"
"ODNML"	"5768PR1"	"Paarden"	"Nee"	"Peelweg 1 5768PR Meijel"	"Peel en Maas"	"1"	""	"330,00"	"0,00"	"5.500,00"	"187383"	"372221"	"187427"	"372200"	"2014-12-19"	"Melding:Activiteitenbesluit"
"ODNML"	"5768PR16"	"Melkrundvee"	"Nee"	"Peelweg 16 5768PR Meijel"	"Peel en Maas"	"1"	""	"1.850,00"	"0,00"	"20.336,00"	"187820"	"371760"	"187780"	"371768"	"2019-11-02"	"Melding:Activiteitenbesluit"
"ODNML"	"5768PR27"	"Melkrundvee"	"Nee"	"Peelweg 27 5768PR Meijel"	"Peel en Maas"	"1"	""	"1.559,90"	"8.900,80"	"23.101,00"	"188311"	"370871"	"188370"	"370842"	"2022-08-02"	"Intrekking gedeeltelijk veebestand"
"ODNML"	"5768PR28"	"Paarden"	"Nee"	"Peelweg 28 5768PR Meijel"	"Peel en Maas"	"1"	""	"79,50"	"0,00"	"0,00"	"188200"	"371248"	"188167"	"371250"	"1999-08-23"	"Vergunning:beschikking WM veranderingsvergunning"
"ODNML"	"5768PR34"	"Vleesvee"	"Nee"	"Peelweg 34 5768PR Meijel"	"Peel en Maas"	"1"	""	"233,20"	"1.566,40"	"7.480,00"	"188258"	"371002"	"188229"	"370964"	"2012-12-27"	"Intrekking:gedeeltelijke intrekking"
"ODNML"	"5768PR40"	"Vleesvarkens"	"Nee"	"Peelweg 40 5768PR MEIJEL"	"Peel en Maas"	"4"	"Ja"	"6.859,20"	"112.243,20"	"666.816,00"	"188440"	"370430"	"188490"	"370480"	"2021-06-07"	"Vergunning:Omgevingsvergunning revisie"
"ODNML"	"5768PS15"	"Vleesvarkens"	"Nee"	"Donkerpeelkensweg 15 5768PS MEIJEL"	"Peel en Maas"	"3"	"Ja"	"3.387,00"	"76.498,00"	"481.500,00"	"189042"	"371454"	"189029"	"371431"	"2023-03-10"	"Ambtshalve wijziging"
"ODNML"	"5768PT6"	"Vleeskuikens"	"Nee"	"Steeghsweg 6 5768PT MEIJEL"	"Peel en Maas"	"3"	"Nee"	"1.352,40"	"12.751,20"	"850.080,00"	"189324"	"371038"	"189272"	"371044"	"2014-09-15"	"Melding:Activiteitenbesluit"
"ODNML"	"5768PV9"	"Paarden"	"Nee"	"Platveld 9 5768PV Meijel"	"Peel en Maas"	"5"	""	"1.042,60"	"2.359,80"	"17.680,00"	"188995"	"370646"	"189027"	"370607"	"2021-06-17"	"Vergunning:Omgevingsvergunning beperkte milieutoets"
"ODNML"	"5768PW13"	"Biggen"	"Nee"	"Vissersweg 13 5768PW Meijel"	"Peel en Maas"	"2"	""	"1.279,50"	"20.476,00"	"200.184,00"	"189371"	"370091"	"189398"	"370152"	"2020-10-27"	"Vergunning:Omgevingsvergunning beperkte milieutoets"
"ODNML"	"5768PW2"	"Paarden"	"Nee"	"Vissersweg 2 5768PW Meijel"	"Peel en Maas"	"1"	""	"204,20"	"399,15"	"6.924,00"	"189224"	"370722"	"189185"	"370719"	"2002-07-10"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5768PX16"	"Vleesvee"	"Nee"	"Bloemendaalseweg 16 5768PX MEIJEL"	"Peel en Maas"	"1"	""	"4.518,00"	"42.738,40"	"95.976,00"	"188969"	"370321"	"188969"	"370321"	"2013-04-12"	"Melding:gedeeltelijke intrekking"
"ODNML"	"5768PX7"	"Vleesvee"	"Nee"	"Bloemendaalseweg 7 5768PX Meijel"	"Peel en Maas"	"1"	"Nee"	"1.401,80"	"8.900,00"	"43.568,00"	"189297"	"370380"	"189276"	"370325"	"2016-09-28"	"Vergunning:Omgevingsvergunning Inrichting"
"ODNML"	"5768RA5"	"Vleesvee"	"Nee"	"Roggelsedijk 5 5768RA Meijel"	"Peel en Maas"	"2"	"Nee"	"593,60"	"3.987,20"	"19.040,00"	"189524"	"371048"	"189572"	"371052"	"2024-09-04"	"Melding activiteitenbesluit met OBM"
"ODNML"	"5768RB18"	"voormalig bedrijf"	"Ja"	"Roggelsedijk 18 5768RB MEIJEL"	"Peel en Maas"	"1"	""	"0,00"	"0,00"	"0,00"	"189524"	"370342"	"189524"	"370342"	"2018-08-21"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5768RB26"	"Melkrundvee"	"Nee"	"Roggelsedijk 26 5768RB Meijel"	"Peel en Maas"	"1"	""	"817,40"	"0,00"	"7.340,00"	"189739"	"369939"	"189698"	"369903"	"1992-03-09"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5768RC7"	"Zeugen"	"Nee"	"Marxweg 7 5768RC Meijel"	"Peel en Maas"	"6"	"Ja"	"2.752,55"	"40.888,10"	"337.923,00"	"190315"	"369839"	"190378"	"369873"	"2022-02-01"	"Vergunning:Beschikking eerste fase"
"ODNML"	"5768RD15"	"voormalig bedrijf"	"Ja"	"Witdonk 15 5768RD Meijel"	"Peel en Maas"	"1"	""	"0,00"	"0,00"	"0,00"	"190385"	"370046"	"190386"	"370057"	"2019-11-01"	"Intrekking:Omgevingsvergunning intrekking"
"ODNML"	"5768RD19"	"Melkrundvee"	"Nee"	"Witdonk 19 5768RD Meijel"	"Peel en Maas"	"1"	""	"1.979,20"	"0,00"	"20.916,00"	"190596"	"370035"	"190573"	"370086"	"2018-01-02"	"Melding:Activiteitenbesluit"
"ODNML"	"5768RE2"	"Melkrundvee"	"Nee"	"Kanaaldijk 2 5768RE Meijel"	"Peel en Maas"	"1"	""	"426,80"	"0,00"	"3.686,00"	"190562"	"370529"	"190606"	"370535"	"2004-02-02"	"Melding:AMvB melkveehouderij"
"ODNML"	"5768RG13"	"voormalig bedrijf"	"Ja"	"Krum 13 5768RG Meijel"	"Peel en Maas"	"1"	""	"0,00"	"0,00"	"0,00"	"189813"	"370807"	"189783"	"370821"	"2022-02-01"	"Intrekking:Omgevingsvergunning intrekking"
"ODNML"	"5768RG5"	"Paarden"	"Nee"	"Krum 5 5768RG Meijel"	"Peel en Maas"	"1"	""	"15,00"	"0,00"	"0,00"	"189815"	"370535"	"189805"	"370551"	"2003-01-29"	"Vergunning:gedeeltelijke intrekking"
"ODNML"	"5768RH12"	"Melkrundvee"	"Nee"	"Katsberg 12 5768RH Meijel"	"Peel en Maas"	"1"	""	"622,00"	"1.068,00"	"12.640,00"	"190330"	"370957"	"190326"	"370951"	"2014-08-19"	"Melding:Activiteitenbesluit"
"ODNML"	"5768RH3"	"Zeugen"	"Nee"	"Katsberg 3 5768RH Meijel"	"Peel en Maas"	"7"	"Nee"	"1.851,22"	"19.566,70"	"161.821,00"	"190242"	"371043"	"190256"	"371112"	"2024-07-08"	"Intrekking gedeeltelijk veebestand"
"ODNML"	"5768RH8"	"Vleesvarkens"	"Nee"	"Katsberg 8 5768RH Meijel"	"Peel en Maas"	"6"	"Ja"	"5.483,70"	"109.132,60"	"711.030,00"	"189942"	"370998"	"189988"	"370943"	"2024-11-15"	"Omgevingsvergunning-verandering OW"
"ODNML"	"5768RK5"	"Paarden"	"Nee"	"Heldensedijk 5 5768RK Meijel"	"Peel en Maas"	"1"	""	"60,00"	"0,00"	"0,00"	"190320"	"372969"	"190336"	"373011"	"2006-06-22"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5768RL26"	"voormalig bedrijf"	"Ja"	"Heldensedijk 26 5768RL MEIJEL"	"Peel en Maas"	"1"	""	"0,00"	"0,00"	"0,00"	"191077"	"372800"	"191077"	"372800"	"2012-12-28"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5768RM2"	"Schapen"	"Nee"	"Trinesweg 2 5768RM Meijel"	"Peel en Maas"	"1"	""	"42,00"	"468,00"	"0,00"	"191171"	"372624"	"191129"	"372562"	"2003-03-25"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5768RM3"	"Melkrundvee"	"Nee"	"Trinesweg 3 5768RM Meijel"	"Peel en Maas"	"1"	"Nee"	"603,00"	"0,00"	"5.328,00"	"191135"	"372277"	"191183"	"372278"	"2015-03-04"	"Intrekking:Activiteitenbesluit"
"ODNML"	"5768RN13"	"Vleesvarkens"	"Nee"	"Vieruitersten 13 5768RN Meijel"	"Peel en Maas"	"2"	"Nee"	"2.043,63"	"24.491,40"	"178.022,00"	"191192"	"373429"	"191132"	"373460"	"2019-11-25"	"Melding:Omgevingsvergunning beperkte milieutoets"
"ODNML"	"5768RP18"	"Geiten"	"Nee"	"Vieruitersten 18 5768RP Meijel"	"Peel en Maas"	"1"	""	"152,26"	"423,60"	"32.760,00"	"190567"	"373991"	"190621"	"374032"	"2020-12-10"	"Melding:Activiteitenbesluit"
"ODNML"	"5768RP22"	"Vleesvee"	"Nee"	"Vieruitersten 22 5768RP Meijel"	"Peel en Maas"	"1"	""	"1.655,50"	"12.282,00"	"43.580,00"	"190309"	"374171"	"190283"	"374200"	"2003-10-20"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5768RP24"	"Vleesvee"	"Nee"	"Vieruitersten 24 5768RP Meijel"	"Peel en Maas"	"1"	""	"1.392,90"	"8.650,80"	"41.310,00"	"190507"	"374410"	"190456"	"374447"	"2022-10-13"	"Melding activiteitenbesluit met OBM"
"ODNML"	"5768RP6"	"Paarden"	"Nee"	"Vieruitersten 6 5768RP Meijel"	"Peel en Maas"	"1"	""	"172,20"	"0,00"	"0,00"	"191209"	"373334"	"191268"	"373328"	"2020-09-11"	"Intrekking:Omgevingsvergunning beperkte milieutoets"
"ODNML"	"5768RR24"	"voormalig bedrijf"	"Ja"	"Heufkesweg 24 5768RR Meijel"	"Peel en Maas"	"1"	""	"0,00"	"0,00"	"0,00"	"190768"	"373655"	"190829"	"373669"	"2020-08-25"	"Intrekking:Omgevingsvergunning beperkte milieutoets"
"ODNML"	"5768RR33"	"Leghennen"	"Ja"	"Heufkesweg 33 5768RR Meijel"	"Peel en Maas"	"1"	""	"nu"	"nu"	"nu"	"190799"	"373759"	"190753"	"373736"	"2025-04-29"	"Intrekken gehele veebestand OW"
"ODNML"	"5768RT13"	"Vleesvee"	"Nee"	"Molenbaan 13 5768RT Meijel"	"Peel en Maas"	"1"	""	"888,00"	"8.828,80"	"8.184,00"	"189642"	"373862"	"189587"	"373941"	"2016-03-03"	"Intrekking:gedeeltelijke intrekking"
"ODNML"	"5768RT18"	"Paarden"	"Nee"	"Molenbaan 18 5768RT MEIJEL"	"Peel en Maas"	"1"	""	"94,30"	"0,00"	"0,00"	"189887"	"373949"	"189887"	"373949"	"1999-08-23"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5768RV2"	"Schapen"	"Nee"	"Molenpeel 2 5768RV Meijel"	"Peel en Maas"	"1"	"Nee"	"70,00"	"780,00"	"0,00"	"189593"	"374425"	"189628"	"374435"	"2020-08-28"	"Intrekking:Omgevingsverg. gedeeltelijke intrekking"
"ODNML"	"5768RV4A"	"Paarden"	"Nee"	"Molenpeel 4A 5768RV Meijel"	"Peel en Maas"	"1"	""	"678,20"	"0,00"	"0,00"	"189784"	"374385"	"189762"	"374402"	"2003-12-12"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5768RV5"	"voormalig bedrijf"	"Ja"	"Molenpeel 5 5768RV Meijel"	"Peel en Maas"	"1"	""	"0,00"	"0,00"	"0,00"	"190055"	"374523"	"190086"	"374524"	"2020-02-11"	"Intrekking:Omgevingsvergunning beperkte milieutoets"
"ODNML"	"5768RX12"	"Paarden"	"Nee"	"Hof 12 5768RX Meijel"	"Peel en Maas"	"1"	""	"80,00"	"0,00"	"0,00"	"189119"	"373847"	"189112"	"373856"	"2001-07-11"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5768RX8"	"voormalig bedrijf"	"Ja"	"Hof 8 5768RX MEIJEL"	"Peel en Maas"	"1"	""	"0,00"	"0,00"	"0,00"	"189011"	"373849"	"189011"	"373849"	"2018-07-18"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5768XG12"	"Nerts Vos"	"Nee"	"Steenkampseweg 12 5768XG Meijel"	"Peel en Maas"	"1"	""	"2.650,50"	"0,00"	"84.816,00"	"190059"	"371493"	"190108"	"371529"	"2005-12-07"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5768XK1"	"Paarden"	"Nee"	"Heihorst 1 5768XK Meijel"	"Peel en Maas"	"1"	""	"403,10"	"1.536,00"	"6.244,00"	"189697"	"371927"	"189728"	"371903"	"2001-06-11"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5768XK16"	"voormalig bedrijf"	"Ja"	"Heihorst 16 5768XK Meijel"	"Peel en Maas"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"189773"	"371612"	"189752"	"371591"	"2021-10-06"	"Intrekking:Omgevingsvergunning beperkte milieutoets"
"ODNML"	"5768XK7"	"voormalig bedrijf"	"Ja"	"Heihorst 7 5768XK MEIJEL"	"Peel en Maas"	"1"	""	"0,00"	"0,00"	"0,00"	"189773"	"371723"	"189773"	"371723"	"2015-08-20"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5768XM47"	"voormalig bedrijf"	"Ja"	"Donk 47 5768XM Meijel"	"Peel en Maas"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"189536"	"371409"	"189723"	"371416"	"2022-02-22"	"Intrekking:Omgevingsvergunning intrekking"
"ODNML"	"5801HL3"	"voormalig bedrijf"	"Ja"	"Hiept 3 5801HL Venray"	"Venray"	"1"	"Nee"	"nu"	"nu"	"nu"	"194383"	"393856"	"194387"	"393881"	"2022-04-12"	"Bewijs bedrijfsbeëindiging"
"ODNML"	"5801HR38"	"voormalig bedrijf"	"Ja"	"Hoopweg 38 5801HR VENRAY"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"193917"	"392483"	"193917"	"392483"	"2009-04-15"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5801JB21"	"Zeugen"	"Nee"	"Kiekweg 21 5801JB Venray"	"Venray"	"6"	"Ja"	"1.775,06"	"31.408,35"	"248.994,10"	"193720"	"392313"	"193662"	"392291"	"2012-07-24"	"Omgevingsvergunning-revisie"
"ODNML"	"5801PJ36"	"Paarden"	"Nee"	"Hardeweg 36 5801PJ Venray"	"Venray"	"1"	"Nee"	"137,40"	"0,00"	"0,00"	"193807"	"392524"	"193810"	"392549"	"1995-05-04"	"Omgevingsvergunning-oprichting"
"ODNML"	"5804AR5C"	"Paarden"	"Nee"	"Spurkt 5C 5804AR Venray"	"Venray"	"2"	"Nee"	"278,60"	"0,00"	"0,00"	"195650"	"395997"	"195711"	"396002"	"2017-12-11"	"Melding:Activiteitenbesluit"
"ODNML"	"5804AT95"	"voormalig bedrijf"	"Ja"	"Overloonseweg 95 5804AT Venray"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"195435"	"395289"	"195416"	"395288"	"2015-01-01"	"Correctie:ambtshalve wijziging"
"ODNML"	"5804AT99"	"Paarden"	"Nee"	"Overloonseweg 99 5804AT Venray"	"Venray"	"3"	"Nee"	"400,00"	"0,00"	"0,00"	"194780"	"396329"	"194750"	"396322"	"2010-03-31"	"Omgevingsvergunning-revisie"
"ODNML"	"5804AV26"	"Paarden"	"Nee"	"Overloonseweg 26 5804AV Venray"	"Venray"	"4"	"Nee"	"125,40"	"0,00"	"0,00"	"195449"	"395509"	"195468"	"395506"	"2015-09-22"	"Melding activiteitenbesluit"
"ODNML"	"5804AW10"	"Melkrundvee"	"Nee"	"Houtklef 10 5804AW Venray"	"Venray"	"3"	"Nee"	"3.252,40"	"0,00"	"35.806,00"	"195065"	"396842"	"195109"	"396803"	"2009-01-13"	"Vergunning:onbekend"
"ODNML"	"5804BJ15"	"voormalig bedrijf"	"Ja"	"Laagheidseweg 15 5804BJ VENRAY"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"194977"	"394744"	"194977"	"394744"	"2016-12-13"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5804BJ17"	"voormalig bedrijf"	"Ja"	"Laagheidseweg 17 5804BJ VENRAY"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"194934"	"394849"	"194934"	"394849"	"2012-08-09"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5804BJ17A"	"Paarden"	"Nee"	"Laagheidseweg 17A 5804BJ Venray"	"Venray"	"1"	"Nee"	"27,30"	"0,00"	"0,00"	"194903"	"394944"	"194829"	"394950"	"2014-10-08"	"Melding activiteitenbesluit"
"ODNML"	"5804BJ18"	"Melkrundvee"	"Nee"	"Laagheidseweg 18 5804BJ Venray"	"Venray"	"1"	"Nee"	"899,70"	"0,00"	"11.622,00"	"194600"	"395579"	"194624"	"395605"	"2013-09-13"	"Melding:besluit landbouwbedrijven milieubeheer"
"ODNML"	"5804BJ23"	"Melkrundvee"	"Nee"	"Laagheidseweg 23 5804BJ Venray"	"Venray"	"3"	"Nee"	"2.692,00"	"0,00"	"29.680,00"	"194272"	"395985"	"194253"	"395934"	"2009-04-07"	"Melding activiteitenbesluit"
"ODNML"	"5804BK6"	"voormalig bedrijf"	"Ja"	"Buitenweg 6 5804BK VENRAY"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"195027"	"394462"	"195027"	"394462"	"2013-01-01"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5804BK8A"	"voormalig bedrijf"	"Ja"	"Buitenweg 8A 5804BK VENRAY"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"194916"	"394370"	"194916"	"394370"	"2011-01-01"	"Correctie:ambtshalve wijziging"
"ODNML"	"5804DZ1"	"Melkrundvee"	"Nee"	"Broekweg 1 5804DZ Venray"	"Venray"	"1"	""	"782,80"	"0,00"	"7.024,00"	"194708"	"394283"	"194839"	"394622"	"1900-01-01"	"Melding:onbekend"
"ODNML"	"5807AA165"	"voormalig bedrijf"	"Ja"	"Stationsweg 165 5807AA Oostrum"	"Venray"	"1"	"Nee"	"nu"	"nu"	"nu"	"197571"	"393532"	"197580"	"393557"	"1999-08-18"	"Intrekking gehele veebestand"
"ODNML"	"5807AK61"	"voormalig bedrijf"	"Ja"	"Van Broekhuizenstraat 61 5807AK OOSTRUM LB"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"198897"	"393813"	"198897"	"393813"	"2015-02-18"	"Intrekking:intrekking gehele veebestand"
"ODNML"	"5807AL40"	"voormalig bedrijf"	"Ja"	"Van Broekhuizenstraat 40 5807AL OOSTRUM LB"	"Venray"	"1"	"Nee"	"0,00"	"0,00"	"0,00"	"198988"	"393747"	"198988"	"393747"	"2015-07-02"	"Intrekking:intrekking gehele veebestand"
