provincie,instellingsnaam,straatnaam,huisnummer-toevoeging,postcode,plaatsnaam,gemeentenummer,gemeentenaam,telefoonnummer,onderwijstype,latitude,longitude
Noord-Holland,Gem Schoter Scholengemeenschap Voor Atheneum Havo En Mavo,Sportweg,9,2024 Cn,Haarlem,0392,Haarlem,0235258491,Voortgezet Onderwijs,52.40908723,4.64784852
Noord-Holland,Coornhertlyc Gem Scholengemeenschap Lyceum Havo Mavo,Lyceumlaan,1,2012 Wt,Haarlem,0392,Haarlem,0235121616,Voortgezet Onderwijs,52.36236129,4.61379431
Noord-Holland,Spaarne College Haarlem Voor Mavo Vbo Lwoo,Badmintonpad,15,2023 Bt,Haarlem,0392,Haarlem,0235415100,Voortgezet Onderwijs,52.39494422,4.62433423
Noord-Holland,Praktijkschool Uithoorn,Legmeerplein,55,1422 Rg,Uithoorn,0451,Uithoorn,0297267018,Voortgezet Onderwijs,52.24968268,4.81781065
Noord-Holland,Haarlem College School Voor Havo,Broekweg,1,2035 Le,Haarlem,0392,Haarlem,0235311572,Voortgezet Onderwijs,52.369233,4.64872981
Noord-Holland,Calandlyceum Voor Gymnasium Atheneum Havo Vmbo,Pieter Calandlaan,182,1068 Nt,Amsterdam,0363,Amsterdam,0206675353,Voortgezet Onderwijs,52.35366949,4.8059693
Noord-Holland,Hubertus & Berkhoff Voor Vbo En Lwoo,Betuwestraat,29,1079 Pr,Amsterdam,0363,Amsterdam,0205797190,Voortgezet Onderwijs,52.33945904,4.89382351
Noord-Holland,"Cburg College Voor Vbo, Lwoo En Praktijkonderwijs",Foekje Dillemastraat,116,1095 Mk,Amsterdam,0363,Amsterdam,0205797130,Voortgezet Onderwijs,52.37199543,4.96807789
Noord-Holland,Voortgezet Onderwijs Van Amsterdam Voor Lyceum Havo Mavo Vbo En Lwoo,Meeuwenlaan,132,1022 Am,Amsterdam,0363,Amsterdam,0205797111,Voortgezet Onderwijs,52.38912928,4.9255344
Noord-Holland,Stichting Atlas College Voor Lyceum Havo Mavo Vbo Lwoo,Bontekoestraat,3,1623 Ll,Hoorn Nh,0405,Hoorn,0229206020,Voortgezet Onderwijs,52.64390839,5.06773608
Noord-Holland,Amstelveen College Opb Ssm Voor Gymnasium Havo En Mavo,Sportlaan,27,1185 Tb,Amstelveen,0362,Amstelveen,0203039999,Voortgezet Onderwijs,52.29030956,4.85138793
Noord-Holland,Open Sgm Bylmer Vath Havo Mavo Lhno Lto Leao,Gulden Kruis,5,1103 Be,Amsterdam,0363,Amsterdam,0206909050,Voortgezet Onderwijs,52.31829975,4.96440247
Noord-Holland,Scholengemeenschap Zaam Zaanstad Voor Vwo Havo Mavo Vbo,Pascalstraat,4,1503 Da,Zaandam,0479,Zaanstad,0207059600,Voortgezet Onderwijs,52.45445579,4.83183296
Noord-Holland,Scholengemeenschap Zaam Oost Voor Vwo Havo Mavo Vbo,Nobelweg,6,1097 Ar,Amsterdam,0363,Amsterdam,0207059600,Voortgezet Onderwijs,52.34972192,4.92364145
Noord-Holland,Scholengemeenschap Zaam West Voor Vwo Havo Mavo Vbo,Jacob Geelstraat,38,1065 Vt,Amsterdam,0363,Amsterdam,0207059600,Voortgezet Onderwijs,52.36143836,4.83100105
Noord-Holland,Scholengemeenschap Zaam Noord Voor Vwo Havo Mavo Vbo,Rode Kruisstraat,83,1025 Km,Amsterdam,0363,Amsterdam,0207059600,Voortgezet Onderwijs,52.39539993,4.92660176
Noord-Holland,Scholengemeenschap Zaam Zuid Voor Vwo Havo Mavo Vbo,Gerrit Van Der Veenstr,99,1077 Dt,Amsterdam,0363,Amsterdam,0207059600,Voortgezet Onderwijs,52.34877378,4.87461708
Noord-Holland,De Faam Voor Praktijkonderwijs,Blooksven,21,1504 An,Zaandam,0479,Zaanstad,0207059600,Voortgezet Onderwijs,52.43732689,4.84361225
Noord-Holland,Praktijkschool Westfriesland Locatie Hoorn,Gording,124,1628 Jg,Hoorn Nh,0405,Hoorn,0229219487,Voortgezet Onderwijs,52.64986425,5.08159124
Noord-Holland,Praktijkschool West-Friesland Locatie Stede Broec,Annie M.G. Schmidtweg,1,1613 Ma,Grootebroek,0532,Stede Broec,0228510350,Voortgezet Onderwijs,52.69941979,5.2166383
Noord-Holland,Fiducie College,Derkinderenstraat,44,1062 Bj,Amsterdam,0363,Amsterdam,0202610952,Voortgezet Onderwijs,52.35982186,4.84093048
Noord-Holland,De Amsterdamse Mavo & Havo,Linnaeushof,48,1098 Km,Amsterdam,0363,Amsterdam,0616293215,Voortgezet Onderwijs,52.35167315,4.93549513
Noord-Holland,"Cornelius Haga Lyceum, Islamitische Scholengemeenschap Voor Mavo Havo En Vwo",Naritaweg,30,1043 Bz,Amsterdam,0363,Amsterdam,0203053828,Voortgezet Onderwijs,52.38824297,4.82995876
Noord-Holland,Openbare Scholengemeensschap Texel Voor Ath Havo Mavo Vbo Lwoo,Haffelderweg,40,1791 As,Den Burg,0448,Texel,0222312121,Voortgezet Onderwijs,53.05073864,4.80045161
Noord-Holland,Sgm Kennemer Lyc Bz Sch Alg Grondsl V Vwo Havo,Adriaan Stoopplein,7,2051 Ka,Overveen,0377,Bloemendaal,0235221060,Voortgezet Onderwijs,52.39127184,4.6207247
Noord-Holland,Martinus College Christelijke Scholengemeenschap Voor Lyc Havo Mavo Vbo Lwoo,De Aanloop,6,1613 Kw,Grootebroek,0532,Stede Broec,0228510300,Voortgezet Onderwijs,52.69234851,5.21764194
Noord-Holland,Stichting Media Amsterdam,Contactweg,36,1014 An,Amsterdam,0363,Amsterdam,0208509500,Voortgezet Onderwijs,52.39115041,4.85614589
Noord-Holland,Petrus Canisius College Scholengemeenschap Voor Vwo Havo Vmbo,Blekerskade,11,1814 Cg,Alkmaar,0361,Alkmaar,0725353540,Voortgezet Onderwijs,52.62544485,4.74557253
Noord-Holland,Keizer Karel College Vwo Havo,Elegast,5,1185 Aa,Amstelveen,0362,Amstelveen,0206415700,Voortgezet Onderwijs,52.30221873,4.85044277
Noord-Holland,Alkwin Kollege Rooms Katholieke Scholengemeenschap Voor Vwo En Havo,Weegbree,55,1422 Mt,Uithoorn,0451,Uithoorn,0297566903,Voortgezet Onderwijs,52.24578101,4.81762458
Noord-Holland,Don Bosco College Atheneum Havo Vmbo Lwoo,Heideweg,2,1132 Db,Volendam,0385,Edam-Volendam,0299399299,Voortgezet Onderwijs,52.492283,5.05851501
Noord-Holland,"Sancta Maria Lyceum Voor Havo, Atheneum En Gymnasium",Van Limburg Stirumstraat,4,2012 Mn,Haarlem,0392,Haarlem,0235316040,Voortgezet Onderwijs,52.3664101,4.61717116
Noord-Holland,"Trinitas College Rk Scholengemeenschap Voor Atheneum, Havo, Mavo, Vbo, Lwoo",Beukenlaan,1,1701 Da,Heerhugowaard,1980,Dijk En Waard,0725710144,Voortgezet Onderwijs,52.66516671,4.8481179
Noord-Holland,"Regius College Schagen Voor Gym, Ath, Havo,Vmbo Tl, Vmbo Basis/Kader",Wilhelminalaan,4,1741 Cn,Schagen,0441,Schagen,0224297841,Voortgezet Onderwijs,52.78244909,4.79702936
Noord-Holland,Regius College Emmalaan Praktijkonderwijs,Emmalaan,2,1741 Cx,Schagen,0441,Schagen,0224297841,Voortgezet Onderwijs,52.78360499,4.79541977
Noord-Holland,Tabor College D'Ampte Hoorn Voor Vwo Havo Mavo Vmbo Lwoo,Berkhouterweg,5,1624 Ns,Hoorn Nh,0405,Hoorn,0229283555,Voortgezet Onderwijs,52.64646138,5.04369248
Noord-Holland,Jan Arentsz Christelijke Scholengemeenschap Voor Lyceum Havo Mavo Vbo,Mandenmakerstraat,11,1825 Bb,Alkmaar,0361,Alkmaar,0725187676,Voortgezet Onderwijs,52.64843402,4.75085213
Noord-Holland,Kolom Praktijkcollege De Schakel,Sterrenpad,2,2023 Bv,Haarlem,0392,Haarlem,0235316470,Voortgezet Onderwijs,52.39308604,4.62392197
Noord-Holland,Kolom Praktijkcollege De Atlant,Teilingen,4,1082 Js,Amsterdam,0363,Amsterdam,0206447290,Voortgezet Onderwijs,52.32659546,4.87129376
Noord-Holland,Kolom Praktijkcollege Het Plein,Jan De Louterpad,5,1063 Me,Amsterdam,0363,Amsterdam,0204801048,Voortgezet Onderwijs,52.37882501,4.8186666
Noord-Holland,Kolom Praktijkcollege Noord,Oostzanerdijk,139,1035 Ex,Amsterdam,0363,Amsterdam,0206301199,Voortgezet Onderwijs,52.42065705,4.87871004
Noord-Holland,Kolom Praktijkcollege De Dreef,Alexander Dumaslaan,7,1102 Wd,Amsterdam,0363,Amsterdam,0205195070,Voortgezet Onderwijs,52.32332308,4.94131544
Noord-Holland,Rooms Katholieke Scholengemeenschap St Michaelcollege Voor Atheneum En Havo,Leeghwaterweg,7,1509 Bs,Zaandam,0479,Zaanstad,0756127474,Voortgezet Onderwijs,52.47410872,4.82549283
Noord-Holland,Atheneum College Hageveld,Hageveld,15,2102 Lm,Heemstede,0397,Heemstede,0235100100,Voortgezet Onderwijs,52.34758688,4.6323546
Noord-Holland,Stichting Joodse Kindergemeenschap Cheider Mavo Havo Vwo,Zeelandstraat,11,1082 Bv,Amsterdam,0363,Amsterdam,0206465564,Voortgezet Onderwijs,52.3267993,4.87893409
Noord-Holland,Mendel College Interconfessionele Scholengemeenschap Voor Mavo Havo Vwo,Pim Mulierlaan,4-6,2024 Bt,Haarlem,0392,Haarlem,0235258421,Voortgezet Onderwijs,52.4069432,4.63137282
Overijssel,"Almere College, Ontmoetingsschool Voor Pro Lwoo Vmbo Havo Vwo",Marinus Postlaan,1,8264 Pb,Kampen,0166,Kampen,0383371230,Voortgezet Onderwijs,52.55587839,5.89762012
Overijssel,De Waerdenborch Scholengemeenschap Voor Atheneum Havo Mavo Vbo,Haarstraat,14,7451 Cz,Holten,1742,Rijssen-Holten,0548378383,Voortgezet Onderwijs,52.28019366,6.41750085
Overijssel,Vernieuwingsonderwijs De Uiterwaarden,Zutphenseweg,55,7418 Ah,Deventer,0150,Deventer,0629333561,Voortgezet Onderwijs,52.24031361,6.17712051
Overijssel,Pro Hardenberg School Voorchristelijk Praktijkonderwijs,Verlengde Korte Steeg,18,7772 Rz,Hardenberg,0160,Hardenberg,0523267700,Voortgezet Onderwijs,52.57405931,6.63444289
Overijssel,Scholengemeenschap Pieter Zandt Voor Vwo Havo Vmbo Pro,Kamperstraatweg,1-A,8265 Pa,Kampen,0166,Kampen,0388700800,Voortgezet Onderwijs,52.54249423,5.92272659
Overijssel,Etty Hillesum Lyceum Voor Gymnasium Atheneum Havo Vmbo Pro,Lebuinuslaan,1,7415 Dm,Deventer,0150,Deventer,0570504700,Voortgezet Onderwijs,52.27194923,6.15720851
Overijssel,Pius X College Scholengemeenschap Voor Lyceum Havo Mavo Vbo Lwoo,Cesar Franckstraat,4,7604 Jg,Almelo,0141,Almelo,0546540808,Voortgezet Onderwijs,52.36079232,6.64456273
Overijssel,Carmel College Salland Katholieke Scholengemeenschap,Florens Radewijnsstraat,6,8101 Bw,Raalte,0177,Raalte,0572348500,Voortgezet Onderwijs,52.39192958,6.2666117
Overijssel,"Twents Carmel College Voor Gymnasium, Atheneum, Havo, Vmbo, Pro",Potskampstraat,2,7573 Cc,Oldenzaal,0173,Oldenzaal,0541572372,Voortgezet Onderwijs,52.31500972,6.93497133
Overijssel,R.K. Scholengemeenschap  Canisius Voor Vmbo Havo Vwo,Slot,31,7608 Nd,Almelo,0141,Almelo,0546488488,Voortgezet Onderwijs,52.37491735,6.68813375
Overijssel,"Bonhoeffer College Voor Gymnasium, Atheneum, Havo, Vmbo, Lwoo En Pro",Vlierstraat,75,7544 Gg,Enschede,0153,Enschede,0537512000,Voortgezet Onderwijs,52.19813882,6.88475004
Overijssel,Scholengroep Carmel Hengelo Voor Gym Ath Havo Mavo Vbo,Woolderesweg,130,7555 Lc,Hengelo Ov,0164,Hengelo,0742555333,Voortgezet Onderwijs,52.27230267,6.77162076
Overijssel,Het Assink Lyceum Voor Lyceum Havo Mavo Vbo Lwoo,Bouwmeester,10,7481 Lp,Haaksbergen,0158,Haaksbergen,0535730707,Voortgezet Onderwijs,52.15855549,6.74028119
Overijssel,Protestants Scholengemeenschap Het Noordik Voor Lyceum Havo Mavo Vbo Lwoo,Noordikslaan,68,7602 Cg,Almelo,0141,Almelo,0546484848,Voortgezet Onderwijs,52.36897703,6.65992654
Overijssel,Reggesteyn Christelijke Scholengemeenschap Voor Pro-Vmbo-Havo-Atheneum-Gymnasium,Noetselerbergweg,20,7441 Bk,Nijverdal,0163,Hellendoorn,0548533600,Voortgezet Onderwijs,52.35563444,6.46223374
Overijssel,Vechtdal College Scholengemeenschap Voor Atheneum Havo Mavo Vbo Lwoo,Burg Schuitestraat,3,7772 Bs,Hardenberg,0160,Hardenberg,0523281428,Voortgezet Onderwijs,52.5702515,6.6215279
Overijssel,Stichting Landstede,Rechterland,1,8024 Ah,Zwolle,0193,Zwolle,0888508040,Voortgezet Onderwijs,52.52282392,6.12344273
Overijssel,"De Passie, Evangelische School Voor Vmbo-Tl, Havo, Vwo",Esrand,2,7642 Zz,Wierden,0189,Wierden,0883372820,Voortgezet Onderwijs,52.35291879,6.58331208
Overijssel,Regionale Scholengemeenschap Tromp Meesters Voor Lyc Havo Mavo Vbo Lwoo,Lijsterbesstraat,1,8331 Ns,Steenwijk,1708,Steenwijkerland,0521514137,Voortgezet Onderwijs,52.7817007,6.11408622
Overijssel,Christelijke Scholengemeenschap Voor Mavo En Vbo Eekeringe,Oostwijkstraat,8,8331 Ed,Steenwijk,1708,Steenwijkerland,0521513527,Voortgezet Onderwijs,52.78683253,6.12137556
Overijssel,Rsg Tromp Meesters Praktijkschool,Stationsstraat,40,8331 Gk,Steenwijk,1708,Steenwijkerland,0521512220,Voortgezet Onderwijs,52.78994265,6.12162073
Overijssel,Ichthus College Kampen,Jan Ligthartstraat,1,8265 Cj,Kampen,0166,Kampen,0888508008,Voortgezet Onderwijs,52.55174121,5.90887031
Overijssel,Ichthus College Praktijkonderwijs,Flevoweg,68,8265 Pl,Kampen,0166,Kampen,0888508008,Voortgezet Onderwijs,52.5545795,5.88709251
Overijssel,Carolus Clusius College Voor Lyceum Havo Mavo Vbo Lwoo,Kamperweg,1,8019 Av,Zwolle,0193,Zwolle,0888508008,Voortgezet Onderwijs,52.51126102,6.07673333
Overijssel,Talentstad Praktijkonderwijs,Blaloweg,1-A,8041 Ah,Zwolle,0193,Zwolle,0888508008,Voortgezet Onderwijs,52.5171957,6.08100432
Overijssel,"Het Stedelijk Kottenpark Praktijkonderwijs, Vmbo, Havo, Atheneum En Gymnasium",Lyceumlaan,30,7522 Gk,Enschede,0153,Enschede,0534800000,Voortgezet Onderwijs,52.23373646,6.88384624
Overijssel,Het Stedelijk Diekman Praktijkonderwijs,J.J. Van Deinselaan,32,7541 Pe,Enschede,0153,Enschede,0534821501,Voortgezet Onderwijs,52.20621745,6.90295731
Overijssel,Van Der Capellen Scholengemeenschap Voor Ath Havo Mavo Vbo Lwoo,Lassuslaan,232,8031 Xm,Zwolle,0193,Zwolle,0384262850,Voortgezet Onderwijs,52.52826698,6.09220817
Overijssel,Praktijkschool Het Kwartiers,Russenweg,3,8041 Al,Zwolle,0193,Zwolle,0384262800,Voortgezet Onderwijs,52.5117678,6.06843049
Overijssel,Gymnasium Celeanum,Zoom,37,8032 Em,Zwolle,0193,Zwolle,0384552820,Voortgezet Onderwijs,52.53200754,6.09363691
Overijssel,Thorbecke Scholengemeenschap Voor Ath Havo Mavo Vbo Lwoo,Dokter Van Heesweg,1,8025 Ab,Zwolle,0193,Zwolle,0384564560,Voortgezet Onderwijs,52.51504269,6.1264971
Overijssel,Greijdanus School Voor Lwoo Pro Vmbo Havo Vwo,Campus,5,8017 Cb,Zwolle,0193,Zwolle,0384698698,Voortgezet Onderwijs,52.49827281,6.08078418
Overijssel,Openbare Scholengemeenschap Erasmus Lyceum Havo Mavo Vbo Lwoo,Sluiskade Noordzijde,68,7602 Ht,Almelo,0141,Almelo,0546480800,Voortgezet Onderwijs,52.36245555,6.66454052
Overijssel,Pro Erasmus,Horstlaan,1,7602 Am,Almelo,0141,Almelo,0546492400,Voortgezet Onderwijs,52.367997,6.66948491
Overijssel,Osg Hengelo Voor Lyc Havo Mavo Vbo Lwoo,Sloetsweg,155,7556 Hm,Hengelo Ov,0164,Hengelo,0742919860,Voortgezet Onderwijs,52.27394303,6.79790335
Overijssel,T Genseler,Jasmijnstraat,15,7552 Ah,Hengelo Ov,0164,Hengelo,0742916257,Voortgezet Onderwijs,52.24911999,6.81130794
Overijssel,School Voor Praktijkonderwijs De Maat,Baron Van Fridaghstraat,137-B,7731 Dl,Ommen,0175,Ommen,0529451062,Voortgezet Onderwijs,52.52362021,6.41756065
Utrecht,Minkema College Voor Lwoo Vmbo Havo Atheneum Gymnasium,Minkemalaan,1,3446 Gl,Woerden,0632,Woerden,0348484100,Voortgezet Onderwijs,52.08472009,4.89669446
Utrecht,Katholiek Scholengemeenschap De Breul Voor Gymnasium Atheneum Havo En Mavo,Arnhemse Bovenweg,98,3708 Ag,Zeist,0355,Zeist,0306915604,Voortgezet Onderwijs,52.07179394,5.25638466
Utrecht,Gereformeerde Scholengemeenschap Guido Voor Lyceum Havo Mavo Vbo Lwoo,Paladijnenweg,251,3813 Dh,Amersfoort,0307,Amersfoort,0334792999,Voortgezet Onderwijs,52.16894619,5.3878356
Utrecht,Amadeus Lyceum Voor Vwo Havo Mavo,Burchtpoort,3,3452 Md,Vleuten,0344,Utrecht,0306774338,Voortgezet Onderwijs,52.0942512,5.0111477
Utrecht,"Kranenburg, School Voor Praktijkonderwijs",Tamboersdijk,9,3582 Tz,Utrecht,0344,Utrecht,0302512492,Voortgezet Onderwijs,52.07659629,5.13987719
Utrecht,"Sint Gregorius College Sgs V Atheneum Havo Mavo, Loc Waldorf Utrecht",Van Asch Van Wijckskade,20,3512 Vs,Utrecht,0344,Utrecht,0302371771,Voortgezet Onderwijs,52.09637458,5.12080985
Utrecht,Scholengemeenschap St Bonifatius College Lyceum Havo,Burg Fockema Andreaelaan,7-9,3582 Ka,Utrecht,0344,Utrecht,0302512315,Voortgezet Onderwijs,52.08217233,5.13639706
Utrecht,Niftarlake College Christelijke Scholengemeenschap Voor Atheneum Havo Mavo,Pauwenkamp,151,3607 Gk,Maarssen,1904,Stichtse Vecht,0346567772,Voortgezet Onderwijs,52.13619668,5.02320514
Utrecht,"De Baanbreker, School Voor Praktijkonderwijs",Baden Powellweg,1,3401 Rr,Ijsselstein,0353,Ijsselstein,0306886699,Voortgezet Onderwijs,52.01755893,5.04982924
Utrecht,Gerrit Rietveld College,Eykmanlaan,1200,3571 Kh,Utrecht,0344,Utrecht,0302712214,Voortgezet Onderwijs,52.11128204,5.13703876
Utrecht,Christelijk Gymnasium,Koningsbergerstraat,2,3531 Aj,Utrecht,0344,Utrecht,0302843000,Voortgezet Onderwijs,52.0882048,5.09917273
Utrecht,Oosterlicht College Pc Sgm V Ath Havo Mavo Vbo,Dieselbaan,10,3439 Mv,Nieuwegein,0356,Nieuwegein,0306004800,Voortgezet Onderwijs,52.0308863,5.09790694
Utrecht,"Globe College, Brede School Voor Vmbo, Basis, Kader En Theoretische Leerweg",Bontekoelaan,1,3526 Ra,Utrecht,0344,Utrecht,0305112000,Voortgezet Onderwijs,52.06734795,5.09566601
Utrecht,Broeckland College Voor Mavo Vbo Lwoo,Engel De Ruijterstraat,40,3621 Cv,Breukelen,1904,Stichtse Vecht,0364262408,Voortgezet Onderwijs,52.16937625,4.99759713
Utrecht,Christelijk Lyceum Zeist Voor Vwo Havo Mavo Vmbo Lwoo,Lindenlaan,23,3707 Ep,Zeist,0355,Zeist,0343489911,Voortgezet Onderwijs,52.09294802,5.25636922
Utrecht,Seyster College Voor Praktijkonderwijs,Bergweg,97,3707 Ac,Zeist,0355,Zeist,0343489911,Voortgezet Onderwijs,52.09704255,5.24513478
Utrecht,Meerscholen - Rk Sg Voor Lyceum Havo Mavo Vmbo,Daam Fockemalaan,12,3818 Kg,Amersfoort,0307,Amersfoort,0334612984,Voortgezet Onderwijs,52.14190228,5.3527083
Utrecht,Meerscholen - Chr Sg Voor Lyceum Havo Mavo Vmbo,Paladijnenweg,101,3813 Dc,Amersfoort,0307,Amersfoort,0334229020,Voortgezet Onderwijs,52.16773497,5.38506411
Utrecht,Pro33 College (Accent Amersfoort),Wiekslag,50,3815 Gs,Amersfoort,0307,Amersfoort,0334450333,Voortgezet Onderwijs,52.16186311,5.40996151
Utrecht,"Kalsbeek College Christelijke Scholengemeenschap Voor Vmbo, Havo, Ath. En Gymn.",Jozef Israelslaan,56,3443 Ct,Woerden,0632,Woerden,0348417694,Voortgezet Onderwijs,52.09162311,4.87008165
Utrecht,Protestants Christelijk Mavo Waldheim,Torenlaan,81,3742 Cs,Baarn,0308,Baarn,0355429743,Voortgezet Onderwijs,52.20035796,5.2903256
Utrecht,Christelijk College Griftland School Voor Atheneum Havo En Mavo,Noorderweg,79,3761 Ev,Soest,0342,Soest,0356098200,Voortgezet Onderwijs,52.19272082,5.29039482
Utrecht,Het Nieuwe Lyceum Scholengemeenschap Voor Gymnasium Atheneum En Havo,Jan Steenlaan,38,3723 Bv,Bilthoven,0310,De Bilt,0302283060,Voortgezet Onderwijs,52.13379155,5.19783608
Utrecht,Yuverta,De Molen,94,3995 Ax,Houten,0321,Houten,0306345100,Voortgezet Onderwijs,52.03229238,5.17005711
Utrecht,"De Passie, Evangelische School Voor Vmbo-Tl, Havo, Vwo",Zwarte Woud,211,3524 Sg,Utrecht,0344,Utrecht,0883372800,Voortgezet Onderwijs,52.0625139,5.14158926
Utrecht,Joh Van Oldenbarnevelt Gymnasium,Thorbeckeplein,1,3818 Jl,Amersfoort,0307,Amersfoort,0334613944,Voortgezet Onderwijs,52.1507178,5.3681107
Utrecht,Openbaar Lyceum De Amersfoortse Berg,Hugo De Grootlaan,25,3818 Ta,Amersfoort,0307,Amersfoort,0334618845,Voortgezet Onderwijs,52.14033789,5.37375939
Utrecht,Vallei College Voor Ath Havo Mavo Vbo Lwoo,Paladijnenweg,611,3813 Kd,Amersfoort,0307,Amersfoort,0334750184,Voortgezet Onderwijs,52.16906357,5.39369941
Utrecht,Veenlanden College Pc Sgm V Mavo Havo Atheneum,Diamant,9,3641 Xr,Mijdrecht,0736,De Ronde Venen,0297283459,Voortgezet Onderwijs,52.21454053,4.86150058
Utrecht,Het Perron Voor Vmbo En Praktijkonderwijs,Sportlaan,11-13,3905 Ad,Veenendaal,0345,Veenendaal,0318509600,Voortgezet Onderwijs,52.02553222,5.54387668
Utrecht,"Utrechts Stedelijk Gymnasium, Openbare School Voor Vwo",Ina Boudier-Bakkerlaan,7,3582 Va,Utrecht,0344,Utrecht,0302122199,Voortgezet Onderwijs,52.08224006,5.13315498
Utrecht,"Nuovo Scholen, Openbaar Vmbo, Mavo, Havo, Vwo",Blikkenburgerlaan,2,3703 Cv,Zeist,0355,Zeist,0306982140,Voortgezet Onderwijs,52.0747368,5.24280373
Utrecht,Anna Van Rijn College Openb. Scholengemeenschap Voor Ath Havo Mavo,Albatros,1,3435 Xa,Nieuwegein,0356,Nieuwegein,0306040900,Voortgezet Onderwijs,52.02009021,5.07602951
Utrecht,"Nuovo Scholen, Openbare Scholengemeenschap Voor Praktijkonderwijs, Vmbo En Mavo",La Bohemedreef,7,3561 Kw,Utrecht,0344,Utrecht,0302634690,Voortgezet Onderwijs,52.11247883,5.11746598
Utrecht,"Nuovo Scholen, Opb. Vmbo, Havo, Vwo",Maartvlinder,1,3544 Da,Utrecht,0344,Utrecht,0302933360,Voortgezet Onderwijs,52.09242665,5.06154634
Utrecht,Unic School Voor Vwo En Havo,Van Bijnkershoeklaan,2,3527 Xl,Utrecht,0344,Utrecht,,Voortgezet Onderwijs,52.08025111,5.09647443
Utrecht,Van Lodensteincollege Scholengemeenschap Voor Lyceum Havo Mavo Vbo Lwoo,Utrechtseweg,228,3818 Et,Amersfoort,0307,Amersfoort,0334226400,Voortgezet Onderwijs,52.13678741,5.35117285
Utrecht,Al Amana College Utrecht,Noordse Parklaan,4,3513 Gv,Utrecht,0344,Utrecht,0850067230,Voortgezet Onderwijs,52.10332824,5.10992497
Utrecht,Regionale Scholengemeenschap Broklede Voor Atheneum En Havo,Schepersweg,6-A,3621 Jk,Breukelen,1904,Stichtse Vecht,0346258060,Voortgezet Onderwijs,52.17719882,4.99826205
Utrecht,Mgr A E Rientjes Mavo,Valkenkamp,551,3607 Mj,Maarssen,1904,Stichtse Vecht,0346561360,Voortgezet Onderwijs,52.13704907,5.01583694
Utrecht,Rembrandt College Openbare Scholengemeenschap Voor Mavo Havo Ath,Rembrandtlaan,2,3904 Zk,Veenendaal,0345,Veenendaal,0318509900,Voortgezet Onderwijs,52.02123124,5.54682771
Utrecht,De Baander,Zangvogelweg,152,3815 Dr,Amersfoort,0307,Amersfoort,0334723163,Voortgezet Onderwijs,52.16494846,5.40301957
Utrecht,Cals College Roomskatholiek Scholengemeenschap Voor Lyceum Havo Mavo Vbo,Vreeswijksestraatweg,6-A,3432 Na,Nieuwegein,0356,Nieuwegein,0306036604,Voortgezet Onderwijs,52.0279549,5.09379163
Utrecht,College De Heemlanden School Voor Havo En Atheneum,De Slinger,48,3995 De,Houten,0321,Houten,0306379944,Voortgezet Onderwijs,52.03249444,5.16744414
Utrecht,Houtens,Kruisboog,1,3994 Ae,Houten,0321,Houten,0306344297,Voortgezet Onderwijs,52.02897776,5.18362528
Utrecht,Focus College Amersfoort,Softwareweg,7,3821 Bn,Amersfoort,0307,Amersfoort,0651051078,Voortgezet Onderwijs,52.17254497,5.41261159
Utrecht,Heerenlanden College,Eksterlaan,48,4143 Ac,Leerdam,1961,Vijfheerenlanden,0345613531,Voortgezet Onderwijs,51.89778642,5.09562885
Utrecht,Ichthus College Scholengemeenschap Voor Atheneum Havo Mavo,Vondellaan,4,3906 Ea,Veenendaal,0345,Veenendaal,0318543210,Voortgezet Onderwijs,52.02707389,5.5272144
Utrecht,Het Baarnsch Lyceum,Torenlaan,83,3742 Cs,Baarn,0308,Baarn,0355416041,Voortgezet Onderwijs,52.19955303,5.29079206
Utrecht,Werkplaats Kindergemeenschap,Kees Boekelaan,12,3723 Ba,Bilthoven,0310,De Bilt,0302282841,Voortgezet Onderwijs,52.13422905,5.19574061
Utrecht,Jordan Montessori Lyceum Utrecht Havo/Vwo,Jordanlaan,3,3706 Te,Zeist,0355,Zeist,0306954708,Voortgezet Onderwijs,52.09930085,5.21329736
Utrecht,Futura College Voor Praktijkonderwijs,Abeellaan,2,3442 Jb,Woerden,0632,Woerden,0348457320,Voortgezet Onderwijs,52.07963913,4.87273218
Utrecht,Christelijk Lyceum Scholengemeenschap Voor Mavo Havo Lyceum,Kerkewijk,149,3904 Jc,Veenendaal,0345,Veenendaal,0318500621,Voortgezet Onderwijs,52.01309529,5.54568569
Zeeland,"Van De Perre Voor Vmbo, Mavo, Havo, Atheneum En Gymnasium",Griffioenstraat,17,4334 Bk,Middelburg,0687,Middelburg,0118652100,Voortgezet Onderwijs,51.50063035,3.59727315
Zeeland,Scheldemond College,Weyevlietplein,7-13,4385 Ch,Vlissingen,0718,Vlissingen,0118479400,Voortgezet Onderwijs,51.46352868,3.58022406
Zeeland,Nehalennia Stedelijke Scholengemeenschap Voor Lyc Havo Mavo Vbo Lwoo,Kruisweg,2,4335 Ct,Middelburg,0687,Middelburg,0118479400,Voortgezet Onderwijs,51.49127371,3.59490701
Zeeland,Het Bolwerk,Teresastraat,2-A,4336 Lm,Middelburg,0687,Middelburg,0118627697,Voortgezet Onderwijs,51.48622558,3.60995188
Zeeland,De Wissel,Bergweg,8,4461 Nb,Goes,0664,Goes,0113221017,Voortgezet Onderwijs,51.50202249,3.90171299
