provincie,instellingsnaam,straatnaam,huisnummer-toevoeging,postcode,plaatsnaam,gemeentenummer,gemeentenaam,telefoonnummer,onderwijstype,latitude,longitude
Limburg,Kernkindcentrum De Loper,President Rooseveltlaan,213,6224 Cp,Maastricht,0935,Maastricht,0433621716,Basisonderwijs,50.85125955,5.71146773
Limburg,Basisschool Sint Gertrudis,Schoolstraat,28,6265 As,Sint Geertruid,1903,Eijsden-Margraten,0434081761,Basisonderwijs,50.79599943,5.77169124
Limburg,Openbare Basisschool De Spiegel,Sorbonnelaan,190,6229 Hd,Maastricht,0935,Maastricht,0433614472,Basisonderwijs,50.83295526,5.70949312
Limburg,Openbare Basisschool Binnenstad,Begijnenstraat,11,6211 Jr,Maastricht,0935,Maastricht,0433216172,Basisonderwijs,50.84503896,5.69301196
Limburg,De Poort Montessori Basisschool,Kard Van Rossumplein,99,6221 Sz,Maastricht,0935,Maastricht,0433214917,Basisonderwijs,50.84185817,5.70967998
Limburg,Openbare Basisschool Broekhem,Keelstraat,3,6301 Xt,Valkenburg Lb,0994,Valkenburg Aan De Geul,0436016793,Basisonderwijs,50.87401038,5.82665068
Limburg,Neutraal Bijzondere Basisschool Tangram,Kramsvogel,42,6245 Re,Eijsden,1903,Eijsden-Margraten,0434094729,Basisonderwijs,50.77829223,5.72133448
Limburg,Basisschool De Driehoek,Helenaveenseweg,52,5766 Pb,Griendtsveen,1507,Horst Aan De Maas,0493529468,Basisonderwijs,51.44232455,5.88005056
Limburg,Openbare Basisschool Mesch,Grijzegraaf,12,6245 Kg,Eijsden,1903,Eijsden-Margraten,0434091512,Basisonderwijs,50.76252182,5.73090917
Limburg,Basisschool Eigenwijs,Hoofdstraat,28,5808 Av,Oirlo,0984,Venray,0478571685,Basisonderwijs,51.50998163,6.03683053
Limburg,Basisschool De Hommel,Oostsingel,39,5802 Am,Venray,0984,Venray,0478550222,Basisonderwijs,51.52292452,5.98577219
Limburg,Basisschool De Meent,Kapelweg,3,5809 Aj,Leunen,0984,Venray,0478550125,Basisonderwijs,51.50965677,5.97811036
Limburg,Basisschool De Bongerd,Eikenlaan,1,5802 Cs,Venray,0984,Venray,0478569711,Basisonderwijs,51.52066251,5.97970224
Limburg,Basisschool De Meulebeek,Watermolenstraat,3,5807 Bj,Oostrum,0984,Venray,0478550310,Basisonderwijs,51.52855673,6.0167106
Limburg,Basisschool De Lier,Grootdorp,99,5815 An,Merselo,0984,Venray,0478548009,Basisonderwijs,51.53178981,5.92584243
Limburg,Basisschool St Oda,Pater Tulpstraat,1,5813 Cd,Ysselsteyn,0984,Venray,0478545000,Basisonderwijs,51.4902112,5.89779357
Limburg,Basisschool De Krokodaris,Kiosk,13,5802 Np,Venray,0984,Venray,0478550224,Basisonderwijs,51.52226305,5.99280128
Limburg,Basisschool De Klimboom,Boterbloem,47,5803 Cn,Venray,0984,Venray,0478550219,Basisonderwijs,51.53338501,5.9886114
Limburg,Petrus' Banden,Min.Charles Ruysstraat,1,5802 Bc,Venray,0984,Venray,0478550351,Basisonderwijs,51.52678821,5.98176807
Limburg,Jkc Talententuin,Tinnegieterstraat,6,5801 Rk,Venray,0984,Venray,0478584796,Basisonderwijs,51.51696512,5.96563549
Limburg,Basisschool Coninxhof,Goudsmidstraat,9,5801 Re,Venray,0984,Venray,0478569233,Basisonderwijs,51.51668332,5.96623818
Limburg,Basisschool De Kruudwis,Klaproos,21,5803 He,Venray,0984,Venray,0478582974,Basisonderwijs,51.53155137,5.99331695
Limburg,Basisschool Sint Anna,Plein,2,5863 At,Blitterswijck,0984,Venray,0478531817,Basisonderwijs,51.53139052,6.10865128
Limburg,Kc Stip,Molenstraat,39,5866 Aa,Swolgen,1507,Horst Aan De Maas,0478691500,Basisonderwijs,51.49184877,6.10632345
Limburg,Basisschool Megelsheim,Mgr Jenneskensstraat,13,5864 Cs,Meerlo,1507,Horst Aan De Maas,0478692847,Basisonderwijs,51.51296139,6.09231967
Limburg,Rooms Katholieke Basisschool Onder De Wieken,Rector De Fauwestraat,26,5964 Ae,Meterik,1507,Horst Aan De Maas,0773983497,Basisonderwijs,51.4554663,6.02143828
Limburg,Basisschool De Brink,Rector Mulderstraat,6,5962 Ah,Melderslo,1507,Horst Aan De Maas,0773983273,Basisonderwijs,51.46123851,6.08572592
Limburg,Basisschool De Twister,Gebr. Van Doornelaan,25,5961 Ba,Horst,1507,Horst Aan De Maas,0773981005,Basisonderwijs,51.46095292,6.04835146
Limburg,Basisschool De Wouter,Gerard Smuldersstraat,1,5966 Nr,America,1507,Horst Aan De Maas,0774641918,Basisonderwijs,51.4369346,5.976222
Limburg,Basisschool De Doolgaard,Doolgaardstraat,24,5961 Ts,Horst,1507,Horst Aan De Maas,0773981714,Basisonderwijs,51.45202155,6.05717041
Limburg,Basisschool Onder De Linde,Past. Debijestraat,8,5963 Ag,Hegelsom,1507,Horst Aan De Maas,0773984777,Basisonderwijs,51.43719997,6.03952122
Limburg,Basisschool De Peddepoel,Gouverneur Houbenstraat,55,5861 Cc,Wanssum,0984,Venray,0478531714,Basisonderwijs,51.53840621,6.07035616
Limburg,Rooms Katholieke Basisschool De Schakel,Mgr. Schravenstraat,14,5871 Aw,Broekhuizenvorst,1507,Horst Aan De Maas,0774631907,Basisonderwijs,51.49365418,6.15985751
Limburg,Openbaar Basisschool Weisterbeek,Zuster Olgahof,4,5961 Ka,Horst,1507,Horst Aan De Maas,0773982846,Basisonderwijs,51.45639995,6.04386798
Limburg,Rooms Katholieke Basisschool De Bottel,Horsterdijk,2,5973 Pn,Lottum,1507,Horst Aan De Maas,0774631992,Basisonderwijs,51.46213521,6.16019436
Limburg,Basisschool De Kameleon,Past Tijssenstraat,18-A,5971 Vw,Grubbenvorst,1507,Horst Aan De Maas,0773661578,Basisonderwijs,51.41777482,6.1444095
Limburg,Basisschool De Ezelsbrug,Den Eigen,18-A,5975 Cb,Sevenum,1507,Horst Aan De Maas,0774672100,Basisonderwijs,51.41045838,6.03459647
Limburg,Rooms Katholieke Basisschool De Kroevert,Meerweg,13,5976 Ns,Kronenberg,1507,Horst Aan De Maas,0774671557,Basisonderwijs,51.41361523,5.99692026
Limburg,Bs Onder De Linden,Kanaalstraat,77,5986 Ae,Beringe,1894,Peel En Maas,0773072933,Basisonderwijs,51.33747746,5.94609431
Limburg,Basisschool De Kemp,Kempstraat,36,5987 Ah,Egchel,1894,Peel En Maas,0773073636,Basisonderwijs,51.3139371,5.97041162
Limburg,Kindcentrum Leef,Merwijckstraat,16,5995 Xk,Kessel,1894,Peel En Maas,0774621431,Basisonderwijs,51.29232553,6.05604744
Limburg,Kc Avonturier,Rect. Isidorusstraat,5,5984 Nb,Koningslust,1894,Peel En Maas,0774651824,Basisonderwijs,51.35693766,5.99385538
Limburg,Basisschool De Horizon,Past. Kengenstraat,1,5985 Pv,Grashoek,1894,Peel En Maas,0773072856,Basisonderwijs,51.36000669,5.94260874
Limburg,Openbare Basisschool Favoriet,Schoutenring,32,5981 Ds,Panningen,1894,Peel En Maas,0773074223,Basisonderwijs,51.32255675,5.98579111
Limburg,Basisschool Eikerwijs,Schoolstraat,7,5995 Np,Kessel,1894,Peel En Maas,0774621262,Basisonderwijs,51.28001776,6.02465987
Limburg,Kc Natuurtalent,Kloosterstraat,14,5988 Ck,Helden,1894,Peel En Maas,0773060900,Basisonderwijs,51.32182198,6.00937667
Limburg,Basisschool De Liaan,Past Knippenberghstraat,29,5988 Cs,Helden,1894,Peel En Maas,0773061062,Basisonderwijs,51.32289124,5.99817811
Limburg,Basisschool De Groenling,Steenbakkersstraat,76,5981 Wv,Panningen,1894,Peel En Maas,0773072167,Basisonderwijs,51.32876447,5.97249047
Limburg,Basisschool De Bongerd,De Bengele,2,6031 Tz,Nederweert,0946,Nederweert,0495632747,Basisonderwijs,51.28117498,5.74209686
Limburg,Basisschool Swartbroek,Bertiliastraat,1,6005 Pa,Weert,0988,Weert,0495551494,Basisonderwijs,51.2298219,5.77239088
Limburg,Ikc Laar,Aldenheerd,10,6003 Nw,Weert,0988,Weert,0495533058,Basisonderwijs,51.27395289,5.70526678
Limburg,Bs Tungelder,Sint Barbaraplein,2-A,6005 Sr,Weert,0988,Weert,0495561657,Basisonderwijs,51.21310129,5.73103903
Limburg,Basisschool Aan De Bron,Maaslandlaan,1,6004 Gc,Weert,0988,Weert,0495452088,Basisonderwijs,51.25451901,5.71817301
Limburg,Ikc De Kerneel,Speelhuijs,4,6031 Hr,Nederweert,0946,Nederweert,0495631560,Basisonderwijs,51.28869776,5.74171753
Limburg,Bs De Tweesprong,Sint Gerardusstraat,22,6034 Sj,Nederweert-Eind,0946,Nederweert,0495632712,Basisonderwijs,51.27517116,5.77923263
Limburg,Bs De Zonnehof,Pastoor De Fauwestraat,11,6091 Ns,Leveroy,0946,Nederweert,0495654030,Basisonderwijs,51.2499381,5.84272771
Limburg,Ikc Budschop,Ospelseweg,18,6031 Ak,Nederweert,0946,Nederweert,0495632777,Basisonderwijs,51.28555727,5.75835852
Limburg,Basisschool De Kameleon,Marienhagelaan,2,6001 Tp,Weert,0988,Weert,0495533086,Basisonderwijs,51.2519249,5.70139067
Limburg,Basisschool De Schrank,Siebenstraat,14,6035 Bd,Ospel,0946,Nederweert,0495632156,Basisonderwijs,51.30001048,5.7841392
Limburg,Ikc Leuken,Middelstestraat,77,6004 Bh,Weert,0988,Weert,0495534143,Basisonderwijs,51.2525417,5.73533658
Limburg,Ikc 3Hoven,Anjelierstraat,9,6002 Tp,Weert,0988,Weert,0495452877,Basisonderwijs,51.26379223,5.68343472
Limburg,Basisschool De Firtel,Parklaan,24,6039 Bd,Stramproy,0988,Weert,0495561750,Basisonderwijs,51.19395623,5.71916723
Limburg,Basisschool De Heihorst,Pater Van Donstraat,2-A,6089 Np,Heibloem,1640,Leudal,0475495037,Basisonderwijs,51.30087518,5.89487206
Limburg,Basisschool Den Doelhof,Kerkstraat,7,5768 Bh,Meijel,1894,Peel En Maas,0774669210,Basisonderwijs,51.34554513,5.88744324
Limburg,Basisschool St Jozef,Grotestraat,142,5931 Cz,Tegelen,0983,Venlo,0773260855,Basisonderwijs,51.34093718,6.13396624
Limburg,Rooms Katholieke Basisschool Het Spick,Kerkstraat,12-14,5954 Bc,Beesel,0889,Beesel,0774743057,Basisonderwijs,51.26832388,6.03702084
Limburg,De Schalm,Sint Sebastianusstraat,10,5935 Ax,Steyl,0983,Venlo,0773732875,Basisonderwijs,51.33238228,6.12328558
Limburg,Titus Brandsmabasisschool,1E Maasveldstraat,2,5921 Jm,Venlo,0983,Venlo,0773240097,Basisonderwijs,51.36773865,6.15356546
Limburg,Basisschool De Violier,Kennedyplein,60,5993 Bt,Maasbree,1894,Peel En Maas,0774657041,Basisonderwijs,51.35673447,6.04771464
Limburg,Basisschool De Springbeek,Hoverhofweg,35,5926 Rc,Venlo,0983,Venlo,0773822200,Basisonderwijs,51.35893965,6.12571719
Limburg,Kom.Mijn,Prins Frederikstraat,67-A,5951 Br,Belfeld,0983,Venlo,0774758049,Basisonderwijs,51.30970093,6.1180444
Limburg,Basisschool De Diamant,Hertog Van Gelrestraat,47,5991 Bn,Baarlo Lb,1894,Peel En Maas,0774771785,Basisonderwijs,51.32594434,6.09411557
Limburg,Rooms Katholieke Basisschool De Regenboog,Albert Verweystraat,4,5921 Az,Venlo,0983,Venlo,0773230080,Basisonderwijs,51.3684822,6.1427585
Limburg,Bs Natuurlijk!,Vossenerlaan,57,5924 Ac,Venlo,0983,Venlo,0773230414,Basisonderwijs,51.36625051,6.1300994
Limburg,Basisschool De Klingerberg,Klingerbergsingel,2,5925 Ac,Venlo,0983,Venlo,0773871126,Basisonderwijs,51.3743096,6.12839116
Limburg,"Bosdael, Centrum Voor Het Kind",Meester Bosmanshof,1,5953 Dm,Reuver,0889,Beesel,0774748216,Basisonderwijs,51.28707024,6.074751
Limburg,Basisschool Mikado,Alberickstraat,5,5922 Bl,Venlo,0983,Venlo,0773230033,Basisonderwijs,51.37451484,6.14197793
Limburg,Basisschool Meander,Sint Jozefweg,28,5953 Jn,Reuver,0889,Beesel,0774740140,Basisonderwijs,51.28602265,6.09357105
Limburg,Passepartout,Van Wevelickhovenstraat,5,5931 Ks,Tegelen,0983,Venlo,0773732768,Basisonderwijs,51.34447481,6.14486413
Limburg,Basisschool De Kring,Hubertusstraat,70,6191 Pd,Beek Lb,0888,Beek,0464280275,Basisonderwijs,50.92837972,5.81856962
Limburg,Kc De Loft,Berkenlaan,52,6133 Wz,Sittard,1883,Sittard-Geleen,,Basisonderwijs,50.98902122,5.8589937
Limburg,Kc Eigen Wijs,Musschenberg,26-B,6176 Bd,Spaubeek,0888,Beek,0464431632,Basisonderwijs,50.93844635,5.83659169
Limburg,Basisschool De Kingbeek,Sint Catharinaplantsoen,4,6127 Bc,Grevenbicht,1883,Sittard-Geleen,0464857261,Basisonderwijs,51.04026113,5.7758243
Limburg,Kindcentrum Aelse,Bandkeramiekersstraat,8,6181 Cl,Elsloo Lb,0971,Stein,0464360852,Basisonderwijs,50.94956129,5.7737518
Limburg,Basisschool De Bron,Beijensweide,19,6191 Ek,Beek Lb,0888,Beek,0464280955,Basisonderwijs,50.94716697,5.81119603
Limburg,Basisschool De Avonturijn,Kerkstraat,19,6129 Bn,Urmond,0971,Stein,0464260655,Basisonderwijs,51.00486584,5.76954227
Limburg,Basisschool De Duizendpoot,Frans Halsstraat,1,6165 Tv,Geleen,1883,Sittard-Geleen,0464231707,Basisonderwijs,50.961663,5.82832526
Limburg,Openbare Basisschool De Driepas,Mispelstraat,1,6101 Mj,Echt,1711,Echt-Susteren,0475411970,Basisonderwijs,51.10936871,5.87634314
Limburg,Integraal Kindcentrum De Triviant,De Halstraat,42,6171 Hk,Stein,0971,Stein,0464331209,Basisonderwijs,50.96807853,5.76063848
Limburg,Basisschool Munstergeleen,Burg. Smeetsstraat,3,6151 Gm,Munstergeleen,1883,Sittard-Geleen,0464515820,Basisonderwijs,50.97089289,5.86282313
Limburg,Basisschool De Bolleberg,Annendaalderweg,14,6105 At,Maria Hoop,1711,Echt-Susteren,0475301349,Basisonderwijs,51.09183214,5.96918024
Limburg,Kc Baeks Kompas,Op De Windhaspel,4,6191 Lc,Beek Lb,0888,Beek,0464280500,Basisonderwijs,50.93525701,5.80016838
Limburg,Kindcentrum Carré,Leyenbroekerweg,105,6132 Cd,Sittard,1883,Sittard-Geleen,0464513138,Basisonderwijs,50.98694126,5.86642073
Limburg,Katholieke Basisschool De Sprong,In De Pollack,3,6438 Gg,Oirsbeek,1954,Beekdaelen,0464421825,Basisonderwijs,50.94809958,5.9041529
Limburg,Kindcentrum De Eik,Burg Willemeplein,2,6118 Ea,Nieuwstadt,1711,Echt-Susteren,0464853938,Basisonderwijs,51.04065353,5.86032408
Limburg,Rooms Katholieke Basisschool Petrus Canisius,Kerkweg,107,6155 Kl,Puth,1954,Beekdaelen,0464431589,Basisonderwijs,50.95292388,5.87153246
Limburg,Openbare Basisschool De Maaskei,Middenveld,1,6129 Pr,Urmond,0971,Stein,0464334968,Basisonderwijs,50.9885441,5.77433471
Limburg,Kindcentrum Angela,Harlindestraat,10,6101 Ds,Echt,1711,Echt-Susteren,0475410701,Basisonderwijs,51.10496382,5.86496396
Limburg,Kindcentrum Bonjour!,Langhaagweg,85,6171 Bs,Stein,0971,Stein,0464260010,Basisonderwijs,50.97718818,5.7752219
Limburg,Katholieke Basisschool Overhoven,Geldersestraat,28,6136 At,Sittard,1883,Sittard-Geleen,0464512370,Basisonderwijs,51.00888723,5.86573764
Limburg,Katholieke Basisschool Lahrhof,Romeinenstraat,30,6132 Gn,Sittard,1883,Sittard-Geleen,0464525683,Basisonderwijs,50.99531588,5.89389375
Limburg,Basisschool In 'T Park,Reinoud Van Gelderstraat,63,6114 Ea,Susteren,1711,Echt-Susteren,0464493266,Basisonderwijs,51.06604768,5.86069645
Limburg,Kindcentrum Sittard,Vastradastraat,2,6137 Am,Sittard,1883,Sittard-Geleen,0464515916,Basisonderwijs,50.99828957,5.8782765
Limburg,Openbare Basisschool Aan De Meule,Kromstraat,31,6133 Aa,Sittard,1883,Sittard-Geleen,0464525294,Basisonderwijs,50.99011459,5.85537305
Limburg,Openbare Basisschool De Springdonk,Schoutlaan,2,6114 Mc,Susteren,1711,Echt-Susteren,0464494956,Basisonderwijs,51.06725065,5.85355568
Limburg,Openbare Basisschool De Wissel,Jan Van Salmstraat,5-A,6121 Ne,Born,1883,Sittard-Geleen,0464810430,Basisonderwijs,51.03409382,5.811954
Limburg,Loedoes,Hulsestraat,1,6135 Jk,Sittard,1883,Sittard-Geleen,0464009266,Basisonderwijs,51.01110751,5.85443201
Noord-Brabant,Christelijke Basisschool De Brug,Brugstraat,2,5165 Ca,Waspik,0867,Waalwijk,0416311379,Basisonderwijs,51.68659793,4.94055749
Noord-Brabant,Kindcentrum Platijn,Maatstok,1,5684 Ke,Best,0753,Best,0499375750,Basisonderwijs,51.51191229,5.38289864
Noord-Brabant,Br!Cks,Johannes Verleunstraat,29,5684 Tt,Best,0753,Best,0499371216,Basisonderwijs,51.49509377,5.39717147
Noord-Brabant,De Zevensprong,Haktol,1,5683 Ll,Best,0753,Best,0499330475,Basisonderwijs,51.50741205,5.40353144
Noord-Brabant,Kindcentrum De Kiezel,Secr L Jansenstraat,5,5682 Ac,Best,0753,Best,0499371297,Basisonderwijs,51.51333634,5.39322403
Noord-Brabant,Kindcentrum De Heydonck,Max De Bossustraat,8,5684 Cg,Best,0753,Best,0499372398,Basisonderwijs,51.50321095,5.38879376
Noord-Brabant,Kindcentrum Antonius,Vlinderhei,14,5685 Gz,Best,0753,Best,0499371250,Basisonderwijs,51.50273004,5.3752607
Noord-Brabant,De Klimboom,Paardenhei,1,5685 Gw,Best,0753,Best,0499310265,Basisonderwijs,51.50218392,5.37524759
Noord-Brabant,Op 'T Erf,Den Dries,17,5684 Md,Best,0753,Best,0499310281,Basisonderwijs,51.51345043,5.37498133
Noord-Brabant,Vrije School De Regenboog,Mimosaplein,1,5643 Cj,Eindhoven,0772,Eindhoven,0402110648,Basisonderwijs,51.42165224,5.49645537
Noord-Brabant,Stichting Jenaplan Onderwijs Boxmeer (De Peppels/De Canadas),Frans Halsstraat,33-35,5831 Ca,Boxmeer,1982,Land Van Cuijk,0485571518,Basisonderwijs,51.6493514,5.9401396
Noord-Brabant,Basissch De Korenaar,Rector Heuvelsstraat,4,5704 An,Helmond,0794,Helmond,0492511604,Basisonderwijs,51.45993852,5.70023905
Noord-Brabant,Kindcentrum De Vlier,Maaslaan,197,5704 Ld,Helmond,0794,Helmond,0492513452,Basisonderwijs,51.4659547,5.70406546
Noord-Brabant,Kindcentrum Trudo,St. Trudostraat,2,5708 Gl,Helmond,0794,Helmond,0492525391,Basisonderwijs,51.48654814,5.61616932
Noord-Brabant,Kindcentrum Westwijzer,Cortenbachstraat,70,5707 Tj,Helmond,0794,Helmond,0492523402,Basisonderwijs,51.47387815,5.64155731
Noord-Brabant,Brede Basisschool De Vuurvogel,Prins Karelstraat,127,5701 Vl,Helmond,0794,Helmond,0492597445,Basisonderwijs,51.48142868,5.66844384
Noord-Brabant,Kindcentrum Mozaïek,Nieuwveld,61,5702 Hw,Helmond,0794,Helmond,0492525177,Basisonderwijs,51.49377036,5.67025615
Noord-Brabant,Kc Talentrijk,Theo Driessenhof,35,5709 Ba,Helmond,0794,Helmond,0492512223,Basisonderwijs,51.4745585,5.70683247
Noord-Brabant,Kindcentrum In Het Hart Van Het Hout,Slegersstraat,2-A,5706 Ax,Helmond,0794,Helmond,0492523701,Basisonderwijs,51.46761584,5.63368788
Noord-Brabant,Kindcentrum Dierdonk,Nijendaldreef,1,5709 Rk,Helmond,0794,Helmond,0492512021,Basisonderwijs,51.49504185,5.69390703
Noord-Brabant,Kindcentrum De Vendelier,Schutsboom,67,5706 Kh,Helmond,0794,Helmond,0492520434,Basisonderwijs,51.46131898,5.62207242
Noord-Brabant,Mondomijn,Abendonk,17,5706 Wb,Helmond,0794,Helmond,0492662894,Basisonderwijs,51.45857676,5.60193704
Noord-Brabant,Tarieq Ibnoe Ziyad,Frankrijkstraat,79,5622 Ae,Eindhoven,0772,Eindhoven,0402460356,Basisonderwijs,51.45446935,5.46610182
Noord-Brabant,Azzahraa,Von Flotowlaan,1,5653 Ad,Eindhoven,0772,Eindhoven,,Basisonderwijs,51.42905433,5.45840766
Noord-Brabant,Basisschool Talente,Schoolstraat,5,4751 Cn,Oud Gastel,1655,Halderberge,0165511695,Basisonderwijs,51.58827337,4.45441567
Noord-Brabant,Basisschool 'T Bossche Hart,Mgr. Hopmanshof,2,4744 Bx,Bosschenhoofd,1655,Halderberge,0165312756,Basisonderwijs,51.56039633,4.5430708
Noord-Brabant,Rk Basisschool Vinkenbos,Hertogstraat,11,4714 Bz,Sprundel,0840,Rucphen,0165383087,Basisonderwijs,51.53694401,4.60151563
Noord-Brabant,Rooms Katholieke Basisschool St Jozef,Bisschop Hopmansstraat,1-A,4759 Bd,Noordhoek,1709,Moerdijk,0168403464,Basisonderwijs,51.64245465,4.53300998
Noord-Brabant,Rooms Katholieke Basisschool De Klinkert,Burg Van Den Drieslaan,20,4731 Eb,Oudenbosch,1655,Halderberge,0165314257,Basisonderwijs,51.59159502,4.54688442
Noord-Brabant,Basisschool Uniek,'T Groot Stuk,3,4741 Tx,Hoeven,1655,Halderberge,0165791011,Basisonderwijs,51.5788527,4.57613707
Noord-Brabant,Rk Bs Aventurijn,Antoniusstraat,2,4758 Am,Standdaarbuiten,1709,Moerdijk,0165314077,Basisonderwijs,51.61373274,4.51427949
Noord-Brabant,Rk Basisschool Mariadonk,Hoefstraat,13,4735 Ta,Zegge,0840,Rucphen,0165536702,Basisonderwijs,51.55550221,4.51412975
Noord-Brabant,Rk Basisschool St Martinus,Sint Martinusstraat,3,4715 Ag,Rucphen,0840,Rucphen,0165348055,Basisonderwijs,51.53306497,4.55575274
Noord-Brabant,Rooms Katholieke Basisschool De Steiger,Havenstraat,2,4754 Be,Stampersgat,1655,Halderberge,0165518048,Basisonderwijs,51.61354503,4.44595928
Noord-Brabant,Rooms Katholieke Basisschool De Bukehof,Olmenstraat,1,4731 Bc,Oudenbosch,1655,Halderberge,0165313240,Basisonderwijs,51.58859977,4.54633897
Noord-Brabant,Sterrenschool De Schittering,St Annastraat,28-34,4731 Ht,Oudenbosch,1655,Halderberge,0165312459,Basisonderwijs,51.59060066,4.53075661
Noord-Brabant,Daltonschool De Vindplaats,Zoeksestraat,5,4721 Ac,Schijf,0840,Rucphen,0165341636,Basisonderwijs,51.49620164,4.55931542
Noord-Brabant,Basisschool Heilinde,Past Bastiaansensingel,21,4711 Ec,St. Willebrord,0840,Rucphen,0165382984,Basisonderwijs,51.55019043,4.58835756
Noord-Brabant,Basisschool Nour,Churchilllaan,82,5224 Bw,'S-Hertogenbosch,0796,S Hertogenbosch,0733035660,Basisonderwijs,51.69583627,5.25921099
Noord-Brabant,Islam Basisschool Bedir,Klarinetstraat,4,5402 Be,Uden,1991,Maashorst,0413332349,Basisonderwijs,51.67081375,5.6164155
Noord-Brabant,Basisschool Mozaiek,Oude Litherweg,18,5346 Rt,Oss,0828,Oss,0412691932,Basisonderwijs,51.77320954,5.51356342
Noord-Brabant,Islamitische Basisschool Salah Eddin El Ayyoubi,Venuslaan,29,5702 Ga,Helmond,0794,Helmond,0492553941,Basisonderwijs,51.49718929,5.6716402
Noord-Brabant,Basisschool St Joan,Van Schaiklaan,9,6027 Pl,Soerendonk,1706,Cranendonck,0495591350,Basisonderwijs,51.30135205,5.5763025
Noord-Brabant,Rooms Katholieke Basisschool De Triangel,Kerkstraat,2,5595 Cx,Leende,1658,Heeze-Leende,0402065426,Basisonderwijs,51.34915525,5.55365906
Noord-Brabant,Bs Fonkeltuin,Witrijtseweg,9-A,5571 Xj,Bergeijk,1724,Bergeijk,0497541281,Basisonderwijs,51.30699515,5.29025107
Noord-Brabant,Basisschool Sint Willibrordus,Schoolstraat,15,5561 Ah,Riethoven,1724,Bergeijk,0402075299,Basisonderwijs,51.35441729,5.384248
Noord-Brabant,Rk Basissch De Drijfveer,Willem Smuldersplein,5,5582 Jj,Waalre,0866,Waalre,0402233020,Basisonderwijs,51.39617743,5.47087076
Noord-Brabant,Basisschool Sint Jan,Sint Jan Baptistastraat,1,5595 Gn,Leende,1658,Heeze-Leende,0402062145,Basisonderwijs,51.33416767,5.54234646
Noord-Brabant,Basisschool And'Re Wijze,Pater Ullingsstraat,3,6023 Am,Budel-Schoot,1706,Cranendonck,0495494343,Basisonderwijs,51.25190991,5.56430242
Noord-Brabant,Rooms Katholieke Basisschool Beisterveld,Hegmulder,6,5571 Rk,Bergeijk,1724,Bergeijk,0497555006,Basisonderwijs,51.32296712,5.34559405
Noord-Brabant,Rooms Katholieke Basisschool De Klepper,Kapellerweg,4,5575 Bg,Luyksgestel,1724,Bergeijk,0497541287,Basisonderwijs,51.2886509,5.31999536
Noord-Brabant,Basisschool De Ster,Dorpstraat,15,5563 Bc,Westerhoven,1724,Bergeijk,0402012837,Basisonderwijs,51.33140749,5.39656753
Noord-Brabant,Basisschool De Talententoren,Beukenlaan,6,6029 Pz,Sterksel,1658,Heeze-Leende,0402240140,Basisonderwijs,51.35062399,5.60960967
Noord-Brabant,Prinses Beatrix - De Zonnesteen,Domineestraat,2,5571 Ej,Bergeijk,1724,Bergeijk,0497572781,Basisonderwijs,51.32176894,5.36265121
Noord-Brabant,Basisschool De Windroos,Haagstraat,134,5552 Hp,Valkenswaard,0858,Valkenswaard,0402013623,Basisonderwijs,51.36035413,5.4544515
Noord-Brabant,Basisschool De Waterloop,Terlostraat,5,5571 Kw,Bergeijk,1724,Bergeijk,0497571235,Basisonderwijs,51.30972173,5.3354276
Noord-Brabant,Basisschool De Pionier,Kromstraat,12,5554 Nh,Valkenswaard,0858,Valkenswaard,0402070072,Basisonderwijs,51.34953263,5.45284221
Noord-Brabant,De Grasspriet,Van De Venstraat,9,5555 Kk,Valkenswaard,0858,Valkenswaard,0402012908,Basisonderwijs,51.35081828,5.47156245
Noord-Brabant,Basisschool De Stapsteen,Kijkakkers,1-A2,6026 Er,Maarheeze,1706,Cranendonck,0495599264,Basisonderwijs,51.31274037,5.61119702
Noord-Brabant,De Smelen,De Smelen,109,5553 Ct,Valkenswaard,0858,Valkenswaard,0402076656,Basisonderwijs,51.35664051,5.47032421
Noord-Brabant,Rooms Katholieke Basisschool Agnetendal,Helenadal,20,5551 Bj,Valkenswaard,0858,Valkenswaard,0402012347,Basisonderwijs,51.3535702,5.43009465
Noord-Brabant,Rooms Katholieke Basisschool Sint Martinus,Groenstraat,1,5551 Av,Valkenswaard,0858,Valkenswaard,0402017970,Basisonderwijs,51.34851665,5.43494149
Noord-Brabant,Bs Schepelweyen,Hoefsmidwei,4,5551 Pn,Valkenswaard,0858,Valkenswaard,0402019232,Basisonderwijs,51.36138064,5.43211212
Noord-Brabant,Basisschool De Wilderen,Meester Slootsweg,1-A,5581 As,Waalre,0866,Waalre,0402213535,Basisonderwijs,51.3880905,5.43932782
Noord-Brabant,Bs Aalsterbos,Maximiliaanlaan,1,5583 Xg,Waalre,0866,Waalre,0402213498,Basisonderwijs,51.39566262,5.49182814
Noord-Brabant,Basisschool De Dorenhagen,Hert. Hendrikstraat,1,5552 Kk,Valkenswaard,0858,Valkenswaard,0402013458,Basisonderwijs,51.35997588,5.45568568
Noord-Brabant,Basisschool De Schatkist,De Korenbloem,2,6021 Lw,Budel,1706,Cranendonck,0495491933,Basisonderwijs,51.27436569,5.56838765
Noord-Brabant,Basisschool De Boogurt,Jan Van Schoonvorststr,2,6021 Bp,Budel,1706,Cranendonck,0495491600,Basisonderwijs,51.27036767,5.57670743
