"Bronhouder"	"VTHobject ID"	"Stal ID"	"Omschrijving"	"Adres"	"Gemeente"	"EmissieX"	"EmissieY"	"NH3 emissie (kg/j)"	"Geur emissie (ouE/s)"	"Fijnstof emissie (g/j)"	"Zaaknummer"	"Besluitdatum"	"Zaaktype"
"ODA"	"ODA2015E0003"	"ODA7556"	"Stal 1"	"Notenstraatje 5 7031EN Wehl"	"Doetinchem"	"0"	"0"	"156,00"	"0,00"	"1.420,80"	"ODA2024V0041"	"2024-03-26"	"NL10 Aanvraag Beschikking Regulier Behandelen"
"ODA"	"ODA2015E0003"	"ODA7557"	"Stal 2"	"Notenstraatje 5 7031EN Wehl"	"Doetinchem"	"0"	"0"	"101,00"	"0,00"	"1.190,00"	"ODA2024V0041"	"2024-03-26"	"NL10 Aanvraag Beschikking Regulier Behandelen"
"ODA"	"ODA2015E0003"	"ODA7558"	"Stal 4"	"Notenstraatje 5 7031EN Wehl"	"Doetinchem"	"0"	"0"	"216,00"	"1.656,00"	"11.016,00"	"ODA2024V0041"	"2024-03-26"	"NL10 Aanvraag Beschikking Regulier Behandelen"
"ODA"	"ODA2015E0003"	"ODA7559"	"Stal 5/6"	"Notenstraatje 5 7031EN Wehl"	"Doetinchem"	"0"	"0"	"764,10"	"10.739,85"	"51.958,80"	"ODA2024V0041"	"2024-03-26"	"NL10 Aanvraag Beschikking Regulier Behandelen"
"ODA"	"ODA2015E0003"	"ODA7560"	"Stal 7"	"Notenstraatje 5 7031EN Wehl"	"Doetinchem"	"0"	"0"	"216,00"	"2.577,60"	"22.032,00"	"ODA2024V0041"	"2024-03-26"	"NL10 Aanvraag Beschikking Regulier Behandelen"
"ODA"	"ODA2015E0003"	"ODA7561"	"Stal 8/9"	"Notenstraatje 5 7031EN Wehl"	"Doetinchem"	"0"	"0"	"1.104,00"	"8.464,00"	"56.304,00"	"ODA2024V0041"	"2024-03-26"	"NL10 Aanvraag Beschikking Regulier Behandelen"
"ODA"	"ODA2015E0011"	"ODA33"	"Stal 1,2 en 3"	"Rietweg 1 7274GR Geesteren"		"0"	"0"	"567,00"	"7.969,50"	"38.556,00"	"ODA2025EA1760"	"2026-02-25"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0013"	"ODA6075"	"Stal 3"	"Boerijendijk 7 7141HB Groenlo"	"Oost Gelre"	"0"	"0"	"588,00"	"4.760,00"	"409.500,00"	"ODA2024V0025"	"2024-09-26"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0013"	"ODA6080"	"Stal 4"	"Boerijendijk 7 7141HB Groenlo"	"Oost Gelre"	"0"	"0"	"1.438,50"	"11.645,00"	"1.001.812,50"	"ODA2024V0025"	"2024-09-26"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0013"	"ODA6092"	"Stal 5"	"Boerijendijk 7 7141HB Groenlo"	"Oost Gelre"	"0"	"0"	"2.814,00"	"22.780,00"	"4.355.000,00"	"ODA2024V0025"	"2024-09-26"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0014"	"ODA1130"	"9"	"Oosterholtweg 9 7142HJ Groenlo"	"Oost Gelre"	"0"	"0"	"510,40"	"0,00"	"4.408,00"	"ODA2017WU0032"	"2020-12-17"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0014"	"ODA140"	"2"	"Oosterholtweg 9 7142HJ Groenlo"	"Oost Gelre"	"242131"	"448152"	"308,00"	"0,00"	"2.660,00"	"ODA2017WU0032"	"2020-12-17"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0014"	"ODA133"	"6"	"Oosterholtweg 9 7142HJ Groenlo"	"Oost Gelre"	"242075"	"448123"	"1.443,00"	"0,00"	"13.142,40"	"ODA2017WU0032"	"2020-12-17"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0014"	"ODA1359"	"6"	"Oosterholtweg 9 7142HJ Groenlo"	"Oost Gelre"	"0"	"0"	"672,00"	"0,00"	"11.366,40"	"ODA2017WU0032"	"2020-12-17"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0014"	"ODA135"	"6 (naast stal 6 in Iglo's)"	"Oosterholtweg 9 7142HJ Groenlo"	"Oost Gelre"	"242075"	"448123"	"154,00"	"0,00"	"1.330,00"	"ODA2017WU0032"	"2020-12-17"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0014"	"ODA1286"	"3"	"Oosterholtweg 9 7142HJ Groenlo"	"Oost Gelre"	"242138"	"448126"	"1.274,40"	"0,00"	"12.787,20"	"ODA2017WU0032"	"2020-12-17"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0016"	"ODA35"	"D"	"Meisterholt 1 6942NR Didam"	"Montferland"	"0"	"0"	"35,00"	"390,00"	"0,00"	"ODA2022EA0634"	"2022-05-17"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0016"	"ODA6807"	"D"	"Meisterholt 1 6942NR Didam"	"Montferland"	"0"	"0"	"45,00"	"0,00"	"0,00"	"ODA2022EA0634"	"2022-05-17"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0016"	"ODA6707"	"stal A + B"	"Meisterholt 1 6942NR Didam"	"Montferland"	"0"	"0"	"5.437,50"	"11.625,00"	"537.500,00"	"ODA2022EA0634"	"2022-05-17"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0021"	"ODA4879"	"-"	"G J Doorninkweg 2 a 7131NX Lichtenvoorde"		"0"	"0"	"10,00"	"0,00"	"0,00"	"ODA2021MA0082"	"2021-02-03"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0021"	"ODA4378"	"Ligboxenstal"	"G J Doorninkweg 2 a 7131NX Lichtenvoorde"		"0"	"0"	"1.560,00"	"0,00"	"14.208,00"	"ODA2021MA0082"	"2021-02-03"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0021"	"ODA4449"	"stallen"	"G J Doorninkweg 2 a 7131NX Lichtenvoorde"		"0"	"0"	"369,60"	"0,00"	"3.192,00"	"ODA2021MA0082"	"2021-02-03"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0037"	"ODA9918"	"jongvee"		"Oost Gelre"	"0"	"0"	"220,00"	"0,00"	"1.900,00"	"ODA2026EA0840"	"2026-04-22"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0039"	"ODA4158"	"Varkensstal 1"	"Maatweg 2 7045AW Azewijn"	"Montferland"	"0"	"0"	"630,00"	"4.830,00"	"32.130,00"	"ODA2021WU0145"	"2023-07-13"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0039"	"ODA4305"	"Varkensstal 4"	"Maatweg 2 7045AW Azewijn"	"Montferland"	"0"	"0"	"1.347,75"	"48.219,50"	"91.647,00"	"ODA2021WU0145"	"2023-07-13"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0039"	"ODA4232"	"Varkensstal 3"	"Maatweg 2 7045AW Azewijn"	"Montferland"	"0"	"0"	"1.440,00"	"17.184,00"	"146.880,00"	"ODA2021WU0145"	"2023-07-13"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0039"	"ODA4438"	"Varkensstal 7"	"Maatweg 2 7045AW Azewijn"	"Montferland"	"0"	"0"	"5.460,00"	"41.860,00"	"278.460,00"	"ODA2021WU0145"	"2023-07-13"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0039"	"ODA4366"	"Varkensstal 2"	"Maatweg 2 7045AW Azewijn"	"Montferland"	"0"	"0"	"630,00"	"4.830,00"	"32.130,00"	"ODA2021WU0145"	"2023-07-13"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0046"	"ODA7881"	"Jongveestal"	"Schurinkweg 8 7135KJ Harreveld"		"0"	"0"	"171,60"	"0,00"	"1.482,00"	"ODA_Vee_517147307"	"1900-01-01"	""
"ODA"	"ODA2015E0046"	"ODA7882"	"Paardenstal"	"Schurinkweg 8 7135KJ Harreveld"		"0"	"0"	"15,00"	"0,00"	"0,00"	"ODA_Vee_517147307"	"1900-01-01"	""
"ODA"	"ODA2015E0048"	"ODA7883"	"Stal D"	"Landstraat 36 7135KH Harreveld"	"Oost Gelre"	"0"	"0"	"2.028,00"	"0,00"	"18.470,40"	"ODA2023MA2377"	"2023-12-14"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2015E0048"	"ODA7884"	"Stal E"	"Landstraat 36 7135KH Harreveld"	"Oost Gelre"	"0"	"0"	"444,40"	"0,00"	"3.838,00"	"ODA2023MA2377"	"2023-12-14"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2015E0048"	"ODA7885"	"Stal F"	"Landstraat 36 7135KH Harreveld"	"Oost Gelre"	"0"	"0"	"195,00"	"0,00"	"1.776,00"	"ODA2023MA2377"	"2023-12-14"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2015E0049"	"ODA7886"	"5"	"Landstraat 30 7135KH Harreveld"	"Oost Gelre"	"0"	"0"	"846,80"	"676,40"	"14.883,00"	"ODA2023WU0749"	"2024-12-18"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0050"	"ODA20"	"geen"	"Varsseveldseweg 20 A 7061GA Terborg"	"Oude IJsselstreek"	"0"	"0"	"30,00"	"230,00"	"1.530,00"	"ODA2022EA0737"	"2022-06-16"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0050"	"ODA14"	"geen"	"Varsseveldseweg 20 A 7061GA Terborg"	"Oude IJsselstreek"	"0"	"0"	"157,50"	"170,00"	"42.000,00"	"ODA2022EA0737"	"2022-06-16"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0053"	"ODA5456"	"3"	"Beekseweg 56 7031GN Wehl"		"0"	"0"	"132,00"	"0,00"	"1.140,00"	"ODA2020KCC0183"	"2020-04-29"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0053"	"ODA5417"	"3"	"Beekseweg 56 7031GN Wehl"		"0"	"0"	"82,00"	"0,00"	"1.720,00"	"ODA2020KCC0183"	"2020-04-29"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0053"	"ODA5369"	"2"	"Beekseweg 56 7031GN Wehl"		"0"	"0"	"35,00"	"390,00"	"0,00"	"ODA2020KCC0183"	"2020-04-29"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0053"	"ODA5318"	"1"	"Beekseweg 56 7031GN Wehl"		"0"	"0"	"41,00"	"0,00"	"860,00"	"ODA2020KCC0183"	"2020-04-29"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0053"	"ODA5252"	"1"	"Beekseweg 56 7031GN Wehl"		"0"	"0"	"265,00"	"1.780,00"	"8.500,00"	"ODA2020KCC0183"	"2020-04-29"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0054"	"ODA8784"	"Vleesvakensstal"	"Bakermarksedijk 3 7223KJ Baak"		"0"	"0"	"1.560,00"	"11.960,00"	"79.560,00"	"ODA2014AAV1089"	"2014-04-11"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0056"	"ODA5117"	"stal 5 - 20 legk"	"Broekweg 4 7255KP Hengelo (Gld)"	"Bronckhorst"	"0"	"0"	"6,30"	"6,80"	"1.680,00"	"ODA2019WU0539"	"2021-10-08"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0056"	"ODA4839"	"stal 4 / 25 mk"	"Broekweg 4 7255KP Hengelo (Gld)"	"Bronckhorst"	"0"	"0"	"325,00"	"0,00"	"2.960,00"	"ODA2019WU0539"	"2021-10-08"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0056"	"ODA4894"	"stal 1,2 - 26 jv"	"Broekweg 4 7255KP Hengelo (Gld)"	"Bronckhorst"	"0"	"0"	"114,40"	"0,00"	"988,00"	"ODA2019WU0539"	"2021-10-08"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0056"	"ODA4967"	"stal 4,9 - 282 vleesv"	"Broekweg 4 7255KP Hengelo (Gld)"	"Bronckhorst"	"0"	"0"	"394,80"	"6.486,00"	"43.146,00"	"ODA2019WU0539"	"2021-10-08"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0056"	"ODA5032"	"stal 8 - 50 schapen"	"Broekweg 4 7255KP Hengelo (Gld)"	"Bronckhorst"	"0"	"0"	"35,00"	"390,00"	"0,00"	"ODA2019WU0539"	"2021-10-08"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0057"	"ODA8818"	"stal 5"	"de Eldersmaat 3 7251RJ Vorden"	"Bronckhorst"	"0"	"0"	"993,60"	"0,00"	"9.010,00"	"ODA2022MA1134"	"2022-10-27"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2015E0057"	"ODA8819"	"stal 6"	"de Eldersmaat 3 7251RJ Vorden"	"Bronckhorst"	"0"	"0"	"101,20"	"0,00"	"874,00"	"ODA2022MA1134"	"2022-10-27"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2015E0057"	"ODA8820"	"stal 7"	"de Eldersmaat 3 7251RJ Vorden"	"Bronckhorst"	"0"	"0"	"1.651,00"	"0,00"	"15.036,80"	"ODA2022MA1134"	"2022-10-27"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2015E0059"	"ODA1490"	"1.7"	"Aaltenseweg 3 7084AZ Breedenbroek"		"0"	"0"	"141,90"	"5.108,40"	"52.976,00"	"ODA2016EAC0198"	"2016-07-28"	"NL10 Aanvraag Beschikking Regulier Behandelen"
"ODA"	"ODA2015E0059"	"ODA1492"	"3,4,5,6,9"	"Aaltenseweg 3 7084AZ Breedenbroek"		"0"	"0"	"401,73"	"25.041,17"	"217.603,75"	"ODA2016EAC0198"	"2016-07-28"	"NL10 Aanvraag Beschikking Regulier Behandelen"
"ODA"	"ODA2015E0059"	"ODA1494"	"1,2,8"	"Aaltenseweg 3 7084AZ Breedenbroek"		"0"	"0"	"569,94"	"6.442,80"	"61.124,00"	"ODA2016EAC0198"	"2016-07-28"	"NL10 Aanvraag Beschikking Regulier Behandelen"
"ODA"	"ODA2015E0059"	"ODA1489"	"11"	"Aaltenseweg 3 7084AZ Breedenbroek"		"0"	"0"	"49,20"	"0,00"	"1.032,00"	"ODA2016EAC0198"	"2016-07-28"	"NL10 Aanvraag Beschikking Regulier Behandelen"
"ODA"	"ODA2015E0060"	"ODA8636"	"Stal 3"	"Banninkweg 3 7081HG Gendringen"	"Oude IJsselstreek"	"0"	"0"	"845,00"	"0,00"	"9.620,00"	"ODA2026EA0546"	"2026-03-12"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0060"	"ODA8637"	"Stal 1"	"Banninkweg 3 7081HG Gendringen"	"Oude IJsselstreek"	"0"	"0"	"220,00"	"0,00"	"1.900,00"	"ODA2026EA0546"	"2026-03-12"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0061"	"ODA2256"	"-"	"Beuningstraat 9 7078AM Megchelen"		"0"	"0"	"14,00"	"156,00"	"0,00"	"ODA2015MA3416"	"2015-04-08"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2015E0063"	"ODA7890"	"Stal A1"	"Winterswijkseweg 68 7142HG Groenlo"		"0"	"0"	"215,60"	"0,00"	"1.862,00"	"ODA2018EA1213"	"2019-01-08"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0063"	"ODA7891"	"Stal A1"	"Winterswijkseweg 68 7142HG Groenlo"		"0"	"0"	"300,00"	"2.300,00"	"15.300,00"	"ODA2018EA1213"	"2019-01-08"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0063"	"ODA7892"	"Stal A3"	"Winterswijkseweg 68 7142HG Groenlo"		"0"	"0"	"132,00"	"0,00"	"1.140,00"	"ODA2018EA1213"	"2019-01-08"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0063"	"ODA7893"	"Stal B1"	"Winterswijkseweg 68 7142HG Groenlo"		"0"	"0"	"1.890,00"	"14.490,00"	"96.390,00"	"ODA2018EA1213"	"2019-01-08"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0063"	"ODA7894"	"Stal B2"	"Winterswijkseweg 68 7142HG Groenlo"		"0"	"0"	"186,00"	"0,00"	"5.100,00"	"ODA2018EA1213"	"2019-01-08"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0063"	"ODA7895"	"Stal C"	"Winterswijkseweg 68 7142HG Groenlo"		"0"	"0"	"924,00"	"0,00"	"15.628,80"	"ODA2018EA1213"	"2019-01-08"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0063"	"ODA7896"	"Stal D"	"Winterswijkseweg 68 7142HG Groenlo"		"0"	"0"	"676,00"	"0,00"	"6.156,80"	"ODA2018EA1213"	"2019-01-08"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0063"	"ODA7897"	"Stal D"	"Winterswijkseweg 68 7142HG Groenlo"		"0"	"0"	"176,00"	"0,00"	"1.520,00"	"ODA2018EA1213"	"2019-01-08"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0063"	"ODA7898"	"Stal E"	"Winterswijkseweg 68 7142HG Groenlo"		"0"	"0"	"88,00"	"0,00"	"760,00"	"ODA2018EA1213"	"2019-01-08"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0064"	"ODA378"	"Stal 6"	"Avesterweg 11 7156MH Beltrum"	"Berkelland"	"0"	"0"	"910,00"	"0,00"	"8.288,00"	"ODA2015AM0225"	"2015-11-09"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2015E0064"	"ODA379"	"Stal 1"	"Avesterweg 11 7156MH Beltrum"	"Berkelland"	"0"	"0"	"62,00"	"0,00"	"1.700,00"	"ODA2015AM0225"	"2015-11-09"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2015E0064"	"ODA454"	"Stal 1"	"Avesterweg 11 7156MH Beltrum"	"Berkelland"	"0"	"0"	"114,40"	"0,00"	"988,00"	"ODA2015AM0225"	"2015-11-09"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2015E0064"	"ODA456"	"Stal 2"	"Avesterweg 11 7156MH Beltrum"	"Berkelland"	"0"	"0"	"272,80"	"0,00"	"2.356,00"	"ODA2015AM0225"	"2015-11-09"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2015E0067"	"ODA10699"	"4"	"Berenpassteeg 7 7261NH Ruurlo"	"Berkelland"	"0"	"0"	"967,60"	"0,00"	"12.136,00"	"ODA2019EA1026"	"2019-10-05"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0067"	"ODA10700"	"1/4/7"	"Berenpassteeg 7 7261NH Ruurlo"	"Berkelland"	"0"	"0"	"1.599,00"	"0,00"	"18.204,00"	"ODA2019EA1026"	"2019-10-05"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0067"	"ODA10701"	"2/4/6"	"Berenpassteeg 7 7261NH Ruurlo"	"Berkelland"	"0"	"0"	"616,00"	"0,00"	"5.320,00"	"ODA2019EA1026"	"2019-10-05"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0067"	"ODA10702"	"4/7"	"Berenpassteeg 7 7261NH Ruurlo"	"Berkelland"	"0"	"0"	"161,20"	"0,00"	"4.420,00"	"ODA2019EA1026"	"2019-10-05"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0067"	"ODA10703"	"3"	"Berenpassteeg 7 7261NH Ruurlo"	"Berkelland"	"0"	"0"	"252,00"	"1.932,00"	"12.852,00"	"ODA2019EA1026"	"2019-10-05"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0069"	"ODA8544"	"2"	"Broekhuisdijk 6 7275CB Gelselaar"	"Berkelland"	"0"	"0"	"1.160,00"	"0,00"	"16.576,00"	"ODA2019WU0973"	"2022-05-11"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0069"	"ODA8545"	"1+3"	"Broekhuisdijk 6 7275CB Gelselaar"	"Berkelland"	"0"	"0"	"528,00"	"0,00"	"4.560,00"	"ODA2019WU0973"	"2022-05-11"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0071"	"ODA10704"	"2"	"Borculoseweg 66 7261NK Ruurlo"		"0"	"0"	"597,00"	"0,00"	"9.282,00"	"ODA2014MA9031"	"2015-02-03"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2015E0071"	"ODA10705"	"2.3"	"Borculoseweg 66 7261NK Ruurlo"		"0"	"0"	"330,00"	"0,00"	"2.850,00"	"ODA2014MA9031"	"2015-02-03"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2015E0072"	"ODA10706"	"rundvee"	"Borculoseweg 70 7151MS Eibergen"	"Berkelland"	"0"	"0"	"964,80"	"0,00"	"10.476,00"	"ODA_Vee_577183638"	"1900-01-01"	""
"ODA"	"ODA2015E0073"	"ODA1496"	"F"	"Borculoseweg 74 7151MS Eibergen"		"0"	"0"	"2.185,00"	"21.620,00"	"21.850,00"	"ODA2022MA2258"	"2022-11-17"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2015E0073"	"ODA1500"	"C-E"	"Borculoseweg 74 7151MS Eibergen"		"0"	"0"	"412,80"	"5.830,80"	"5.160,00"	"ODA2022MA2258"	"2022-11-17"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2015E0073"	"ODA1503"	"A-C"	"Borculoseweg 74 7151MS Eibergen"		"0"	"0"	"65,80"	"1.875,30"	"3.290,00"	"ODA2022MA2258"	"2022-11-17"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2015E0078"	"ODA9967"	"stal 1"	"Frankweg 3 7156SG Beltrum"		"0"	"0"	"786,00"	"6.026,00"	"40.086,00"	"ODA2014AAV7085"	"2014-06-19"	"NL01 Advies Verstrekken"
"ODA"	"ODA2015E0079"	"ODA3937"	"1"	"Arnhemseweg 15 7037CX Beek"		"0"	"0"	"10,00"	"0,00"	"0,00"	"ODA2018WU0901"	"2019-01-11"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0079"	"ODA3867"	"4"	"Arnhemseweg 15 7037CX Beek"		"0"	"0"	"630,00"	"6.408,00"	"5.940,00"	"ODA2018WU0901"	"2019-01-11"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0079"	"ODA3482"	"8"	"Arnhemseweg 15 7037CX Beek"		"0"	"0"	"93,00"	"0,00"	"2.550,00"	"ODA2018WU0901"	"2019-01-11"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0079"	"ODA3329"	"5, 8"	"Arnhemseweg 15 7037CX Beek"		"0"	"0"	"440,00"	"0,00"	"3.800,00"	"ODA2018WU0901"	"2019-01-11"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0079"	"ODA3287"	"3"	"Arnhemseweg 15 7037CX Beek"		"0"	"0"	"1.534,00"	"0,00"	"13.971,20"	"ODA2018WU0901"	"2019-01-11"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0080"	"ODA3844"	"-"	"Braamtseweg 8 7035CT Kilder"		"0"	"0"	"52,50"	"585,00"	"0,00"	"ODA2018MA0210"	"2018-03-08"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2015E0081"	"ODA7109"	"13a"	"de Hogenend 94 6942ND Didam"		"0"	"0"	"6,30"	"0,00"	"0,00"	"ODA2020MA1135"	"2020-05-27"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2015E0082"	"ODA6633"	"5 en 9"	"Kerkhuisstraat 22 7037DE Beek"		"0"	"0"	"277,20"	"1.234,20"	"11.550,00"	"ODA2022MA1205"	"2022-11-30"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2015E0082"	"ODA6519"	"2 en 3"	"Kerkhuisstraat 22 7037DE Beek"		"0"	"0"	"174,30"	"585,90"	"3.360,00"	"ODA2022MA1205"	"2022-11-30"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2015E0082"	"ODA6520"	"4,6,8 en 9"	"Kerkhuisstraat 22 7037DE Beek"		"0"	"0"	"143,52"	"1.622,40"	"15.392,00"	"ODA2022MA1205"	"2022-11-30"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2015E0083"	"ODA6917"	"B"	"Koppelstraat 2 7047CX Braamt"	"Montferland"	"0"	"0"	"158,40"	"0,00"	"1.368,00"	"ODA2024EA1021"	"2026-01-07"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0083"	"ODA6918"	"C"	"Koppelstraat 2 7047CX Braamt"	"Montferland"	"0"	"0"	"110,00"	"0,00"	"950,00"	"ODA2024EA1021"	"2026-01-07"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0083"	"ODA6919"	"C"	"Koppelstraat 2 7047CX Braamt"	"Montferland"	"0"	"0"	"35,00"	"390,00"	"0,00"	"ODA2024EA1021"	"2026-01-07"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0083"	"ODA6920"	"C"	"Koppelstraat 2 7047CX Braamt"	"Montferland"	"0"	"0"	"50,00"	"0,00"	"0,00"	"ODA2024EA1021"	"2026-01-07"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0083"	"ODA6921"	"D"	"Koppelstraat 2 7047CX Braamt"	"Montferland"	"0"	"0"	"265,00"	"1.780,00"	"8.500,00"	"ODA2024EA1021"	"2026-01-07"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0083"	"ODA6922"	"D"	"Koppelstraat 2 7047CX Braamt"	"Montferland"	"0"	"0"	"246,00"	"1.886,00"	"12.546,00"	"ODA2024EA1021"	"2026-01-07"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0083"	"ODA6923"	"E"	"Koppelstraat 2 7047CX Braamt"	"Montferland"	"0"	"0"	"684,00"	"5.244,00"	"34.884,00"	"ODA2024EA1021"	"2026-01-07"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0083"	"ODA6924"	"F"	"Koppelstraat 2 7047CX Braamt"	"Montferland"	"0"	"0"	"140,80"	"0,00"	"1.216,00"	"ODA2024EA1021"	"2026-01-07"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0083"	"ODA6925"	"G"	"Koppelstraat 2 7047CX Braamt"	"Montferland"	"0"	"0"	"221,00"	"0,00"	"2.012,80"	"ODA2024EA1021"	"2026-01-07"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0083"	"ODA6926"	"G"	"Koppelstraat 2 7047CX Braamt"	"Montferland"	"0"	"0"	"206,80"	"0,00"	"1.786,00"	"ODA2024EA1021"	"2026-01-07"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2015E0083"	"ODA6927"	"I"	"Koppelstraat 2 7047CX Braamt"	"Montferland"	"0"	"0"	"1.098,00"	"0,00"	"21.667,20"	"ODA2024EA1021"	"2026-01-07"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
