"Bronhouder"	"VTHobject ID"	"Stal ID"	"Omschrijving"	"Adres"	"Gemeente"	"EmissieX"	"EmissieY"	"NH3 emissie (kg/j)"	"Geur emissie (ouE/s)"	"Fijnstof emissie (g/j)"	"Zaaknummer"	"Besluitdatum"	"Zaaktype"
"ODA"	"ODA2016E0502"	"ODA826"	"2"	"Huurninkallee 11 7156JE Beltrum"	"Berkelland"	"0"	"0"	"0,00"	"0,00"	"0,00"	"ODA_Vee_171875253"	"1900-01-01"	""
"ODA"	"ODA2016E0502"	"ODA757"	"1"	"Huurninkallee 11 7156JE Beltrum"	"Berkelland"	"0"	"0"	"0,00"	"0,00"	"0,00"	"ODA_Vee_171875253"	"1900-01-01"	""
"ODA"	"ODA2016E0504"	"ODA5977"	"Stal 4 Eindschuur"	"Slemphutterweg 11 7152CR Eibergen"		"0"	"0"	"92,40"	"0,00"	"798,00"	"ODA2018EA1065"	"2018-11-07"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0504"	"ODA5986"	"Stal 5 Ligboxenstal"	"Slemphutterweg 11 7152CR Eibergen"		"0"	"0"	"780,00"	"0,00"	"7.104,00"	"ODA2018EA1065"	"2018-11-07"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0504"	"ODA5947"	"Stal 2 Achterhuis"	"Slemphutterweg 11 7152CR Eibergen"		"0"	"0"	"48,40"	"0,00"	"418,00"	"ODA2018EA1065"	"2018-11-07"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0504"	"ODA5970"	"Stal 3 Tussenschuur"	"Slemphutterweg 11 7152CR Eibergen"		"0"	"0"	"114,40"	"0,00"	"988,00"	"ODA2018EA1065"	"2018-11-07"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0504"	"ODA5958"	"Stal 2 Achterhuis"	"Slemphutterweg 11 7152CR Eibergen"		"0"	"0"	"47,70"	"320,40"	"1.530,00"	"ODA2018EA1065"	"2018-11-07"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0505"	"ODA9177"	"paardenstal"	"Elsmansdijk 11 7161NA Neede"	"Berkelland"	"0"	"0"	"110,50"	"0,00"	"0,00"	"ODA2020EA0286"	"2020-03-06"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0519"	"ODA2182"	"1"	"Harterinkdijk 11 7065AP Sinderen"		"0"	"0"	"66,00"	"0,00"	"570,00"	"ODA_Vee_674957422"	"1900-01-01"	""
"ODA"	"ODA2016E0519"	"ODA2192"	"2"	"Harterinkdijk 11 7065AP Sinderen"		"0"	"0"	"1.235,00"	"0,00"	"11.248,00"	"ODA_Vee_674957422"	"1900-01-01"	""
"ODA"	"ODA2016E0519"	"ODA2198"	"2"	"Harterinkdijk 11 7065AP Sinderen"		"0"	"0"	"83,60"	"0,00"	"722,00"	"ODA_Vee_674957422"	"1900-01-01"	""
"ODA"	"ODA2016E0519"	"ODA2203"	"3"	"Harterinkdijk 11 7065AP Sinderen"		"0"	"0"	"88,00"	"0,00"	"760,00"	"ODA_Vee_674957422"	"1900-01-01"	""
"ODA"	"ODA2016E0520"	"ODA708"	"Stal I"	"Beitelweg 11 7104AP Winterswijk Meddo"	"Winterswijk"	"0"	"0"	"2.799,00"	"14.306,00"	"95.166,00"	"ODA2023WU0038"	"2023-01-20"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2016E0520"	"ODA707"	"Stal H"	"Beitelweg 11 7104AP Winterswijk Meddo"	"Winterswijk"	"0"	"0"	"2.700,00"	"13.800,00"	"91.800,00"	"ODA2023WU0038"	"2023-01-20"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2016E0520"	"ODA706"	"Stal G"	"Beitelweg 11 7104AP Winterswijk Meddo"	"Winterswijk"	"0"	"0"	"2.250,00"	"11.500,00"	"76.500,00"	"ODA2023WU0038"	"2023-01-20"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2016E0520"	"ODA705"	"Stal E"	"Beitelweg 11 7104AP Winterswijk Meddo"	"Winterswijk"	"0"	"0"	"675,00"	"18.975,00"	"45.900,00"	"ODA2023WU0038"	"2023-01-20"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2016E0520"	"ODA781"	"Stal D"	"Beitelweg 11 7104AP Winterswijk Meddo"	"Winterswijk"	"0"	"0"	"270,00"	"7.590,00"	"18.360,00"	"ODA2023WU0038"	"2023-01-20"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2016E0520"	"ODA782"	"Stal F"	"Beitelweg 11 7104AP Winterswijk Meddo"	"Winterswijk"	"0"	"0"	"2.430,00"	"12.420,00"	"82.620,00"	"ODA2023WU0038"	"2023-01-20"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2016E0520"	"ODA927"	"Stal K"	"Beitelweg 11 7104AP Winterswijk Meddo"	"Winterswijk"	"0"	"0"	"777,60"	"21.859,20"	"52.876,80"	"ODA2023WU0038"	"2023-01-20"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2016E0525"	"ODA2105"	"0"	"Apedijk 12 7157BA Rekken"		"0"	"0"	"66,00"	"0,00"	"570,00"	"ODA_Vee_124939546"	"1900-01-01"	""
"ODA"	"ODA2016E0525"	"ODA2106"	"0"	"Apedijk 12 7157BA Rekken"		"0"	"0"	"234,00"	"0,00"	"2.131,20"	"ODA_Vee_124939546"	"1900-01-01"	""
"ODA"	"ODA2016E0542"	"ODA1432"	"1"	"Generaalsweg 12 7055AS Heelweg"	"Oude IJsselstreek"	"0"	"0"	"102,50"	"0,00"	"2.150,00"	"ODA_Vee_473996876"	"1900-01-01"	""
"ODA"	"ODA2016E0542"	"ODA1666"	"1"	"Generaalsweg 12 7055AS Heelweg"	"Oude IJsselstreek"	"0"	"0"	"110,00"	"0,00"	"950,00"	"ODA_Vee_473996876"	"1900-01-01"	""
"ODA"	"ODA2016E0543"	"ODA3215"	"1"	"Egginkstraat 12 7064KB Silvolde"		"0"	"0"	"364,00"	"0,00"	"3.315,20"	"ODA2023EA1243"	"2023-12-19"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0549"	"ODA6238"	"Jongveestalling"	"Oude Borculoseweg 13 7151NH Eibergen"	"Berkelland"	"0"	"0"	"224,40"	"0,00"	"1.938,00"	"ODA2021WU0714"	"2022-08-10"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2016E0549"	"ODA6239"	"Rundveestalling"	"Oude Borculoseweg 13 7151NH Eibergen"	"Berkelland"	"0"	"0"	"962,00"	"0,00"	"8.761,60"	"ODA2021WU0714"	"2022-08-10"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2016E0561"	"ODA3566"	"Bedrijf"	"Loilderhofweg 13 6941RX Didam"	"Montferland"	"0"	"0"	"11,00"	"37,40"	"360,00"	"ODA2020EA0113"	"2020-02-05"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0561"	"ODA3890"	"Bedrijf"	"Loilderhofweg 13 6941RX Didam"	"Montferland"	"0"	"0"	"140,80"	"0,00"	"1.216,00"	"ODA2020EA0113"	"2020-02-05"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0561"	"ODA3970"	"Bedrijf"	"Loilderhofweg 13 6941RX Didam"	"Montferland"	"0"	"0"	"159,00"	"1.219,00"	"8.109,00"	"ODA2020EA0113"	"2020-02-05"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0561"	"ODA4034"	"Bedrijf"	"Loilderhofweg 13 6941RX Didam"	"Montferland"	"0"	"0"	"416,00"	"0,00"	"3.788,80"	"ODA2020EA0113"	"2020-02-05"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0561"	"ODA4110"	"Bedrijf"	"Loilderhofweg 13 6941RX Didam"	"Montferland"	"0"	"0"	"1.564,00"	"21.160,00"	"140.760,00"	"ODA2020EA0113"	"2020-02-05"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0561"	"ODA3766"	"Bedrijf"	"Loilderhofweg 13 6941RX Didam"	"Montferland"	"0"	"0"	"81,60"	"2.937,60"	"30.464,00"	"ODA2020EA0113"	"2020-02-05"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0561"	"ODA3638"	"Bedrijf"	"Loilderhofweg 13 6941RX Didam"	"Montferland"	"0"	"0"	"420,00"	"1.870,00"	"17.500,00"	"ODA2020EA0113"	"2020-02-05"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0561"	"ODA3704"	"Bedrijf"	"Loilderhofweg 13 6941RX Didam"	"Montferland"	"0"	"0"	"101,50"	"976,50"	"5.600,00"	"ODA2020EA0113"	"2020-02-05"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0563"	"ODA2108"	"Stal"	"den Dam 13 7084BH Breedenbroek"		"0"	"0"	"124,00"	"0,00"	"0,00"	"ODA_Vee_577982636"	"1900-01-01"	""
"ODA"	"ODA2016E0563"	"ODA2111"	"Stal LETOP zijn EZELS"	"den Dam 13 7084BH Breedenbroek"		"0"	"0"	"10,50"	"0,00"	"0,00"	"ODA_Vee_577982636"	"1900-01-01"	""
"ODA"	"ODA2016E0563"	"ODA2095"	"Stal"	"den Dam 13 7084BH Breedenbroek"		"0"	"0"	"25,00"	"0,00"	"0,00"	"ODA_Vee_577982636"	"1900-01-01"	""
"ODA"	"ODA2016E0565"	"ODA4317"	"1"	"Kapelweg 13 7065BA Sinderen"		"0"	"0"	"104,00"	"0,00"	"947,20"	"ODA2026EA0502"	"2026-04-22"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0565"	"ODA4462"	"2"	"Kapelweg 13 7065BA Sinderen"		"0"	"0"	"676,00"	"0,00"	"6.156,80"	"ODA2026EA0502"	"2026-04-22"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0565"	"ODA4392"	"1"	"Kapelweg 13 7065BA Sinderen"		"0"	"0"	"52,80"	"0,00"	"456,00"	"ODA2026EA0502"	"2026-04-22"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0565"	"ODA4630"	"4"	"Kapelweg 13 7065BA Sinderen"		"0"	"0"	"312,40"	"0,00"	"2.698,00"	"ODA2026EA0502"	"2026-04-22"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0565"	"ODA4580"	"3 (kalveriglo's)"	"Kapelweg 13 7065BA Sinderen"		"0"	"0"	"39,60"	"0,00"	"342,00"	"ODA2026EA0502"	"2026-04-22"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0565"	"ODA4523"	"2"	"Kapelweg 13 7065BA Sinderen"		"0"	"0"	"1.326,00"	"0,00"	"12.076,80"	"ODA2026EA0502"	"2026-04-22"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0575"	"ODA1423"	"G"	"G.L.Rutgersweg 14 7161PC Neede"	"Berkelland"	"0"	"0"	"1.170,00"	"0,00"	"10.656,00"	"ODA_Vee_902490496"	"1900-01-01"	""
"ODA"	"ODA2016E0575"	"ODA1659"	"C-H-K"	"G.L.Rutgersweg 14 7161PC Neede"	"Berkelland"	"0"	"0"	"352,00"	"0,00"	"3.040,00"	"ODA_Vee_902490496"	"1900-01-01"	""
"ODA"	"ODA2016E0609"	"ODA4963"	"stal"	"Wiekenseweg 15 7081HV Gendringen"		"0"	"0"	"10,50"	"117,00"	"0,00"	"ODA_Vee_915115404"	"1900-01-01"	""
"ODA"	"ODA2016E0609"	"ODA4887"	"stal"	"Wiekenseweg 15 7081HV Gendringen"		"0"	"0"	"4,72"	"5,10"	"1.260,00"	"ODA_Vee_915115404"	"1900-01-01"	""
"ODA"	"ODA2016E0609"	"ODA4832"	"stal"	"Wiekenseweg 15 7081HV Gendringen"		"0"	"0"	"140,00"	"0,00"	"0,00"	"ODA_Vee_915115404"	"1900-01-01"	""
"ODA"	"ODA2016E0610"	"ODA2158"	"E"	"Harterinkdijk 15 7065AP Sinderen"		"0"	"0"	"325,00"	"0,00"	"2.960,00"	"ODA2022KCC0327"	"2022-08-24"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0610"	"ODA2205"	"A"	"Harterinkdijk 15 7065AP Sinderen"		"0"	"0"	"343,20"	"0,00"	"2.964,00"	"ODA2022KCC0327"	"2022-08-24"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0610"	"ODA2206"	"D"	"Harterinkdijk 15 7065AP Sinderen"		"0"	"0"	"7,00"	"78,00"	"0,00"	"ODA2022KCC0327"	"2022-08-24"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0610"	"ODA2207"	"D"	"Harterinkdijk 15 7065AP Sinderen"		"0"	"0"	"12,40"	"0,00"	"0,00"	"ODA2022KCC0327"	"2022-08-24"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0610"	"ODA2189"	"E"	"Harterinkdijk 15 7065AP Sinderen"		"0"	"0"	"167,20"	"0,00"	"1.444,00"	"ODA2022KCC0327"	"2022-08-24"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0610"	"ODA2201"	"F"	"Harterinkdijk 15 7065AP Sinderen"		"0"	"0"	"1.170,00"	"0,00"	"10.656,00"	"ODA2022KCC0327"	"2022-08-24"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0611"	"ODA1488"	"1"	"Kapelweg 15 7065BB Sinderen"	"Oude IJsselstreek"	"228141"	"435714"	"184,80"	"0,00"	"1.596,00"	"ODA_Vee_713836469"	"1900-01-01"	""
"ODA"	"ODA2016E0611"	"ODA10157"	"C"	"Kapelweg 15 7065BB Sinderen"	"Oude IJsselstreek"	"0"	"0"	"52,80"	"0,00"	"456,00"	"ODA_Vee_713836469"	"1900-01-01"	""
"ODA"	"ODA2016E0613"	"ODA10934"	"6"	"Grensweg 15 7083AM Voorst"	"Oude IJsselstreek"	"0"	"0"	"911,00"	"0,00"	"8.266,00"	"ODA2024VU0029"	"2025-03-19"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2016E0613"	"ODA10935"	"1 (proefstal)"	"Grensweg 15 7083AM Voorst"	"Oude IJsselstreek"	"0"	"0"	"2.587,00"	"0,00"	"29.452,00"	"ODA2024VU0029"	"2025-03-19"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2016E0613"	"ODA10936"	"2"	"Grensweg 15 7083AM Voorst"	"Oude IJsselstreek"	"0"	"0"	"3.198,00"	"0,00"	"36.408,00"	"ODA2024VU0029"	"2025-03-19"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2016E0613"	"ODA10937"	"2b"	"Grensweg 15 7083AM Voorst"	"Oude IJsselstreek"	"0"	"0"	"130,00"	"0,00"	"1.480,00"	"ODA2024VU0029"	"2025-03-19"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2016E0613"	"ODA10938"	"3"	"Grensweg 15 7083AM Voorst"	"Oude IJsselstreek"	"0"	"0"	"228,80"	"0,00"	"1.976,00"	"ODA2024VU0029"	"2025-03-19"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2016E0613"	"ODA10939"	"4"	"Grensweg 15 7083AM Voorst"	"Oude IJsselstreek"	"0"	"0"	"26,00"	"0,00"	"296,00"	"ODA2024VU0029"	"2025-03-19"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2016E0613"	"ODA10940"	"5b"	"Grensweg 15 7083AM Voorst"	"Oude IJsselstreek"	"0"	"0"	"105,60"	"0,00"	"912,00"	"ODA2024VU0029"	"2025-03-19"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2016E0613"	"ODA10941"	"7"	"Grensweg 15 7083AM Voorst"	"Oude IJsselstreek"	"0"	"0"	"466,40"	"0,00"	"4.028,00"	"ODA2024VU0029"	"2025-03-19"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2016E0635"	"ODA2045"	"Stal 4"	"Woldenburgseweg 16 7077AG Netterden"		"0"	"0"	"17,60"	"0,00"	"152,00"	"ODA_Vee_628504012"	"1900-01-01"	""
"ODA"	"ODA2016E0635"	"ODA2042"	"Stal 4"	"Woldenburgseweg 16 7077AG Netterden"		"0"	"0"	"5,44"	"12,40"	"688,00"	"ODA_Vee_628504012"	"1900-01-01"	""
"ODA"	"ODA2016E0635"	"ODA2043"	"Stal 4"	"Woldenburgseweg 16 7077AG Netterden"		"0"	"0"	"3,15"	"3,40"	"840,00"	"ODA_Vee_628504012"	"1900-01-01"	""
"ODA"	"ODA2016E0635"	"ODA2034"	"Stal 4"	"Woldenburgseweg 16 7077AG Netterden"		"0"	"0"	"7,00"	"78,00"	"0,00"	"ODA_Vee_628504012"	"1900-01-01"	""
"ODA"	"ODA2016E0635"	"ODA2027"	"Stal 3/4"	"Woldenburgseweg 16 7077AG Netterden"		"0"	"0"	"30,00"	"0,00"	"0,00"	"ODA_Vee_628504012"	"1900-01-01"	""
"ODA"	"ODA2016E0638"	"ODA2004"	"ligbox en stal"	"Rademakersbroek 16 7051HC Sinderen"		"0"	"0"	"484,00"	"0,00"	"4.180,00"	"ODA_Vee_860163719"	"1900-01-01"	""
"ODA"	"ODA2016E0638"	"ODA2011"	"Ligbox"	"Rademakersbroek 16 7051HC Sinderen"		"0"	"0"	"130,00"	"0,00"	"1.184,00"	"ODA_Vee_860163719"	"1900-01-01"	""
"ODA"	"ODA2016E0647"	"ODA295"	"stal B, C en D"	"Netterdensestraat 17 7077AB Netterden"	"Bronckhorst"	"0"	"0"	"563,20"	"0,00"	"4.864,00"	"ODA2014W5362"	"2015-01-29"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2016E0647"	"ODA139"	"stal 3"	"Netterdensestraat 17 7077AB Netterden"	"Bronckhorst"	"0"	"0"	"3.679,00"	"0,00"	"33.507,20"	"ODA2014W5362"	"2015-01-29"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2016E0653"	"ODA7440"	"B"	"Pierinkdijk 18 7275AJ Gelselaar"	"Berkelland"	"0"	"0"	"1.500,00"	"11.500,00"	"76.500,00"	"ODA2023EA1017"	"2023-07-14"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0653"	"ODA3272"	"A"	"Pierinkdijk 18 7275AJ Gelselaar"	"Berkelland"	"0"	"0"	"90,00"	"9.660,00"	"59.670,00"	"ODA2023EA1017"	"2023-07-14"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0669"	"ODA1743"	"stal 3"	"Poeldersdijk 20 7156RG Beltrum"		"0"	"0"	"274,40"	"4.508,00"	"29.988,00"	"ODA2018KCC0661"	"2015-11-13"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0669"	"ODA1744"	"stal 2b"	"Poeldersdijk 20 7156RG Beltrum"		"0"	"0"	"420,00"	"9.660,00"	"64.260,00"	"ODA2018KCC0661"	"2015-11-13"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0669"	"ODA1745"	"stal 2a"	"Poeldersdijk 20 7156RG Beltrum"		"0"	"0"	"450,00"	"5.370,00"	"45.900,00"	"ODA2018KCC0661"	"2015-11-13"	"NL01 Advies Verstrekken"
"ODA"	"ODA2016E0670"	"ODA1384"	"stal"	"Rekkense binnenweg 20 7157CD Rekken"		"0"	"0"	"10,60"	"71,20"	"340,00"	"ODA2016MA0350"	"2016-08-19"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2016E0670"	"ODA858"	"stal"	"Rekkense binnenweg 20 7157CD Rekken"		"0"	"0"	"145,20"	"0,00"	"1.254,00"	"ODA2016MA0350"	"2016-08-19"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2016E0670"	"ODA733"	"stal"	"Rekkense binnenweg 20 7157CD Rekken"		"0"	"0"	"546,00"	"0,00"	"4.972,80"	"ODA2016MA0350"	"2016-08-19"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2016E0672"	"ODA2652"	"Stal"	"Batsdijk 20 7261SP Ruurlo"	"Berkelland"	"0"	"0"	"264,00"	"0,00"	"2.280,00"	"ODA_Vee_356322407"	"1900-01-01"	""
"ODA"	"ODA2016E0683"	"ODA6298"	"4"	"den Dam 20 7084BM Breedenbroek"		"0"	"0"	"66,00"	"0,00"	"570,00"	"ODA2017MA0172"	"2017-05-23"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2016E0683"	"ODA6299"	"3"	"den Dam 20 7084BM Breedenbroek"		"0"	"0"	"70,40"	"0,00"	"608,00"	"ODA2017MA0172"	"2017-05-23"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2016E0683"	"ODA6300"	"1"	"den Dam 20 7084BM Breedenbroek"		"0"	"0"	"30,80"	"0,00"	"266,00"	"ODA2017MA0172"	"2017-05-23"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2016E0683"	"ODA6302"	"3"	"den Dam 20 7084BM Breedenbroek"		"0"	"0"	"481,00"	"0,00"	"4.380,80"	"ODA2017MA0172"	"2017-05-23"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2016E0688"	"ODA10354"	"jongvee"		"Berkelland"	"0"	"0"	"268,40"	"0,00"	"2.318,00"	"ODA2025IP0193"	"2025-03-05"	"NL22 Informatieplicht Verwerken"
"ODA"	"ODA2016E0696"	"ODA10830"	"?"	"Oude IJsselweg 21 7075DK Etten"		"0"	"0"	"8,40"	"0,00"	"0,00"	"ODA2024IP0795"	"2024-12-20"	"NL22 Informatieplicht Verwerken"
"ODA"	"ODA2016E0696"	"ODA10829"	"?"	"Oude IJsselweg 21 7075DK Etten"		"0"	"0"	"235,00"	"0,00"	"0,00"	"ODA2024IP0795"	"2024-12-20"	"NL22 Informatieplicht Verwerken"
"ODA"	"ODA2016E0757"	"ODA1380"	"4"	"Slootsdijk 27 7261SB Ruurlo"	"Berkelland"	"0"	"0"	"1.898,00"	"0,00"	"17.286,40"	"ODA_Vee_920115027"	"1900-01-01"	""
"ODA"	"ODA2016E0757"	"ODA1151"	"3"	"Slootsdijk 27 7261SB Ruurlo"	"Berkelland"	"0"	"0"	"259,60"	"0,00"	"2.242,00"	"ODA_Vee_920115027"	"1900-01-01"	""
"ODA"	"ODA2016E0793"	"ODA1092"	"6"		"Berkelland"	"0"	"0"	"244,88"	"10.150,14"	"35.016,80"	"ODA2025IP1272"	"2025-11-25"	"NL22 Informatieplicht Verwerken"
"ODA"	"ODA2016E0793"	"ODA1094"	"6"		"Berkelland"	"0"	"0"	"48,60"	"1.366,20"	"3.304,80"	"ODA2025IP1272"	"2025-11-25"	"NL22 Informatieplicht Verwerken"
"ODA"	"ODA2016E0793"	"ODA1914"	"3"		"Berkelland"	"0"	"0"	"167,20"	"0,00"	"1.444,00"	"ODA2025IP1272"	"2025-11-25"	"NL22 Informatieplicht Verwerken"
"ODA"	"ODA2016E0793"	"ODA1357"	"6"		"Berkelland"	"0"	"0"	"5,40"	"151,80"	"367,20"	"ODA2025IP1272"	"2025-11-25"	"NL22 Informatieplicht Verwerken"
"ODA"	"ODA2016E0793"	"ODA1355"	"6"		"Berkelland"	"0"	"0"	"161,85"	"1.994,85"	"4.160,00"	"ODA2025IP1272"	"2025-11-25"	"NL22 Informatieplicht Verwerken"
"ODA"	"ODA2016E0793"	"ODA1183"	"6"		"Berkelland"	"0"	"0"	"44,10"	"719,95"	"2.450,00"	"ODA2025IP1272"	"2025-11-25"	"NL22 Informatieplicht Verwerken"
"ODA"	"ODA2016E0793"	"ODA1185"	"6"		"Berkelland"	"0"	"0"	"264,60"	"4.319,70"	"14.700,00"	"ODA2025IP1272"	"2025-11-25"	"NL22 Informatieplicht Verwerken"
"ODA"	"ODA2016E0793"	"ODA1261"	"3"		"Berkelland"	"0"	"0"	"260,40"	"0,00"	"7.140,00"	"ODA2025IP1272"	"2025-11-25"	"NL22 Informatieplicht Verwerken"
"ODA"	"ODA2016E0793"	"ODA1263"	"6"		"Berkelland"	"0"	"0"	"3,30"	"41,14"	"144,00"	"ODA2025IP1272"	"2025-11-25"	"NL22 Informatieplicht Verwerken"
"ODA"	"ODA2016E0800"	"ODA1521"	"B en D"	"Warmseweg 31 7075EL Etten"		"0"	"0"	"510,40"	"0,00"	"4.408,00"	"ODA2016MA6049"	"2015-06-02"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2016E0800"	"ODA1522"	"D"	"Warmseweg 31 7075EL Etten"		"0"	"0"	"3,10"	"0,00"	"0,00"	"ODA2016MA6049"	"2015-06-02"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2016E0800"	"ODA1523"	"F"	"Warmseweg 31 7075EL Etten"		"0"	"0"	"900,00"	"0,00"	"17.760,00"	"ODA2016MA6049"	"2015-06-02"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2016E0803"	"ODA5362"	"stal A"	"Lebbenbruggedijk 32 7271SB Borculo"	"Berkelland"	"0"	"0"	"910,80"	"0,00"	"7.866,00"	"ODA2014W1855"	"2019-07-02"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2016E0803"	"ODA5306"	"stal K"	"Lebbenbruggedijk 32 7271SB Borculo"	"Berkelland"	"0"	"0"	"1.750,00"	"0,00"	"29.600,00"	"ODA2014W1855"	"2019-07-02"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2016E0803"	"ODA5235"	"stal B"	"Lebbenbruggedijk 32 7271SB Borculo"	"Berkelland"	"0"	"0"	"85,50"	"0,00"	"1.215,00"	"ODA2014W1855"	"2019-07-02"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODA"	"ODA2016E0841"	"ODA2160"	"Stal"	"Veldkamperstraat 37 7054AX Westendorp"		"0"	"0"	"1,36"	"1,44"	"240,00"	"ODA2017MA0190"	"2017-04-11"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2016E0841"	"ODA2161"	"Stal"	"Veldkamperstraat 37 7054AX Westendorp"		"0"	"0"	"9,30"	"0,00"	"0,00"	"ODA2017MA0190"	"2017-04-11"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2016E0841"	"ODA2157"	"Stal"	"Veldkamperstraat 37 7054AX Westendorp"		"0"	"0"	"1,90"	"18,80"	"19,00"	"ODA2017MA0190"	"2017-04-11"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2016E0841"	"ODA2163"	"Stal"	"Veldkamperstraat 37 7054AX Westendorp"		"0"	"0"	"8,80"	"0,00"	"76,00"	"ODA2017MA0190"	"2017-04-11"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2016E0841"	"ODA2188"	"Stal"	"Veldkamperstraat 37 7054AX Westendorp"		"0"	"0"	"17,50"	"195,00"	"0,00"	"ODA2017MA0190"	"2017-04-11"	"NL09 Melding Activiteit Behandelen"
"ODA"	"ODA2016E0842"	"ODA6178"	"melkstal"	"Avesterweg 38 7156LE Beltrum"		"0"	"0"	"364,00"	"0,00"	"3.315,20"	"ODA_Vee_943297011"	"1900-01-01"	""
"ODA"	"ODA2016E0842"	"ODA6179"	"Schoppe"	"Avesterweg 38 7156LE Beltrum"		"0"	"0"	"83,60"	"0,00"	"722,00"	"ODA_Vee_943297011"	"1900-01-01"	""
"ODA"	"ODA2016E0842"	"ODA6180"	"Schoppe"	"Avesterweg 38 7156LE Beltrum"		"0"	"0"	"106,00"	"712,00"	"3.400,00"	"ODA_Vee_943297011"	"1900-01-01"	""
