"Bronhouder"	"VTHobject ID"	"Stal ID"	"Omschrijving"	"Beëndigd"	"Adres"	"Gemeente"	"EmissieX"	"EmissieY"	"NH3 emissie (kg/j)"	"Geur emissie (ouE/s)"	"Fijnstof emissie (g/j)"	"Zaaknummer"	"Besluitdatum"	"Zaaktype"
"ODBN"	"5437NG12"	"5437NG12_17976"	"Stal 1"	"Nee"	"Graafsedijk 12 5437NG Beers NB"	"Land van Cuijk"	"183570"	"415347"	"975,00"	"7.475,00"	"49.725,00"	"5437NG12_17976"	"2021-06-24"	"Melding:Melding activiteitenbesluit"
"ODBN"	"5437NG12"	"5437NG12_17977"	"Stal 3"	"Nee"	"Graafsedijk 12 5437NG Beers NB"	"Land van Cuijk"	"183565"	"415390"	"3.075,00"	"23.575,00"	"156.825,00"	"5437NG12_17977"	"2021-06-24"	"Melding:Melding activiteitenbesluit"
"ODBN"	"5437NG12"	"5437NG12_17978"	"Dierenweide"	"Nee"	"Graafsedijk 12 5437NG Beers NB"	"Land van Cuijk"	"183497"	"415344"	"9,42"	"40,32"	"710,00"	"5437NG12_17978"	"2021-06-24"	"Melding:Melding activiteitenbesluit"
"ODBN"	"5437NG13"	"5437NG13_12133"	"bedrijf"	"Nee"	"Graafsedijk 13 5437NG Beers NB"	"Land van Cuijk"	"185387"	"414302"	"1.023,10"	"3.382,00"	"19.243,00"	"5437NG13_12133"	"2004-01-13"	"Vergunning:Revisievergunning"
"ODBN"	"5437NG7"	"5437NG7_Z/178184_1"	"Stal 3b + 5"	"Nee"	"Graafsedijk 7 5437NG Beers NB"	"Land van Cuijk"	"185801"	"413957"	"1.417,50"	"40.005,00"	"97.650,00"	"5437NG7_Z/178184"	"2022-10-17"	"Intrekking gedeeltelijk veebestand"
"ODBN"	"5437NG7"	"5437NG7_Z/178184_2"	"Stal 6"	"Nee"	"Graafsedijk 7 5437NG Beers NB"	"Land van Cuijk"	"185761"	"413971"	"284,79"	"4.074,70"	"11.930,00"	"5437NG7_Z/178184"	"2022-10-17"	"Intrekking gedeeltelijk veebestand"
"ODBN"	"5437NG7"	"5437NG7_Z/178184_3"	"Stal 1"	"Nee"	"Graafsedijk 7 5437NG Beers NB"	"Land van Cuijk"	"185846"	"414000"	"248,40"	"4.536,00"	"62.160,00"	"5437NG7_Z/178184"	"2022-10-17"	"Intrekking gedeeltelijk veebestand"
"ODBN"	"5437NG7"	"5437NG7_Z/178184_4"	"Stal 2"	"Nee"	"Graafsedijk 7 5437NG Beers NB"	"Land van Cuijk"	"185865"	"414086"	"2.970,00"	"15.180,00"	"100.980,00"	"5437NG7_Z/178184"	"2022-10-17"	"Intrekking gedeeltelijk veebestand"
"ODBN"	"5437NG7"	"5437NG7_Z/178184_5"	"Stal 3a"	"Nee"	"Graafsedijk 7 5437NG Beers NB"	"Land van Cuijk"	"185849"	"414054"	"1.066,50"	"5.451,00"	"36.261,00"	"5437NG7_Z/178184"	"2022-10-17"	"Intrekking gedeeltelijk veebestand"
"ODBN"	"5437NH10"	"5437NH10_12139"	"bedrijf"	"Nee"	"Grensweg 10 5437NH Beers NB"	"Land van Cuijk"	"185706"	"413334"	"743,60"	"748,80"	"15.556,00"	"5437NH10_12139"	"1999-12-31"	"Vergunning:Conversie"
"ODBN"	"5437PA5"	"5437PA5_12141"	"bedrijf"	"Nee"	"Wielweg 5 5437PA Beers NB"	"Land van Cuijk"	"184625"	"416108"	"132,00"	"0,00"	"1.140,00"	"5437PA5_12141"	"1999-12-31"	"Vergunning:Conversie"
"ODBN"	"5437PD13"	"5437PD13_12764"	"bedrijf"	"Nee"	"Provincialeweg 13 5437PD Beers NB"	"Land van Cuijk"	"184470"	"415790"	"3.821,50"	"34.175,00"	"42.925,00"	"5437PD13_12764"	"2016-06-20"	"Vergunning:Omgevingsvergunning-verandering"
"ODBN"	"5437PD2"	"5437PD2_12766"	"bedrijf"	"Nee"	"Provincialeweg 2 5437PD Beers NB"	"Land van Cuijk"	"183647"	"416089"	"91,03"	"63,10"	"1.207,00"	"5437PD2_12766"	"2008-07-01"	"Melding:Besluit Landbouw milieubeheer"
"ODBN"	"5437PE38"	"5437PE38_12769"	"bedrijf"	"Nee"	"Elstweg 38 5437PE Beers NB"	"Land van Cuijk"	"184245"	"415424"	"9.984,20"	"134.792,40"	"860.196,00"	"5437PE38_12769"	"2017-06-12"	"Vergunning:Omgevingsvergunning Milieuneutraal"
"ODBN"	"5437PE40"	"5437PE40_17346"	"Stal 1"	"Nee"	"Elstweg 40 5437PE Beers NB"	"Land van Cuijk"	"184223"	"415310"	"115,50"	"12.397,00"	"76.230,00"	"5437PE40_17346"	"2016-02-02"	"Melding:Melding Activiteitenbesluit (met OBM)"
"ODBN"	"5437PE40"	"5437PE40_17347"	"Stal 2"	"Nee"	"Elstweg 40 5437PE Beers NB"	"Land van Cuijk"	"184236"	"415326"	"2.310,00"	"17.710,00"	"117.810,00"	"5437PE40_17347"	"2016-02-02"	"Melding:Melding Activiteitenbesluit (met OBM)"
"ODBN"	"5437PE42"	"5437PE42_12771"	"bedrijf"	"Nee"	"Elstweg 42 5437PE Beers NB"	"Land van Cuijk"	"184128"	"415102"	"4.497,02"	"37.548,20"	"187.593,00"	"5437PE42_12771"	"2012-06-07"	"Vergunning:Revisievergunning"
"ODBN"	"5437PG13"	"5437PG13_14649"	"bedrijf"	"Nee"	"Vianenstraat 13 5437PG Beers NB"	"Land van Cuijk"	"185922"	"414439"	"147,86"	"244,20"	"2.520,00"	"5437PG13_14649"	"1998-10-09"	"Vergunning:Melding verandering inrichting 8.19"
"ODBN"	"5437PG5"	"5437PG5_12774"	"bedrijf"	"Nee"	"Vianenstraat 5 5437PG Beers NB"	"Land van Cuijk"	"185944"	"414707"	"193,60"	"0,00"	"1.672,00"	"5437PG5_12774"	"2018-03-27"	"Melding:Melding activiteitenbesluit"
"ODBN"	"5437PG6"	"5437PG6_14650"	"bedrijf"	"Nee"	"Vianenstraat 6 5437PG Beers NB"	"Land van Cuijk"	"185811"	"414535"	"139,00"	"6,04"	"94,00"	"5437PG6_14650"	"1999-06-15"	"Vergunning:Melding verandering inrichting 8.19"
"ODBN"	"5438AM44"	"5438AM44_1661"	"bedrijf"	"Nee"	"Dorpstraat 44 5438AM Gassel"	"Land van Cuijk"	"182540"	"416631"	"2.735,46"	"19.433,20"	"117.998,00"	"5438AM44_1661"	"2016-02-15"	"Vergunning:Omgevingsvergunning-verandering"
"ODBN"	"5438NA5"	"5438NA5_Z/218532 en Z/222789_1"	"Stal 2"	"Nee"	"Hogendijk 5 5438NA Gassel"	"Land van Cuijk"	"182035"	"417475"	"45,00"	"0,00"	"0,00"	"5438NA5_Z/218532 en Z/222789"	"2024-03-04"	"Melding Besluit Activiteit Leefomgeving"
"ODBN"	"5438NB6"	"5438NB6_1667"	"bedrijf"	"Nee"	"Overlaat 6 5438NB Gassel"	"Land van Cuijk"	"182472"	"417253"	"214,00"	"0,00"	"2.860,00"	"5438NB6_1667"	"2003-11-14"	"Correctie:AMvB melkrundveehouderij"
"ODBN"	"5438NC4"	"5438NC4_1668"	"bedrijf"	"Nee"	"Over de Voort 4 5438NC Gassel"	"Land van Cuijk"	"183177"	"416915"	"3.055,00"	"0,00"	"27.478,00"	"5438NC4_1668"	"2005-02-22"	"Vergunning:Oprichtingsvergunning"
"ODBN"	"5438NE11"	"5438NE11_1669"	"bedrijf"	"Nee"	"Molenakker 11 5438NE Gassel"	"Land van Cuijk"	"181527"	"417087"	"222,50"	"0,00"	"0,00"	"5438NE11_1669"	"1993-01-01"	"Vergunning:Conversie"
"ODBN"	"5438NJ16"	"5438NJ16_1671"	"bedrijf"	"Nee"	"Krekelberg 16 5438NJ Gassel"	"Land van Cuijk"	"181341"	"416189"	"17,50"	"195,00"	"0,00"	"5438NJ16_1671"	"1995-10-17"	"Correctie:AMVB Akkerbouwbedrijven"
"ODBN"	"5438NJ8"	"5438NJ8_1672"	"bedrijf"	"Nee"	"Krekelberg 8 5438NJ Gassel"	"Land van Cuijk"	"181477"	"416114"	"280,20"	"1.780,00"	"7.113,00"	"5438NJ8_1672"	"2016-01-18"	"Melding:Melding activiteitenbesluit"
"ODBN"	"5438NK5"	"5438NK5_Z/187563_1"	"Stal 5"	"Nee"	"Meisevoort 5 5438NK Gassel"	"Land van Cuijk"	"181647"	"415420"	"21,00"	"234,00"	"0,00"	"5438NK5_Z/187563"	"2022-12-02"	"Melding activiteitenbesluit"
"ODBN"	"5438NK5"	"5438NK5_Z/187563_2"	"Stal 4"	"Nee"	"Meisevoort 5 5438NK Gassel"	"Land van Cuijk"	"151667"	"415384"	"268,00"	"0,00"	"3.124,00"	"5438NK5_Z/187563"	"2022-12-02"	"Melding activiteitenbesluit"
"ODBN"	"5438NP12"	"5438NP12_292"	"bedrijf"	"Nee"	"Broekstraat 12 5438NP Gassel"	"Land van Cuijk"	"182163"	"415707"	"2.112,20"	"0,00"	"22.922,00"	"5438NP12_292"	"1990-12-10"	"Correctie:Revisievergunning"
"ODBN"	"5438NS18"	"5438NS18_9850"	"bedrijf"	"Nee"	"Heihoekseweg 18 5438NS Gassel"	"Land van Cuijk"	"182620"	"415891"	"65,00"	"390,00"	"0,00"	"5438NS18_9850"	"2003-12-03"	"Correctie:AMVB Akkerbouwbedrijven"
"ODBN"	"5438NS3"	"5438NS3_9851"	"bedrijf"	"Nee"	"Heihoekseweg 3 5438NS Gassel"	"Land van Cuijk"	"183109"	"416029"	"3.596,40"	"13.586,40"	"2.597.400,00"	"5438NS3_9851"	"2008-01-29"	"Vergunning:Revisievergunning"
"ODBN"	"5438NW7"	"5438NW7_Z/270803_1"	"Stal 4"	"Nee"	"Scheperschaarseweg 7 5438NW Gassel"	"Land van Cuijk"	"183118"	"415838"	"1.716,00"	"0,00"	"19.536,00"	"5438NW7_Z/270803"	"2025-12-31"	"Melding Besluit Activiteit Leefomgeving"
"ODBN"	"5438NW7"	"5438NW7_Z/270803_2"	"Stal 3"	"Nee"	"Scheperschaarseweg 7 5438NW Gassel"	"Land van Cuijk"	"183087"	"415882"	"325,20"	"0,00"	"5.694,00"	"5438NW7_Z/270803"	"2025-12-31"	"Melding Besluit Activiteit Leefomgeving"
"ODBN"	"5438NW7"	"5438NW7_Z/270803_3"	"Stal 5"	"Nee"	"Scheperschaarseweg 7 5438NW Gassel"	"Land van Cuijk"	"183131"	"415868"	"528,50"	"890,00"	"7.670,00"	"5438NW7_Z/270803"	"2025-12-31"	"Melding Besluit Activiteit Leefomgeving"
"ODBN"	"5438NZ10"	"5438NZ10_9856"	"bedrijf"	"Nee"	"Maasveld 10 5438NZ Gassel"	"Land van Cuijk"	"182625"	"417055"	"163,70"	"0,00"	"0,00"	"5438NZ10_9856"	"2017-12-07"	"Melding:Melding activiteitenbesluit"
"ODBN"	"5438NZ14"	"5438NZ14_9857"	"bedrijf"	"Nee"	"Maasveld 14 5438NZ Gassel"	"Land van Cuijk"	"182448"	"417109"	"35,90"	"0,00"	"0,00"	"5438NZ14_9857"	"2014-07-10"	"Melding:Melding activiteitenbesluit"
"ODBN"	"5439NH10"	"5439NH10_15948"	"bedrijf"	"Nee"	"Eindsestraat 10 5439NH Linden"	"Land van Cuijk"	"185193"	"417845"	"50,50"	"0,00"	"0,00"	"5439NH10_15948"	"2011-03-15"	"Melding:Besluit Landbouw milieubeheer"
"ODBN"	"5439NJ12"	"5439NJ12_Z2023-00004243_1"	"Stal 4"	"Nee"	"De Geest 12 5439NJ Linden"	"Land van Cuijk"	"184165"	"417187"	"614,40"	"0,00"	"5.772,00"	"5439NJ12_Z2023-00004243"	"2023-11-22"	"Omgevingsvergunning milieuneutraal"
"ODBN"	"5439NJ12"	"5439NJ12_Z2023-00004243_2"	"Stal 2"	"Nee"	"De Geest 12 5439NJ Linden"	"Land van Cuijk"	"184120"	"417136"	"3.791,45"	"0,00"	"36.226,00"	"5439NJ12_Z2023-00004243"	"2023-11-22"	"Omgevingsvergunning milieuneutraal"
"ODBN"	"5439NJ12"	"5439NJ12_Z2023-00004243_3"	"Stal 3"	"Nee"	"De Geest 12 5439NJ Linden"	"Land van Cuijk"	"184086"	"417132"	"321,80"	"0,00"	"2.736,00"	"5439NJ12_Z2023-00004243"	"2023-11-22"	"Omgevingsvergunning milieuneutraal"
"ODBN"	"5439NJ3"	"5439NJ3_12078"	"bedrijf"	"Nee"	"De Geest 3 5439NJ Linden"	"Land van Cuijk"	"183847"	"416949"	"923,60"	"0,00"	"9.410,00"	"5439NJ3_12078"	"1999-12-31"	"Vergunning:Conversie"
"ODBN"	"5439NJ8"	"5439NJ8_Z/188669 en Z/188670_1"	"Stal 3"	"Nee"	"De Geest 8 5439NJ Linden"	"Land van Cuijk"	"184403"	"417216"	"83,60"	"0,00"	"722,00"	"5439NJ8_Z/188669 en Z/188670"	"2023-08-02"	"Melding activiteitenbesluit met OBM"
"ODBN"	"5439NJ8"	"5439NJ8_Z/188669 en Z/188670_2"	"Stal 5"	"Nee"	"De Geest 8 5439NJ Linden"	"Land van Cuijk"	"184459"	"417159"	"845,00"	"0,00"	"9.620,00"	"5439NJ8_Z/188669 en Z/188670"	"2023-08-02"	"Melding activiteitenbesluit met OBM"
"ODBN"	"5439NJ8"	"5439NJ8_Z/188669 en Z/188670_3"	"Iglo's"	"Nee"	"De Geest 8 5439NJ Linden"	"Land van Cuijk"	"184421"	"417145"	"26,40"	"0,00"	"228,00"	"5439NJ8_Z/188669 en Z/188670"	"2023-08-02"	"Melding activiteitenbesluit met OBM"
"ODBN"	"5439NJ8"	"5439NJ8_Z/188669 en Z/188670_4"	"Stal 4"	"Nee"	"De Geest 8 5439NJ Linden"	"Land van Cuijk"	"184392"	"417214"	"52,80"	"0,00"	"456,00"	"5439NJ8_Z/188669 en Z/188670"	"2023-08-02"	"Melding activiteitenbesluit met OBM"
"ODBN"	"5439NJ8"	"5439NJ8_Z/188669 en Z/188670_5"	"Stal 6"	"Nee"	"De Geest 8 5439NJ Linden"	"Land van Cuijk"	"184438"	"417146"	"975,00"	"0,00"	"11.100,00"	"5439NJ8_Z/188669 en Z/188670"	"2023-08-02"	"Melding activiteitenbesluit met OBM"
"ODBN"	"5439NJ8"	"5439NJ8_Z/188669 en Z/188670_6"	"Stal 7"	"Nee"	"De Geest 8 5439NJ Linden"	"Land van Cuijk"	"184421"	"417132"	"84,00"	"936,00"	"0,00"	"5439NJ8_Z/188669 en Z/188670"	"2023-08-02"	"Melding activiteitenbesluit met OBM"
"ODBN"	"5439NP3"	"5439NP3_Z/227282_1"	"Stal 2"	"Nee"	"Lommerstraat 3 5439NP Linden"	"Land van Cuijk"	"184377"	"418257"	"829,00"	"0,00"	"8.410,00"	"5439NP3_Z/227282"	"2024-06-26"	"Melding Besluit Activiteit Leefomgeving"
"ODBN"	"5439NP3"	"5439NP3_Z/227282_2"	"Stal 1"	"Nee"	"Lommerstraat 3 5439NP Linden"	"Land van Cuijk"	"184421"	"418292"	"1.890,20"	"0,00"	"21.362,00"	"5439NP3_Z/227282"	"2024-06-26"	"Melding Besluit Activiteit Leefomgeving"
"ODBN"	"5439NP6"	"5439NP6_10937"	"bedrijf"	"Nee"	"Lommerstraat 6 5439NP Linden"	"Land van Cuijk"	"183441"	"418078"	"4.634,00"	"0,00"	"51.344,00"	"5439NP6_10937"	"2010-04-27"	"Vergunning:Revisievergunning"
"ODBN"	"5441AC2"	"5441AC2_14739"	"bedrijf"	"Nee"	"Dorpsstraat 2 5441AC Oeffelt"	"Land van Cuijk"	"193137"	"411875"	"299,30"	"0,00"	"6.278,00"	"5441AC2_14739"	"2007-01-16"	"Vergunning:Revisievergunning"
"ODBN"	"5441PA2"	"5441PA2_14741"	"bedrijf"	"Nee"	"Hapseweg 2 5441PA Oeffelt"	"Land van Cuijk"	"190962"	"411614"	"4.037,74"	"39.929,67"	"2.661.978,00"	"5441PA2_14741"	"2011-05-17"	"Vergunning:Revisievergunning"
"ODBN"	"5441PC1"	"5441PC1_15274"	"bedrijf"	"Nee"	"Viltseweg 1 5441PC Oeffelt"	"Land van Cuijk"	"190920"	"410935"	"168,70"	"564,00"	"1.740,00"	"5441PC1_15274"	"2004-03-02"	"Vergunning:Oprichtingsvergunning"
"ODBN"	"5441PC2B"	"5441PC2B_15275"	"bedrijf"	"Nee"	"Viltseweg 2B 5441PC Oeffelt"	"Land van Cuijk"	"191280"	"410875"	"72,04"	"104,80"	"38.080,00"	"5441PC2B_15275"	"2002-04-23"	"Vergunning:Oprichtingsvergunning"
"ODBN"	"5441PC3"	"5441PC3_16841"	"bedrijf"	"Nee"	"Viltseweg 3 5441PC Oeffelt"	"Land van Cuijk"	"191230"	"410932"	"10,71"	"11,56"	"2.856,00"	"5441PC3_16841"	"2018-06-26"	"Melding:Melding activiteitenbesluit"
"ODBN"	"5441PC5"	"5441PC5_14743"	"bedrijf"	"Nee"	"Viltseweg 5 5441PC Oeffelt"	"Land van Cuijk"	"191581"	"410954"	"403,80"	"569,60"	"7.110,00"	"5441PC5_14743"	"2017-11-22"	"Melding:Melding activiteitenbesluit"
"ODBN"	"5441PD1"	"5441PD1_14744"	"bedrijf"	"Nee"	"Krolhoek 1 5441PD Oeffelt"	"Land van Cuijk"	"192038"	"411650"	"543,60"	"0,00"	"4.878,00"	"5441PD1_14744"	"2006-10-24"	"Melding:AMvB melkrundveehouderij"
"ODBN"	"5441PD2"	"5441PD2_14745"	"bedrijf"	"Nee"	"Krolhoek 2 5441PD Oeffelt"	"Land van Cuijk"	"192033"	"411508"	"3.610,80"	"0,00"	"39.330,00"	"5441PD2_14745"	"2013-11-19"	"Vergunning:Omgevingsvergunning milieu"
"ODBN"	"5441PD3"	"5441PD3_18004"	"Stal 3"	"Nee"	"Krolhoek 3 5441PD Oeffelt"	"Land van Cuijk"	"192163"	"411447"	"92,40"	"0,00"	"798,00"	"5441PD3_18004"	"2021-10-09"	"Melding:Melding activiteitenbesluit"
"ODBN"	"5441PD3"	"5441PD3_18005"	"Stal 2b"	"Nee"	"Krolhoek 3 5441PD Oeffelt"	"Land van Cuijk"	"192202"	"411473"	"1.216,60"	"0,00"	"19.174,00"	"5441PD3_18005"	"2021-10-09"	"Melding:Melding activiteitenbesluit"
"ODBN"	"5441PD3"	"5441PD3_18006"	"Stal 2a"	"Nee"	"Krolhoek 3 5441PD Oeffelt"	"Land van Cuijk"	"192173"	"411470"	"1.293,20"	"0,00"	"14.822,00"	"5441PD3_18006"	"2021-10-09"	"Melding:Melding activiteitenbesluit"
"ODBN"	"5441PE2"	"5441PE2_Z/184548_1"	"Iglo's"	"Nee"	"Werveld 2 5441PE Oeffelt"	"Land van Cuijk"	"192403"	"411363"	"13,20"	"0,00"	"114,00"	"5441PE2_Z/184548"	"2022-10-14"	"Melding activiteitenbesluit"
"ODBN"	"5441PE2"	"5441PE2_Z/184548_2"	"Naast gebouw 1"	"Nee"	"Werveld 2 5441PE Oeffelt"	"Land van Cuijk"	"192459"	"411359"	"21,00"	"107,20"	"3.360,00"	"5441PE2_Z/184548"	"2022-10-14"	"Melding activiteitenbesluit"
"ODBN"	"5441PJ1A"	"5441PJ1A_Z/201374_1"	"Stal 1"	"Nee"	"Hoogeind 1A 5441PJ Oeffelt"	"Land van Cuijk"	"193407"	"411252"	"293,50"	"0,00"	"0,00"	"5441PJ1A_Z/201374"	"2023-06-07"	"Melding activiteitenbesluit"
"ODBN"	"5441PJ1A"	"5441PJ1A_Z/201374_2"	"Stal 4/schuilstal"	"Nee"	"Hoogeind 1A 5441PJ Oeffelt"	"Land van Cuijk"	"193349"	"411303"	"19,95"	"127,20"	"2.520,00"	"5441PJ1A_Z/201374"	"2023-06-07"	"Melding activiteitenbesluit"
"ODBN"	"5441PJ1A"	"5441PJ1A_Z/201374_3"	"Stal 2"	"Nee"	"Hoogeind 1A 5441PJ Oeffelt"	"Land van Cuijk"	"193411"	"411282"	"40,00"	"0,00"	"0,00"	"5441PJ1A_Z/201374"	"2023-06-07"	"Melding activiteitenbesluit"
"ODBN"	"5441PM1"	"5441PM1_14749"	"bedrijf"	"Nee"	"Melder 1 5441PM Oeffelt"	"Land van Cuijk"	"191907"	"412350"	"852,30"	"1.466,40"	"14.386,00"	"5441PM1_14749"	"2018-06-11"	"Melding:Melding activiteitenbesluit"
"ODBN"	"5441PM5"	"5441PM5_14750"	"bedrijf"	"Nee"	"Melder 5 5441PM Oeffelt"	"Land van Cuijk"	"191890"	"412183"	"401,00"	"1.424,00"	"4.110,00"	"5441PM5_14750"	"1999-12-31"	"Vergunning:Conversie"
"ODBN"	"5441PN5"	"5441PN5_14476"	"bedrijf"	"Nee"	"Scheperstraat 5 5441PN Oeffelt"	"Land van Cuijk"	"191310"	"412180"	"681,00"	"0,00"	"6.996,00"	"5441PN5_14476"	"1999-12-31"	"Vergunning:Conversie"
"ODBN"	"5441PS1B"	"5441PS1B_14480"	"bedrijf"	"Nee"	"Vossekuil 1B 5441PS Oeffelt"	"Land van Cuijk"	"191950"	"412689"	"40,00"	"0,00"	"0,00"	"5441PS1B_14480"	"2007-02-27"	"Melding:Besluit Landbouw milieubeheer"
"ODBN"	"5441PW3"	"5441PW3_14481"	"bedrijf"	"Nee"	"Kerkenhuisweg 3 5441PW Oeffelt"	"Land van Cuijk"	"191118"	"412413"	"3.622,02"	"17.577,45"	"1.171.830,00"	"5441PW3_14481"	"2007-01-23"	"Vergunning:Revisievergunning"
"ODBN"	"5441PW5"	"5441PW5_14482"	"bedrijf"	"Nee"	"Kerkenhuisweg 5 5441PW Oeffelt"	"Land van Cuijk"	"190696"	"411904"	"2.364,00"	"0,00"	"21.138,00"	"5441PW5_14482"	"2009-08-04"	"Melding:Besluit Landbouw milieubeheer"
"ODBN"	"5441PW6"	"5441PW6_Z/258682_1"	"Stal 2"	"Nee"	"Kerkenhuisweg 6 5441PW Oeffelt"	"Land van Cuijk"	"190828"	"411770"	"41,50"	"95,40"	"257,00"	"5441PW6_Z/258682"	"2025-08-08"	"Melding Besluit Activiteit Leefomgeving"
"ODBN"	"5441XA1"	"5441XA1_14484"	"bedrijf"	"Nee"	"Cuijkseweg 1 5441XA Oeffelt"	"Land van Cuijk"	"192061"	"413092"	"472,00"	"2.136,00"	"4.600,00"	"5441XA1_14484"	"2003-07-10"	"Intrekking:Intrekking gedeeltelijke veestand"
"ODBN"	"5441XG5"	"5441XG5_Z/205530_1"	"Paardenstal"	"Nee"	"Rijtjes 5 5441XG OEFFELT"	"Land van Cuijk"	"192411"	"413499"	"37,30"	"0,00"	"0,00"	"5441XG5_Z/205530"	"2023-09-03"	"Melding activiteitenbesluit"
"ODBN"	"5441XJ1"	"5441XJ1_14489"	"bedrijf"	"Nee"	"Urlingsestraat 1 5441XJ Oeffelt"	"Land van Cuijk"	"193480"	"412385"	"191,70"	"897,20"	"6.998,00"	"5441XJ1_14489"	"2013-03-18"	"Melding:Melding activiteitenbesluit"
"ODBN"	"5441XJ4"	"5441XJ4_14491"	"bedrijf"	"Nee"	"Urlingsestraat 4 5441XJ Oeffelt"	"Land van Cuijk"	"193358"	"412362"	"187,50"	"509,80"	"1.902,00"	"5441XJ4_14491"	"1999-11-23"	"Vergunning:Oprichtingsvergunning"
"ODBN"	"5443NA16A"	"5443NA16A_17419"	"Stal 2 lw"	"Nee"	"Kalkhofseweg 16A 5443NA Haps"	"Land van Cuijk"	"187704"	"412183"	"94,50"	"2.667,00"	"6.510,00"	"5443NA16A_17419"	"2021-03-30"	"Melding:Melding activiteitenbesluit"
"ODBN"	"5443NA16A"	"5443NA16A_17420"	"Stal 2 trad."	"Nee"	"Kalkhofseweg 16A 5443NA Haps"	"Land van Cuijk"	"187675"	"412184"	"819,20"	"3.864,00"	"32.820,00"	"5443NA16A_17420"	"2021-03-30"	"Melding:Melding activiteitenbesluit"
"ODBN"	"5443NB30"	"5443NB30_11373"	"bedrijf"	"Nee"	"Kalkhofseweg 30 5443NB Haps"	"Land van Cuijk"	"187594"	"413195"	"7,70"	"85,80"	"0,00"	"5443NB30_11373"	"2003-12-02"	"Melding:AMVB Akkerbouwbedrijven"
"ODBN"	"5443NB32"	"5443NB32_Z/178462_1"	"Stal 2"	"Nee"	"Kalkhofseweg 32 5443NB Haps"	"Land van Cuijk"	"187770"	"413018"	"383,30"	"890,00"	"6.291,00"	"5443NB32_Z/178462"	"2022-06-09"	"Melding activiteitenbesluit"
"ODBN"	"5443NB32"	"5443NB32_Z/178462_2"	"Stal 3b"	"Nee"	"Kalkhofseweg 32 5443NB Haps"	"Land van Cuijk"	"187754"	"413050"	"220,00"	"0,00"	"1.900,00"	"5443NB32_Z/178462"	"2022-06-09"	"Melding activiteitenbesluit"
"ODBN"	"5443NB32"	"5443NB32_Z/178462_3"	"Stal 1"	"Nee"	"Kalkhofseweg 32 5443NB Haps"	"Land van Cuijk"	"187756"	"412990"	"648,00"	"0,00"	"15.984,00"	"5443NB32_Z/178462"	"2022-06-09"	"Melding activiteitenbesluit"
"ODBN"	"5443NB32"	"5443NB32_Z/178462_4"	"Stal 3a"	"Nee"	"Kalkhofseweg 32 5443NB Haps"	"Land van Cuijk"	"187756"	"413045"	"663,00"	"0,00"	"8.790,00"	"5443NB32_Z/178462"	"2022-06-09"	"Melding activiteitenbesluit"
"ODBN"	"5443NB49A"	"5443NB49A_17421"	"Stal 1"	"Nee"	"Kalkhofseweg 49A 5443NB Haps"	"Land van Cuijk"	"187492"	"412451"	"936,00"	"0,00"	"10.656,00"	"5443NB49A_17421"	"2020-11-17"	"Melding:Melding activiteitenbesluit"
"ODBN"	"5443NB49A"	"5443NB49A_17422"	"Stal 2"	"Nee"	"Kalkhofseweg 49A 5443NB Haps"	"Land van Cuijk"	"187444"	"412434"	"633,80"	"1.424,00"	"12.556,00"	"5443NB49A_17422"	"2020-11-17"	"Melding:Melding activiteitenbesluit"
"ODBN"	"5443NB49A"	"5443NB49A_17423"	"Iglo's"	"Nee"	"Kalkhofseweg 49A 5443NB Haps"	"Land van Cuijk"	"187433"	"412441"	"61,60"	"0,00"	"532,00"	"5443NB49A_17423"	"2020-11-17"	"Melding:Melding activiteitenbesluit"
"ODBN"	"5443NC30"	"5443NC30_Z2023-00005152_1"	"Stal 3"	"Nee"	"Straatkantseweg 30 5443NC Haps"	"Land van Cuijk"	"186744"	"412467"	"1.246,00"	"13.884,00"	"0,00"	"5443NC30_Z2023-00005152"	"2023-11-14"	"Melding activiteitenbesluit met OBM"
"ODBN"	"5443ND18"	"5443ND18_11378"	"bedrijf"	"Nee"	"St Hubertseweg 18 5443ND Haps"	"Land van Cuijk"	"187264"	"410754"	"141,00"	"0,00"	"0,00"	"5443ND18_11378"	"2004-05-11"	"Vergunning:Revisievergunning"
"ODBN"	"5443NE5"	"5443NE5_11382"	"bedrijf"	"Nee"	"Wanroijseweg 5 5443NE Haps"	"Land van Cuijk"	"186911"	"410008"	"132,25"	"637,50"	"16.850,00"	"5443NE5_11382"	"2005-11-22"	"Vergunning:Revisievergunning"
"ODBN"	"5443NJ49"	"5443NJ49_16051"	"Stal 4"	"Nee"	"Kampsestraat 49 5443NJ Haps"	"Land van Cuijk"	"186148"	"411569"	"239,40"	"28.568,40"	"193.536,00"	"5443NJ49_16051"	"2022-02-08"	"Vergunning:Omgevingsvergunning-verandering"
"ODBN"	"5443NJ49"	"5443NJ49_18079"	"Stal 3"	"Nee"	"Kampsestraat 49 5443NJ Haps"	"Land van Cuijk"	"186091"	"411569"	"493,20"	"13.919,20"	"33.976,00"	"5443NJ49_18079"	"2022-02-08"	"Vergunning:Omgevingsvergunning-verandering"
