"Bronhouder"	"VTHobject ID"	"Stal ID"	"Omschrijving"	"Beëndigd"	"Adres"	"Gemeente"	"EmissieX"	"EmissieY"	"NH3 emissie (kg/j)"	"Geur emissie (ouE/s)"	"Fijnstof emissie (g/j)"	"Zaaknummer"	"Besluitdatum"	"Zaaktype"
"OMWB"	"4251EX29"	"4251EX29_15876"	"bedrijf"	"Nee"	"Voorstevliet 29 4251EX Werkendam"	"Altena"	"121516"	"424654"	"44,40"	"95,00"	"1.780,00"	"4251EX29_15876"	"2010-03-11"	"Melding:Besluit Landbouw milieubeheer"
"OMWB"	"4251MG46"	"4251MG46_15750"	"bedrijf"	"Nee"	"Bandijk 46 4251MG Werkendam"	"Altena"	"115875"	"422781"	"61,50"	"568,00"	"850,00"	"4251MG46_15750"	"1995-03-07"	"Melding:AMVB Akkerbouwbedrijven"
"OMWB"	"4251MH1"	"4251MH1_2023-044260_2"	"stal 1"	"Nee"	"Kroonweg 1 4251MH Werkendam"	"Altena"			"480,60"	"202,80"	"7.210,00"	"4251MH1_2023-044260"	"2023-09-27"	"Melding activiteitenbesluit"
"OMWB"	"4251MH3"	"4251MH3_15713"	"bedrijf"	"Nee"	"Kroonweg 3 4251MH Werkendam"	"Altena"	"115002"	"421553"	"30,00"	"0,00"	"0,00"	"4251MH3_15713"	"2018-03-16"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4251NC1"	"4251NC1_Melding BAL_1"	"Stal 2"	"Nee"	"Zalmpje 1 4251NC Werkendam"	"Altena"			"256,32"	"240,74"	"4.246,00"	"4251NC1_Z2024-00012094"	"2024-08-28"	"Melding Besluit Activiteit Leefomgeving"
"OMWB"	"4251NE2"	"4251NE2_16704"	"bedrijf"	"Nee"	"Kooike 2 4251NE Werkendam"	"Altena"	"119345"	"421905"	"595,00"	"0,00"	"0,00"	"4251NE2_16704"	"2013-09-13"	"Vergunning:Omgevingsvergunning-oprichting"
"OMWB"	"4251NV1"	"4251NV1_3772"	"bedrijf"	"Nee"	"Grote Waardweg 1 4251NV Werkendam"	"Altena"	"121675"	"423640"	"174,50"	"178,00"	"3.140,00"	"4251NV1_3772"	"2007-11-16"	"Melding:Besluit Landbouw milieubeheer"
"OMWB"	"4251PH1"	"4251PH1_679"	"bedrijf"	"Nee"	"Bruine Kilweg 1 4251PH Werkendam"	"Altena"	"119302"	"420119"	"35,00"	"390,00"	"0,00"	"4251PH1_679"	"2013-05-07"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4251PL1"	"4251PL1_17539"	"Stal 1"	"Nee"	"Dertienmorgen 1 4251PL Werkendam"	"Altena"	"120687"	"422281"	"1.028,20"	"6.906,40"	"32.980,00"	"4251PL1_17539"	"2017-07-05"	"Vergunning:Omgevingsvergunning-oprichting"
"OMWB"	"4251PL1"	"4251PL1_17540"	"Stal 2"	"Nee"	"Dertienmorgen 1 4251PL Werkendam"	"Altena"	"120676"	"422232"	"84,80"	"569,60"	"2.720,00"	"4251PL1_17540"	"2017-07-05"	"Vergunning:Omgevingsvergunning-oprichting"
"OMWB"	"4251PL1"	"4251PL1_17541"	"Stal 3"	"Nee"	"Dertienmorgen 1 4251PL Werkendam"	"Altena"	"120713"	"422199"	"82,00"	"0,00"	"1.720,00"	"4251PL1_17541"	"2017-07-05"	"Vergunning:Omgevingsvergunning-oprichting"
"OMWB"	"4251PL1"	"4251PL1_17542"	"Stal 4"	"Nee"	"Dertienmorgen 1 4251PL Werkendam"	"Altena"	"120642"	"422320"	"14,20"	"0,00"	"0,00"	"4251PL1_17542"	"2017-07-05"	"Vergunning:Omgevingsvergunning-oprichting"
"OMWB"	"4251PL1"	"4251PL1_17543"	"stal 5"	"Nee"	"Dertienmorgen 1 4251PL Werkendam"	"Altena"	"120727"	"422221"	"88,00"	"0,00"	"760,00"	"4251PL1_17543"	"2017-07-05"	"Vergunning:Omgevingsvergunning-oprichting"
"OMWB"	"4251PT1"	"4251PT1_3086"	"bedrijf"	"Nee"	"Schans 1 4251PT Werkendam"	"Altena"	"122035"	"424267"	"35,00"	"390,00"	"0,00"	"4251PT1_3086"	"2016-05-03"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4251PT1A"	"4251PT1A_10847"	"bedrijf"	"Nee"	"Schans 1A 4251PT Werkendam"	"Altena"	"122002"	"424336"	"331,10"	"1.386,40"	"8.530,00"	"4251PT1A_10847"	"2016-07-14"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4251PT7"	"4251PT7_3088"	"bedrijf"	"Nee"	"Schans 7 4251PT Werkendam"	"Altena"	"122376"	"424083"	"50,50"	"0,00"	"0,00"	"4251PT7_Z2023-00003367"	"2023-09-06"	"Melding activiteitenbesluit"
"OMWB"	"4251PV19"	"4251PV19_3090"	"bedrijf"	"Nee"	"Schans 19 4251PV Werkendam"	"Altena"	"122540"	"423958"	"25,00"	"0,00"	"0,00"	"4251PV19_3090"	"2008-12-06"	"Correctie:Besluit Landbouw milieubeheer"
"OMWB"	"4251XW2"	"4251XW2_12146"	"bedrijf"	"Nee"	"de Werken 2 4251XW Werkendam"	"Altena"	"122444"	"425487"	"391,00"	"750,40"	"6.444,00"	"4251XW2_12146"	"2014-07-11"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4251XX1"	"4251XX1_10836"	"bedrijf"	"Nee"	"Monnikenhoef 1 4251XX Werkendam"	"Altena"	"122427"	"425287"	"156,50"	"0,00"	"0,00"	"4251XX1_10836"	"2001-07-02"	"Vergunning:Revisievergunning"
"OMWB"	"4251XX3"	"4251XX3_15874"	"bedrijf"	"Nee"	"Monnikenhoef 3 4251XX Werkendam"	"Altena"	"122359"	"425099"	"654,90"	"2.134,40"	"11.330,00"	"4251XX3_Z2023-00003366"	"2023-09-14"	"Melding activiteitenbesluit"
"OMWB"	"4254BC42D"	"4254BC42D_3094"	"bedrijf"	"Nee"	"Transvaal 42D 4254BC Sleeuwijk"	"Altena"	"124283"	"424860"	"98,50"	"213,60"	"7.457,00"	"4254BC42D_3094"	"2017-12-20"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4254BC44"	"4254BC44_3095"	"bedrijf"	"Nee"	"Transvaal 44 4254BC Sleeuwijk"	"Altena"	"124140"	"424448"	"75,00"	"0,00"	"0,00"	"4254BC44_3095"	"2018-11-02"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4254LA0"	"4254LA0_16845"	"bedrijf"	"Nee"	" 0 4254LA "	"Altena"	"122998"	"425092"	"372,00"	"390,00"	"5.440,00"	"4254LA0_16845"	"2018-11-06"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4254LA16"	"4254LA16_3096"	"bedrijf"	"Nee"	"Vijcie 16 4254LA SLEEUWIJK"	"Altena"	"122758"	"425741"	"71,00"	"0,00"	"0,00"	"4254LA16_3096"	"2021-01-20"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4254LA17A"	"4254LA17A_6360"	"bedrijf"	"Nee"	"Vijcie 17A 4254LA Sleeuwijk"	"Altena"	"122608"	"425380"	"1.683,50"	"9.443,00"	"59.170,00"	"4254LA17A_6360"	"2006-07-11"	"Vergunning:Oprichtingsvergunning"
"OMWB"	"4254LA29"	"4254LA29_10845"	"bedrijf"	"Nee"	"Vijcie 29 4254LA Sleeuwijk"	"Altena"	"122720"	"425392"	"35,00"	"390,00"	"0,00"	"4254LA29_OMWB"	"2023-08-11"	"Ambtshalve wijziging"
"OMWB"	"4254LA40A"	"4254LA40A_A6mpmu2weii_1"	"Stal"	"Nee"	"Vijcie 40 4254LA Sleeuwijk"	"Altena"	"122987"	"425082"	"372,00"	"390,00"	"5.440,00"	"4254LA40A_A6mpmu2weii"	"2019-02-27"	"Melding activiteitenbesluit"
"OMWB"	"4254LD21"	"4254LD21_3098"	"bedrijf"	"Nee"	"Kerkeinde 21 4254LD Sleeuwijk"	"Altena"	"124072"	"426135"	"205,00"	"0,00"	"0,00"	"4254LD21_3098"	"2006-12-01"	"Vergunning:Conversie"
"OMWB"	"4254LJ10"	"4254LJ10_3106"	"bedrijf"	"Nee"	"Kooikamp 10 4254LJ Sleeuwijk"	"Altena"	"123479"	"424734"	"2.002,00"	"0,00"	"28.684,00"	"4254LJ10_3106"	"2014-05-09"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4254LJ11"	"4254LJ11_10838"	"bedrijf"	"Nee"	"Kooikamp 11 4254LJ Sleeuwijk"	"Altena"	"123410"	"424911"	"213,90"	"0,00"	"0,00"	"4254LJ11_10838"	"2018-02-16"	"Melding:"
"OMWB"	"4254LK2"	"4254LK2_16804"	"bedrijf"	"Nee"	"Hoef 2 4254LK Sleeuwijk"	"Altena"	"122339"	"426008"	"20,20"	"0,00"	"0,00"	"4254LK2_16804"	"2014-07-23"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4254XJ144"	"4254XJ144_10839"	"bedrijf"	"Nee"	"Rijksstraatweg 144 4254XJ Sleeuwijk"	"Altena"	"124598"	"424590"	"42,40"	"0,00"	"0,00"	"4254XJ144_10839"	"2018-04-19"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4254XL5"	"4254XL5_2022-040216_1"	"Paardenstal"	"Nee"	"De Roef 5 4254XL SLEEUWIJK"	"Altena"	"124822"	"424161"	"50,00"	"0,00"	"0,00"	"4254XL5_2022-040216"	"2022-08-31"	"Melding activiteitenbesluit"
"OMWB"	"4254XL7"	"4254XL7_3113"	"bedrijf"	"Nee"	"de Roef 7 4254XL Sleeuwijk"	"Altena"	"124614"	"424306"	"21,90"	"0,00"	"0,00"	"4254XL7_3113"	"2004-03-12"	"Vergunning:Besluit Landbouw milieubeheer"
"OMWB"	"4254XN12"	"4254XN12_3114"	"bedrijf"	"Nee"	"Zandpad 12 4254XN Sleeuwijk"	"Altena"	"125734"	"424709"	"1.712,80"	"0,00"	"20.206,00"	"4254XN12_3114"	"2014-05-21"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4254XX1"	"4254XX1_15951"	"bedrijf"	"Nee"	"De Nieuwe Roef 1 4254XX Sleeuwijk"	"Altena"	"124375"	"424054"	"50,00"	"0,00"	"0,00"	"4254XX1_15951"	"2013-09-18"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4255EA2"	"4255EA2_10841"	"bedrijf"	"Nee"	"Karnemelksesteeg 2 4255EA Nieuwendijk"	"Altena"	"122569"	"420384"	"30,00"	"0,00"	"0,00"	"4255EA2_10841"	"2007-09-21"	"Melding:Besluit Landbouw milieubeheer"
"OMWB"	"4255GE1"	"4255GE1_3117"	"bedrijf"	"Nee"	"Rijksweg 1 4255GE Nieuwendijk"	"Altena"	"122960"	"418697"	"175,00"	"0,00"	"0,00"	"4255GE1_3117"	"2004-10-25"	"Vergunning:Revisievergunning"
"OMWB"	"4255GE31"	"4255GE31_3118"	"bedrijf"	"Nee"	"Rijksweg 31 4255GE Nieuwendijk"	"Altena"	"122966"	"419365"	"350,00"	"668,00"	"3.980,00"	"4255GE31_3118"	"2004-12-29"	"Vergunning:Revisievergunning"
"OMWB"	"4255GM40A"	"4255GM40A_3119"	"bedrijf"	"Nee"	"Rijksweg 40A 4255GM Nieuwendijk"	"Altena"	"123027"	"419309"	"38,20"	"156,00"	"0,00"	"4255GM40A_3119"	"1994-01-01"	"Vergunning:Conversie"
"OMWB"	"4255GN88"	"4255GN88_ 2023-033775_1"	"Iglo´s"	"Nee"	"Rijksweg 88 4255GN Nieuwendijk"	"Altena"			"28,00"	"284,80"	"264,00"	"4255GN88_ 2023-033775"	"2023-07-04"	"Melding activiteitenbesluit"
"OMWB"	"4255GN88"	"4255GN88_3121"	"Stal"	"Nee"	"Rijksweg 88 4255GN Nieuwendijk"	"Altena"	"123061"	"419765"	"237,68"	"832,50"	"5.976,00"	"4255GN88_ 2023-033775"	"2023-07-04"	"Melding activiteitenbesluit"
"OMWB"	"4255GS246"	"4255GS246_3122"	"bedrijf"	"Nee"	"Rijksweg 246 4255GS Nieuwendijk"	"Altena"	"123224"	"421061"	"89,90"	"410,40"	"5.040,00"	"4255GS246_3122"	"2018-10-03"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4255GT17"	"4255GT17_6871"	"bedrijf"	"Nee"	"Buitendijk 17 4255GT Nieuwendijk"	"Altena"	"122334"	"419122"	"1.706,40"	"0,00"	"16.668,00"	"4255GT17_6871"	"2011-03-25"	"Melding:Besluit Landbouw milieubeheer"
"OMWB"	"4255KB1"	"4255KB1_10842"	"bedrijf"	"Nee"	"Midgraaf 1 4255KB Nieuwendijk"	"Altena"	"123497"	"419573"	"15,20"	"0,00"	"0,00"	"4255KB1_10842"	"2000-12-29"	"Vergunning:Oprichtingsvergunning"
"OMWB"	"4255KD4"	"4255KD4_3128"	"bedrijf"	"Nee"	"Schenkeldijk 4 4255KD Nieuwendijk"	"Altena"	"123173"	"418732"	"296,00"	"2.278,40"	"7.592,00"	"4255KD4_3128"	"2016-01-11"	"Melding:Melding Activiteitenbesluit (met OBM)"
"OMWB"	"4255SK1"	"4255SK1_3133"	"bedrijf"	"Nee"	"Groene Dwarssteeg 1 4255SK Nieuwendijk"	"Altena"	"122480"	"419686"	"183,50"	"0,00"	"0,00"	"4255SK1_3133"	"2012-10-11"	"Melding:Besluit Landbouw milieubeheer"
"OMWB"	"4255SL2"	"4255SL2_15939"	"bedrijf"	"Nee"	"Killeweg 2 4255SL Nieuwendijk"	"Altena"	"122419"	"420547"	"135,10"	"0,00"	"2.548,00"	"4255SL2_15939"	"2011-04-20"	"Melding:Besluit Landbouw milieubeheer"
"OMWB"	"4255TB25"	"4255TB25_16826"	"bedrijf"	"Nee"	"Kildijk 25 4255TB Nieuwendijk"	"Altena"	"122335"	"420829"	"44,20"	"0,00"	"0,00"	"4255TB25_16826"	"2018-10-08"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4255TJ1"	"4255TJ1_15715"	"bedrijf"	"Nee"	"Kooisteeg 1 4255TJ Nieuwendijk"	"Altena"	"122141"	"420859"	"442,00"	"2.136,00"	"13.600,00"	"4255TJ1_15715"	"1993-11-23"	"Vergunning:Oprichtingsvergunning"
"OMWB"	"4261AJ213"	"4261AJ213_13009"	"bedrijf"	"Nee"	"Maasdijk 213 4261AJ Wijk en Aalburg"	"Altena"	"136603"	"420304"	"937,00"	"3.560,00"	"18.479,00"	"4261AJ213_13009"	"1993-01-01"	"Vergunning:Conversie"
"OMWB"	"4261BJ35"	"4261BJ35_18020"	"Stal 3"	"Nee"	"Aalburgsestraat 35 4261BJ Wijk en Aalburg"	"Altena"	"136222"	"418327"	"35,50"	"0,00"	"0,00"	"4261BJ35_18020"	"2021-11-09"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4261BK56"	"4261BK56_10806"	"bedrijf"	"Nee"	"Aalburgsestraat 56 4261BK Wijk en Aalburg"	"Altena"	"136403"	"418411"	"1.050,00"	"10.680,00"	"9.900,00"	"4261BK56_10806"	"2004-02-16"	"Melding:Melding verandering inrichting 8.19"
"OMWB"	"4261GA6"	"4261GA6_13011"	"bedrijf"	"Nee"	"Parallelweg 6 4261GA Wijk en Aalburg"	"Altena"	"135936"	"417561"	"1.085,60"	"0,00"	"20.360,00"	"4261GA6_13011"	"2016-12-05"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4261KE4"	"4261KE4_13970"	"bedrijf"	"Nee"	"Spijk 4 4261KE Wijk en Aalburg"	"Altena"	"136755"	"419999"	"375,40"	"1.170,00"	"1.408,00"	"4261KE4_13970"	"2011-10-04"	"Melding:Besluit Landbouw milieubeheer"
"OMWB"	"4261NA33"	"4261NA33_14048"	"bedrijf"	"Nee"	"den Oudert 33 4261NA Wijk en Aalburg"	"Altena"	"136186"	"420023"	"356,80"	"0,00"	"3.796,00"	"4261NA33_14048"	"2011-02-28"	"Intrekking:Intrekking gedeeltelijke veestand"
"OMWB"	"4261RB28"	"4261RB28_15795"	"bedrijf"	"Nee"	"Rivelstraat 28 4261RB Wijk en Aalburg"	"Altena"	"135868"	"419990"	"274,00"	"230,00"	"3.654,00"	"4261RB28_15795"	"2011-02-09"	"Melding:Besluit Landbouw milieubeheer"
"OMWB"	"4261TB32"	"4261TB32_13972"	"bedrijf"	"Nee"	"Veldstraat 32 4261TB Wijk en Aalburg"	"Altena"	"136160"	"418983"	"8.134,00"	"0,00"	"73.066,00"	"4261TB32_13972"	"2012-07-04"	"Vergunning:Revisievergunning"
"OMWB"	"4261TB37"	"4261TB37_13973"	"bedrijf"	"Nee"	"Veldstraat 37 4261TB Wijk en Aalburg"	"Altena"	"135843"	"418759"	"416,50"	"345,00"	"6.715,00"	"4261TB37_13973"	"1992-01-01"	"Correctie:Intrekking gedeeltelijke veestand"
"OMWB"	"4261TC2"	"4261TC2_16241"	"bedrijf"	"Nee"	"Bosseweg 2 4261TC Wijk en Aalburg"	"Altena"	"135103"	"418648"	"1.564,00"	"0,00"	"14.080,00"	"4261TC2_16241"	"1997-12-10"	"Melding:AMvB melkrundveehouderij"
"OMWB"	"4261TC36"	"4261TC36_13974"	"bedrijf"	"Nee"	"Veldstraat 36 4261TC Wijk en Aalburg"	"Altena"	"135273"	"419224"	"468,00"	"0,00"	"5.328,00"	"4261TC36_13974"	"1992-01-01"	"Vergunning:Conversie"
"OMWB"	"4261TC4"	"4261TC4_15982"	"bedrijf"	"Nee"	"Bosseweg 4 4261TC Wijk en Aalburg"	"Altena"	"135081"	"418652"	"2.615,60"	"0,00"	"34.480,00"	"4261TC4_15982"	"2016-10-05"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4261TD1"	"4261TD1_16850"	"bedrijf"	"Nee"	"Dodesteeg 1 4261TD Wijk en Aalburg"	"Altena"	"133613"	"418917"	"1.309,50"	"14.094,00"	"14.695,00"	"4261TD1_16850"	"2019-02-24"	"Vergunning:Melding Activiteitenbesluit (met OBM)"
"OMWB"	"4261TD3"	"4261TD3_13983"	"bedrijf"	"Nee"	"Dodesteeg 3 4261TD Wijk en Aalburg"	"Altena"	"133509"	"419155"	"1.608,00"	"0,00"	"17.460,00"	"4261TD3_13983"	"2003-02-13"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4261TD58"	"4261TD58_15778"	"bedrijf"	"Nee"	"Veldstraat 58 4261TD Wijk en Aalburg"	"Altena"	"133830"	"418792"	"1.303,10"	"35,60"	"14.115,00"	"4261TD58_2022-039410"	"2022-08-22"	"Melding activiteitenbesluit"
"OMWB"	"4261TD71B"	"4261TD71B_2338"	"bedrijf"	"Nee"	"Veldstraat 71B 4261TD Wijk en Aalburg"	"Altena"	"134359"	"419013"	"52,90"	"0,00"	"0,00"	"4261TD71B_2338"	"2005-03-17"	"Vergunning:Oprichtingsvergunning"
"OMWB"	"4261TD73"	"4261TD73_2339"	"bedrijf"	"Nee"	"Veldstraat 73 4261TD Wijk en Aalburg"	"Altena"	"134020"	"418820"	"1.418,00"	"0,00"	"8.360,00"	"4261TD73_2023-020629"	"2023-09-11"	"Melding activiteitenbesluit met OBM"
"OMWB"	"4261TE1"	"4261TE1_14138"	"bedrijf"	"Nee"	"Klaverplak 1 4261TE Wijk en Aalburg"	"Altena"	"133559"	"418616"	"3.086,00"	"0,00"	"28.920,00"	"4261TE1_2021-000368"	"2022-09-29"	"Omgevingsvergunning-oprichting"
"OMWB"	"4261TH0"	"4261TH0_16259"	"bedrijf"	"Nee"	"Biesheuvelweg 0 4261TH WIJK EN AALBURG"	"Altena"	"132542"	"417196"	"58,00"	"587,00"	"475,00"	"4261TH0_16259"	"2000-11-28"	"Vergunning:Oprichtingsvergunning"
"OMWB"	"4261TH1"	"4261TH1_14628"	"bedrijf"	"Nee"	"Biesheuvelweg 1 4261TH Wijk en Aalburg"	"Altena"	"132296"	"418057"	"395,30"	"1.139,20"	"10.082,00"	"4261TH1_14628"	"2002-09-03"	"Vergunning:Oprichtingsvergunning"
"OMWB"	"4261TH4"	"4261TH4_13981"	"bedrijf"	"Nee"	"Biesheuvelweg 4 4261TH Wijk en Aalburg"	"Altena"	"131736"	"419359"	"1.244,80"	"405,60"	"12.294,00"	"4261TH4_Olo 1859057"	"2016-10-12"	"Melding activiteitenbesluit met OBM"
"OMWB"	"4261TN1"	"4261TN1_15975"	"bedrijf"	"Nee"	"Zwaansheuvelsedijk 1 4261TN Wijk en Aalburg"	"Altena"	"132240"	"419050"	"1.725,80"	"0,00"	"20.840,00"	"4261TN1_15975"	"2012-10-30"	"Melding:Besluit Landbouw milieubeheer"
"OMWB"	"4261TP2"	"4261TP2_929"	"bedrijf"	"Nee"	"Zwaansheuvel 2 4261TP Wijk en Aalburg"	"Altena"	"133299"	"419796"	"273,50"	"94,00"	"2.375,00"	"4261TP2_929"	"2018-11-15"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4261TV5"	"4261TV5_13985"	"bedrijf"	"Nee"	"Wijksestraat 5 4261TV Wijk en Aalburg"	"Altena"	"136354"	"419507"	"535,90"	"1.170,00"	"5.142,00"	"4261TV5_13985"	"2003-05-06"	"Vergunning:Oprichtingsvergunning"
"OMWB"	"4261TZ2"	"4261TZ2_13986"	"bedrijf"	"Nee"	"het Hakkevelt 2 4261TZ Wijk en Aalburg"	"Altena"	"133912"	"419612"	"3.381,20"	"37.380,00"	"35.582,00"	"4261TZ2_13986"	"2017-03-22"	"Melding:Melding Activiteitenbesluit (met OBM)"
"OMWB"	"4264KG31"	"4264KG31_13988"	"bedrijf"	"Nee"	"Veensesteeg 31 4264KG Veen"	"Altena"	"134022"	"420461"	"899,30"	"178,00"	"10.460,00"	"4264KG31_13988"	"1991-01-01"	"Vergunning:Conversie"
"OMWB"	"4265GB2"	"4265GB2_Zaaknummer:2022- 034840_1"	"Stal 2"	"Nee"	"Kleibergsestraat 2 4265GB Genderen"	"Altena"			"562,80"	"0,00"	"7.938,00"	"4265GB2_Zaaknummer:2022- 034840"	"2025-02-24"	"Omgevingsvergunning-revisie"
"OMWB"	"4265GB2"	"4265GB2_Zaaknummer:2022- 034840_2"	"stal 7"	"Nee"	"Kleibergsestraat 2 4265GB Genderen"	"Altena"			"294,80"	"0,00"	"2.546,00"	"4265GB2_Zaaknummer:2022- 034840"	"2025-02-24"	"Omgevingsvergunning-revisie"
"OMWB"	"4265GB2"	"4265GB2_Zaaknummer:2022- 034840_3"	"Stal 6"	"Nee"	"Kleibergsestraat 2 4265GB Genderen"	"Altena"			"1.136,00"	"0,00"	"21.016,00"	"4265GB2_Zaaknummer:2022- 034840"	"2025-02-24"	"Omgevingsvergunning-revisie"
"OMWB"	"4265GB2"	"4265GB2_Zaaknummer:2022- 034840_4"	"stal 8"	"Nee"	"Kleibergsestraat 2 4265GB Genderen"	"Altena"			"936,00"	"0,00"	"17.316,00"	"4265GB2_Zaaknummer:2022- 034840"	"2025-02-24"	"Omgevingsvergunning-revisie"
"OMWB"	"4265GB2"	"4265GB2_Zaaknummer:2022- 034840_5"	"Iglos"	"Nee"	"Kleibergsestraat 2 4265GB Genderen"	"Altena"			"44,00"	"0,00"	"380,00"	"4265GB2_Zaaknummer:2022- 034840"	"2025-02-24"	"Omgevingsvergunning-revisie"
"OMWB"	"4265GB2"	"4265GB2_Zaaknummer:2022- 034840_6"	"stal 9"	"Nee"	"Kleibergsestraat 2 4265GB Genderen"	"Altena"			"936,00"	"0,00"	"17.316,00"	"4265GB2_Zaaknummer:2022- 034840"	"2025-02-24"	"Omgevingsvergunning-revisie"
"OMWB"	"4265HX18"	"4265HX18_13995"	"bedrijf"	"Nee"	"Voompad 18 4265HX Genderen"	"Altena"	"134275"	"416162"	"51,60"	"140,40"	"354,00"	"4265HX18_13995"	"2010-03-24"	"Melding:Besluit Landbouw milieubeheer"
"OMWB"	"4265JJ1"	"4265JJ1_4572"	"bedrijf"	"Nee"	"Genderensedijk 1 4265JJ Genderen"	"Altena"	"133716"	"416310"	"807,20"	"397,80"	"7.230,00"	"4265JJ1_4572"	"2016-10-10"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4265JK28"	"4265JK28_13996"	"Stal 2+3"	"Nee"	"Genderensedijk 28 4265JK Genderen"	"Altena"	"133205"	"417168"	"510,00"	"0,00"	"5.040,00"	"4265JK28_13996"	"2022-01-18"	"Vergunning:Melding Activiteitenbesluit (met OBM)"
"OMWB"	"4265JK28"	"4265JK28_18025"	"Stal 5"	"Nee"	"Genderensedijk 28 4265JK Genderen"	"Altena"	"133156"	"417130"	"210,00"	"2.340,00"	"0,00"	"4265JK28_18025"	"2022-01-18"	"Vergunning:Melding Activiteitenbesluit (met OBM)"
"OMWB"	"4265JK28"	"4265JK28_18026"	"Stal 6"	"Nee"	"Genderensedijk 28 4265JK Genderen"	"Altena"	"133141"	"417148"	"374,00"	"0,00"	"3.230,00"	"4265JK28_18026"	"2022-01-18"	"Vergunning:Melding Activiteitenbesluit (met OBM)"
"OMWB"	"4265JK28"	"4265JK28_18027"	"Stal 7"	"Nee"	"Genderensedijk 28 4265JK Genderen"	"Altena"	"133158"	"417092"	"595,00"	"0,00"	"10.030,00"	"4265JK28_18027"	"2022-01-18"	"Vergunning:Melding Activiteitenbesluit (met OBM)"
"OMWB"	"4265TD1"	"4265TD1_5491"	"bedrijf"	"Nee"	"Lange Pad 1 4265TD Genderen"	"Altena"	"134213"	"417182"	"1.429,80"	"0,00"	"12.858,00"	"4265TD1_5491"	"2001-10-24"	"Melding:AMvB melkrundveehouderij"
"OMWB"	"4266EH2C"	"4266EH2C_13997"	"bedrijf"	"Nee"	"Nieuwe Steeg 2C 4266EH EETHEN"	"Altena"	"132465"	"415848"	"1.225,00"	"12.460,00"	"11.550,00"	"4266EH2C_13997"	"1994-01-01"	"Vergunning:Conversie"
"OMWB"	"4266ER45"	"4266ER45_13998"	"bedrijf"	"Nee"	"de Korten Bruggert 45 4266ER Eethen"	"Altena"	"130974"	"415687"	"1.169,70"	"4.188,00"	"20.852,00"	"4266ER45_Z2023-00004071"	"2024-08-15"	"Melding activiteitenbesluit met OBM"
"OMWB"	"4266GB8"	"4266GB8_14002"	"bedrijf"	"Nee"	"Kleibergsestraat 8 4266GB Eethen"	"Altena"	"133214"	"416712"	"20,00"	"0,00"	"0,00"	"4266GB8_14002"	"2008-04-02"	"Melding:Besluit Landbouw milieubeheer"
"OMWB"	"4266GC32"	"4266GC32_14003"	"bedrijf"	"Nee"	"Kleibergsestraat 32 4266GC Eethen"	"Altena"	"131678"	"416216"	"1.823,20"	"1.780,00"	"25.612,00"	"4266GC32_ Z2024-00008619"	"2024-03-18"	"Melding activiteitenbesluit"
"OMWB"	"4266GC48"	"4266GC48_14004"	"bedrijf"	"Nee"	"Kleibergsestraat 48 4266GC Eethen"	"Altena"	"130659"	"415722"	"3.596,20"	"45.861,80"	"269.643,00"	"4266GC48_14004"	"2011-08-31"	"Vergunning:Revisievergunning"
"OMWB"	"4266VE8"	"4266VE8_14005"	"bedrijf"	"Nee"	"Oude Weidesteeg 8 4266VE Eethen"	"Altena"	"131287"	"417244"	"342,30"	"412,00"	"3.396,00"	"4266VE8_14005"	"2022-01-26"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4266VE8"	"4266VE8_18023"	"stal 3, 3a,3b"	"Nee"	"Oude Weidesteeg 8 4266VE Eethen"	"Altena"	"131312"	"417227"	"1.893,60"	"0,00"	"23.850,00"	"4266VE8_18023"	"2022-01-26"	"Melding:Melding activiteitenbesluit"
"OMWB"	"4267ES4A"	"4267ES4A_15981"	"bedrijf"	"Nee"	"Tol 4A 4267ES Drongelen"	"Altena"	"132530"	"414751"	"1.415,25"	"0,00"	"13.300,00"	"4267ES4A_15981"	"2016-11-28"	"Melding:Melding activiteitenbesluit"
