"Bronhouder"	"VTHobject ID"	"Stal ID"	"Omschrijving"	"Beëndigd"	"Adres"	"Gemeente"	"EmissieX"	"EmissieY"	"NH3 emissie (kg/j)"	"Geur emissie (ouE/s)"	"Fijnstof emissie (g/j)"	"Zaaknummer"	"Besluitdatum"	"Zaaktype"
"Horst aan de Maas"	"5766PP25"	"5766PP25_12616"	"bedrijf"	"Nee"	"Lavendellaan 25 5766PP Griendtsveen"	"Horst aan de Maas"	"189990"	"383841"	"107,20"	"142,40"	"1.468,00"	"5766PP25_12616"	"1995-05-30"	"Melding:Activiteitenbesluit"
"ODNML"	"5768CS7"	"5768CS7_6926"	"EP 189146,372569"	"Nee"	"Simonshoek 7 5768CS Meijel"	"Peel en Maas"	"189146"	"372569"	"334,00"	"1.068,00"	"5.700,00"	"5768CS7_6926"	"2004-11-22"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5768CS9"	"5768CS9_6927"	"EP 189094,372528"	"Nee"	"Simonshoek 9 5768CS Meijel"	"Peel en Maas"	"189094"	"372528"	"148,10"	"0,00"	"0,00"	"5768CS9_6927"	"2005-06-13"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5768CZ12"	"5768CZ12_11443"	"1A"	"Nee"	"Simonshoeksesteeg 12 5768CZ MEIJEL"	"Peel en Maas"	"189354"	"371404"	"3.100,50"	"15.847,00"	"105.417,00"	"5768CZ12_1894/2022/2660399"	"2022-11-08"	"Omgevingsvergunning-verandering"
"ODNML"	"5768CZ12"	"5768CZ12_11444"	"2B"	"Nee"	"Simonshoeksesteeg 12 5768CZ MEIJEL"	"Peel en Maas"	"189380"	"371427"	"30,90"	"3.316,60"	"20.394,00"	"5768CZ12_1894/2022/2660399"	"2022-11-08"	"Omgevingsvergunning-verandering"
"ODNML"	"5768CZ12"	"5768CZ12_11445"	"2C1"	"Nee"	"Simonshoeksesteeg 12 5768CZ MEIJEL"	"Peel en Maas"	"189385"	"371414"	"24,00"	"2.576,00"	"15.840,00"	"5768CZ12_1894/2022/2660399"	"2022-11-08"	"Omgevingsvergunning-verandering"
"ODNML"	"5768CZ12"	"5768CZ12_11446"	"2C2"	"Nee"	"Simonshoeksesteeg 12 5768CZ MEIJEL"	"Peel en Maas"	"189388"	"371402"	"27,00"	"2.898,00"	"17.820,00"	"5768CZ12_1894/2022/2660399"	"2022-11-08"	"Omgevingsvergunning-verandering"
"ODNML"	"5768CZ12"	"5768CZ12_11447"	"2C3"	"Nee"	"Simonshoeksesteeg 12 5768CZ MEIJEL"	"Peel en Maas"	"189390"	"371391"	"16,80"	"1.803,20"	"11.088,00"	"5768CZ12_1894/2022/2660399"	"2022-11-08"	"Omgevingsvergunning-verandering"
"ODNML"	"5768CZ12"	"5768CZ12_11448"	"3D"	"Nee"	"Simonshoeksesteeg 12 5768CZ MEIJEL"	"Peel en Maas"	"189373"	"371463"	"108,00"	"11.592,00"	"71.280,00"	"5768CZ12_1894/2022/2660399"	"2022-11-08"	"Omgevingsvergunning-verandering"
"ODNML"	"5768PD10"	"5768PD10_6932"	"EP 188093,373394"	"Nee"	"Astenseweg 10 5768PD Meijel"	"Peel en Maas"	"188093"	"373394"	"1.509,40"	"0,00"	"16.144,00"	"5768PD10_6932"	"2018-08-30"	"Melding:Activiteitenbesluit"
"ODNML"	"5768PD2"	"5768PD2_6930"	"EP 188938,373167"	"Nee"	"Astenseweg 2 5768PD MEIJEL"	"Peel en Maas"	"188938"	"373167"	"565,00"	"5.696,00"	"5.280,00"	"5768PD2_6930"	"2011-05-17"	"Vergunning:"
"ODNML"	"5768PE2"	"5768PE2_6933"	"EP 187912,373072"	"Nee"	"Berg 2 5768PE Meijel"	"Peel en Maas"	"188076"	"373036"	"556,14"	"6.286,80"	"59.644,00"	"5768PE2_6933"	"2020-12-22"	"Intrekking:Omgevingsverg. gedeeltelijke intrekking"
"ODNML"	"5768PE6"	"5768PE6_4599"	"bedrijf"	"Nee"	"Berg 6 5768PE Meijel"	"Peel en Maas"	"187637"	"373313"	"2.359,60"	"0,00"	"26.216,00"	"5768PE6_4599"	"2011-02-15"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5768PG27"	"5768PG27_6935"	"EP 186781,371851"	"Nee"	"Nederweerterdijk 27 5768PG Meijel"	"Peel en Maas"	"186781"	"371851"	"8,10"	"0,00"	"0,00"	"5768PG27_6935"	"2020-10-09"	"Intrekking:Omgevingsverg. gedeeltelijke intrekking"
"ODNML"	"5768PG29"	"5768PG29_12768"	"Nederweerterdijk 29"	"Nee"	"Nederweerterdijk 29 5768PG Meijel"	"Peel en Maas"	"186748"	"371837"	"273,90"	"0,00"	"3.502,00"	"5768PG29_12768"	"2021-05-05"	"Intrekking:Omgevingsverg. gedeeltelijke intrekking"
"ODNML"	"5768PG31"	"5768PG31_12774"	"bedrijf"	"Nee"	"Nederweerterdijk 31 5768PG Meijel"	"Peel en Maas"	"186696"	"371796"	"275,20"	"0,00"	"0,00"	"5768PG31_12774"	"2021-01-26"	"Melding:Activiteitenbesluit"
"ODNML"	"5768PG33"	"5768PG33_6936"	"EP 186644,371696"	"Nee"	"Nederweerterdijk 33 5768PG Meijel"	"Peel en Maas"	"186644"	"371696"	"175,00"	"0,00"	"0,00"	"5768PG33_6936"	"2001-12-20"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5768PH10"	"5768PH10_Z-HZ_WABO-2021-01340_1"	"stal 4"	"Nee"	"Nederweerterdijk 10 5768PH Meijel"	"Peel en Maas"	"187153"	"372325"	"604,70"	"19.365,40"	"54.278,00"	"5768PH10_Z-HZ_WABO-2021-01340"	"2022-06-21"	"Melding activiteitenbesluit met OBM"
"ODNML"	"5768PH10"	"5768PH10_Z-HZ_WABO-2021-01340_2"	"stal 5"	"Nee"	"Nederweerterdijk 10 5768PH Meijel"	"Peel en Maas"	"187138"	"372307"	"644,50"	"21.063,50"	"60.175,00"	"5768PH10_Z-HZ_WABO-2021-01340"	"2022-06-21"	"Melding activiteitenbesluit met OBM"
"ODNML"	"5768PJ"	"5768PH14_12524"	"LW1"	"Nee"	"Vossenberg 2 5768PJ Meijel"	"Peel en Maas"	"186908"	"372136"	"1.684,80"	"47.548,80"	"116.064,00"	"5768PH14_12524"	"2019-10-03"	"Vergunning:Beschikking tweede fase"
"ODNML"	"5768PJ"	"5768PH14_12525"	"LW2"	"Nee"	"Vossenberg 2 5768PJ Meijel"	"Peel en Maas"	"186903"	"372151"	"1.497,60"	"42.265,60"	"103.168,00"	"5768PH14_12525"	"2019-10-03"	"Vergunning:Beschikking tweede fase"
"ODNML"	"5768PJ"	"5768PH14_12526"	"LW3"	"Nee"	"Vossenberg 2 5768PJ Meijel"	"Peel en Maas"	"186908"	"372123"	"1.497,60"	"42.265,60"	"103.168,00"	"5768PH14_12526"	"2019-10-03"	"Vergunning:Beschikking tweede fase"
"ODNML"	"5768PH18"	"5768PH18_6939"	"EP 186806,371979"	"Nee"	"Nederweerterdijk 18 5768PH Meijel"	"Peel en Maas"	"186806"	"371979"	"176,00"	"0,00"	"1.520,00"	"5768PH18_6939"	"2013-11-21"	"Melding:Activiteitenbesluit"
"ODNML"	"5768PH26"	"5768PH26_4607"	"bedrijf"	"Nee"	"Nederweerterdijk 26 5768PH Meijel"	"Peel en Maas"	"186530"	"371844"	"25,00"	"0,00"	"0,00"	"5768PH26_4607"	"2007-02-16"	"Vergunning:gedeeltelijke intrekking"
"ODNML"	"5768PH30"	"5768PH30_8618"	"250002123"	"Nee"	"Nederweerterdijk 30 5768PH Meijel"	"Nederweert"	"186358"	"371658"	"1.160,58"	"1.860,93"	"86.043,00"	"5768PH30_2024-00000190"	"2024-06-20"	"Intrekking gedeeltelijk veebestand"
"ODNML"	"5768PH30"	"5768PH30_8619"	"250002124"	"Nee"	"Nederweerterdijk 30 5768PH Meijel"	"Nederweert"	"186358"	"371658"	"203,00"	"325,50"	"15.050,00"	"5768PH30_2024-00000190"	"2024-06-20"	"Intrekking gedeeltelijk veebestand"
"ODNML"	"5768PJ3"	"5768PJ3_6940"	"EP 186727,372314"	"Nee"	"Vossenberg 3 5768PJ Meijel"	"Peel en Maas"	"186727"	"372314"	"1.929,40"	"0,00"	"20.986,00"	"5768PJ3_6940"	"2014-02-13"	"Melding:Activiteitenbesluit"
"ODNML"	"5768PK15"	"5768PK15_6941"	"EP 188575,371910"	"Nee"	"Steenoven 15 5768PK Meijel"	"Peel en Maas"	"188575"	"371910"	"130,70"	"0,00"	"0,00"	"5768PK15_6941"	"2018-02-08"	"Melding:Activiteitenbesluit"
"ODNML"	"5768PL3"	"5768PL3_6942"	"EP 188569,371772"	"Nee"	"Noorenweg 3 5768PL Meijel"	"Peel en Maas"	"188569"	"371772"	"45,00"	"0,00"	"0,00"	"5768PL3_6942"	"2001-10-19"	"Vergunning:oprichtingsvergunning"
"ODNML"	"5768PM10"	"5768PM10_6943"	"EP 188859,371975"	"Nee"	"Bleekweg 10 5768PM MEIJEL"	"Peel en Maas"	"188859"	"371975"	"1.181,00"	"12.144,00"	"77.220,00"	"5768PM10_18942688924"	"2023-01-19"	"Omgevingsvergunning-verandering"
"ODNML"	"5768PN45"	"5768PN45_12749"	"bedrijf-ep"	"Nee"	"Kampsteeg 45 5768PN Meijel"	"Peel en Maas"	"188540"	"371420"	"35,70"	"0,00"	"0,00"	"5768PN45_12749"	"2021-01-15"	"Melding:Activiteitenbesluit"
"ODNML"	"5768PN45"	"5768PN45_6944"	"EP 188538,371421"	"Nee"	"Kampsteeg 45 5768PN Meijel"	"Peel en Maas"	"188538"	"371421"	"165,00"	"0,00"	"0,00"	"5768PN45_6944"	"2021-01-15"	"Melding:Activiteitenbesluit"
"ODNML"	"5768PP13"	"5768PP13_4580"	"bedrijf"	"Nee"	"Langstraat 13 5768PP Meijel"	"Peel en Maas"	"188336"	"371011"	"125,00"	"0,00"	"0,00"	"5768PP13_4580"	"2021-08-18"	"Melding:Activiteitenbesluit"
"ODNML"	"5768PP15"	"5768PP15_4589"	"bedrijf"	"Nee"	"Langstraat 15 5768PP MEIJEL"	"Peel en Maas"	"188021"	"370816"	"52,82"	"197,85"	"2.635,00"	"5768PP15_4589"	"2016-02-04"	"Vergunning:Omgevingsvergunning Inrichting"
"ODNML"	"5768PP15"	"5768PP15_6947"	"EP 188021,370816"	"Nee"	"Langstraat 15 5768PP MEIJEL"	"Peel en Maas"	"188021"	"370816"	"2.062,50"	"0,00"	"66.000,00"	"5768PP15_6947"	"2016-02-04"	"Vergunning:Omgevingsvergunning Inrichting"
"ODNML"	"5768PP18"	"5768PP18_1894/2022/2664321_1"	"F"	"Nee"	"Langstraat 18 5768PP Meijel"	"Peel en Maas"	"187759"	"370971"	"50,00"	"0,00"	"0,00"	"5768PP18_1894/2022/2664321"	"2022-11-22"	"Melding activiteitenbesluit met OBM"
"ODNML"	"5768PP18"	"5768PP18_1894/2022/2664321_2"	"E"	"Nee"	"Langstraat 18 5768PP Meijel"	"Peel en Maas"	"187784"	"370982"	"63,00"	"0,00"	"0,00"	"5768PP18_1894/2022/2664321"	"2022-11-22"	"Melding activiteitenbesluit met OBM"
"ODNML"	"5768PP18"	"5768PP18_1894/2022/2664321_3"	"B"	"Nee"	"Langstraat 18 5768PP Meijel"	"Peel en Maas"	"187805"	"370907"	"60,00"	"0,00"	"0,00"	"5768PP18_1894/2022/2664321"	"2022-11-22"	"Melding activiteitenbesluit met OBM"
"ODNML"	"5768PP18"	"5768PP18_1894/2022/2664321_4"	"A"	"Nee"	"Langstraat 18 5768PP Meijel"	"Peel en Maas"	"187816"	"370907"	"60,00"	"0,00"	"0,00"	"5768PP18_1894/2022/2664321"	"2022-11-22"	"Melding activiteitenbesluit met OBM"
"ODNML"	"5768PP18"	"5768PP18_1894/2022/2664321_5"	"G"	"Nee"	"Langstraat 18 5768PP Meijel"	"Peel en Maas"	"187725"	"370934"	"40,00"	"0,00"	"0,00"	"5768PP18_1894/2022/2664321"	"2022-11-22"	"Melding activiteitenbesluit met OBM"
"ODNML"	"5768PP18"	"5768PP18_1894/2022/2664321_6"	"C"	"Nee"	"Langstraat 18 5768PP Meijel"	"Peel en Maas"	"187778"	"370893"	"60,00"	"0,00"	"0,00"	"5768PP18_1894/2022/2664321"	"2022-11-22"	"Melding activiteitenbesluit met OBM"
"ODNML"	"5768PP18"	"5768PP18_1894/2022/2664321_7"	"D"	"Nee"	"Langstraat 18 5768PP Meijel"	"Peel en Maas"	"187767"	"370883"	"60,00"	"0,00"	"0,00"	"5768PP18_1894/2022/2664321"	"2022-11-22"	"Melding activiteitenbesluit met OBM"
"ODNML"	"5768PP9"	"5768PP9_6946"	"EP 188618,371081"	"Nee"	"Langstraat 9 5768PP Meijel"	"Peel en Maas"	"188618"	"371081"	"548,40"	"1.602,00"	"11.793,00"	"5768PP9_6946"	"2008-03-31"	"Melding:besluit landbouwbedrijven milieubeheer"
"ODNML"	"5768PR1"	"5768PR1_6949"	"EP 187427,372200"	"Nee"	"Peelweg 1 5768PR Meijel"	"Peel en Maas"	"187427"	"372200"	"330,00"	"0,00"	"5.500,00"	"5768PR1_6949"	"2014-12-19"	"Melding:Activiteitenbesluit"
"ODNML"	"5768PR16"	"5768PR16_6950"	"EP 187780,371768"	"Nee"	"Peelweg 16 5768PR Meijel"	"Peel en Maas"	"187780"	"371768"	"1.850,00"	"0,00"	"20.336,00"	"5768PR16_6950"	"2019-11-02"	"Melding:Activiteitenbesluit"
"ODNML"	"5768PR27"	"5768PR27_4605"	"bedrijf"	"Nee"	"Peelweg 27 5768PR Meijel"	"Peel en Maas"	"188370"	"370842"	"1.559,90"	"8.900,80"	"23.101,00"	"5768PR27_1894/2022/2584145"	"2022-08-02"	"Intrekking gedeeltelijk veebestand"
"ODNML"	"5768PR28"	"5768PR28_6952"	"EP 188167,371250"	"Nee"	"Peelweg 28 5768PR Meijel"	"Peel en Maas"	"188167"	"371250"	"79,50"	"0,00"	"0,00"	"5768PR28_6952"	"1999-08-23"	"Vergunning:beschikking WM veranderingsvergunning"
"ODNML"	"5768PR34"	"5768PR34_6953"	"EP 188229,370964"	"Nee"	"Peelweg 34 5768PR Meijel"	"Peel en Maas"	"188229"	"370964"	"233,20"	"1.566,40"	"7.480,00"	"5768PR34_6953"	"2012-12-27"	"Intrekking:gedeeltelijke intrekking"
"ODNML"	"5768PR40"	"5768PR40_12790"	"stal 1 en 2"	"Nee"	"Peelweg 40 5768PR MEIJEL"	"Peel en Maas"	"188432"	"370469"	"1.440,00"	"25.760,00"	"158.400,00"	"5768PR40_12790"	"2021-06-07"	"Vergunning:Omgevingsvergunning revisie"
"ODNML"	"5768PR40"	"5768PR40_12791"	"stal 3"	"Nee"	"Peelweg 40 5768PR MEIJEL"	"Peel en Maas"	"188479"	"370475"	"4.080,00"	"48.688,00"	"416.160,00"	"5768PR40_12791"	"2021-06-07"	"Vergunning:Omgevingsvergunning revisie"
"ODNML"	"5768PR40"	"5768PR40_12792"	"stal 4a"	"Nee"	"Peelweg 40 5768PR MEIJEL"	"Peel en Maas"	"188514"	"370486"	"669,60"	"18.897,60"	"46.128,00"	"5768PR40_12792"	"2021-06-07"	"Vergunning:Omgevingsvergunning revisie"
"ODNML"	"5768PR40"	"5768PR40_12793"	"stal 4b"	"Nee"	"Peelweg 40 5768PR MEIJEL"	"Peel en Maas"	"188538"	"370491"	"669,60"	"18.897,60"	"46.128,00"	"5768PR40_12793"	"2021-06-07"	"Vergunning:Omgevingsvergunning revisie"
"ODNML"	"5768PS15"	"5768PS15_11357"	"stal 1"	"Nee"	"Donkerpeelkensweg 15 5768PS MEIJEL"	"Peel en Maas"	"189036"	"371401"	"75,00"	"8.050,00"	"49.500,00"	"5768PS15_1894/2023/2716953"	"2023-03-10"	"Ambtshalve wijziging"
"ODNML"	"5768PS15"	"5768PS15_11358"	"stal 2"	"Nee"	"Donkerpeelkensweg 15 5768PS MEIJEL"	"Peel en Maas"	"189013"	"371422"	"2.880,00"	"22.080,00"	"146.880,00"	"5768PS15_1894/2023/2716953"	"2023-03-10"	"Ambtshalve wijziging"
"ODNML"	"5768PS15"	"5768PS15_11359"	"stal 3"	"Nee"	"Donkerpeelkensweg 15 5768PS MEIJEL"	"Peel en Maas"	"189038"	"371472"	"432,00"	"46.368,00"	"285.120,00"	"5768PS15_1894/2023/2716953"	"2023-03-10"	"Ambtshalve wijziging"
"ODNML"	"5768PT6"	"5768PT6_11336"	"Stal C"	"Nee"	"Steeghsweg 6 5768PT MEIJEL"	"Peel en Maas"	"189231"	"371069"	"617,40"	"5.821,20"	"388.080,00"	"5768PT6_11336"	"2014-09-15"	"Melding:Activiteitenbesluit"
"ODNML"	"5768PT6"	"5768PT6_11337"	"Stal A"	"Nee"	"Steeghsweg 6 5768PT MEIJEL"	"Peel en Maas"	"189283"	"371022"	"385,00"	"3.630,00"	"242.000,00"	"5768PT6_11337"	"2014-09-15"	"Melding:Activiteitenbesluit"
"ODNML"	"5768PT6"	"5768PT6_11340"	"Stal B"	"Nee"	"Steeghsweg 6 5768PT MEIJEL"	"Peel en Maas"	"189304"	"371041"	"350,00"	"3.300,00"	"220.000,00"	"5768PT6_11340"	"2014-09-15"	"Melding:Activiteitenbesluit"
"ODNML"	"5768PV9"	"5768PV9_12770"	"stal 2"	"Nee"	"Platveld 9 5768PV Meijel"	"Peel en Maas"	"189040"	"370613"	"357,10"	"1.437,40"	"8.500,00"	"5768PV9_12770"	"2021-06-17"	"Vergunning:Omgevingsvergunning beperkte milieutoets"
"ODNML"	"5768PV9"	"5768PV9_12771"	"stal 4"	"Nee"	"Platveld 9 5768PV Meijel"	"Peel en Maas"	"189027"	"370594"	"409,00"	"780,00"	"7.650,00"	"5768PV9_12771"	"2021-06-17"	"Vergunning:Omgevingsvergunning beperkte milieutoets"
"ODNML"	"5768PV9"	"5768PV9_12772"	"stal 5"	"Nee"	"Platveld 9 5768PV Meijel"	"Peel en Maas"	"189031"	"370580"	"52,20"	"142,40"	"1.530,00"	"5768PV9_12772"	"2021-06-17"	"Vergunning:Omgevingsvergunning beperkte milieutoets"
"ODNML"	"5768PV9"	"5768PV9_12785"	"stal 1"	"Nee"	"Platveld 9 5768PV Meijel"	"Peel en Maas"	"189027"	"370632"	"139,30"	"0,00"	"0,00"	"5768PV9_12785"	"2021-06-17"	"Vergunning:Omgevingsvergunning beperkte milieutoets"
"ODNML"	"5768PV9"	"5768PV9_12786"	"stal 3"	"Nee"	"Platveld 9 5768PV Meijel"	"Peel en Maas"	"189010"	"370616"	"85,00"	"0,00"	"0,00"	"5768PV9_12786"	"2021-06-17"	"Vergunning:Omgevingsvergunning beperkte milieutoets"
"ODNML"	"5768PW13"	"5768PW13_12743"	"stal 2"	"Nee"	"Vissersweg 13 5768PW Meijel"	"Peel en Maas"	"189411"	"370142"	"831,10"	"10.842,00"	"104.844,00"	"5768PW13_12743"	"2020-10-27"	"Vergunning:Omgevingsvergunning beperkte milieutoets"
"ODNML"	"5768PW13"	"5768PW13_4588"	"stal 3"	"Nee"	"Vissersweg 13 5768PW Meijel"	"Peel en Maas"	"189385"	"370162"	"448,40"	"9.634,00"	"95.340,00"	"5768PW13_4588"	"2020-10-27"	"Vergunning:Omgevingsvergunning beperkte milieutoets"
"ODNML"	"5768PW2"	"5768PW2_6954"	"EP 189185,370719"	"Nee"	"Vissersweg 2 5768PW Meijel"	"Peel en Maas"	"189185"	"370719"	"204,20"	"399,15"	"6.924,00"	"5768PW2_6954"	"2002-07-10"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5768PX16"	"5768PX16_4609"	"bedrijf"	"Nee"	"Bloemendaalseweg 16 5768PX MEIJEL"	"Peel en Maas"	"188969"	"370321"	"4.518,00"	"42.738,40"	"95.976,00"	"5768PX16_4609"	"2013-04-12"	"Melding:gedeeltelijke intrekking"
"ODNML"	"5768PX7"	"5768PX7_6955"	"EP 189276,370325"	"Nee"	"Bloemendaalseweg 7 5768PX Meijel"	"Peel en Maas"	"189276"	"370325"	"1.401,80"	"8.900,00"	"43.568,00"	"5768PX7_6955"	"2016-09-28"	"Vergunning:Omgevingsvergunning Inrichting"
"ODNML"	"5768RA5"	"5768RA5_Z2023-00001913_1"	"stal 4"	"Nee"	"Roggelsedijk 5 5768RA Meijel"	"Peel en Maas"	"189573"	"371045"	"296,80"	"1.993,60"	"9.520,00"	"5768RA5_Z2023-00001913"	"2024-09-04"	"Melding activiteitenbesluit met OBM"
"ODNML"	"5768RA5"	"5768RA5_Z2023-00001913_2"	"stal 3"	"Nee"	"Roggelsedijk 5 5768RA Meijel"	"Peel en Maas"	"189572"	"371059"	"296,80"	"1.993,60"	"9.520,00"	"5768RA5_Z2023-00001913"	"2024-09-04"	"Melding activiteitenbesluit met OBM"
"ODNML"	"5768RB26"	"5768RB26_6957"	"EP 189698,369903"	"Nee"	"Roggelsedijk 26 5768RB Meijel"	"Peel en Maas"	"189698"	"369903"	"817,40"	"0,00"	"7.340,00"	"5768RB26_6957"	"1992-03-09"	"Vergunning:Beschikkking WM revisievergunning"
"ODNML"	"5768RC7"	"5768RC7_12864"	"stal 3 a/b"	"Nee"	"Marxweg 7 5768RC Meijel"	"Peel en Maas"	"190340"	"369863"	"1.043,60"	"8.890,00"	"84.110,00"	"5768RC7_12864"	"2022-02-01"	"Vergunning:Beschikking eerste fase"
"ODNML"	"5768RC7"	"5768RC7_12865"	"stal 4a"	"Nee"	"Marxweg 7 5768RC Meijel"	"Peel en Maas"	"190363"	"369835"	"150,00"	"5.400,00"	"56.000,00"	"5768RC7_12865"	"2022-02-01"	"Vergunning:Beschikking eerste fase"
"ODNML"	"5768RC7"	"5768RC7_12866"	"stal 4b"	"Nee"	"Marxweg 7 5768RC Meijel"	"Peel en Maas"	"190370"	"369882"	"537,60"	"2.393,60"	"22.400,00"	"5768RC7_12866"	"2022-02-01"	"Vergunning:Beschikking eerste fase"
"ODNML"	"5768RC7"	"5768RC7_12867"	"stal 5"	"Nee"	"Marxweg 7 5768RC Meijel"	"Peel en Maas"	"190387"	"369848"	"678,00"	"5.198,00"	"34.578,00"	"5768RC7_12867"	"2022-02-01"	"Vergunning:Beschikking eerste fase"
"ODNML"	"5768RC7"	"5768RC7_12868"	"stal 7 a/b"	"Nee"	"Marxweg 7 5768RC Meijel"	"Peel en Maas"	"190393"	"369908"	"217,35"	"11.146,50"	"73.035,00"	"5768RC7_12868"	"2022-02-01"	"Vergunning:Beschikking eerste fase"
"ODNML"	"5768RC7"	"5768RC7_12869"	"stal 8"	"Nee"	"Marxweg 7 5768RC Meijel"	"Peel en Maas"	"190416"	"369902"	"126,00"	"7.860,00"	"67.800,00"	"5768RC7_12869"	"2022-02-01"	"Vergunning:Beschikking eerste fase"
"ODNML"	"5768RD19"	"5768RD19_6960"	"EP 190573,370086"	"Nee"	"Witdonk 19 5768RD Meijel"	"Peel en Maas"	"190573"	"370086"	"1.979,20"	"0,00"	"20.916,00"	"5768RD19_6960"	"2018-01-02"	"Melding:Activiteitenbesluit"
"ODNML"	"5768RE2"	"5768RE2_6961"	"EP 190606,370535"	"Nee"	"Kanaaldijk 2 5768RE Meijel"	"Peel en Maas"	"190606"	"370535"	"426,80"	"0,00"	"3.686,00"	"5768RE2_6961"	"2004-02-02"	"Melding:AMvB melkveehouderij"
"ODNML"	"5768RG5"	"5768RG5_4577"	"bedrijf"	"Nee"	"Krum 5 5768RG Meijel"	"Peel en Maas"	"189805"	"370551"	"15,00"	"0,00"	"0,00"	"5768RG5_4577"	"2003-01-29"	"Vergunning:gedeeltelijke intrekking"
"ODNML"	"5768RH12"	"5768RH12_6963"	"EP 190326,370951"	"Nee"	"Katsberg 12 5768RH Meijel"	"Peel en Maas"	"190326"	"370951"	"622,00"	"1.068,00"	"12.640,00"	"5768RH12_6963"	"2014-08-19"	"Melding:Activiteitenbesluit"
"ODNML"	"5768RH3"	"5768RH3_11840"	"gebouw 1"	"Nee"	"Katsberg 3 5768RH Meijel"	"Peel en Maas"	"190126"	"371078"	"452,00"	"2.000,90"	"18.735,00"	"5768RH3_Z2024-00001312"	"2024-07-08"	"Intrekking gedeeltelijk veebestand"
"ODNML"	"5768RH3"	"5768RH3_11841"	"gebouw 3"	"Nee"	"Katsberg 3 5768RH Meijel"	"Peel en Maas"	"190215"	"371054"	"450,00"	"2.300,00"	"15.300,00"	"5768RH3_Z2024-00001312"	"2024-07-08"	"Intrekking gedeeltelijk veebestand"
"ODNML"	"5768RH3"	"5768RH3_11842"	"gebouw 2 tr"	"Nee"	"Katsberg 3 5768RH Meijel"	"Peel en Maas"	"190224"	"371089"	"403,20"	"1.795,20"	"16.800,00"	"5768RH3_Z2024-00001312"	"2024-07-08"	"Intrekking gedeeltelijk veebestand"
"ODNML"	"5768RH3"	"5768RH3_11843"	"gebouw 4"	"Nee"	"Katsberg 3 5768RH Meijel"	"Peel en Maas"	"190332"	"371162"	"166,40"	"1.958,40"	"4.096,00"	"5768RH3_Z2024-00001312"	"2024-07-08"	"Intrekking gedeeltelijk veebestand"
"ODNML"	"5768RH3"	"5768RH3_11844"	"gebouw 5"	"Nee"	"Katsberg 3 5768RH Meijel"	"Peel en Maas"	"190272"	"371089"	"60,00"	"2.160,00"	"22.400,00"	"5768RH3_Z2024-00001312"	"2024-07-08"	"Intrekking gedeeltelijk veebestand"
"ODNML"	"5768RH3"	"5768RH3_11845"	"gebouw 6"	"Nee"	"Katsberg 3 5768RH Meijel"	"Peel en Maas"	"190304"	"371119"	"210,00"	"7.560,00"	"78.400,00"	"5768RH3_Z2024-00001312"	"2024-07-08"	"Intrekking gedeeltelijk veebestand"
"ODNML"	"5768RH3"	"5768RH3_11847"	"gebouw 2"	"Nee"	"Katsberg 3 5768RH Meijel"	"Peel en Maas"	"190321"	"371175"	"109,62"	"1.792,20"	"6.090,00"	"5768RH3_Z2024-00001312"	"2024-07-08"	"Intrekking gedeeltelijk veebestand"
"ODNML"	"5768RH8"	"5768RH8_12870"	"stal 1"	"Nee"	"Katsberg 8 5768RH Meijel"	"Peel en Maas"	"189941"	"370955"	"1.833,30"	"23.814,20"	"150.786,00"	"5768RH8_Z2021-00002557"	"2024-11-15"	"Omgevingsvergunning-verandering OW"
"ODNML"	"5768RH8"	"5768RH8_12871"	"stal 2"	"Nee"	"Katsberg 8 5768RH Meijel"	"Peel en Maas"	"189955"	"370967"	"612,00"	"3.128,00"	"20.808,00"	"5768RH8_Z2021-00002557"	"2024-11-15"	"Omgevingsvergunning-verandering OW"
"ODNML"	"5768RH8"	"5768RH8_12872"	"stal 4"	"Nee"	"Katsberg 8 5768RH Meijel"	"Peel en Maas"	"190000"	"370927"	"165,60"	"17.774,40"	"109.296,00"	"5768RH8_Z2021-00002557"	"2024-11-15"	"Omgevingsvergunning-verandering OW"
"ODNML"	"5768RH8"	"5768RH8_12873"	"stal 5a"	"Nee"	"Katsberg 8 5768RH Meijel"	"Peel en Maas"	"190022"	"370898"	"240,00"	"25.760,00"	"158.400,00"	"5768RH8_Z2021-00002557"	"2024-11-15"	"Omgevingsvergunning-verandering OW"
"ODNML"	"5768RH8"	"5768RH8_12874"	"stal 5b"	"Nee"	"Katsberg 8 5768RH Meijel"	"Peel en Maas"	"190042"	"370898"	"202,80"	"26.236,00"	"189.120,00"	"5768RH8_Z2021-00002557"	"2024-11-15"	"Omgevingsvergunning-verandering OW"
"ODNML"	"5768RH8"	"5768RH8_6962"	"stal 3 a/b"	"Nee"	"Katsberg 8 5768RH Meijel"	"Peel en Maas"	"189970"	"370968"	"2.430,00"	"12.420,00"	"82.620,00"	"5768RH8_Z2021-00002557"	"2024-11-15"	"Omgevingsvergunning-verandering OW"
