provincie,instellingsnaam,straatnaam,huisnummer-toevoeging,postcode,plaatsnaam,gemeentenummer,gemeentenaam,telefoonnummer,school_type,latitude,longitude
Drenthe,BBS de Verwondering,Melkweg,13,9306 TC,ALTEVEER GEM NOORDENVELD,1699,NOORDENVELD, ,primary,53.11392514,6.43798025
Drenthe,Kindcentrum De Wegwijzer,Harm Tiesingstraat,74,9571 AZ,2E EXLOERMOND,1681,BORGER-ODOORN,0599671206,primary,52.90185962,6.92183534
Drenthe,Christelijk Kindcentrum De Borgh,Molenstraat,3-A,9531 CH,BORGER,1681,BORGER-ODOORN,0599234254,primary,52.92171223,6.79637322
Drenthe,Kindcentrum Drijber,Nijenkamp,29,9419 TM,DRIJBER,1731,MIDDEN-DRENTHE,0593562543,primary,52.78784548,6.5468591
Drenthe,Christelijk Kindcentrum Menso Altingschool,Brinkhovenlaan,3-B,9765 BH,PATERSWOLDE,1730,TYNAARLO,0503093854,primary,53.14983045,6.5693784
Drenthe,Dalton Kindcentrum ’t Kompas,Ceresstraat,6,9514 CA,GASSELTERNIJVEEN,1680,AA EN HUNZE,0599512734,primary,52.98875169,6.85324631
Drenthe,Kindcentrum De Klister,Noorderdiep,123,9521 BC,NIEUW-BUINEN,1681,BORGER-ODOORN,0599613864,primary,52.96774634,6.9537094
Drenthe,Dalton Kindcentrum De Vaart,Prof. Dr. Obbinkstraat,3-B,9423 PR,HOOGERSMILDE,1731,MIDDEN-DRENTHE,0592459055,primary,52.90616659,6.39494666
Drenthe,Kindcentrum SPEEL en LEER,Kerklaan,3,9341 AV,VEENHUIZEN,1699,NOORDENVELD,0592388355,primary,53.03241159,6.39451911
Drenthe,Kindcentrum Het Octaaf,Witterhoofdweg,1-C,9405 HX,ASSEN,0106,ASSEN,0592351506,primary,52.98739216,6.52985731
Drenthe,Dalton Kindcentrum De Wingerd,Floralaan,1-A,9421 NP,BOVENSMILDE,1731,MIDDEN-DRENTHE,0592412991,primary,52.97373891,6.48004761
Drenthe,Kindcentrum De Marke,De Weegbree,21,9461 KM,GIETEN,1680,AA EN HUNZE,0592263113,primary,53.00171021,6.77117762
Drenthe,Kindcentrum De Wegwijzer,Homaat,2,9431 MK,WESTERBORK,1731,MIDDEN-DRENTHE,0593331305,primary,52.85570028,6.60798866
Drenthe,Kindcentrum De Holtenhoek,Holtenweg,5,9481 CN,VRIES,1730,TYNAARLO,0592541644,primary,53.07581095,6.57352306
Drenthe,Kindcentrum De Schutkampen,Prins Hendrikstraat,2,9422 GJ,SMILDE,1731,MIDDEN-DRENTHE,0592414010,primary,52.94586457,6.44676564
Drenthe,Kindcentrum De Regenboog,Tuinstraat,5-B,9404 KK,ASSEN,0106,ASSEN,0592316723,primary,52.98853429,6.57735692
Drenthe,Kindcentrum Beatrix,Sportlaan,10,9411 BG,BEILEN,1731,MIDDEN-DRENTHE,0593522718,primary,52.86477001,6.50818012
Drenthe,Christelijk Kindcentrum Het Stroomdal,Esdoornlaan,1,9471 SH,ZUIDLAREN,1730,TYNAARLO,0504093170,primary,53.0839323,6.66541193
Drenthe,Christelijk Dalton Kindcentrum De Eshorst,Esweg,106,9411 AK,BEILEN,1731,MIDDEN-DRENTHE,0593523159,primary,52.86542165,6.51647187
Drenthe,Dalton Kindcentrum Jonglaren,Ludinge,6,9471 JD,ZUIDLAREN,1730,TYNAARLO,0504092079,primary,53.09162654,6.66448338
Drenthe,Kindcentrum De Lichtbaak,Amstelstraat,14-B,9406 TH,ASSEN,0106,ASSEN,0592354150,primary,53.00853362,6.54276641
Drenthe,Christelijk Kindcentrum Het Kompas,Einthovenstraat,26,9402 CB,ASSEN,0106,ASSEN,0592354234,primary,52.99894818,6.55227243
Drenthe,Kindcentrum De Scharmhof,Scharmbarg,1,9407 EA,ASSEN,0106,ASSEN,0592343800,primary,53.0177039,6.56329627
Drenthe,Christelijk Kindcentrum Rehoboth,Rooilaan,154,7876 GW,VALTHERMOND,1681,BORGER-ODOORN,0599662367,primary,52.876323,6.95154477
Drenthe,Kindcentrum De Borg,Dusselheugte,13,9403 GN,ASSEN,0106,ASSEN,0592370203,primary,53.01787302,6.58249583
Drenthe,Kindcentrum De Tol,De Hilde,1,9472 WH,ZUIDLAREN,1730,TYNAARLO,0504091804,primary,53.07791096,6.69456521
Drenthe,Kindcentrum Het Krijt,Schoolstraat,29,9408 MB,ASSEN,0106,ASSEN,0592460370,primary,53.00085136,6.51436189
Drenthe,Kindcentrum De Kloostertuin,Aletta Jacobsweg,80,9408 AM,ASSEN,0106,ASSEN,0592350303,primary,53.00335479,6.50577913
Drenthe,CKC De Rietzanger,Borchsingel,39,9766 PP,EELDERWOLDE,1730,TYNAARLO,0502053399,primary,53.17930859,6.53962656
Drenthe,Het Mozaiek,De Stok,4,7913 RE,HOLLANDSCHEVELD,0118,HOOGEVEEN,0528343291,primary,52.70395949,6.5441355
Drenthe,Sint Theresiaschool,Kerkweg,4,7741 PJ,COEVORDEN,0109,COEVORDEN,0524514782,primary,52.67147215,6.69626395
Drenthe,Sint Willibrordus,Thorbeckestraat,1,7742 AJ,COEVORDEN,0109,COEVORDEN,0524513531,primary,52.6640162,6.75271001
Drenthe,K B S De Plataan,Vledderstraat,3-E,7941 LC,MEPPEL,0119,MEPPEL,0522251025,primary,52.69779467,6.19411722
Drenthe,R.K. Basisschool Titus Brandsma,Herman Bavinckstraat,1,7901 BS,HOOGEVEEN,0118,HOOGEVEEN,0528264115,primary,52.72872387,6.47562599
Drenthe,St Franciscussch,Zuidersloot,61,7765 AG,WEITEVEEN,0114,EMMEN,0524541495,primary,52.67141767,6.99700036
Drenthe,Sint Gerardus Majella School,Europaweg,149,7766 AE,NIEUW-SCHOONEBEEK,0114,EMMEN,0524541403,primary,52.64689765,6.99029475
Drenthe,Rooms Katholieke Basisschool Panta Rhei,Jan van Scorelstraat,9,7741 XM,COEVORDEN,0109,COEVORDEN,0524513467,primary,52.66930941,6.75041692
Drenthe,Montessorischool Het Element,De Karn,5,7908 NX,HOOGEVEEN,0118,HOOGEVEEN,0528220300,primary,52.71663107,6.43915416
Drenthe,Christelijke Basisschool De Fontein,Westrupstraat,10,7841 AZ,SLEEN,0109,COEVORDEN,0591361910,primary,52.76805518,6.80067619
Drenthe,Protestants Christelijk Basisschool De Wegwijzer,Schoolweg,2,7917 PX,GEESBRUG,0109,COEVORDEN,0524291600,primary,52.7232337,6.61713574
Drenthe,Christelijke Basisschool de Schutse,Paardelandsdrift,9,7854 PR,AALDEN,0109,COEVORDEN,0591371898,primary,52.79289064,6.71256121
Drenthe,Christelijke Basisschool De Slagkrooie,Ringstraat,22,7848 BW,SCHOONOORD,0109,COEVORDEN,0591382412,primary,52.84683146,6.75092611
Drenthe,Willem Alexanderschool,Oranjestraat,2,7753 TK,DALERPEEL,0109,COEVORDEN,0524571956,primary,52.67954481,6.66143303
Drenthe,Mijndert van der Thynenschool,Jan van Scorelstraat,11,7741 XM,COEVORDEN,0109,COEVORDEN,0524513283,primary,52.66946519,6.75065731
Drenthe,Paul Krugerschool,Van Heutszsingel,9,7741 ER,COEVORDEN,0109,COEVORDEN,0524516182,primary,52.66404808,6.73758138
Drenthe,Dr. Picardtschool,Van Pallandtlaan,7,7742 WJ,COEVORDEN,0109,COEVORDEN,0524512148,primary,52.66347415,6.75677516
Drenthe,Christelijke Basisschool De Wel,Burg. Haitsmalaan,7,7948 AE,NIJEVEEN,0119,MEPPEL,0522490461,primary,52.72954782,6.16634968
Drenthe,Christelijke Basisschool De Fontein,Heuvelenweg,22-B,7991 CL,DWINGELOO,1701,WESTERVELD,0521593196,primary,52.83268525,6.35802257
Drenthe,Protestants Christelijke Basisschool Nijensleek,Hoofdweg,136,8383 EK,NIJENSLEEK,1701,WESTERVELD,0521381885,primary,52.83012452,6.15392991
Drenthe,CBS De Akker,Hoogeveenseweg,28,7933 PG,PESSE,0118,HOOGEVEEN,0528262566,primary,52.75687298,6.46174808
Drenthe,Protestants Christelijke Basisschool De Arendsvleugel,Bleekhof,2,7961 AW,RUINERWOLD,1690,DE WOLDEN,0522481344,primary,52.72059748,6.24964521
Drenthe,Basisschool Roosjen,Hoofdstraat,23,7981 AC,DIEVER,1701,WESTERVELD,0521591513,primary,52.85785891,6.31569171
Drenthe,Protestants Christelijke School Het Kompas,Zuiderlaan,197-C,7944 EE,MEPPEL,0119,MEPPEL,0522799199,primary,52.69015622,6.18495835
Drenthe,Prins Johan Frisoschool voor Christelijk Basisonderwijs,Prinses Christinalaan,8,7958 SK,KOEKANGE,1690,DE WOLDEN,0522451384,primary,52.70094732,6.31745303
Drenthe,Anne Frankschool,K.P.-laan,20,7943 CV,MEPPEL,0119,MEPPEL,0522258500,primary,52.6956709,6.21798734
Drenthe,K.C. cbs De Heidevlinder,Heidelaan,1,7921 EA,ZUIDWOLDE DR,1690,DE WOLDEN,0528372772,primary,52.67472491,6.43471085
Drenthe,Koningin Beatrixschool,De Vissersingel,1,7942 EA,MEPPEL,0119,MEPPEL,0522251716,primary,52.70274632,6.19284192
Drenthe,Protestants Christelijke Basisschool de Akker,Engelgaarde,31,7943 LD,MEPPEL,0119,MEPPEL,0522251513,primary,52.69741794,6.22392139
Drenthe,P.C. Basisschool Stadskwartier,Catharinastraat,9,7941 JD,MEPPEL,0119,MEPPEL,0522251076,primary,52.69466735,6.19257058
Drenthe,KindPunt Gavelanden,De Vissersingel,1,7942 EA,MEPPEL,0119,MEPPEL,0522251716,primary,52.70274632,6.19284192
Drenthe,Christelijke Nationale Basisschool De Bron,Ganzenroer,2,7833 GH,NIEUW-AMSTERDAM,0114,EMMEN,0591551293,primary,52.71447771,6.85493349
Drenthe,'t Twiespan,Vredenveld,78,7824 CJ,EMMEN,0114,EMMEN,0591622409,primary,52.78172986,6.92313827
Drenthe,Protestants Christelijke Basisschool Willem Alexander,Verlengde Vaart NZ,37,7887 EE,ERICA,0114,EMMEN,0591301623,primary,52.71091076,6.92087523
Drenthe,Basisschool De Bentetop,Weerdingerkanaal ZZ,163,7831 AK,NIEUW-WEERDINGE,0114,EMMEN,0591521405,primary,52.85765988,6.98953244
Drenthe,cb de Zwaluw,Zandpolstraat,9,7764 AK,ZANDPOL,0114,EMMEN,0591552655,primary,52.69328677,6.86542852
Drenthe,Het Anker Protestants Christelijke Jenaplanschool,Distelvink,107,7827 DD,EMMEN,0114,EMMEN,0591630597,primary,52.74958644,6.89613801
Drenthe,Groen van Prinstererschool,Dr. H. Blinkstraat,5,7815 VH,EMMEN,0114,EMMEN,0591612464,primary,52.79827561,6.89636173
Drenthe,Christelijk Basisschool De Oliebron,Europaweg,145,7761 AC,SCHOONEBEEK,0114,EMMEN,0524531812,primary,52.66377108,6.87824348
Drenthe,Het Palet,Geuzingerbrink,70,7812 NX,EMMEN,0114,EMMEN,0591647653,primary,52.76518384,6.8833528
Drenthe,De Brug,Derksweg,264,7891 PR,KLAZIENAVEEN,0114,EMMEN,0591312021,primary,52.7236878,6.98349218
Drenthe,De Kap,Horizon,74-C,7891 CT,KLAZIENAVEEN,0114,EMMEN,0591312054,primary,52.72776784,6.98964979
Drenthe,CB Het Talent,Zandzoom,19,7814 VH,EMMEN,0114,EMMEN,0591632273,primary,52.75389091,6.86222734
Drenthe,CBS De Parel,Dreesdestraat,40,9301 GG,RODEN,1699,NOORDENVELD,0505017344,primary,53.13758182,6.41542093
Drenthe,CBS De Hoeksteen,Slangenborg,1,9301 VC,RODEN,1699,NOORDENVELD,0505018556,primary,53.13606363,6.40800297
Drenthe,Basisschool De Rank,Hagedoorn,2,7822 CC,EMMEN,0114,EMMEN,0591615518,primary,52.79525923,6.9038645
Drenthe,Kindcentrum Commissaris Gaarlandt,Rembrandtstraat,2,7948 AW,NIJEVEEN,0119,MEPPEL,0522491618,primary,52.73322166,6.16645434
Drenthe,Kindcentrum obs Sprinkels,Zuiderlaan,197-B,7944 EE,MEPPEL,0119,MEPPEL,0522799111,primary,52.6901771,6.1850156
Drenthe,Kindcentrum Het Avontuur,Woldkade,1-A,7942 AH,MEPPEL,0119,MEPPEL,0522252124,primary,52.70166984,6.192629
Drenthe,Kindcentrum De IJsvogel,Engelgaarde,33,7943 LD,MEPPEL,0119,MEPPEL,0522260651,primary,52.69767158,6.22261352
Drenthe,Kindcentrum Noorderveld,Zuiderlaan,197-B,7944 EE,MEPPEL,0119,MEPPEL,0522729209,primary,52.6901771,6.1850156
Drenthe,De Smeltkroes,Witte Zandpad,1,7854 TW,AALDEN,0109,COEVORDEN,0591372813,primary,52.79194796,6.70665641
Drenthe,Openbare Basisschool De Anwende,Paardelandsdrift,5,7854 PR,AALDEN,0109,COEVORDEN,0591371677,primary,52.79295338,6.71260946
Drenthe,Basisschool De Akker,Oldenhoffstraat,5,7841 AJ,SLEEN,0109,COEVORDEN,0591361766,primary,52.76774679,6.79948306
Drenthe,Basisschool De Vlinderhof,Odoornerweg,8,7846 TA,NOORD-SLEEN,0109,COEVORDEN,0591361357,primary,52.79701845,6.80338489
Drenthe,Burgemeester van Royenschool,Sportparklaan,20,7848 BB,SCHOONOORD,0109,COEVORDEN,0591381262,primary,52.84127086,6.75515794
Drenthe,Burg Wessels Boerschool,Molenwijk,4,7751 CG,DALEN,0109,COEVORDEN,0524551433,primary,52.70015431,6.75487769
Drenthe,Openbare Basisschool De Zwarm,Coevorderstraatweg,6,7917 PR,GEESBRUG,0109,COEVORDEN,0524291300,primary,52.72817137,6.63188207
Drenthe,Marke-School,Middendorp,32,7754 MB,WACHTUM,0109,COEVORDEN,0524552206,primary,52.7234201,6.75217274
Drenthe,Openbare Basisschool de Wilhelminaschool,Jan van Scorelstraat,13,7741 XM,COEVORDEN,0109,COEVORDEN,0524512485,primary,52.66933417,6.7508215
Drenthe,Stidal-School,Hoofdstraat,144,7755 NN,DALERVEEN,0109,COEVORDEN,0524221261,primary,52.69142337,6.80853795
Drenthe,Openbare Basisschool Buitenvree,Van Pallandtlaan,5,7742 WJ,COEVORDEN,0109,COEVORDEN,0524512232,primary,52.66308733,6.75654487
Drenthe,Parkschool voor Openbare Basisschool,Poppenharelaan,1-3,7741 CS,COEVORDEN,0109,COEVORDEN,0524512567,primary,52.66689743,6.74359563
Drenthe,Obs De Woert,Beatrixlaan,25,7861 AG,OOSTERHESSELEN,0109,COEVORDEN,0524581778,primary,52.75998035,6.7223932
Drenthe,Kindcentrum Kornalijn,Emmastraat,43,7941 HN,MEPPEL,0119,MEPPEL,0522253644,primary,52.69401525,6.19526084
Drenthe,Het Koraal,Beukemastraat,44,7906 AN,HOOGEVEEN,0118,HOOGEVEEN,0528267382,primary,52.71704151,6.48036836
Drenthe,Basisschool Eben Haezer,Eenendertigste Wijk-N,1,7913 AA,HOLLANDSCHEVELD,0118,HOOGEVEEN,0528343536,primary,52.71814298,6.53891856
Drenthe,IKC De Meenthe,Floralaan,1-A,9421 NP,BOVENSMILDE,1731,MIDDEN-DRENTHE,0592412973,primary,52.97373891,6.48004761
Drenthe,IKC Prinses Margriet,Prinses Margrietstraat,1,9422 EL,SMILDE,1731,MIDDEN-DRENTHE,0592412302,primary,52.94961396,6.45060638
Drenthe,Openbare Basisschool Pieter van Thuyl,Prof. Dr. Obbinkstraat,3,9423 PR,HOOGERSMILDE,1731,MIDDEN-DRENTHE,0592459043,primary,52.90616659,6.39494666
Drenthe,Basisschool de Lindelaar,Homaat,2,9431 MK,WESTERBORK,1731,MIDDEN-DRENTHE,0593331998,primary,52.85570028,6.60798866
Drenthe,Openbare Basisschool De Wenteling,Schiphorsten,2,9437 TD,BALINGE,1731,MIDDEN-DRENTHE,0593552441,primary,52.81030088,6.62712808
Drenthe,IKC Meester Siebering,Haarweg,27,7938 PS,NIEUW-BALINGE,1731,MIDDEN-DRENTHE,0528321355,primary,52.76827892,6.60545013
Drenthe,IKC Harm Smeenge,Hofstraat,18,9411 LB,BEILEN,1731,MIDDEN-DRENTHE,0593522615,primary,52.86242287,6.51501018
Drenthe,IKC G.A. de Ridder,'t Spiek,2,9411 KV,BEILEN,1731,MIDDEN-DRENTHE,0593522030,primary,52.85689434,6.51132216
Drenthe,IKC 't Hieker Nust,Westeinde,6,9415 PJ,HIJKEN,1731,MIDDEN-DRENTHE,0593525136,primary,52.89515471,6.49784572
Drenthe,IKC De Bosvlinder,Bosweg,1,9414 BD,HOOGHALEN,1731,MIDDEN-DRENTHE,0593592317,primary,52.92238092,6.54088797
Drenthe,IKC Zuiderenk,Drijberseweg,2,9418 PW,WIJSTER,1731,MIDDEN-DRENTHE,0593562250,primary,52.81515838,6.51591069
Drenthe,Openbare Basisschool De Schuthoek,Julianalaan,67,9471 EB,ZUIDLAREN,1730,TYNAARLO,0504092009,primary,53.09720875,6.67609936
Drenthe,De Vijverstee,De Fledders,14,9481 GA,VRIES,1730,TYNAARLO,0592542205,primary,53.07146297,6.57509989
Drenthe,Basisschool Schuilingsoord,Hogeweg,7-C,9472 PA,ZUIDLAREN,1730,TYNAARLO,0504094148,primary,53.07826421,6.69756809
Drenthe,IKC Het Oelebred,Rozenstraat,18,9482 PP,TYNAARLO,1730,TYNAARLO,0592542023,primary,53.07651495,6.61569701
Drenthe,OBDS De Zuid-Wester,Julianalaan,78,9471 EC,ZUIDLAREN,1730,TYNAARLO,0504091658,primary,53.09467334,6.67536714
Drenthe,De Duinstee,Betmersweg,2,9494 RB,YDE,1730,TYNAARLO,0504062332,primary,53.11680542,6.59305098
Drenthe,obs De Zeijer Hoogte,Ubbenaseweg,7,9491 AA,ZEIJEN,1730,TYNAARLO,0592291476,primary,53.04794064,6.54819804
Drenthe,obs De Veenvlinder,Boomgaard,1-A,9761 TM,EELDE,1730,TYNAARLO,0503094324,primary,53.13728399,6.57438306
Drenthe,OBS Ter Borch,Borchsingel,41,9766 PP,EELDERWOLDE,1730,TYNAARLO,0505218088,primary,53.17890735,6.53818335
Drenthe,obs De Westerburcht,Jan Steenweg,1,9761 HJ,EELDE,1730,TYNAARLO,0503094437,primary,53.14109963,6.55704944
Drenthe,BS De Bosrank,Havelter Schapendrift,22,7971 BC,HAVELTE,1701,WESTERVELD,0521227521,primary,52.77281386,6.2388063
Drenthe,KC De Vuursteen,Oude Dijk,59,8351 HR,WAPSERVEEN,1701,WESTERVELD,0521321411,primary,52.82554634,6.21842105
Drenthe,Oosterveldschool,Schoolstraat,4,7975 AC,UFFELTE,1701,WESTERVELD,0521351307,primary,52.78749189,6.27814702
Drenthe,Openbare Basisschool De Hoekstee,De Hoek,26,8381 BL,VLEDDER,1701,WESTERVELD,0521381320,primary,52.85918521,6.21228766
Drenthe,Burgemeester W.A. Storkschool,Heuvelenweg,22-A,7991 CL,DWINGELOO,1701,WESTERVELD,0521591347,primary,52.83256978,6.35783303
Drenthe,Openbare Basisschool De Kievitshoek,Linthorst Homanstraat,24,8384 EE,WILHELMINAOORD,1701,WESTERVELD,0521381536,primary,52.85510902,6.1662752
Drenthe,Openbare Basisschool De Singelier,Schipper,11,7981 DV,DIEVER,1701,WESTERVELD,0521591257,primary,52.8536277,6.3085201
Drenthe,Ten Darperschoele,Ten Darperweg,50,7983 KN,WAPSE,1701,WESTERVELD,0521551332,primary,52.85896046,6.26760719
Drenthe,KC 't Echtenest,Schoolakkers,2-B,7932 PM,ECHTEN DR,1690,DE WOLDEN,0528251558,primary,52.71129554,6.39870243
Drenthe,KC De Klimtoren,Drogteropslagen,57,7705 PD,DROGTEROPSLAGEN,1690,DE WOLDEN,0523614130,primary,52.62266141,6.49715742
Drenthe,IKC 't Oelebröd,Mr. Harm Smeengestraat,56,7963 BZ,RUINEN,1690,DE WOLDEN,0522471805,primary,52.75915,6.35200537
Drenthe,KC De Bosrand,Jan Haarstraat,28,7926 TC,KERKENVELD,1690,DE WOLDEN,0528361666,primary,52.66768724,6.50118123
Drenthe,KC Het Veldboeket,Schoolweg,19,7924 PL,VEENINGEN,1690,DE WOLDEN,0528391555,primary,52.66825022,6.37085041
Drenthe,IKC Het Groene Hart,Schoolbrink,1,7921 HG,ZUIDWOLDE DR,1690,DE WOLDEN,0528372007,primary,52.67383223,6.42487359
Drenthe,OBS de Wezeboom,Schoolstraat,28,7961 NJ,RUINERWOLD,1690,DE WOLDEN,0522481330,primary,52.73925418,6.28214853
Drenthe,Openbare Basisschool de Dissel-Daltonschool,Dijkhuizen,68-A,7961 AM,RUINERWOLD,1690,DE WOLDEN,0522481488,primary,52.72225895,6.2525413
Drenthe,Basisschool De Rozebottel,Sportlaan,14,7958 SM,KOEKANGE,1690,DE WOLDEN,0522451511,primary,52.69874173,6.31783373
Drenthe,IKC De Horst,Postweg,43-A,7957 BV,DE WIJK,1690,DE WOLDEN,0522441942,primary,52.67661411,6.2908227
Drenthe,Openbare Basisschool J. Emmens,Ceresstraat,8,9514 CA,GASSELTERNIJVEEN,1680,AA EN HUNZE,0599512743,primary,52.98901231,6.85317499
Drenthe,Openbare Basisschool De Dobbe,Achter de Brinken,6-C,9462 RH,GASSELTE,1680,AA EN HUNZE,0599564750,primary,52.97008662,6.79248835
Drenthe,Basisschool De Flint,Markeweg,10,9454 PM,EKEHAAR,1680,AA EN HUNZE,0592389338,primary,52.95297114,6.60447965
Drenthe,Basisschool Gieten,Spoorstraat,2,9461 DA,GIETEN,1680,AA EN HUNZE,0592262796,primary,52.99974621,6.75989754
Drenthe,Basisschool De Drift,De Pol,4-A,9444 XE,GROLLOO,1680,AA EN HUNZE,0592501480,primary,52.93795501,6.66876991
Drenthe,Bonnerschool,Bonnen,29,9461 AC,GIETEN,1680,AA EN HUNZE,0592262158,primary,53.00528691,6.77507579
Drenthe,Basisschool Jan Thies,Menso Altinglaan,4,9451 KE,ROLDE,1680,AA EN HUNZE,0592241303,primary,52.98308146,6.64494686
Drenthe,Basisschool Anloo,Kerkbrink,2,9467 PH,ANLOO,1680,AA EN HUNZE,0592272079,primary,53.04344071,6.69669329
Drenthe,Samenwerkingsschool Oostermoer,Bonnerveen,7-A,9511 PM,GIETERVEEN,1680,AA EN HUNZE,0599648953,primary,53.02369731,6.83511363
Drenthe,Basisschool de Eshoek,Molenakkers,30,9468 BM,ANNEN,1680,AA EN HUNZE,0592271316,primary,53.05628714,6.72316944
Drenthe,Basisschool Prins Willem Alexander,'t Witzand,22,9463 PA,EEXT,1680,AA EN HUNZE,0596852718,primary,53.02251787,6.73503628
Drenthe,Basisschool de Kameleon,Dorpsstraat,54,9658 PC,EEXTERVEEN,1680,AA EN HUNZE,0598468377,primary,53.05282752,6.80209985
Drenthe,o.b.s. De Meander,Molenstraat,3-B,9531 CH,BORGER,1681,BORGER-ODOORN,0599234690,primary,52.92160614,6.79644419
Drenthe,Daltonschool Ees,Schoolstraat,4,9536 PN,EES,1681,BORGER-ODOORN,0599235850,primary,52.90700417,6.80364794
Drenthe,Ekkelhof,Schoolstraat,12,9533 PL,DROUWEN,1681,BORGER-ODOORN,0599565391,primary,52.95126618,6.79592012
Drenthe,Nieuw Buinen 75,Zuiderdiep,3,9521 AA,NIEUW-BUINEN,1681,BORGER-ODOORN,0599212440,primary,52.93684441,6.88531265
Drenthe,Openbare Basisschool De Poolster,Noorderdiep,129,9521 BC,NIEUW-BUINEN,1681,BORGER-ODOORN,0599650060,primary,52.96779773,6.95516421
Drenthe,De Aanloop,Wilhelminalaan,4,7876 HA,VALTHERMOND,1681,BORGER-ODOORN,0599661738,primary,52.87703417,6.95171286
Drenthe,Openbare Basisschool De Westhoek,Schoolstraat,27,9571 CB,2E EXLOERMOND,1681,BORGER-ODOORN,0599671925,primary,52.90413809,6.91992103
Drenthe,Basisschool De Linderakkers,Linderakkers,3,7872 PM,VALTHE,1681,BORGER-ODOORN,0591513592,primary,52.84503016,6.892201
Drenthe,Basisschool De Weiert,De Goorns,28,7873 AM,ODOORN,1681,BORGER-ODOORN,0591513450,primary,52.85242756,6.85249869
Drenthe,Openbare Basisschool De Zweng,Hoofdstraat,62,7875 AD,EXLOO,1681,BORGER-ODOORN,0591549713,primary,52.88297963,6.86232955
Drenthe,OBS De Zandloper,Cavaljeweg,29,7934 PJ,STUIFZAND,0118,HOOGEVEEN,0528269837,primary,52.74833997,6.50047045
Drenthe,Het Spectrum,Stoekeplein,1,7902 HM,HOOGEVEEN,0118,HOOGEVEEN,0528270080,primary,52.72424811,6.47926341
Drenthe,'t Kienholt,Van Leeuwenhoekstraat,85,7908 BJ,HOOGEVEEN,0118,HOOGEVEEN,0528271335,primary,52.72190999,6.45393474
Drenthe,De Schuthoek,Booyenverlaat,7,7908 EE,HOOGEVEEN,0118,HOOGEVEEN,0528276003,primary,52.71508523,6.44926971
Drenthe,Apollo,Orion,16-A,7904 LG,HOOGEVEEN,0118,HOOGEVEEN,0528262616,primary,52.7247857,6.51082563
Drenthe,Het Hoeltien,Kerkenkavel,40,7913 AT,HOLLANDSCHEVELD,0118,HOOGEVEEN,0528343195,primary,52.7073758,6.53798495
Drenthe,OBS De Driesprong,De Spil,5,7918 AX,NIEUWLANDE,0118,HOOGEVEEN,0528351692,primary,52.69535368,6.6095107
Drenthe,'T Rastholt,Tilber,9,7908 PB,HOOGEVEEN,0118,HOOGEVEEN,0528278118,primary,52.72080659,6.44261424
Drenthe,Basisschool De Rank - school met de Bijbel,Floralaan,3,9301 KE,RODEN,1699,NOORDENVELD,0505017840,primary,53.13704789,6.4365833
Drenthe,Basisschool De Cirkel - school met de Bijbel,Prins Bernhardstraat,11,9402 AR,ASSEN,0106,ASSEN,0592340155,primary,52.99987881,6.55912005
Drenthe,Basisschool De Parel - school met de Bijbel,Aletta Jacobsweg,78,9408 AM,ASSEN,0106,ASSEN,0592342819,primary,53.00298415,6.50489514
Drenthe,Basisschool de Lichtkring - school met de Bijbel,Larikslaan,2,9471 RM,ZUIDLAREN,1730,TYNAARLO,0504091571,primary,53.08555778,6.66778326
Drenthe,Basisschool De Driesprong - school met de Bijbel,Martin Luther Kingweg,46,9403 PA,ASSEN,0106,ASSEN,0592372295,primary,53.0147584,6.58030906
Drenthe,KC Baggelhuizen,Witterhoofdweg,1-B,9405 HX,ASSEN,0106,ASSEN,0592820530,primary,52.98719291,6.52925329
Drenthe,Openbare Basisschool De Driemaster,Amstelstraat,14-A,9406 TH,ASSEN,0106,ASSEN,0592820530,primary,53.00878495,6.54299632
Drenthe,Emmaschool,Prinses Irenestraat,6,9401 HH,ASSEN,0106,ASSEN,0592820640,primary,52.99220177,6.55566641
Drenthe,Basisschool Valkenhorst,Bremstraat,14,9404 GD,ASSEN,0106,ASSEN,0592820630,primary,52.98868132,6.5787447
Drenthe,o.b.s.Theo Thijssen,Sluisstraat,139,9406 AX,ASSEN,0106,ASSEN,0592820620,primary,52.99573082,6.55135215
Drenthe,Basisschool de Vuurvogel,Obrechtlaan,1-3,9402 TB,ASSEN,0106,ASSEN,0592820610,primary,53.00790981,6.56037936
Drenthe,De Veldkei,Veenwalweg,5-7,9407 AM,ASSEN,0106,ASSEN,0592820520,primary,53.01743629,6.55759618
Drenthe,Basisschool De Marskramer,Kleuvenstee,1,9403 LT,ASSEN,0106,ASSEN,0592820580,primary,53.01865033,6.58654107
Drenthe,Openbare Basisschool Heksenketel,Tarwehullen,1,9403 WD,ASSEN,0106,ASSEN,0592820590,primary,53.01952409,6.59081267
Drenthe,Het Sterrenschip,Schoolstraat,31,9408 MB,ASSEN,0106,ASSEN,0592820550,primary,53.00107019,6.51400905
Drenthe,Openbare Basisschool Kloosterveen,De Boomgaard,5,9408 JA,ASSEN,0106,ASSEN,0592820560,primary,53.00466128,6.50644924
Drenthe,Openbare Basisschool 't Eenspan,Oosterstraat,58,7822 HG,EMMEN,0114,EMMEN,0591659840,primary,52.78388464,6.90634644
Drenthe,Openbare Basisschool 2 Emmen Mr Vegter,Bargermeerweg,113,7811 LD,EMMEN,0114,EMMEN,0591659842,primary,52.77634634,6.8976515
