provincie,instellingsnaam,straatnaam,huisnummer-toevoeging,postcode,plaatsnaam,gemeentenummer,gemeentenaam,telefoonnummer,school_type,latitude,longitude
Groningen,Stichting bijzonder voortgezet onderwijs Ubbo Emmius voor Lyc Havo Mavo Vbo,Stationslaan,17,9503 CA,STADSKANAAL,0037,STADSKANAAL,0599631122,secondary,52.98574247,6.95011617
Groningen,School voor Praktijkonderwijs PrO Stadskanaal,Gelderselaan,1,9501 RA,STADSKANAAL,0037,STADSKANAAL,0599696020,secondary,52.9893805,6.95759595
Groningen,Dollard College PrO Winschoten,Bovenburen,11-A,9675 HA,WINSCHOTEN,1895,OLDAMBT,0597553195,secondary,53.15115964,7.02411499
Groningen,Dollard College Pontis Winschoten voor Lyc Havo Mavo Vbo Lwoo,Dr. J.H. Hommesplein,2,9671 CZ,WINSCHOTEN,1895,OLDAMBT,0597670200,secondary,53.14649438,7.040692
Groningen,Christelijke Scholengemeenschap Groningen Vmbo Havo Atheneum,Heerdenpad,8,9731 BW,GRONINGEN,0014,GRONINGEN,0505742766,secondary,53.23765249,6.57828499
Groningen,Christelijkeschool voor praktijkonderwijs De Bolster,Multatulistraat,91,9721 NH,GRONINGEN,0014,GRONINGEN,0505250110,secondary,53.19671254,6.56465159
Groningen,rsg de Borgen voor Lyceum Havo Mavo Vbo Lwoo,Waezenburglaan,51-A,9351 HC,LEEK,1969,WESTERKWARTIER,0505292929,secondary,53.16228203,6.37106288
Groningen,Gomarus College voor Vwo Havo Mavo Vbo Lwoo,Vondelpad,1,9721 LX,GRONINGEN,0014,GRONINGEN,0505244500,secondary,53.20074681,6.56779736
Groningen,Regionale Scholengemeenschap Ter Apel voor Ath Havo Mavo Lhno,Oude Weg,41,9561 LB,TER APEL,1950,WESTERWOLDE,0599581226,secondary,52.87744866,7.06702751
Groningen,Reitdiepcollege voor Atheneum Havo Mavo Vbo Lwoo,Eikenlaan,286,9741 EW,GRONINGEN,0014,GRONINGEN,0503210610,secondary,53.2321148,6.55068493
Groningen,Heyerdahl College Openbare School voor Praktijkonderwijs,Kluiverboom,1-B,9732 KZ,GRONINGEN,0014,GRONINGEN,0505797999,secondary,53.2336585,6.60768954
Groningen,Praedinius Gymnasium,Turfsingel,82,9711 VX,GRONINGEN,0014,GRONINGEN,0503120559,secondary,53.22109364,6.57151446
Groningen,"H. N. Werkmancollege, school voor Atheneum, havo,mavo en vbo",Nieuwe Sint Jansstraat,11,9711 VG,GRONINGEN,0014,GRONINGEN,0503210500,secondary,53.22015099,6.57286788
Groningen,Zernike College voor ATHENEUM HAVO MAVO VBO,Helper Brink,30,9722 EP,GRONINGEN,0014,GRONINGEN,0503210580,secondary,53.19992758,6.58212016
Groningen,dr Aletta Jacobs College voor Lyc Havo Mavo Vbo Lwoo,Laan van de Sport,4,9603 TG,HOOGEZAND,1952,MIDDEN-GRONINGEN,0598350250,secondary,53.15227496,6.76223901
Groningen,VO Eemsdelta  praktijkonderwijs,Pastorielaan,4-A,9901 CE,APPINGEDAM,1979,EEMSDELTA,0596693693,secondary,53.32484573,6.87229912
Groningen,"VO Eemsdelta voor vwo, havo en vmbo",Pastorielaan,4,9901 CE,APPINGEDAM,1979,EEMSDELTA,0596693693,secondary,53.32484573,6.87229912
Groningen,Hogeland College voor Ath Havo Mavo Vbo Lwoo,A.G. Bellstraat,2,9989 AT,WARFFUM,1966,HET HOGELAND,0595425005,secondary,53.39134476,6.55382778
Limburg,Praktijkonderwijs Roermond,Heinsbergerweg,192,6045 CL,ROERMOND,0957,ROERMOND,0475323437,secondary,51.16818493,6.00440064
Limburg,Valuascollege Lyc Ath Havo Mavo Vbo Lwoo,Hogeweg,24,5911 EB,VENLO,0983,VENLO,0773590400,secondary,51.37434731,6.17335345
Limburg,College Den Hulster Scholengemeenschap voor ATH HAVO MAVO VBO LWOO,Hagerhofweg,15,5912 PN,VENLO,0983,VENLO,0773590300,secondary,51.35750049,6.16113507
Limburg,Blariacumcollege Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Drie Decembersingel,40,5922 BD,VENLO,0983,VENLO,0773590200,secondary,51.37119186,6.13714406
Limburg,Atheneum van de Trevianum Scholengroep,Bradleystraat,25,6135 CV,SITTARD,1883,SITTARD-GELEEN,0464206900,secondary,51.00737438,5.84838163
Limburg,Gymnasium van de Trevianum Scholengroep,Bradleystraat,25,6135 CV,SITTARD,1883,SITTARD-GELEEN,0464206900,secondary,51.00737438,5.84838163
Limburg,HAVO van de Trevianum Scholengroep,Bradleystraat,25,6135 CV,SITTARD,1883,SITTARD-GELEEN,0464206900,secondary,51.00737438,5.84838163
Limburg,"Mundium College voor vwo, havo, mavo, vbo en lwoo",Heinsbergerweg,184,6045 CK,ROERMOND,0957,ROERMOND,0475345700,secondary,51.17076736,6.00161112
Limburg,Bisschop College Broekhin voor Lyceum Havo Mavo Vbo,Bob Boumanstraat,30,6042 EH,ROERMOND,0957,ROERMOND,0475346666,secondary,51.20769323,6.01196318
Limburg,Connect College voor vwo havo mavo vbo en lwoo,Populierlaan,1,6101 BA,ECHT,1711,ECHT-SUSTEREN,0475416111,secondary,51.11226438,5.87041391
Limburg,Rooms Katholieke Scholengemeenschap St Ursula voor Vwo Havo Vmbo Lwoo,Bergerweg,21,6085 AS,HORN,1640,LEUDAL,0475582121,secondary,51.20771915,5.92953967
Limburg,Sophianum Scholengemeenschap in het Heuvelland,Landsraderweg,3,6271 NT,GULPEN,1729,GULPEN-WITTEM,0434505310,secondary,50.81077003,5.89038066
Limburg,Grotiuscollege Stedelijke Scholengemeenschap voor Lyceum Havo Mavo,Akerstraat,117,6417 BM,HEERLEN,0917,HEERLEN,0455713952,secondary,50.87968817,5.98643268
Limburg,DaCapo College locatie Havikstraat voor Mavo Vbo Lwoo,Havikstraat,5,6135 ED,SITTARD,1883,SITTARD-GELEEN,0467820800,secondary,51.00513782,5.84569505
Limburg,Het College voor Lyc Havo Mavo Vbo lwoo,Parklaan,1-A,6006 NT,WEERT,0988,WEERT,0495657740,secondary,51.2409698,5.69316865
Limburg,Emmacollege voor Mavo Kbl en BBL,De Weggebekker,1,6413 NR,HEERLEN,0917,HEERLEN,0455224040,secondary,50.92773001,5.95444896
Limburg,DaCapo-College Einighauserweg,Einighauserweg,25,6163 AK,GELEEN,1883,SITTARD-GELEEN,0467820700,secondary,50.9852515,5.82553165
Limburg,Sint-Janscollege voor Vwo Havo,Amstenraderweg,122,6431 EN,HOENSBROEK,0917,HEERLEN,0455218666,secondary,50.9331993,5.92931537
Limburg,Scholengemeenschap Philips van Horne voor LYC HAVO MAVO VBO LWOO,Herenstraat,298,6004 XL,WEERT,0988,WEERT,0495431030,secondary,51.25655361,5.71786804
Limburg,Compass College voor Atheneum Havo en Mavo,Schoolstraat,16,6443 BT,BRUNSSUM,0899,BRUNSSUM,0455258616,secondary,50.93924938,5.97091307
Limburg,Graaf Huyn College voor LYC HAVO MAVO VBO LWOO,Jos Klijnenlaan,683,6164 AP,GELEEN,1883,SITTARD-GELEEN,0464236400,secondary,50.95731171,5.82136679
Limburg,Stella Maris College voor Lyc Havo Mavo Vbo Lwoo,Parallelweg,56,6231 CJ,MEERSSEN,0938,MEERSSEN,0433586100,secondary,50.88133255,5.75723029
Limburg,Scholengemeenschap Groenewald voor Vmbo Havo VWO,Kinskystraat,15,6171 LX,STEIN,0971,STEIN,0464332820,secondary,50.96068484,5.77783386
Limburg,Bouwens van der Boije College voor Lyceum Havo Mavo Lwoo Vbo,Min. Calsstraat,10,5981 VT,PANNINGEN,1894,PEEL EN MAAS,0773068888,secondary,51.32048752,5.97950637
Limburg,Raayland College RK SGM v Gymn Ath Havo Mavo Vmbo Pro,Leunseweg,6,5802 CH,VENRAY,0984,VENRAY,0478551155,secondary,51.51997204,5.97811638
Limburg,Dendroncollege RK SGM v Lyc Havo Mavo Vbo Lwoo,Gebr. van Doornelaan,124,5961 BE,HORST,1507,HORST AAN DE MAAS,0773970880,secondary,51.46391511,6.04908523
Limburg,Terra Nigra Praktijkonderwijs,Terra nigrastraat,5,6216 BK,MAASTRICHT,0935,MAASTRICHT,0433621079,secondary,50.85139477,5.66168968
Limburg,Porta Mosana College Vwo Havo Mavo Vbo,Oude Molenweg,130,6228 XW,MAASTRICHT,0935,MAASTRICHT,0432410410,secondary,50.83447511,5.73316035
Limburg,Sint-Maartenscollege,Bemelerweg,1,6226 NE,MAASTRICHT,0935,MAASTRICHT,0433526868,secondary,50.84743547,5.72855453
Limburg,Bonnefantencollege,Eenhoornsingel,100,6216 CW,MAASTRICHT,0935,MAASTRICHT,0433541234,secondary,50.84892524,5.6633985
Limburg,"Openbaar Buurtcollege Maas en Peel voor mavo, havo en vwo",Piushof,87,5981 VW,PANNINGEN,1894,PEEL EN MAAS, ,secondary,51.32328379,5.97794673
Limburg,Wildveld,Roerdompstraat,5,5912 BR,VENLO,0983,VENLO,0773542450,secondary,51.36061188,6.16406171
Limburg,Het Martin Buber,Marktstraat,6,6461 CX,KERKRADE,0928,KERKRADE,0618736513,secondary,50.86470223,6.06307996
Limburg,Montessori College Maastricht voor Atheneum en Gymnasium,Wilhelminasingel,80,6221 BL,MAASTRICHT,0935,MAASTRICHT, ,secondary,50.84898248,5.70194287
Limburg,Katholieke School voor Praktijkonderwijs,Sittarderweg,75,6412 CC,HEERLEN,0917,HEERLEN,0455615555,secondary,50.89424225,5.97375699
Limburg,Herlecollege Scholengemeenschap voor Vmbo,Heldevierlaan,5,6415 SB,HEERLEN,0917,HEERLEN,0455721010,secondary,50.89949558,5.97865884
Limburg,"Charlemagne College voor VWO (ath.-gymn.), havo, vmbo, vmbo-t, lwoo",Dormansberg,19,6371 XE,LANDGRAAF,0882,LANDGRAAF,0455315656,secondary,50.89977574,6.02734746
Limburg,VWO van het Bernardinuscollege,Sint Franciscusweg,38,6417 BD,HEERLEN,0917,HEERLEN,0455740150,secondary,50.88251359,5.98469144
Limburg,School voor Havo Mavo V H Bernardinuscollege,Akerstraat,95,6417 BK,HEERLEN,0917,HEERLEN,0455740150,secondary,50.88189947,5.98469203
Limburg,Sintermeertencollege Scholengemeenschap voor Lyceum Havo Mavo,Valkenburgerweg,219,6419 AT,HEERLEN,0917,HEERLEN,0455711664,secondary,50.87849844,5.95694976
Limburg,Openbare School voor Praktijkonderwijs,Sittarderweg,75,6412 CC,HEERLEN,0917,HEERLEN,0455615555,secondary,50.89424225,5.97375699
Noord-Brabant,Gymnasium Bernrode,Abdijstraat,36,5473 AG,HEESWIJK-DINTHER,1721,BERNHEZE,0413291342,secondary,51.65396636,5.47373067
Noord-Brabant,Stedelijk Gymnasium,Mercatorplein,2,5223 LL,'S-HERTOGENBOSCH,0796,S HERTOGENBOSCH,0736219068,secondary,51.69047473,5.28921531
Noord-Brabant,Novum Saeculum Tilburg,Wildstraat,1,5042 WZ,TILBURG,0855,TILBURG,0685478811,secondary,51.57346473,5.05247352
Noord-Brabant,Sam College,Schoonstraat,34,5384 AP,HEESCH,1721,BERNHEZE,0412724972,secondary,51.73134586,5.52786833
Noord-Brabant,KSE (Katholieke Scholengemeenschap Etten-Leur e.o.),Stijn Streuvelslaan,42,4873 EB,ETTEN-LEUR,0777,ETTEN-LEUR,0765015905,secondary,51.56737013,4.64835774
Noord-Brabant,Markland Oudenbosch Gymn Ath Havo Mavo Vmbo,Eikenlaan,18,4731 CR,OUDENBOSCH,1655,HALDERBERGE,0165390390,secondary,51.58701163,4.53923481
Noord-Brabant,Markland Zevenbergen,Vaandelweg,4,4761 BC,ZEVENBERGEN,1709,MOERDIJK, ,secondary,51.64062795,4.60588216
Noord-Brabant,Rooms Katholieke SGM Pius X voor Gymnasium Atheneum Havo Mavo Vbo Pro Lwoo,Tuinstraat,1,5531 GK,BLADEL,1728,BLADEL,0497361261,secondary,51.3720598,5.23034926
Noord-Brabant,Medina College,Jacob Oppenheimstraat,1,5652 HG,EINDHOVEN,0772,EINDHOVEN,0850520298,secondary,51.44044934,5.44498582
Noord-Brabant,"Reeshof College VMBO, VMBO LWOO",Warmondstraat,240,5036 BV,TILBURG,0855,TILBURG,0135784770,secondary,51.57302649,4.99479636
Noord-Brabant,"Campus 013, scholengemeenschap voor vbo en mavo, lwoo",Stappegoorweg,185,5022 DD,TILBURG,0855,TILBURG,0135397040,secondary,51.54036398,5.08102533
Noord-Brabant,Curio vmbo,Steenspil,46,4661 TZ,HALSTEREN,0748,BERGEN OP ZOOM,0765048000,secondary,51.53764428,4.29345685
Noord-Brabant,Curio praktijkschool Breda,Frankenthalerstraat,17,4816 KA,BREDA,0758,BREDA,0765048000,secondary,51.59984855,4.80332444
Noord-Brabant,"Curio VO, locatie prinsentuin van cooth vmbo",Tuinzigtlaan,10,4812 XN,BREDA,0758,BREDA,0765048000,secondary,51.58041349,4.75304105
Noord-Brabant,Curio,Trivium,74,4873 LP,ETTEN-LEUR,0777,ETTEN-LEUR,0765048000,secondary,51.56977731,4.66163909
Noord-Brabant,Curio,Trivium,74,4873 LP,ETTEN-LEUR,0777,ETTEN-LEUR,0765048000,secondary,51.56977731,4.66163909
Noord-Brabant,Christiaan Huygens College voor Lyceum Havo Mavo Vbo Lwoo,Rachmaninowlaan,2,5653 AT,EINDHOVEN,0772,EINDHOVEN,0402516221,secondary,51.43023065,5.45569582
Noord-Brabant,De Nassau Scholengemeenschap voor Gymn Ath Havo Mavo,Paul Krugerlaan,2,4818 BC,BREDA,0758,BREDA,0765330330,secondary,51.58128315,4.79167834
Noord-Brabant,Augustinianum Scholengemeenschap voor Vwo en Havo,Dirk Boutslaan,25,5613 LH,EINDHOVEN,0772,EINDHOVEN,0402111069,secondary,51.43234798,5.49982017
Noord-Brabant,Het Hooghuis,Molenstraat,30,5341 GD,OSS,0828,OSS,0412224180,secondary,51.7672377,5.52573267
Noord-Brabant,Dongemond College voor Atheneum Havo en Vmbo,Collegeweg,1,4942 VC,RAAMSDONKSVEER,0779,GEERTRUIDENBERG,0162513469,secondary,51.70344359,4.87167317
Noord-Brabant,Lorentz Casimir Lyceum,Celebeslaan,10-20,5641 AG,EINDHOVEN,0772,EINDHOVEN,0402909420,secondary,51.44769334,5.50938283
Noord-Brabant,Praktijkschool De Zwaaikom,Nassaustraat,10,4902 NA,OOSTERHOUT NB,0826,OOSTERHOUT,0162422827,secondary,51.64263825,4.84587771
Noord-Brabant,Het Kwadrant School voor Praktijk Onderwijs,Oberonstraat,2,4624 VM,BERGEN OP ZOOM,0748,BERGEN OP ZOOM,0164210199,secondary,51.48354813,4.31129919
Noord-Brabant,Elde College Schijndel voor VWO HAVO VMBO LWOO en PRO,Putsteeg,4,5481 XT,SCHIJNDEL,1948,MEIERIJSTAD,0738200400,secondary,51.61567129,5.42689259
Noord-Brabant,Udens College voor Lyceum Havo Mavo Vbo Lwoo,President Kennedylaan,22-B,5402 KD,UDEN,1991,MAASHORST,0413283000,secondary,51.66207516,5.62700025
Noord-Brabant,Stg ROC Summa College,Habsburglaan,1,5616 HV,EINDHOVEN,0772,EINDHOVEN,0402694000,secondary,51.43400121,5.45524847
Noord-Brabant,Delta vmbo,Deltaweg,205,5709 AB,HELMOND,0794,HELMOND,0492510306,secondary,51.47114777,5.70369244
Noord-Brabant,Willibrord Gymnasium,Beukenstraat,80,5753 GD,DEURNE,0762,DEURNE,0493314802,secondary,51.44732827,5.78203096
Noord-Brabant,Jan van Brabant College vestiging Molenstraat,Molenstraat,191,5701 KD,HELMOND,0794,HELMOND,0492522287,secondary,51.478546,5.6617139
Noord-Brabant,Commanderij College voor gymnasium atheneum havo vmbo  en praktijkonderwijs,Sleutelbosch,2,5421 KZ,GEMERT,1652,GEMERT-BAKEL,0492371220,secondary,51.55877024,5.68958067
Noord-Brabant,Voortgezet Onderwijs Best-Oirschot,Willem de Zwijgerweg,150,5684 SL,BEST,0753,BEST,0499336231,secondary,51.50007614,5.38314174
Noord-Brabant,Ds. Pierson College voor Mavo Havo Atheneum,Geraert ter Borchstraat,1,5212 CZ,'S-HERTOGENBOSCH,0796,S HERTOGENBOSCH,0736442929,secondary,51.69956251,5.31795763
Noord-Brabant,"Pro College Boxmeer, school voor Praktijkonderwijs",Stationsweg,38-B,5831 CR,BOXMEER,1982,LAND VAN CUIJK,0485577459,secondary,51.6418289,5.942816
Noord-Brabant,OMO Scholengroep Bergen op Zoom e.o. voor Lyceum Havo Mavo Vbo Lwoo,Bolwerk-Zuid,168,4611 DX,BERGEN OP ZOOM,0748,BERGEN OP ZOOM,0164213520,secondary,51.49920994,4.28915367
Noord-Brabant,"Maurick College Scholengemeenschap voor vmbo, havo, atheneum en gymnasium",Titus Brandsmalaan,1,5262 BS,VUGHT,0865,VUGHT,0736562302,secondary,51.65118731,5.28251434
Noord-Brabant,"Voortgezet Onderwijs Veghel voor vwo, havo, mavo, vbo en praktijkonderwijs",Pr W Alexander Sportprk,15,5461 XL,VEGHEL,1948,MEIERIJSTAD,0413366941,secondary,51.62649186,5.54037089
Noord-Brabant,Baanderherencollege Vmbo,Baanderherenweg,2,5282 RJ,BOXTEL,0757,BOXTEL,0411676924,secondary,51.59451581,5.31668853
Noord-Brabant,Munnikenheide College voor MAVO VBO LWOO,Trivium,60,4873 LP,ETTEN-LEUR,0777,ETTEN-LEUR,0765016152,secondary,51.57123324,4.66148052
Noord-Brabant,Rodenborch-College voor Atheneum Havo Mavo,Rietpad,4,5245 PE,ROSMALEN,0796,S HERTOGENBOSCH,0735219046,secondary,51.72523886,5.35203576
Noord-Brabant,Varendonck College voor Atheneum Gymnasium Havo Vmbo Lwoo Pro,Beatrixlaan,25,5721 LZ,ASTEN,0743,ASTEN,0493672672,secondary,51.39874216,5.73259789
Noord-Brabant,Roncalli Scholengemeenschap voor Ath Havo Mavo,Tuinderspad,6,4613 CA,BERGEN OP ZOOM,0748,BERGEN OP ZOOM,0164241050,secondary,51.50195963,4.28624436
Noord-Brabant,Sondervick College RK Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Knegselseweg,30,5504 NC,VELDHOVEN,0861,VELDHOVEN,0402309444,secondary,51.40370882,5.38366106
Noord-Brabant,2College voor Lyceum Havo Mavo Vbo,Van Kemenadelaan,5,5061 EE,OISTERWIJK,0824,OISTERWIJK,0880232600,secondary,51.57652978,5.18542605
Noord-Brabant,Jacob-Roelandslyceum,Grote Beemd,3,5281 CC,BOXTEL,0757,BOXTEL,0411672219,secondary,51.58528244,5.3292558
Noord-Brabant,OMO Scholengroep De Langstraat voor vwo havo mavo vbo,Olympiaweg,8-B,5143 NA,WAALWIJK,0867,WAALWIJK,0416673930,secondary,51.68568007,5.07832341
Noord-Brabant,"Mezzo Scholen voor vwo, havo en vmbo",Bilderbeekstraat,27,5831 CW,BOXMEER,1982,LAND VAN CUIJK,0485572032,secondary,51.64512032,5.94286156
Noord-Brabant,Gymnasium Beekvliet,Beekvlietstraat,4,5271 SM,SINT-MICHIELSGESTEL,0845,SINT-MICHIELSGESTEL,0735512213,secondary,51.64219686,5.36294826
Noord-Brabant,Van Maerlant voor Mavo Vbo Lwoo,Onderwijsboulevard,1,5223 DE,'S-HERTOGENBOSCH,0796,S HERTOGENBOSCH,0736132931,secondary,51.69143498,5.28697167
Noord-Brabant,Instelling Voortgezet Onderwijs Deurne voor ATH GYM HAVO MAVO VBO LWOO PRO,Vloeieindsedreef,5,5753 SM,DEURNE,0762,DEURNE,0493353400,secondary,51.44579537,5.78395753
Noord-Brabant,Rythovius College Scholengemeenschap voor Lyc Havo Mavo,Bospoort,1,5521 CK,EERSEL,0770,EERSEL,0497513043,secondary,51.36305258,5.31199483
Noord-Brabant,Merletcollege Lyc Havo Mavo Vbo Lwoo,Katwijkseweg,2,5431 RX,CUIJK,1982,LAND VAN CUIJK,0485336336,secondary,51.73766228,5.87947814
Noord-Brabant,"Parmant Scholen voor vwo, havo, mavo, vbo, pro en lwoo",von Flotowlaan,1,5653 AD,EINDHOVEN,0772,EINDHOVEN,0402116090,secondary,51.42905433,5.45840766
Noord-Brabant,"Mill Hill College voor mavo, havo en vwo",Venneweg,42,5051 BP,GOIRLE,0785,GOIRLE,0135420538,secondary,51.53157058,5.05930699
Noord-Brabant,Van Maerlantlyceum,Jacob van Maerlantlaan,11,5615 JS,EINDHOVEN,0772,EINDHOVEN,0402513704,secondary,51.42819829,5.4745849
Noord-Brabant,Eckartcollege voor Lyc Havo Mavo Vbo Lwoo,Damocleslaan,3,5631 KC,EINDHOVEN,0772,EINDHOVEN,0402972222,secondary,51.46510443,5.50055669
Noord-Brabant,"OMO Scholengroep Helmond voor vwo, havo, mavo, vbo en praktijkonderwijs",Keizerin Marialaan,4,5702 NR,HELMOND,0794,HELMOND,0492792020,secondary,51.48767419,5.65794048
Noord-Brabant,Sint-Janslyceum School voor Gymnasium Atheneum Havo en Mavo,Sweelinckplein,3,5216 EG,'S-HERTOGENBOSCH,0796,S HERTOGENBOSCH,0736154780,secondary,51.67871313,5.31783862
Noord-Brabant,Maaslandcollege Scholengemeenschap voor Mavo Havo Vwo,Vianenstraat,1,5342 AJ,OSS,0828,OSS,0412667070,secondary,51.76210574,5.52236492
Noord-Brabant,"Scholengemeenschap Tongerlo voor lyceum, havo, mavo, vmbo, praktijkonderwijs",Bovendonk,1,4707 ZH,ROOSENDAAL,1674,ROOSENDAAL,0165792000,secondary,51.52266404,4.4668627
Noord-Brabant,Theresialyceum voor gymnasium atheneum en havo,Prof Cobbenhagenlaan,5,5037 DA,TILBURG,0855,TILBURG,0134673738,secondary,51.56108585,5.0614443
Noord-Brabant,Sint Odulphuslyceum Scholengemeenschap voor VWO en HAVO,Noordhoekring,99,5038 GC,TILBURG,0855,TILBURG,0135426652,secondary,51.55705485,5.07718075
Noord-Brabant,"Scholengemeenschap Were Di voor gymnasium, atheneum, havo, vmbo en lwoo",Merendreef,1,5553 CC,VALKENSWAARD,0858,VALKENSWAARD,0402074700,secondary,51.36302259,5.46879843
Noord-Brabant,Kwadrant Scholengroep  RK Regionale Scholengemeenschap voor Vwo Havo en Vmbo,Mgr. Schaepmanlaan,13,5103 BB,DONGEN,0766,DONGEN,0162372810,secondary,51.63121378,4.94196179
Noord-Brabant,Bossche Vakschool voor Mavo Vbo Lwoo,Hervensebaan,5,5232 JL,'S-HERTOGENBOSCH,0796,S HERTOGENBOSCH,0736443777,secondary,51.70199699,5.32385128
Noord-Brabant,Baanderherencollege Praktijkonderwijs,Baanderherenweg,2,5282 RJ,BOXTEL,0757,BOXTEL,0411676924,secondary,51.59451581,5.31668853
Noord-Brabant,De Nieuwste School voor vwo havo mavo,Professor Goossenslaan,1-02,5022 DM,TILBURG,0855,TILBURG,0135812066,secondary,51.53958302,5.07914099
Noord-Brabant,"De Rijzert, school voor Praktijkonderwijs",Hedikhuizerweg,3,5222 BC,'S-HERTOGENBOSCH,0796,S HERTOGENBOSCH,0736217623,secondary,51.70395565,5.26444249
Noord-Brabant,Regionale Scholengemeenschap 't Rijks School voor Lyceum Havo Mavo,Burg Stulemeijerlaan,24,4611 EG,BERGEN OP ZOOM,0748,BERGEN OP ZOOM,0164242150,secondary,51.49876337,4.28278852
Noord-Brabant,Jan Tinbergen College Openbare Scholengemeenschap voor Ath Havo Mavo,Burg Schneiderlaan,2,4706 EZ,ROOSENDAAL,1674,ROOSENDAAL,0165543871,secondary,51.53112447,4.47996723
Noord-Brabant,Scholengemeenschap De Rooi Pannen,Dr. Ahausstraat,1,5042 EK,TILBURG,0855,TILBURG,0135002100,secondary,51.56915372,5.06342219
Noord-Brabant,Koning Willem II College voor Lyc Havo Mavo,Tatraweg,80,5022 DS,TILBURG,0855,TILBURG,0135436631,secondary,51.54116348,5.08356012
Noord-Brabant,"Beatrix College voor Mavo, Havo, Atheneum",Ketelhavenstraat,3,5045 NG,TILBURG,0855,TILBURG,0135711725,secondary,51.57791573,4.99590644
Noord-Brabant,Strabrechtcollege Scholengemeenschap voor LYC HAVO MAVO,Grote Bos,2,5666 AZ,GELDROP,1771,GELDROP-MIERLO,0402867715,secondary,51.42701868,5.57387865
Noord-Brabant,Openbaar Stedelijk College Eindhoven voor Atheneum Havo Mavo Vbo Lwoo,Henegouwenlaan,2-2A,5628 WK,EINDHOVEN,0772,EINDHOVEN,0402645367,secondary,51.48329898,5.48630685
Noord-Brabant,SiNTLUCAS,Torenallee,75,5617 BB,EINDHOVEN,0772,EINDHOVEN,0402591391,secondary,51.44693556,5.45467868
Noord-Brabant,Sint-Oelbert vwo,Warandelaan,3,4904 PA,OOSTERHOUT NB,0826,OOSTERHOUT,0162447474,secondary,51.63062119,4.85409105
Noord-Brabant,Stedelijk Gymnasium Breda,Nassausingel,7,4811 DE,BREDA,0758,BREDA,0765225040,secondary,51.59203959,4.78854287
Noord-Brabant,Newmancollege Rooms Katholieke Scholengemeenschap voor Vwo Havo Mavo,Verviersstraat,4,4826 HT,BREDA,0758,BREDA,0765810450,secondary,51.60251149,4.78646268
Noord-Brabant,Onze Lieve Vrouwelyceum - Breda,Paul Windhausenweg,11,4818 TA,BREDA,0758,BREDA,0765224707,secondary,51.58159124,4.78522046
Noord-Brabant,Scholengemeenschap Breda voor Katholiek Lyceum Havo Mavo Vbo Lwoo,Emerweg,29,4814 NA,BREDA,0758,BREDA,0765601370,secondary,51.58988818,4.74914599
Noord-Brabant,Graaf Engelbrecht voor mavo/havo/vwo,Ganzerik,3,4822 RK,BREDA,0758,BREDA,0765421191,secondary,51.61642461,4.73128113
Noord-Brabant,Mgr Frencken College voor Atheneum en Havo,Slotlaan,40,4902 AE,OOSTERHOUT NB,0826,OOSTERHOUT,0162426355,secondary,51.63481146,4.85880924
Noord-Brabant,W v Oranje Coll Chr SGM v Ath Havo Mavo Vbo Lwoo,De Gaard,4,5146 AW,WAALWIJK,0867,WAALWIJK,0416333069,secondary,51.67612925,5.0441885
Noord-Brabant,MET Praktijkonderwijs Waalwijk,Koetshuislaan,1,5146 BA,WAALWIJK,0867,WAALWIJK,0416333146,secondary,51.67390869,5.0490445
Noord-Brabant,Praktijkcollege Tilburg,Brittendreef,9,5012 AE,TILBURG,0855,TILBURG,0134632296,secondary,51.57811217,5.09950726
Noord-Brabant,Altena College Christelijke Scholengemeenschap voor Atheneum Havo en Mavo,Rijksstraatweg,153,4254 XD,SLEEUWIJK,1959,ALTENA,0183302944,secondary,51.80638738,4.94202531
Noord-Holland,Regionale Scholengemeenschap Enkhuizen voor MAVO HAVO VWO,Boendersveld,3,1602 DK,ENKHUIZEN,0388,ENKHUIZEN,0228350800,secondary,52.70876761,5.26991382
Noord-Holland,Gymnasium Felisenum,Van Hogendorplaan,2,1981 EE,VELSEN-ZUID,0453,VELSEN,0255545710,secondary,52.45535336,4.63729235
Noord-Holland,Stedelijk Gymnasium,Prinsenhof,3,2011 TR,HAARLEM,0392,HAARLEM,0235125353,secondary,52.38173598,4.63346946
Noord-Holland,Barlaeus Gymnasium,Weteringschans,31,1017 RV,AMSTERDAM,0363,AMSTERDAM,0206263396,secondary,52.36221822,4.88481187
Noord-Holland,Vossius Gymnasium,Messchaertstraat,1,1077 WS,AMSTERDAM,0363,AMSTERDAM,0206620934,secondary,52.34568593,4.88391299
Noord-Holland,osg Willem Blaeu voor vwo havo mavo en vbo,Robonsbosweg,11,1816 MK,ALKMAAR,0361,ALKMAAR,0725122477,secondary,52.640159,4.72366024
Noord-Holland,Focus school voor praktijkonderwijs,Umbriellaan,1,1702 AJ,HEERHUGOWAARD,1980,DIJK EN WAARD,0725400205,secondary,52.67084636,4.82669386
Noord-Holland,Berger Scholengemeenschap voor vwo havo en mavo,Rondelaan,34,1861 ED,BERGEN NH,0373,BERGEN NH,0725894118,secondary,52.67346579,4.6915608
