PROVINCIE,INSTELLINGSNAAM,STRAATNAAM,HUISNUMMER-TOEVOEGING,POSTCODE,PLAATSNAAM,GEMEENTENUMMER,GEMEENTENAAM,TELEFOONNUMMER,school_type
Noord-Holland,Basisschool De Kleine Nicolaas,Cornelis Krusemanstraat,10,1075 NL,AMSTERDAM,0363,AMSTERDAM,0208204438,primary
Noord-Holland,Openbare Basisschool De Dorpsakker,Brandakkerstraat,4,1566 XD,ASSENDELFT,0479,ZAANSTAD,0756874208,primary
Noord-Holland,Openbare Basisschool Het Eiland,P.A. van Meverstraat,1,1507 XE,ZAANDAM,0479,ZAANSTAD,0756354699,primary
Noord-Holland,Openbare Basisschool De Watermolen,Molenwerf,3,1541 WR,KOOG AAN DE ZAAN,0479,ZAANSTAD,0756352239,primary
Noord-Holland,Openbare Basisschool De Overhaal,Krommeniedijk,13,1562 GH,KROMMENIE,0479,ZAANSTAD,0756211463,primary
Noord-Holland,Openbare Basisschool De Komeet,Jupiterstraat,141,1562 WP,KROMMENIE,0479,ZAANSTAD,0756283240,primary
Noord-Holland,Openbare Basisschool De Kroosduiker,Torenstraat,5,1551 BK,WESTZAAN,0479,ZAANSTAD,0756285761,primary
Noord-Holland,Openbare Basisschool Theo Thijssen,Piet Kuiperlaan,3,1525 PK,WESTKNOLLENDAM,0479,ZAANSTAD,0756287958,primary
Noord-Holland,Openbare Basisschool De Pionier,Kerkstraat,52,1521 JP,WORMERVEER,0479,ZAANSTAD,0756283845,primary
Noord-Holland,Openbare Basisschool De Jagersplas,Brasemermeer,23-B,1509 GE,ZAANDAM,0479,ZAANSTAD,0756156194,primary
Noord-Holland,Openbare Basisschool Over De Brug,Boerenpad,22,1506 HK,ZAANDAM,0479,ZAANSTAD,0756166169,primary
Noord-Holland,De Kernschool,Wibautstraat,73,1505 CB,ZAANDAM,0479,ZAANSTAD,0756312616,primary
Noord-Holland,Openbare Basisschool De Spiegel,Brikstraat,6,1503 BK,ZAANDAM,0479,ZAANSTAD,0756164781,primary
Noord-Holland,Openbare Basisschool Kogerveld,Perzikkruidweg,4,1508 AW,ZAANDAM,0479,ZAANSTAD,0756160814,primary
Noord-Holland,Openbare Basisschool De Dijk,Adriaan Roggestraat,48,1507 BE,ZAANDAM,0479,ZAANSTAD,0756171772,primary
Noord-Holland,Openbare Basisschool De Voorzaan,Baltischestraat,25,1506 NM,ZAANDAM,0479,ZAANSTAD,0756166349,primary
Noord-Holland,Openbare Basisschool Herman Gorter,D. Doniastraat,18,1501 TX,ZAANDAM,0479,ZAANSTAD,0344634948,primary
Noord-Holland,Openbare Basisschool Et Buut,Anna de Waalstraat,17,1506 WW,ZAANDAM,0479,ZAANSTAD,0756165701,primary
Noord-Holland,Openbare Basisschool De Zoeker,Fortuinweg,12,1544 VX,ZAANDIJK,0479,ZAANSTAD,0756287146,primary
Noord-Holland,Openbare basisschool De Meander,Parkrijklaan,121-D,1567 HD,ASSENDELFT,0479,ZAANSTAD,0756216617,primary
Noord-Holland,Openbare basisschool De Delta,Kreekrijklaan,4,1567 LP,ASSENDELFT,0479,ZAANSTAD,0757717980,primary
Noord-Holland,Openbare Basisschool Bos en Vaart,Florapark,14,2012 HK,HAARLEM,0392,HAARLEM,0235325625,primary
Noord-Holland,Openbare Basisschool De Kring/Hannie Schaft School,Parklaan,108,2011 KZ,HAARLEM,0392,HAARLEM,0235310428,primary
Noord-Holland,Openbare Basisschool De Cirkel,Atjehstraat,35-A,2022 BL,HAARLEM,0392,HAARLEM,0235254380,primary
Noord-Holland,Openbare Basisschool Ter Cleeff,Santpoorterplein,28,2023 DN,HAARLEM,0392,HAARLEM,0235261492,primary
Noord-Holland,Openbare Basisschool De Wilgenhoek,Wilgenstraat,81,2023 NN,HAARLEM,0392,HAARLEM,0235252369,primary
Noord-Holland,Openbare Basisschool Beatrix,Blinkertpad,3,2015 EX,HAARLEM,0392,HAARLEM,0235242255,primary
Noord-Holland,Openbare Basisschool De Dolfijn,Gijsbrecht v Aemstelstr,118,2026 VJ,HAARLEM,0392,HAARLEM,0235374787,primary
Noord-Holland,Openbare Basisschool De Zonnewijzer,Planetenlaan,9,2024 EN,HAARLEM,0392,HAARLEM,0235255519,primary
Noord-Holland,Openbare Basisschool De Zuidwester,Ohmstraat,2,2014 EB,HAARLEM,0392,HAARLEM,0235442424,primary
Noord-Holland,OBS M.L. King,Van Zeggelenplein,31-A,2032 KA,HAARLEM,0392,HAARLEM,0235352279,primary
Noord-Holland,Basisschool Camelot,Vrijheidsweg,84,2033 CE,HAARLEM,0392,HAARLEM,0235333516,primary
Noord-Holland,OBS De Globe,Semmelweisstraat,5,2035 CT,HAARLEM,0392,HAARLEM,0235330297,primary
Noord-Holland,De Molenwiek Dalton,Betuwelaan,2,2036 GV,HAARLEM,0392,HAARLEM,0235336213,primary
Noord-Holland,Openbare Basisschool De Spaarneschool,Kerklaan,37-C,2063 JK,SPAARNDAM GEM. HAARLEM,0392,HAARLEM,0235371720,primary
Noord-Holland,Openbare Basisschool De Peppelaer,Leidseplein,33,2013 PW,HAARLEM,0392,HAARLEM,0235510422,primary
Noord-Holland,Basisschool De Zevensprong,Sint-Hubertpad,6,1066 HN,AMSTERDAM,0363,AMSTERDAM,0204081571,primary
Noord-Holland,Het Gein,Cornelis Aarnoutsstraat,80,1106 ZG,AMSTERDAM,0363,AMSTERDAM,0206974522,primary
Noord-Holland,Piet Hein,Oostelijke Handelskade,6,1019 BM,AMSTERDAM,0363,AMSTERDAM,0204195242,primary
Noord-Holland,De Zuiderzee,Brigantijnkade,51,1086 VB,AMSTERDAM,0363,AMSTERDAM,0204165862,primary
Noord-Holland,abbs Elzenhagen,N. Lansdorpstraat,2,1022 KB,AMSTERDAM,0363,AMSTERDAM,0206373848,primary
Noord-Holland,Basisschool Comenius,Celebesstraat,7,1782 TC,DEN HELDER,0400,DEN HELDER,0223613864,primary
Noord-Holland,Prinses Margriet School,Weth W de Boerstraat,8,1788 AT,JULIANADORP,0400,DEN HELDER,0223690081,primary
Noord-Holland,De Kluft,Javastraat,23,1782 DA,DEN HELDER,0400,DEN HELDER,0223613681,primary
Noord-Holland,De Dijk,Heiligharn,424,1785 SX,DEN HELDER,0400,DEN HELDER,0223660846,primary
Noord-Holland,Dr. J.P. Thijsse,Stakman Bossestraat,39,1781 SW,DEN HELDER,0400,DEN HELDER,0223613772,primary
Noord-Holland,IKC Haven48,Californiestraat,48,1781 GN,DEN HELDER,0400,DEN HELDER,0223615398,primary
Noord-Holland,Meerwerf basisschool Duynvaerder,IJsselmeerstraat,90,1784 MA,DEN HELDER,0400,DEN HELDER,0223660796,primary
Noord-Holland,Basisschool De Vloedlijn,Drooghe Bol,1005,1788 VA,JULIANADORP,0400,DEN HELDER,0223690079,primary
Noord-Holland,Openbare Basisschool Jules Verne,Tochtwaard,12,1824 EZ,ALKMAAR,0361,ALKMAAR,0725610095,primary
Noord-Holland,Openbare Basisschool Liereland,Toscanestraat,4,1827 DM,ALKMAAR,0361,ALKMAAR,0725621672,primary
Noord-Holland,Openbare Basisschool De Fontein,Heilooerdijk,136,1814 LS,ALKMAAR,0361,ALKMAAR,0725115900,primary
Noord-Holland,Openbare Basisschool De Zes Wielen,Munnikenweg,18,1823 DC,ALKMAAR,0361,ALKMAAR,0725110291,primary
Noord-Holland,Openbare Basisschool De Vlieger,Sneeuwgansstraat,18,1826 GP,ALKMAAR,0361,ALKMAAR,0725615499,primary
Noord-Holland,Openbare Basisschool De Sterrenwachter,Stempelmakerstraat,19,1825 DP,ALKMAAR,0361,ALKMAAR,0725613233,primary
Noord-Holland,Openbare Basisschool Zandloper,Schoolstraat,15,1831 CC,KOEDIJK,0361,ALKMAAR,0725614496,primary
Noord-Holland,Openbare Basisschool De Kennemerpoort,Hofdijkstraat,12,1814 EC,ALKMAAR,0361,ALKMAAR,0725116997,primary
Noord-Holland,Openbare Basisschool Nicolaas Beets,Beethovensingel,17,1817 HJ,ALKMAAR,0361,ALKMAAR,0725116934,primary
Noord-Holland,Openbare Basisschool de Cocon,Pater Schiphorststraat,1,1827 NJ,ALKMAAR,0361,ALKMAAR,0725614336,primary
Noord-Holland,OBS IJplein,Gedempte Insteekhaven,85,1021 RA,AMSTERDAM,0363,AMSTERDAM,0206341046,primary
Noord-Holland,De Weidevogel,Dorpsweg Ransdorp,31,1028 BK,AMSTERDAM,0363,AMSTERDAM,0204904415,primary
Noord-Holland,De Buikslotermeer,Breedveld,7,1025 PZ,AMSTERDAM,0363,AMSTERDAM,0206371265,primary
Noord-Holland,De Poolster,Plejadenplein,40,1033 VL,AMSTERDAM,0363,AMSTERDAM,0206315870,primary
Noord-Holland,Fusieschool De Vier Windstreken / Zeven zeeën,Parlevinker,11,1034 PX,AMSTERDAM,0363,AMSTERDAM,0206313592,primary
Noord-Holland,Montessorischool Boven 't IJ,Kampina,5,1025 DD,AMSTERDAM,0363,AMSTERDAM,0206371194,primary
Noord-Holland,Montessorischool Azalea,Azaleastraat,19,1032 BT,AMSTERDAM,0363,AMSTERDAM,0206341726,primary
Noord-Holland,OBS Twiske,Pandorinastraat,7-A,1035 VR,AMSTERDAM,0363,AMSTERDAM,0206312540,primary
Noord-Holland,Blijhaven,Papaverweg,259,1032 KE,AMSTERDAM,0363,AMSTERDAM,0206368100,primary
Noord-Holland,IJdoorn-School,Alkmaarstraat,14,1024 TT,AMSTERDAM,0363,AMSTERDAM,0206363914,primary
Noord-Holland,Montessori Kindcentrum Oostzanerwerf,Molenwijk,8,1035 EE,AMSTERDAM,0363,AMSTERDAM,0206311560,primary
Noord-Holland,OBS NoordRijk IKC,Braeburnstraat,1,1036 LD,AMSTERDAM,0363,AMSTERDAM,0203372192,primary
Noord-Holland,IKC Overhoeks,Grasweg,3,1031 HW,AMSTERDAM,0363,AMSTERDAM,0206304770,primary
Noord-Holland,Kindercampus Mokum,J.H. Hisgenpad,394,1025 WK,AMSTERDAM,0363,AMSTERDAM,0202250034,primary
Noord-Holland,Rooms Katholieke basisschool St. Willibrordus,Hoofdweg,2034,2158 MC,BUITENKAAG,0394,HAARLEMMERMEER,0252544308,primary
Noord-Holland,Integraal Kindcentrum De Lente,Langerak,42,2157 PG,ABBENES,0394,HAARLEMMERMEER,0252544359,primary
Noord-Holland,Christelijke Basisschool Oranje Nassau,Burg Amersfoordtlaan,61,1171 DM,BADHOEVEDORP,0394,HAARLEMMERMEER,0204491111,primary
Noord-Holland,Rooms Katholieke Basisschool Klimop,Burgemeester Pabstlaan,5,2132 XE,HOOFDDORP,0394,HAARLEMMERMEER,0235613216,primary
Noord-Holland,Interconfessionele Basisschool De Caleidoscoop,Hammarskjoldstraat,236,2131 VN,HOOFDDORP,0394,HAARLEMMERMEER,0235614777,primary
Noord-Holland,IKC Wereldwijs,Graan voor Visch,14402,2132 VH,HOOFDDORP,0394,HAARLEMMERMEER,0235615029,primary
Noord-Holland,Rooms Katholieke Basisschool Klippeholm,Skagerrak,184,2133 DW,HOOFDDORP,0394,HAARLEMMERMEER,0235611502,primary
Noord-Holland,IKC Braambos,Waddenweg,83,2134 XL,HOOFDDORP,0394,HAARLEMMERMEER,0235577663,primary
Noord-Holland,Rooms Katholieke Basisschool de Bosbouwers,Liesbos,12,2134 SB,HOOFDDORP,0394,HAARLEMMERMEER,0235553290,primary
Noord-Holland,Christelijke Basisschool Vesterhavet,Skagerrak,170,2133 DW,HOOFDDORP,0394,HAARLEMMERMEER,0235611503,primary
Noord-Holland,Kindcentrum Natuurlijk!,Van den Berghlaan,82,2132 AV,HOOFDDORP,0394,HAARLEMMERMEER,0235653280,primary
Noord-Holland,Interconfessionele Basisschool De Vredeburg,Schuilenburg,88,2135 GM,HOOFDDORP,0394,HAARLEMMERMEER,0235617654,primary
Noord-Holland,ICBS De Bloesem,Femina Mullerstraat,74,2135 MS,HOOFDDORP,0394,HAARLEMMERMEER,0235622855,primary
Noord-Holland,Buitenplaats Nassaupark,Femina Mullerstraat,177,2135 MH,HOOFDDORP,0394,HAARLEMMERMEER,0681024176,primary
Noord-Holland,Klavertje vier,Dussenstraat,38,2134 DL,HOOFDDORP,0394,HAARLEMMERMEER,0235619050,primary
Noord-Holland,Christelijke Basisschool De Brandaris,Dussenstraat,34,2134 DL,HOOFDDORP,0394,HAARLEMMERMEER,0235618610,primary
Noord-Holland,IBS Elif Zuid,Winterdijkstraat,10,1079 GT,AMSTERDAM,0363,AMSTERDAM,0203620889,primary
Noord-Holland,IBS Elif Noord,Banneplein,111,1034 DN,AMSTERDAM,0363,AMSTERDAM,0203038318,primary
Noord-Holland,IBS Elif Amstelveen,Schweitzerlaan,6,1187 JD,AMSTELVEEN,0362,AMSTELVEEN,0207300952,primary
Noord-Holland,IBS Elif Zaandam,Jachtenlaan,9,1503 HS,ZAANDAM,0479,ZAANSTAD, ,primary
Noord-Holland,School of Understanding,Pandora,4-A-5,1183 KK,AMSTELVEEN,0362,AMSTELVEEN,0202201900,primary
Noord-Holland,De Eigen Wijs,De Balk,2-A,1531 PS,WORMER,0880,WORMERLAND,0752073001,primary
Noord-Holland,Basisschool De Westwijzer,Dres,4,1617 JX,WESTWOUD,0498,DRECHTERLAND,0228561714,primary
Noord-Holland,Klein Amsterdam,Tuinderijlaan,2,1036 LM,AMSTERDAM,0363,AMSTERDAM,0202420400,primary
Noord-Holland,IBS De Olijfboom,Zandbos,48,2134 DE,HOOFDDORP,0394,HAARLEMMERMEER,0232084021,primary
Noord-Holland,IBS De Vijgenboom,President Brandstraat,27-29,1091 XD,AMSTERDAM,0363,AMSTERDAM,0202117486,primary
Noord-Holland,De Dadelpalm,Van Moerkerkenstraat,89,1064 KC,AMSTERDAM,0363,AMSTERDAM,0207371215,primary
Noord-Holland,IBS De Lotus,Anne Franklaan,22,2135 HA,HOOFDDORP,0394,HAARLEMMERMEER, ,primary
Noord-Holland,IKC Cadans Weesp,Papelaan,99,1382 RK,WEESP,0363,AMSTERDAM,0850081958,primary
Noord-Holland,De Werf,Koperslagerstraat,2,1544 CA,ZAANDIJK,0479,ZAANSTAD,0756283426,primary
Noord-Holland,Rooms Katholieke Basisschool St Joseph,Bispinckpark,31,2061 SG,BLOEMENDAAL,0377,BLOEMENDAAL,0235255589,primary
Noord-Holland,Amsterdamse Montessorischool,Willem Witsenstraat,14,1077 AZ,AMSTERDAM,0363,AMSTERDAM,0203057878,primary
Noord-Holland,Enderun Hisar Amsterdam,Buskenblaserstraat,65,1055 AG,AMSTERDAM,0363,AMSTERDAM,0626722486,primary
Noord-Holland,De Hoeksteen,H. Kamerlingh Onnesweg,74,1402 EK,BUSSUM,1942,GOOISE MEREN,0356915423,primary
Noord-Holland,Rooms Katholieke Minister Cals-School,Johan Willem Frisolaan,33,1412 AG,NAARDEN,1942,GOOISE MEREN,0356941387,primary
Noord-Holland,De Zwerm,Dorpsstraat,9-A,1744 KJ,SINT MAARTEN,0441,SCHAGEN,0224561101,primary
Noord-Holland,Sint Joseph-School,Den Gouden Hoeck,6,1754 KL,BURGERBRUG,0441,SCHAGEN,0226381615,primary
Noord-Holland,Heilige Henricus-School,Elft,53,1777 AC,HIPPOLYTUSHOEF,1911,HOLLANDS KROON,0227239000,primary
Noord-Holland,Rooms Katholieke Basisschool St Jan,Past. Verhoeffpark,110,1764 GS,BREEZAND,1911,HOLLANDS KROON,0223521646,primary
Noord-Holland,Jozefschool,Emmalaan,47,1791 AT,DEN BURG,0448,TEXEL,0222312319,primary
Noord-Holland,OBS De Meertuin,Koningin Beatrixlaan,1,1774 BK,SLOOTDORP,1911,HOLLANDS KROON,0227581753,primary
Noord-Holland,Basisschool De Windwijzer,Pasteurstraat,4-A,1782 JD,DEN HELDER,0400,DEN HELDER,0223616991,primary
Noord-Holland,Rooms Katholieke Basisschool Don Bosco,Terppad,1,1771 RZ,WIERINGERWERF,1911,HOLLANDS KROON,0227602204,primary
Noord-Holland,Rooms Katholieke Basisschool De Vogelweid,Merelstraat,46,1742 JM,SCHAGEN,0441,SCHAGEN,0224213208,primary
Noord-Holland,IKC Driemaster,Burg Houwingsingel,2,1781 XD,DEN HELDER,0400,DEN HELDER,0223613153,primary
Noord-Holland,R.K.B.S. de Marinx,Zwarteweg,13-B,1735 GK,'T VELD,1911,HOLLANDS KROON,0226421890,primary
Noord-Holland,Titus Brandsma,Pienterpad,2,1775 AX,MIDDENMEER,1911,HOLLANDS KROON,0227501135,primary
Noord-Holland,St Aloysius,Langestraat,3,1741 HB,SCHAGEN,0441,SCHAGEN,0224850384,primary
Noord-Holland,De Tweewegen,Populierenlaan,27,1766 JD,WIERINGERWAARD,1911,HOLLANDS KROON,0224221631,primary
Noord-Holland,RK BS St. Antoniusschool,De Meet,1,1733 AZ,NIEUWE NIEDORP,1911,HOLLANDS KROON,0226411365,primary
Noord-Holland,De Rank,Iepenlaan,54,1741 TG,SCHAGEN,0441,SCHAGEN,0224212999,primary
Noord-Holland,Basisschool Op Avontuur,Sportstraat,3,1767 CD,KOLHORN,1911,HOLLANDS KROON,0224531236,primary
Noord-Holland,Basisschool De Kei,Elft,53,1777 AC,HIPPOLYTUSHOEF,1911,HOLLANDS KROON,0227591937,primary
Noord-Holland,De Snip,Dorpsstraat,146,1733 AR,NIEUWE NIEDORP,1911,HOLLANDS KROON,0226411488,primary
Noord-Holland,Basisschool de Vlieberg,Baljuwstraat,237,1785 SH,DEN HELDER,0400,DEN HELDER,0223660855,primary
Noord-Holland,Julianaschool,Julianalaan,2,1741 CL,SCHAGEN,0441,SCHAGEN,0224212788,primary
Noord-Holland,Basisschool 't Span,Robbenoordstraat,11,1779 BJ,DEN OEVER,1911,HOLLANDS KROON,0227511787,primary
Noord-Holland,Basisschool de Hofstee,Drooghe Bol,1004,1788 VA,JULIANADORP,0400,DEN HELDER,0223690073,primary
Noord-Holland,De Keerkring,Kastanjestraat,1,1741 WK,SCHAGEN,0441,SCHAGEN,0224212854,primary
Noord-Holland,OBS De Mient,De Meet,1,1733 AZ,NIEUWE NIEDORP,1911,HOLLANDS KROON,0226767008,primary
Noord-Holland,De Wielewaal,Merelstraat,46,1742 JM,SCHAGEN,0441,SCHAGEN,0224296008,primary
Noord-Holland,Openbare Basisschool de Peppel,Pienterpad,1,1775 AX,MIDDENMEER,1911,HOLLANDS KROON,0227501989,primary
Noord-Holland,Openbare Basisschool de Zilvermeeuw,Vogelzwin,23,1771 JG,WIERINGERWERF,1911,HOLLANDS KROON,0227600032,primary
Noord-Holland,Openbare Basisschool Triangel,Terpstraat,42,1771 AD,WIERINGERWERF,1911,HOLLANDS KROON,0227601954,primary
Noord-Holland,IKC Spoorbuurt,Nieuweweg,19,1761 EC,ANNA PAULOWNA,1911,HOLLANDS KROON,0223531460,primary
Noord-Holland,IKC de Bloeikas,Kemphaanweg,1,1756 BB,'T ZAND,0441,SCHAGEN,0224244000,primary
Noord-Holland,De Trimaran PC en RK Basisschool,Marsdiepstraat,278,1784 AW,DEN HELDER,0400,DEN HELDER,0223613191,primary
Noord-Holland,Basisschool De Kameleon,Middelzand,3501,1788 ES,JULIANADORP,0400,DEN HELDER,0223690078,primary
Noord-Holland,Openbare Basisschool Frankendael,Van Brederodestraat,2,1759 VJ,CALLANTSOOG,0441,SCHAGEN,0224581670,primary
Noord-Holland,Basisschool Torenven,Doorbraak,24,1749 AM,WARMENHUIZEN,0441,SCHAGEN,0226216020,primary
Noord-Holland,De Meerkoet,Schoolstraat,9,1746 AP,DIRKSHORN,0441,SCHAGEN,0224551624,primary
Noord-Holland,IKC De Kroon,De Verwachting,2,1761 VM,ANNA PAULOWNA,1911,HOLLANDS KROON,0223540903,primary
Noord-Holland,OBS De Zandhorst,De Verwachting,5,1761 VM,ANNA PAULOWNA,1911,HOLLANDS KROON,0223521462,primary
Noord-Holland,Openbare Basisschool De Brug,Maarten Breetstraat,1-B,1752 AG,SINT MAARTENSBRUG,0441,SCHAGEN,0224561790,primary
Noord-Holland,Openbare Basisschool 't Zwanenest,Jochem Blaauboerstraat,4,1751 CJ,SCHAGERBRUG,0441,SCHAGEN,0224571626,primary
Noord-Holland,Basisschool De Springschans,Schoolstraat,2,1755 NE,PETTEN,0441,SCHAGEN,0226381920,primary
Noord-Holland,Peetersschool,Richard Holstraat,8,1071 SM,AMSTERDAM,0363,AMSTERDAM,0206625997,primary
Noord-Holland,Basisschool M Wiegman,Zakedijkje,38,1862 HB,BERGEN NH,0373,BERGEN NH,0725894716,primary
Noord-Holland,Rooms Katholieke Basisschool St Adelbertus,Nieuwlandersingel,40,1814 CJ,ALKMAAR,0361,ALKMAAR,0725112562,primary
Noord-Holland,Rooms Katholieke Basisschool De Regenboog,Tochtwaard,14,1824 EZ,ALKMAAR,0361,ALKMAAR,0725610722,primary
Noord-Holland,Basisschool De Stek,Amalia van Solmsstraat,91,1814 NE,ALKMAAR,0361,ALKMAAR, ,primary
Noord-Holland,Rooms Katholieke Basisschool De Kring,Koornlaan,2,1815 GE,ALKMAAR,0361,ALKMAAR,0725117973,primary
Noord-Holland,Rooms Katholieke Basisschool St Matthias,Spieghelplein,45,1813 XV,ALKMAAR,0361,ALKMAAR,0725403606,primary
Noord-Holland,Rooms katholieke Basisschool De Driemaster,Gabriel Metsulaan,36,1816 EP,ALKMAAR,0361,ALKMAAR,0725121006,primary
Noord-Holland,Rooms Katholieke Basisschool 't Baeken,Faktorij,123,1825 HC,ALKMAAR,0361,ALKMAAR,0725623275,primary
Noord-Holland,Rooms Katholieke Basisschool De Burijn,Stempelmakerstraat,20,1825 DP,ALKMAAR,0361,ALKMAAR,0725616433,primary
Noord-Holland,Rooms Katholieke Basisschool Het Kompas,Kofschipstraat,11,1826 CG,ALKMAAR,0361,ALKMAAR,0725614660,primary
Noord-Holland,Rooms Katholieke Basisschool Erasmus,J.M.P.de Biestraat,2-4,1827 PA,ALKMAAR,0361,ALKMAAR,0725624215,primary
Noord-Holland,De Lispeltuut,Damakker,3,1822 RP,ALKMAAR,0361,ALKMAAR,0725644596,primary
Noord-Holland,Antoniusschool voor Basisonderwijs,Teding van Berkhoutlaan,20,2111 ZC,AERDENHOUT,0377,BLOEMENDAAL,0235240508,primary
Noord-Holland,Basisschool De Scheepswerf,Christiaan v Abkoudestr,103,1132 AB,VOLENDAM,0385,EDAM-VOLENDAM,0299367767,primary
Noord-Holland,Sint Petrusbasisschool,Schoklandstraat,73,1131 KX,VOLENDAM,0385,EDAM-VOLENDAM,0229363955,primary
Noord-Holland,Basisschool de Blokwhere,Oosterom,1,1132 NA,VOLENDAM,0385,EDAM-VOLENDAM,0299363499,primary
Noord-Holland,Sint Jozef Basisschool,C J Conijnstraat,23,1131 DZ,VOLENDAM,0385,EDAM-VOLENDAM,0299364718,primary
Noord-Holland,De Samensprong,Edammerweg,54,1131 DR,VOLENDAM,0385,EDAM-VOLENDAM,0299363264,primary
Noord-Holland,'t Kofschip,Franekerlaan,23,1132 LE,VOLENDAM,0385,EDAM-VOLENDAM,0299320147,primary
Noord-Holland,Kindcentrum De Kiem,Prinses Marijkelaan,1,1934 EA,EGMOND AAN DEN HOEF,0373,BERGEN NH,0725061694,primary
Noord-Holland,Lourdesschool,Jisperweg,52,1464 NG,WESTBEEMSTER,0439,PURMEREND,0299681256,primary
Noord-Holland,De Hoge Akker,Dorpsstraat,35,1747 HA,TUITJENHORN,0441,SCHAGEN,0226391778,primary
Noord-Holland,Basisschool Sint Jan,Volleringweg,24,1738 BT,WAARLAND,0441,SCHAGEN,0226421461,primary
Noord-Holland,De Balein (Basisschool De Balein),Jan Ploegerlaan,1-A,1483 VR,DE RIJP,0361,ALKMAAR,0299671889,primary
Noord-Holland,Basisschool De Brug,Buurtweg,20,1921 CK,AKERSLOOT,0383,CASTRICUM,0251313761,primary
Noord-Holland,Basisschool Het Klimduin,Korhoendersweg,4,1873 JA,GROET,0373,BERGEN NH,0725091356,primary
Noord-Holland,Interconfessionele basisschool De Bonte Mol,Zuidje,10,1636 XC,SCHERMERHORN,0361,ALKMAAR,0725021201,primary
Noord-Holland,Familieschool,Jan Glijnisweg,61,1702 PA,HEERHUGOWAARD,1980,DIJK EN WAARD,0725714721,primary
Noord-Holland,Basisschool De Kerkuil,Lage Weide,2,1906 XC,LIMMEN,0383,CASTRICUM,0725057570,primary
Noord-Holland,St Radboud,Slimpad,18,1851 LB,HEILOO,0399,HEILOO,0725332530,primary
Noord-Holland,Rooms Katholieke Basisschool De Doorbraak,Doorbraak,24,1749 AM,WARMENHUIZEN,0441,SCHAGEN,0226392673,primary
Noord-Holland,Rooms Katholieke Basisschool Benedictus,J.P. Hasebroekweg,21,1851 CK,HEILOO,0399,HEILOO,0725331857,primary
Noord-Holland,PJ Smitschool,Dreef,12-A,1701 GP,HEERHUGOWAARD,1980,DIJK EN WAARD,0725715730,primary
Noord-Holland,Rooms Katholieke Basisschool Sint Willibrord,Boekenstein,47,1852 WS,HEILOO,0399,HEILOO,0725320503,primary
Noord-Holland,RK Basissch De Paperclip,Van Eedenplein,7,1702 GW,HEERHUGOWAARD,1980,DIJK EN WAARD,0725715787,primary
Noord-Holland,Basisschool de Boomladder,Rozenlaan,6,1702 TG,HEERHUGOWAARD,1980,DIJK EN WAARD,0725715577,primary
Noord-Holland,Daltonschool Columbus,Weegbree,2,1705 RA,HEERHUGOWAARD,1980,DIJK EN WAARD,0725727111,primary
Noord-Holland,Kindcentrum De Vaart,Standerdmolen,2-8,1703 NK,HEERHUGOWAARD,1980,DIJK EN WAARD,0725716488,primary
Noord-Holland,Zevensprong,Saenredamlaan,2,1701 MD,HEERHUGOWAARD,1980,DIJK EN WAARD,0725717081,primary
Noord-Holland,Kindcentrum De Ontdekkers,De Hucht,6,1851 ZC,HEILOO,0399,HEILOO,0725339815,primary
Noord-Holland,De Zonnewijzer,Middenweg,30-A,1703 RC,HEERHUGOWAARD,1980,DIJK EN WAARD,0725721509,primary
Noord-Holland,Rooms-Katholieke Basisschool De Zeppelin,Anna Polaktuin,27,1705 JS,HEERHUGOWAARD,1980,DIJK EN WAARD,0725726782,primary
Noord-Holland,Basisschool Reflector,Keerkring,49,1705 SP,HEERHUGOWAARD,1980,DIJK EN WAARD,0725346226,primary
Noord-Holland,De Vlindertuin,Cornelia van Arkeldijk,24,1705 NP,HEERHUGOWAARD,1980,DIJK EN WAARD,0725720341,primary
Noord-Holland,Het Kleurenorkest,Hogeweg,55,1906 CC,LIMMEN,0383,CASTRICUM,0725054606,primary
Noord-Holland,De Nieuwe Draai,Oosterweg,49,1706 BT,HEERHUGOWAARD,1980,DIJK EN WAARD,0722040448,primary
Noord-Holland,RK Basissch Tweemaster,Holleblok,8,1273 EG,HUIZEN,0406,HUIZEN,0355250955,primary
Noord-Holland,De Springplank,Aristoteleslaan,135,1277 AV,HUIZEN,0406,HUIZEN,0355256960,primary
Noord-Holland,Rooms Katholieke Basisschool De Hoeksteen,Roerdompplein,9,1602 RW,ENKHUIZEN,0388,ENKHUIZEN,0228313662,primary
Noord-Holland,Jozefschool,Zandbergen,2,1671 MA,MEDEMBLIK,0420,MEDEMBLIK,0227542146,primary
Noord-Holland,St Nicolaas school,Ganker,1,1688 CR,NIBBIXWOUD,0420,MEDEMBLIK,0229571627,primary
Noord-Holland,RK Basisschool de Caegh,Laan van Meerweijde,2,1713 BM,OBDAM,1598,KOGGENLAND,0226451375,primary
Noord-Holland,Basisschool Gerardus Majella,Sportlaan,12,1693 CZ,WERVERSHOOF,0420,MEDEMBLIK,0228582338,primary
Noord-Holland,Basisschool De Schelp,Europasingel,110,1693 GV,WERVERSHOOF,0420,MEDEMBLIK,0228581761,primary
Noord-Holland,BAVO-School,Middengouw,13,1645 PN,URSEM,1598,KOGGENLAND,0725021422,primary
