PROVINCIE;BEVOEGD GEZAG NUMMER;INSTELLINGSCODE;INSTELLINGSNAAM;STRAATNAAM;HUISNUMMER-TOEVOEGING;POSTCODE;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;DENOMINATIE;TELEFOONNUMMER;INTERNETADRES;STRAATNAAM CORRESPONDENTIEADRES;HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES;POSTCODE CORRESPONDENTIEADRES;PLAATSNAAM CORRESPONDENTIEADRES;NODAAL GEBIED CODE;NODAAL GEBIED NAAM;RPA-GEBIED CODE;RPA-GEBIED NAAM;WGR-GEBIED CODE;WGR-GEBIED NAAM;COROPGEBIED CODE;COROPGEBIED NAAM;ONDERWIJSGEBIED CODE;ONDERWIJSGEBIED NAAM;RMC-REGIO CODE;RMC-REGIO NAAM
Groningen;10925;13TU;Willem Lodewijck;Willem Lodewijkstraat;19;9545 PA;BOURTANGE;1950;WESTERWOLDE;Openbaar;0599354448;https://obswillemlodewijck.nl/;Willem Lodewijkstraat;19;9545 PA;BOURTANGE;06;Stadskanaal;02;Oost-Groningen;01;Oost-Groningen;01;Oost-Groningen;02;Oost-Groningen;01;Oost-Groningen
Groningen;37038;04PV;Streekschool De Wierde Gereformeerd Basisonderwijs;Aemckenheerd;2;9951 VZ;WINSUM GN;1966;HET HOGELAND;Gereformeerd vrijgemaakt;0595443326;www.gbsdewierde.nl;Aemckenheerd;2;9951 VZ;WINSUM GN;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;40865;01VG;Jenaplansch T Vlot;Mars;1-C;9602 KZ;HOOGEZAND;1952;MIDDEN-GRONINGEN;Algemeen bijzonder;0598323082;www.jenaplanschool.nl/vlot;Postbus;41;9750 AA;HAREN GN;03;Hoogezand-Sappemeer;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41053;07WT;Groningse Schoolvereniging;Sweelincklaan;4;9722 JV;GRONINGEN;0014;GRONINGEN;Algemeen bijzonder;0505270818;www.g-s-v.nl;Sweelincklaan;4;9722 JV;GRONINGEN;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41261;03DF;Openbare Basisschool Kromme Akkers;Hunzeweg;68;9893 PD;GARNWERD;1969;WESTERKWARTIER;Openbaar;0594628000;www.krommeakkers.nl;Hunzeweg;68;9893 PD;GARNWERD;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41261;03DG;Openbare School Klinkenborg;Pastorieweg;6;9995 PN;KANTENS;1966;HET HOGELAND;Openbaar;0595551788;www.obsklinkenborg.nl;Pastorieweg;6;9995 PN;KANTENS;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;03EI;Openbare Basisschool De Noordster;Burg Geerlingstraat;2;9988 SC;USQUERT;1966;HET HOGELAND;Openbaar;0595423690;www.obsusquert.nl;Burg Geerlingstraat;2;9988 SC;USQUERT;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;03KP;Christelijke Basisschool Koning Willem-Alexander;Oude Tilsterweg;2;9981 JT;UITHUIZEN;1966;HET HOGELAND;Protestants-Christelijk;0595432136;www.koningwa.vcpong.nl;Oude Tilsterweg;2;9981 JT;UITHUIZEN;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;05TO;Christelijke Basisschool De Fontein;Riekele Prinsstraat;1-A;9791 DB;TEN BOER;0014;GRONINGEN;Protestants-Christelijk;0503021571;www.fontein.vcpong.nl;Postbus;6;9790 AA;TEN BOER;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41261;05UG;Christelijke Basisschool De Rank;De Volle Handt;1;9989 DC;WARFFUM;1966;HET HOGELAND;Protestants-Christelijk;0595423759;www.cbsderank.com;De Volle Handt;1;9989 DC;WARFFUM;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;05UU;Protestants Christelijke BasisschoolDe Piramiden;Meeden;1-G;9951 HZ;WINSUM GN;1966;HET HOGELAND;Protestants-Christelijk;0595442070;www.piramidenwinsum.nl;Postbus;2;9950 AA;WINSUM GN;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;05XE;C B S  De Noordkaap;Willem de Merodelaan;1;9982 LK;UITHUIZERMEEDEN;1966;HET HOGELAND;Protestants-Christelijk;0595413662;www.noordkaap.vcpong.nl;Willem de Merodelaan;1;9982 LK;UITHUIZERMEEDEN;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;06AL;Samenwerkingsschool Op Wier;Schoolstraat;28;9891 BE;EZINGE;1969;WESTERKWARTIER;Openbaar;0594628001;www.opwier.nl;Schoolstraat;28;9891 BE;EZINGE;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41261;06AO;Openbare Dalton Basis School Nijenstein;Onnemaweg;1;9997 NG;ZANDEWEER;1966;HET HOGELAND;Openbaar;0595433344;www.odbsnijenstein.nl;Onnemaweg;1;9997 NG;ZANDEWEER;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;07WQ;SWS Noorderlicht;Meijmaweg;9-A;9955 VC;RASQUERT;1966;HET HOGELAND;Protestants-Christelijk;0595422704;www.noorderlicht.vcpong.nl;Meijmaweg;9-A;9955 VC;RASQUERT;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;07ZO;sws De Leenstertil;R. Ritzemastraat;2-A;9965 TD;LEENS;1966;HET HOGELAND;Protestants-Christelijk;0595572257;www.leenstertil.vcpong.nl;R. Ritzemastraat;2-A;9965 TD;LEENS;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;08AY;CBS De Wieken;Oldenhuisstraat;6;9792 PM;TEN POST;0014;GRONINGEN;Protestants-Christelijk;0503022820;www.cbsdewieken.nl;Oldenhuisstraat;6;9792 PM;TEN POST;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41261;08AZ;Christelijke Basisschool De Til;Kerkstraat;6;9797 PD;THESINGE;0014;GRONINGEN;Protestants-Christelijk;0503021172;www.cbsdetil.nl;Kerkstraat;6;9797 PD;THESINGE;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41261;08BL;Christelijke Basisschool De Meander;Lindenlaan;14;9771 AM;SAUWERD;1966;HET HOGELAND;Protestants-Christelijk;0503061571;www.vcpo.nl;Lindenlaan;14;9771 AM;SAUWERD;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;08BO;Basisschool Borg;Borgweg;46;9951 BG;WINSUM GN;1966;HET HOGELAND;Protestants-Christelijk;0595442318;www.borgschoolwinsum.nl;Borgweg;46;9951 BG;WINSUM GN;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;08BW;s.w.s. De Zoutkamperril;H. Doornbosweg;2-A;9974 PE;ZOUTKAMP;1966;HET HOGELAND;Protestants-Christelijk;0595402614;www.zoutkamperril.vcpong.nl;Postbus;36;9974 ZG;ZOUTKAMP;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;08BY;Basisschool 't Groenland;Van Berumstraat;2;9785 BG;ZUIDWOLDE GN;1966;HET HOGELAND;Protestants-Christelijk;0503012348;www.groenland.vcpong.nl;Van Berumstraat;2;9785 BG;ZUIDWOLDE GN;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;08FW;openbare basisschool De Negen Wieken;Het Hooge Heem;1;9951 BT;WINSUM GN;1966;HET HOGELAND;Openbaar;0595441269;www.de9wieken.nl;Het Hooge Heem;1;9951 BT;WINSUM GN;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;09BL;School Met De Bijbel De Regenboog;Schoolstraat;12;9781 JN;BEDUM;1966;HET HOGELAND;Protestants-Christelijk;0503012724;www.regenboogbedum.nl;Postbus;77;9780 AB;BEDUM;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;09GB;Openbare basisschool Tiggeldobbe;Meeden;1;9951 HZ;WINSUM GN;1966;HET HOGELAND;Openbaar;0595441831;www.tiggeldobbe.nl;Noorderstraat;13;9989 AA;WARFFUM;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;11UJ;Samenwerkingsschool De Dobbe;Zuster Kortestraat;73;9983 SW;ROODESCHOOL;1966;HET HOGELAND;Openbaar;0595413394;www.swsdedobbe.nl;Zuster Kortestraat;73;9983 SW;ROODESCHOOL;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;12ED;Openbare Basisschool Brunwerd;Oude Tilsterweg;2-B;9981 JT;UITHUIZEN;1966;HET HOGELAND;Openbaar;0595432148;www.brunwerd.nl;Oude Tilsterweg;2-B;9981 JT;UITHUIZEN;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;15CG;NBS De Sterren;Willem de Merodelaan;5;9982 LK;UITHUIZERMEEDEN;1966;HET HOGELAND;Algemeen bijzonder;0595412802;www.sterren.goudonderwijs.nl;Willem de Merodelaan;5;9982 LK;UITHUIZERMEEDEN;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;15DS;Hendrik de Cockschool;Borgweg;46-A;9971 CN;ULRUM;1966;HET HOGELAND;Protestants-Christelijk;0595402567;www.hdecockschoolulrum.nl;Postbus;23;9965 ZG;LEENS;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;18EG;OBS De Wierde;Kleinestraat;8;9774 PN;ADORP;1966;HET HOGELAND;Openbaar;0503061261;www.obsdewierde.nl;Kleinestraat;8;9774 PN;ADORP;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;18GA;openbare basisschool FH Jansenius De Vries;De Volle Handt;1-A;9989 DC;WARFFUM;1966;HET HOGELAND;Openbaar;0595422330;www.janseniusdevries.nl;Postbus;3;9989 ZG;WARFFUM;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;18HF;Basisschool Mandegoud;Halsemastraat;6-B;9977 SE;KLOOSTERBUREN;1966;HET HOGELAND;Openbaar;0595481747;www.mandegoud.nl;Halsemastraat;6-B;9977 SE;KLOOSTERBUREN;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;19KB;IKC De Linde;Hunse;2;9967 PS;EENRUM;1966;HET HOGELAND;Openbaar;0595492080;www.ikcdelinde.nl;Hunse;2;9967 PS;EENRUM;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41261;19LH;Montessori Basisschool De Getijden;Frederiksoordweg;26-D;9968 AL;PIETERBUREN;1966;HET HOGELAND;Openbaar;0595528520;www.degetijden.nl;Frederiksoordweg;26-D;9968 AL;PIETERBUREN;01;Groningen;01;Noord-Groningen;02;Noord-Groningen en Eemsmond;03;Overig Groningen;01;Groningen en omstreken;02;Noord-Groningen-Eemsmond
Groningen;41358;05KU;CBS De Verbinding;Verbindingsweg;2;9581 TH;MUSSELKANAAL;0037;STADSKANAAL;Protestants-Christelijk;0599412502;www.cbsdeverbindingmusselkanaal.nl;Verbindingsweg;2;9581 TH;MUSSELKANAAL;06;Stadskanaal;02;Oost-Groningen;01;Oost-Groningen;01;Oost-Groningen;02;Oost-Groningen;01;Oost-Groningen
Groningen;41358;05KW;CBS  Anne de Vries;Margrietlaan;3;9503 KA;STADSKANAAL;0037;STADSKANAAL;Protestants-Christelijk;0599617411;www.cbsannedevries.nl;Margrietlaan;3;9503 KA;STADSKANAAL;06;Stadskanaal;02;Oost-Groningen;01;Oost-Groningen;01;Oost-Groningen;02;Oost-Groningen;01;Oost-Groningen
Groningen;41358;05TE;CBS Het Gebint;Korteweg;2-A;9551 BM;SELLINGEN;1950;WESTERWOLDE;Protestants-Christelijk;0599322556;www.cbshetgebint.nl;Korteweg;2-A;9551 BM;SELLINGEN;06;Stadskanaal;02;Oost-Groningen;01;Oost-Groningen;01;Oost-Groningen;02;Oost-Groningen;01;Oost-Groningen
Groningen;41358;05TL;CBS Oranje Nassauschool;Meidoornstraat;9;9501 VX;STADSKANAAL;0037;STADSKANAAL;Protestants-Christelijk;0599651572;www.pcoranjenassauschool.nl;Meidoornstraat;9;9501 VX;STADSKANAAL;06;Stadskanaal;02;Oost-Groningen;01;Oost-Groningen;01;Oost-Groningen;02;Oost-Groningen;01;Oost-Groningen
Groningen;41358;05XC;CBS De Lindenborgh;Kerkstraat;1;9581 TV;MUSSELKANAAL;0037;STADSKANAAL;Protestants-Christelijk;0599412516;www.cbsdelindenborgh.nl;Postbus;100;9580 AC;MUSSELKANAAL;06;Stadskanaal;02;Oost-Groningen;01;Oost-Groningen;01;Oost-Groningen;02;Oost-Groningen;01;Oost-Groningen
Groningen;41358;05XF;CBS De Zaaier;Smederij;18;9541 AX;VLAGTWEDDE;1950;WESTERWOLDE;Protestants-Christelijk;0599345677;www.dezaaier.info;Smederij;18;9541 AX;VLAGTWEDDE;06;Stadskanaal;02;Oost-Groningen;01;Oost-Groningen;01;Oost-Groningen;02;Oost-Groningen;01;Oost-Groningen
Groningen;41358;07MC;CBS De Rank;Boslaan;18;9591 BJ;ONSTWEDDE;0037;STADSKANAAL;Protestants-Christelijk;0599331677;www.derank-onstwedde.nl;Boslaan;18;9591 BJ;ONSTWEDDE;06;Stadskanaal;02;Oost-Groningen;01;Oost-Groningen;01;Oost-Groningen;02;Oost-Groningen;01;Oost-Groningen
Groningen;41358;07WN;CBS Het Mozaïek;Acaciahage;17-19;9501 WD;STADSKANAAL;0037;STADSKANAAL;Protestants-Christelijk;0599614924;www.cbs-hetmozaiek.nl;Acaciahage;17-19;9501 WD;STADSKANAAL;06;Stadskanaal;02;Oost-Groningen;01;Oost-Groningen;01;Oost-Groningen;02;Oost-Groningen;01;Oost-Groningen
Groningen;41358;07WP;CBS De Verrekijker;St. Luciastraat;9-A;9561 GB;TER APEL;1950;WESTERWOLDE;Protestants-Christelijk;0599582040;https://cbsdeverrekijker.nl/;St. Luciastraat;9-A;9561 GB;TER APEL;06;Stadskanaal;02;Oost-Groningen;01;Oost-Groningen;01;Oost-Groningen;02;Oost-Groningen;01;Oost-Groningen
Groningen;41358;08BS;CBS Op de Zandtange;Zandtangerweg;29;9584 AL;MUSSEL;0037;STADSKANAAL;Protestants-Christelijk;0599454814;www.opdezandtange.nl;Zandtangerweg;29;9584 AL;MUSSEL;06;Stadskanaal;02;Oost-Groningen;01;Oost-Groningen;01;Oost-Groningen;02;Oost-Groningen;01;Oost-Groningen
Groningen;41358;09BE;CBS De Maarsborg;De Wedde;11-13;9502 BD;STADSKANAAL;0037;STADSKANAAL;Protestants-Christelijk;0599615830;www.maarsborg.nl;De Wedde;11-13;9502 BD;STADSKANAAL;06;Stadskanaal;02;Oost-Groningen;01;Oost-Groningen;01;Oost-Groningen;02;Oost-Groningen;01;Oost-Groningen
Groningen;41358;15BT;CBS De Hochte;Beumeesweg;102;9661 AK;ALTEVEER GN;0037;STADSKANAAL;Protestants-Christelijk;0599331348;www.dehochte.nl;Beumeesweg;102;9661 AK;ALTEVEER GN;06;Stadskanaal;02;Oost-Groningen;01;Oost-Groningen;01;Oost-Groningen;02;Oost-Groningen;01;Oost-Groningen
Groningen;41571;03FT;Openbare Basisschool De Borgh;Rijksstraatweg;1;9801 AM;ZUIDHORN;1969;WESTERKWARTIER;Openbaar;0594500486;www.borgh.quadraten.nl;Rijksstraatweg;1;9801 AM;ZUIDHORN;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;03LR;CBS Remmelt Booy;Terpstrastraat;12;9863 PV;DOEZUM;1969;WESTERKWARTIER;Protestants-Christelijk;0594613743;www.remmeltbooy.quadraten.nl;Terpstrastraat;12;9863 PV;DOEZUM;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;05OR;CBS Jan Kuipers;Noorderdwarslaan;19;9861 CB;GROOTEGAST;1969;WESTERKWARTIER;Protestants-Christelijk;0594612880;www.jankuipers.pentaprimair.nl;Postbus;34;9860 AA;GROOTEGAST;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;05QF;SWS De Groene Borg;Provincialeweg;55;9864 PB;KORNHORN;1969;WESTERKWARTIER;Protestants-Christelijk;0594659104;www.maranatha.pentaprimair.nl;Provincialeweg;55;9864 PB;KORNHORN;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;05UR;IKC De Steltloper;Oosterweg;56;9367 RM;DE WILP;1969;WESTERKWARTIER;Protestants-Christelijk;0594641858;wegwijzer.quadraten.nl;Oosterweg;56;9367 RM;DE WILP;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;06BP;Openbare Basisschool De Molenberg;Bovenweg;56-A;9861 GJ;GROOTEGAST;1969;WESTERKWARTIER;Openbaar;0594612661;www.obsdemolenberg.nl;Bovenweg;56-A;9861 GJ;GROOTEGAST;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;06PQ;SWS De Klimboom;Hoofdweg;46;9362 RA;BOERAKKER;1969;WESTERKWARTIER;Protestants-Christelijk;0594549015;www.klimboom.quadraten.nl;Hoofdweg;46;9362 RA;BOERAKKER;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;06QT;CBS De Bron;Hoornweg;44;9363 EH;MARUM;1969;WESTERKWARTIER;Protestants-Christelijk;0594641624;www.bron.pentaprimair.nl;Hoornweg;44;9363 EH;MARUM;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;06QV;CBS Rehoboth;Ykesloot;6;9821 TS;OLDEKERK;1969;WESTERKWARTIER;Protestants-Christelijk;0594500998;www.rehoboth.pentaprimair.nl;Ykesloot;6;9821 TS;OLDEKERK;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;07EM;CBS 't Fundament;Zeehaanstraat;3;9866 AT;LUTJEGAST;1969;WESTERKWARTIER;Protestants-Christelijk;0594612192;www.fundament.quadraten.nl;Zeehaanstraat;3;9866 AT;LUTJEGAST;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;07IM;SWS De Adeborg;Kleiweg;1-3;9831 PL;ADUARD;1969;WESTERKWARTIER;Protestants-Christelijk;0504031800;https://adeborg.quadraten.nl;Kleiweg;1-3;9831 PL;ADUARD;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;07YQ;CBS De Borgstee;De Singel;11;9843 ES;GRIJPSKERK;1969;WESTERKWARTIER;Protestants-Christelijk;0594213008;www.borgstee.pentaprimair.nl;De Singel;11;9843 ES;GRIJPSKERK;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;08AF;SWS de Humstee;Wengeweer;2;9883 PR;OLDEHOVE;1969;WESTERKWARTIER;Protestants-Christelijk;0594591713;humstee.quadraten.nl;Wengeweer;2;9883 PR;OLDEHOVE;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;08AI;CBS De Rietstek;Wigbold van Ewsumstraat;1;9882 PM;KOMMERZIJL;1969;WESTERKWARTIER;Protestants-Christelijk;0594213624;rietstek.pentaprimair.nl;Wigbold van Ewsumstraat;1;9882 PM;KOMMERZIJL;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;08GZ;Samenlevingsschool de Binding;Verbindingsweg;4;9865 TE;OPENDE;1969;WESTERKWARTIER;Openbaar;0594659522;https://binding.quadraten.nl;Verbindingsweg;4;9865 TE;OPENDE;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;09HB;SLS Het Nautilus;Geert Waldastraat;2;9801 AW;ZUIDHORN;1969;WESTERKWARTIER;Openbaar;0594208000;nautilus.quadraten.nl;Geert Waldastraat;2;9801 AW;ZUIDHORN;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;11FK;Samenlevingsschool De Stapsteen;Oldenoert;23-I;9351 KN;LEEK;1969;WESTERKWARTIER;Protestants-Christelijk;0594514711;www.stapsteen.quadraten.nl;Oldenoert;23-L;9351 KN;LEEK;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;11RI;CBS Van Panhuys;De Knip;1-C;9351 XZ;LEEK;1969;WESTERKWARTIER;Protestants-Christelijk;0594513955;www.vanpanhuys.quadraten.nl;De Knip;1-C;9351 XZ;LEEK;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;11XF;CBS het Anker;Rijksstraatweg;1;9801 AM;ZUIDHORN;1969;WESTERKWARTIER;Protestants-Christelijk;0594500313;www.anker.pentaprimair.nl;Rijksstraatweg;1;9801 AM;ZUIDHORN;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;12BY;CBS De Regenboog;'t Oelbred;4;9356 ED;TOLBERT;1969;WESTERKWARTIER;Protestants-Christelijk;0594515226;www.regenboogtolbert.pentaprimair.nl;'t Oelbred;4;9356 ED;TOLBERT;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;12GQ;SWS de Vlieger;Hamsterpad;1;9804 PZ;NOORDHORN;1969;WESTERKWARTIER;Protestants-Christelijk;0594500244;www.vlieger.pentaprimair.nl;Hamsterpad;1;9804 PZ;NOORDHORN;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;12MY;OBS De Hasselbraam;De Knip;1-B;9351 XZ;LEEK;1969;WESTERKWARTIER;Openbaar;0594514808;www.obsdehasselbraam-leek.nl;De Knip;1-B;9351 XZ;LEEK;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;12PJ;CBS de Windroos;Evertsenstraat;7;9801 GK;ZUIDHORN;1969;WESTERKWARTIER;Protestants-Christelijk;0594500249;www.windroos.pentaprimair.nl;Evertsenstraat;7;9801 GK;ZUIDHORN;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;12VA;obs De Nijenoert;Nijenoertweg;38-B;9351 HT;LEEK;1969;WESTERKWARTIER;Openbaar;0594514815;www.nijenoert-leek.nl;Postbus;199;9350 AD;LEEK;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
Groningen;41571;13QL;Basisschool De Beelen;Beelen;3;9356 CZ;TOLBERT;1969;WESTERKWARTIER;Openbaar;0594513923;www.beelen-tolbert.nl;Postbus;100;9356 ZJ;TOLBERT;01;Groningen;03;Centraal-Groningen;03;Centraal en westelijk Groningen;03;Overig Groningen;01;Groningen en omstreken;03;Centraal en Westelijk Groningen
