PROVINCIE;BEVOEGD GEZAG NUMMER;INSTELLINGSCODE;INSTELLINGSNAAM;STRAATNAAM;HUISNUMMER-TOEVOEGING;POSTCODE;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;DENOMINATIE;TELEFOONNUMMER;INTERNETADRES;STRAATNAAM CORRESPONDENTIEADRES;HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES;POSTCODE CORRESPONDENTIEADRES;PLAATSNAAM CORRESPONDENTIEADRES;NODAAL GEBIED CODE;NODAAL GEBIED NAAM;RPA-GEBIED CODE;RPA-GEBIED NAAM;WGR-GEBIED CODE;WGR-GEBIED NAAM;COROPGEBIED CODE;COROPGEBIED NAAM;ONDERWIJSGEBIED CODE;ONDERWIJSGEBIED NAAM;RMC-REGIO CODE;RMC-REGIO NAAM
Overijssel;41862;15IK;Openbare Basisschool Kolmenscate;Venninkweg;1;7421 GP;DEVENTER;0150;DEVENTER;Openbaar;0570651467;www.kolmenscate.nl;Venninkweg;1;7421 GP;DEVENTER;20;Deventer;09;Stedendriehoek;11;Stedendriehoek;11;Zuidwest-Overijssel;07;Apeldoorn en midden-IJsselgebied;11;Stedendriehoek
Overijssel;41862;15LC;OBS De Zandstroom;Oudaenstraat;3;7412 ND;DEVENTER;0150;DEVENTER;Openbaar;0570614871;https://dezandstroom.nl/;Oudaenstraat;3;7412 ND;DEVENTER;20;Deventer;09;Stedendriehoek;11;Stedendriehoek;11;Zuidwest-Overijssel;07;Apeldoorn en midden-IJsselgebied;11;Stedendriehoek
Overijssel;41862;15SM;De Kleine Planeet;Rielerweg;174;7416 ZM;DEVENTER;0150;DEVENTER;Openbaar;0570623073;www.dekleineplaneet.nl;Rielerweg;174;7416 ZM;DEVENTER;20;Deventer;09;Stedendriehoek;11;Stedendriehoek;11;Zuidwest-Overijssel;07;Apeldoorn en midden-IJsselgebied;11;Stedendriehoek
Overijssel;41862;15ZB;Openbare Basisschool De Hovenschool;Langestraat;1;7419 AP;DEVENTER;0150;DEVENTER;Openbaar;0570615069;www.hovenschool.nl;Langestraat;1;7419 AP;DEVENTER;20;Deventer;09;Stedendriehoek;11;Stedendriehoek;11;Zuidwest-Overijssel;07;Apeldoorn en midden-IJsselgebied;11;Stedendriehoek
Overijssel;41862;16DV;Openbare Basisschool Borgloschool;Groenewold;182;7414 CK;DEVENTER;0150;DEVENTER;Openbaar;0570670335; ;Groenewold;182;7414 CK;DEVENTER;20;Deventer;09;Stedendriehoek;11;Stedendriehoek;11;Zuidwest-Overijssel;07;Apeldoorn en midden-IJsselgebied;11;Stedendriehoek
Overijssel;41862;21NE;Montessorischool Oudaen;Pieter de Hooghstraat;2;7412 RX;DEVENTER;0150;DEVENTER;Algemeen bijzonder;0570611323;www.montessorischooloudaen.nl;Pieter de Hooghstraat;2;7412 RX;DEVENTER;20;Deventer;09;Stedendriehoek;11;Stedendriehoek;11;Zuidwest-Overijssel;07;Apeldoorn en midden-IJsselgebied;11;Stedendriehoek
Overijssel;41862;27LZ;Openbare Basisschool De Wizard;Andriessenplein;13;7425 GX;DEVENTER;0150;DEVENTER;Openbaar;0570511713;www.dewizard.nl;Andriessenplein;13;7425 GX;DEVENTER;20;Deventer;09;Stedendriehoek;11;Stedendriehoek;11;Zuidwest-Overijssel;07;Apeldoorn en midden-IJsselgebied;11;Stedendriehoek
Overijssel;41862;30AK;Openbare Basisschool De Flint;Wezenland;582;7415 JM;DEVENTER;0150;DEVENTER;Openbaar;0570638570;www.basisschool-deflint.nl;Wezenland;582;7415 JM;DEVENTER;20;Deventer;09;Stedendriehoek;11;Stedendriehoek;11;Zuidwest-Overijssel;07;Apeldoorn en midden-IJsselgebied;11;Stedendriehoek
Overijssel;41862;30UZ;Montessori Kindcentrum de Ontdekking;Andriessenplein;4;7425 GX;DEVENTER;0150;DEVENTER;Algemeen bijzonder;0570658154;www.ontdekking-deventer.nl;Andriessenplein;4;7425 GX;DEVENTER;20;Deventer;09;Stedendriehoek;11;Stedendriehoek;11;Zuidwest-Overijssel;07;Apeldoorn en midden-IJsselgebied;11;Stedendriehoek
Overijssel;41871;04IB;Openbare Basisschool Wonderwijs;Laanzicht;95;8271 JZ;IJSSELMUIDEN;0166;KAMPEN;Openbaar;0383317813;www.obswonderwijs.nl;Laanzicht;95;8271 JZ;IJSSELMUIDEN;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;41871;12HZ;Openbare Daltonschool Engelenberg;Engelenbergstraat;1;8266 AC;KAMPEN;0166;KAMPEN;Openbaar;0383316108;www.engelenbergschool.nl;Engelenbergstraat;1;8266 AC;KAMPEN;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;41871;12QQ;o.b.s. De Schatkaart;Zilverschoon;81;8265 HE;KAMPEN;0166;KAMPEN;Openbaar;0383316208;obsdeschatkaart.nl;Zilverschoon;81;8265 HE;KAMPEN;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;41871;12XW;Het Meerrijk;Gevers van Endegeeststr;2;8265 ZD;KAMPEN;0166;KAMPEN;Openbaar;0383332085;www.hetmeerrijk.nl;Gevers van Endegeeststr;2;8265 ZD;KAMPEN;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;41871;13DR;Openbare Jenaplanschool Het Scala;Ommelandsingel;65;8262 TZ;KAMPEN;0166;KAMPEN;Openbaar;0383316308;www.hetscalakampen.nl;Ommelandsingel;65;8262 TZ;KAMPEN;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42122;19RJ;Banisschool;Erve den Boom;5;7463 CJ;RIJSSEN;1742;RIJSSEN-HOLTEN;Reformatorisch;0548514168; ;Postbus;118;7460 AC;RIJSSEN;21;Almelo;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
Overijssel;42122;19TB;Brekeldschool;Prins Bernhardstraat;37;7462 GS;RIJSSEN;1742;RIJSSEN-HOLTEN;Reformatorisch;0548513343;www.brekeldschool-debrug.nl;Prins Bernhardstraat;37;7462 GS;RIJSSEN;21;Almelo;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
Overijssel;42122;19UE;In Den Climtuin;Casparus B J Landweerln;3;7461 XN;RIJSSEN;1742;RIJSSEN-HOLTEN;Reformatorisch;0548513821; ;Casparus B J Landweerln;3;7461 XN;RIJSSEN;21;Almelo;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
Overijssel;42122;19VI;Haarschool;Haarzijde;3;7462 BZ;RIJSSEN;1742;RIJSSEN-HOLTEN;Reformatorisch;0548512821; ;Haarzijde;3;7462 BZ;RIJSSEN;21;Almelo;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
Overijssel;42122;19VR;De Ronde Maat;Braakmansdijk;11;7462 LX;RIJSSEN;1742;RIJSSEN-HOLTEN;Reformatorisch;0548518507;www.rondemaat.nl;Braakmansdijk;11;7462 LX;RIJSSEN;21;Almelo;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
Overijssel;42594;14KG;Kindcentrum Rivierenwijk;Zaanstraat;1;7417 WN;DEVENTER;0150;DEVENTER;Samenwerking Opb., PC;0570623575;www.kindcentrumrivierenwijk.nl;Zaanstraat;1;7417 WN;DEVENTER;20;Deventer;09;Stedendriehoek;11;Stedendriehoek;11;Zuidwest-Overijssel;07;Apeldoorn en midden-IJsselgebied;11;Stedendriehoek
Overijssel;42623;08HA;obs De Tweemaster;Kon.Julianalaan;36;7711 KK;NIEUWLEUSEN;0148;DALFSEN;Openbaar;0529483637;www.2master.nl;Kon.Julianalaan;36;7711 KK;NIEUWLEUSEN;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42623;09EG;obs Nieuwebrug;Barkeweg;3;7731 PS;OMMEN;0175;OMMEN;Openbaar;0529456708;www.obsnieuwebrug.nl;Barkeweg;3;7731 PS;OMMEN;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42623;10AD;KC Heidepark;Ds A J W Vogelaarstraat;22;8151 AN;LEMELERVELD;0148;DALFSEN;Openbaar;0572371850;https://kcheidepark.nl/;Ds A J W Vogelaarstraat;22;8151 AN;LEMELERVELD;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42623;12CX;obs De Dennenkamp;Patrijsstraat;4-A;7731 ZL;OMMEN;0175;OMMEN;Openbaar;0529452433;www.dennenkamp.nl;Patrijsstraat;4-A;7731 ZL;OMMEN;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42623;12LZ;obs Het Palet Ommen;Haarsweg;91;7731 HJ;OMMEN;0175;OMMEN;Openbaar;0529451938;www.hetpaletommen.nl;Haarsweg;91;7731 HJ;OMMEN;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42623;14XR;obs De Toonladder;Bachlaan;158;8031 HL;ZWOLLE;0193;ZWOLLE;Openbaar;0384225815;www.obsdetoonladder.nl;Bachlaan;158;8031 HL;ZWOLLE;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42623;15HQ;obs De Campherbeek;Grotiuslaan;33;8024 XM;ZWOLLE;0193;ZWOLLE;Openbaar;0384531229;www.campherbeek.nl;Grotiuslaan;33;8024 XM;ZWOLLE;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42623;15UF;obs De Springplank;Beukenstraat;83;8021 XA;ZWOLLE;0193;ZWOLLE;Openbaar;0384536043;www.hetwonderwoud.nl;Beukenstraat;83;8021 XA;ZWOLLE;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42623;15YR;obs De Marshof;Tichelmeesterlaan;45;8014 LA;ZWOLLE;0193;ZWOLLE;Openbaar;0384601471;www.marshof.nl;Tichelmeesterlaan;45;8014 LA;ZWOLLE;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42623;16AP;obs De Oosterenk;Herfterweg;1;8023 DJ;ZWOLLE;0193;ZWOLLE;Openbaar;0384535682;www.oosterenk.nl;Herfterweg;1;8023 DJ;ZWOLLE;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42623;16CF;Openbare Parkschool;Westerlaan;22;8011 CC;ZWOLLE;0193;ZWOLLE;Openbaar;0384211883;www.parkschoolzwolle.nl;Westerlaan;22;8011 CC;ZWOLLE;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42623;16KE;obs De Werkschuit;Rijnlaan;200;8032 TK;ZWOLLE;0193;ZWOLLE;Openbaar;0384533873;www.de-werkschuit.nl;Rijnlaan;200;8032 TK;ZWOLLE;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42623;16LE;obs De Wieden;Beulakerwiede;4;8033 CS;ZWOLLE;0193;ZWOLLE;Openbaar;0384542762;www.obsdewieden.nl;Beulakerwiede;4;8033 CS;ZWOLLE;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42623;16MI;obs De Markesteen;Gedeputeerdenlaan;45;8016 AX;ZWOLLE;0193;ZWOLLE;Openbaar;0384604411;www.markesteen.nl;Gedeputeerdenlaan;49;8016 AX;ZWOLLE;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42623;18JL;Het Avontuur Openbaar Onderwijs;Ruigedoornstraat;23;7721 BW;DALFSEN;0148;DALFSEN;Openbaar;0529432115;www.hetavontuurdalfsen.nl;Ruigedoornstraat;23;7721 BW;DALFSEN;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42623;22JG;obs De Octopus;Marterveld;1;8017 MD;ZWOLLE;0193;ZWOLLE;Openbaar;0384604467;www.obsdeoctopus.nl;Provincieroute;143;8016 GB;ZWOLLE;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42623;23TA;Openbare Montessori Basisschool;Energieweg;9;8017 BE;ZWOLLE;0193;ZWOLLE;Openbaar;0384654220;www.montessori-zwolle.nl;Energieweg;9;8017 BE;ZWOLLE;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42623;24JC;obs De IJsselhof;Staatssecretarislaan;10;8015 BX;ZWOLLE;0193;ZWOLLE;Openbaar;0384600973;www.obs-ijsselhof.nl;Staatssecretarislaan;10;8015 BX;ZWOLLE;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42623;26AA;kindercampus TrioMundo;Muurmeesterstraat;27;8043 EA;ZWOLLE;0193;ZWOLLE;Openbaar;0615544295;www.triomundo.nl;Muurmeesterstraat;27;8043 EA;ZWOLLE;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42623;28BP;obs De Schatkamer;Wildwalstraat;38;8043 VL;ZWOLLE;0193;ZWOLLE;Openbaar;0384204193;https://obsdeschatkamer.nl/;Wildwalstraat;38;8043 VL;ZWOLLE;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42623;30UN;Obs Het Festival;Sportlaan;6;8044 PG;ZWOLLE;0193;ZWOLLE;Openbaar;0384203287;www.hetfestivalzwolle.nl;Sportlaan;6;8044 PG;ZWOLLE;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42744;04ED;Protestants Christelijke Basisschool De Regenboog;Dorpsstraat;6;8152 BL;LEMELERVELD;0148;DALFSEN;Protestants-Christelijk;0572373541;www.regenboog-lemelerveld.nl;Dorpsstraat;6;8152 BL;LEMELERVELD;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42744;05NA;Protestants Christelijke Basisschool Sjaloom;Hoevenweg;1;7722 PM;DALFSEN;0148;DALFSEN;Protestants-Christelijk;0529431381;www.sjaloomdalfsen.nl;Hoevenweg;1;7722 PM;DALFSEN;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42744;05QN;Ichthusschool voor Protestants Christelijk Basisonderwijs;Korteveldsweg;4;8148 RE;LEMELE;0175;OMMEN;Protestants-Christelijk;0572331472;www.ichthuslemele.nl;Korteveldsweg;4;8148 RE;LEMELE;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42744;09BS;De Spiegel;Brethouwerstraat;4;7721 XN;DALFSEN;0148;DALFSEN;Protestants-Christelijk;0529432341;www.cbsdespiegel-dalfsen.nl;Brethouwerstraat;4;7721 XN;DALFSEN;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42744;09YI;Christelijke Dominee Cazemierschool;G.W.Spiegelstraat;4;7722 ST;DALFSEN;0148;DALFSEN;Protestants-Christelijk;0529471574;www.cazemierschool.nl;G.W.Spiegelstraat;4;7722 ST;DALFSEN;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42744;12FZ;Het Koloriet;Patrijsstraat;4;7731 ZL;OMMEN;0175;OMMEN;Protestants-Christelijk;0529452966;www.hetkoloriet.nl;Patrijsstraat;4;7731 ZL;OMMEN;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42744;12OZ;De Kardoen;Korenbloemstraat;2;7731 VW;OMMEN;0175;OMMEN;Protestants-Christelijk;0529451605;www.de-kardoen.nl;Korenbloemstraat;2;7731 VW;OMMEN;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42744;12WO;Protestants Christelijke Basisschool De Triangel;Balkerweg;59;7738 PA;WITHAREN;0175;OMMEN;Protestants-Christelijk;0523676546;www.triangel-witharen.nl;Balkerweg;59;7738 PA;WITHAREN;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42759;07ZJ;Christelijke Basisschool op Gereformeerde Grondslag;Zuideinde West;7;8278 AP;KAMPERVEEN;0166;KAMPEN;Protestants-Christelijk;0525621241; ;Zuideinde West;7;8278 AP;KAMPERVEEN;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42788;04LJ;KC De Lisdodde;Siebenweg;14;7946 AD;WANNEPERVEEN;1708;STEENWIJKERLAND;Protestants-Christelijk;0522281204;https://www.kcdelisdodde.nl;Siebenweg;14;7946 AD;WANNEPERVEEN;16;Steenwijk;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;42802;31RC;Expeditiewijz;F. Hazemeijerstraat;300;7555 RJ;HENGELO OV;0164;HENGELO;Algemeen bijzonder;0621932069;www.expeditiewijz.nl;Kokerjuffer;42;7559 DM;HENGELO OV;22;Enschede;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
Overijssel;42847;32AW;Buitenwijs;Palestrinalaan;915;8031 VA;ZWOLLE;0193;ZWOLLE;Algemeen bijzonder;0628154261; ;Palestrinalaan;915;8031 VA;ZWOLLE;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;43824;04UB;Basisschool Groen van Prinsterer;Akelei;5;8265 KA;KAMPEN;0166;KAMPEN;Reformatorisch;0383317424;www.gvpschoolkampen.nl;Akelei;5;8265 KA;KAMPEN;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;44071;04UI;School met de Bijbel;Grafhorsterweg;34-D;8277 AA;GRAFHORST;0166;KAMPEN;Reformatorisch;0383332635;www.smdbhetvisnet.nl;Grafhorsterweg;34-D;8277 AA;GRAFHORST;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;44318;04UL;Rehoboth-School;Drostenstraat;1-A;8271 TC;IJSSELMUIDEN;0166;KAMPEN;Protestants-Christelijk;0383316435;www.rehoboth-ijsselmuiden.nl;Drostenstraat;1-A;8271 TC;IJSSELMUIDEN;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;44318;07NQ;Ichthusschool;Groenendael;226;8271 EM;IJSSELMUIDEN;0166;KAMPEN;Protestants-Christelijk;0383321111; ;Groenendael;226;8271 EM;IJSSELMUIDEN;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;44318;08WV;Hervormde School Eben Haezer;Dorpsweg;20;8271 BM;IJSSELMUIDEN;0166;KAMPEN;Protestants-Christelijk;0383315304;www.ebenhaezer-ijsselmuiden.nl;Dorpsweg;20;8271 BM;IJSSELMUIDEN;18;Zwolle;06;IJssel en Vecht;10;IJssel-Vecht;10;Noord-Overijssel;05;Zwolle-Meppel en omstreken;10;IJssel-Vecht
Overijssel;50299;06NR;Johannes Bogermanschool;Bouwmeesterstraat;43-A;7671 CA;VRIEZENVEEN;1700;TWENTERAND;Reformatorisch;0546562146; ;Postbus;40;7670 AA;VRIEZENVEEN;21;Almelo;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
Overijssel;50949;00GV;Mariaschool Vasse;Hooidijk;19;7661 RA;VASSE;0183;TUBBERGEN;Rooms-Katholiek;0541680236;www.mariavs.nl;Hooidijk;19;7661 RA;VASSE;21;Almelo;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
Overijssel;50949;00IF;Rooms Katholiek Basisschool Heilig Hart;Oldenzaalseweg;90;7666 LH;FLERINGEN;0183;TUBBERGEN;Rooms-Katholiek;0546621979;www.heilighartschool.nl;Oldenzaalseweg;90;7666 LH;FLERINGEN;21;Almelo;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
Overijssel;50949;03XZ;Basisschool De Wiekslag;Bruno van Ommenstraat;34;7651 BS;TUBBERGEN;0183;TUBBERGEN;Rooms-Katholiek;0546621602;www.dewiekslag.nl;Bruno van Ommenstraat;34;7651 BS;TUBBERGEN;21;Almelo;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
Overijssel;50949;05DN;Mariaschool Langeveen;Kerklaan;2;7679 VG;LANGEVEEN;0183;TUBBERGEN;Rooms-Katholiek;0546681358;www.marialv.nl;Kerklaan;2;7679 VG;LANGEVEEN;21;Almelo;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
Overijssel;50949;06AG;Mariaschool Reutum;Brinkstraat;18;7667 PS;REUTUM;0183;TUBBERGEN;Rooms-Katholiek;0541670429;www.martum.nl;Brinkstraat;18;7667 PS;REUTUM;21;Almelo;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
Overijssel;50949;06NC;Sint Aloysius-School;Vriezenveenseweg;12;7678 VC;GEESTEREN OV;0183;TUBBERGEN;Rooms-Katholiek;0546631718;www.aloysgs.nl;Vriezenveenseweg;12;7678 VC;GEESTEREN OV;21;Almelo;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
Overijssel;50949;06SB;Rooms Katholieke Basisschool Kadoes;De Weer;11;7665 DG;ALBERGEN;0183;TUBBERGEN;Rooms-Katholiek;0546441388;www.kadoes.nl;De Weer;11;7665 DG;ALBERGEN;21;Almelo;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
Overijssel;50949;06YU;Basisschool De Zeven Mijlen;Manderveenseweg;70;7664 VV;MANDERVEEN;0183;TUBBERGEN;Algemeen bijzonder;0541680445;www.7mijlen.nl;Manderveenseweg;70;7664 VV;MANDERVEEN;21;Almelo;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
Overijssel;50949;08RN;Basisschool St Alphonsus;Almeloseweg;209;7614 LA;MARIAPAROCHIE;0183;TUBBERGEN;Rooms-Katholiek;0546473807;www.alphonsus.nl;Almeloseweg;209;7614 LA;MARIAPAROCHIE;21;Almelo;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
Overijssel;53730;04YY;Nicolaas Basisschool;Pastoorsdijk;9;7433 DK;SCHALKHAAR;0150;DEVENTER;Rooms-Katholiek;0570621922;www.nicolaasschool.net;Pastoorsdijk;9;7433 DK;SCHALKHAAR;20;Deventer;09;Stedendriehoek;11;Stedendriehoek;11;Zuidwest-Overijssel;07;Apeldoorn en midden-IJsselgebied;11;Stedendriehoek
Overijssel;58761;06LX;Bassischool Liduina;Scholten Reimerstraat;8;7524 CS;ENSCHEDE;0153;ENSCHEDE;Rooms-Katholiek;0534352447;www.liduina-lonneker.nl;Scholten Reimerstraat;8;7524 CS;ENSCHEDE;22;Enschede;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
Overijssel;58761;06QE;Kindcentrum Meester Snel;Kloosterstraat;13;7581 GE;LOSSER;0168;LOSSER;Protestants-Christelijk;0535383994;www.meestersnelschool.nl;Kloosterstraat;13;7581 GE;LOSSER;22;Enschede;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
Overijssel;58761;07YR;Op den Akker;De Akker;2;7481 GB;HAAKSBERGEN;0158;HAAKSBERGEN;Protestants-Christelijk;0535722482;www.opdenakker.nl;Postbus;125;7480 AC;HAAKSBERGEN;22;Enschede;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
Overijssel;58761;08UT;Protestants Christelijke Basisschool Mecklenburg;De Posten;145;7544 LR;ENSCHEDE;0153;ENSCHEDE;Protestants-Christelijk;0534763709;www.mecklenburgvco.nl;De Posten;145;7544 LR;ENSCHEDE;22;Enschede;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
Overijssel;58761;10MI;Christelijke School voor Basisonderwijs Drakensteyn;Vastertlanden;169;7542 LR;ENSCHEDE;0153;ENSCHEDE;Protestants-Christelijk;0534764661;www.drakensteynvco.nl;Vastertlanden;169;7542 LR;ENSCHEDE;22;Enschede;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
Overijssel;58761;11BT;Pr Maurits;Geessinkbrink;1;7544 CW;ENSCHEDE;0153;ENSCHEDE;Protestants-Christelijk;0534763165;www.mauritsvco.nl;Geessinkbrink;1;7544 CW;ENSCHEDE;22;Enschede;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
Overijssel;58761;13JX;Christelijke Basisschool Anna van Buren;Bosuilstraat;7;7523 BJ;ENSCHEDE;0153;ENSCHEDE;Protestants-Christelijk;0534355334;www.annavanburenvco.nl;Bosuilstraat;7;7523 BJ;ENSCHEDE;22;Enschede;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
Overijssel;58761;13TB;CBS De Koning;Tomatenstraat;27;7545 WP;ENSCHEDE;0153;ENSCHEDE;Protestants-Christelijk;0534349955;www.dekoningvco.nl;Tomatenstraat;27;7545 WP;ENSCHEDE;22;Enschede;07;Twente;12;Twente;12;Twente;06;Twente;12;Twente
