PROVINCIE,INSTELLINGSNAAM,STRAATNAAM,HUISNUMMER-TOEVOEGING,POSTCODE,PLAATSNAAM,GEMEENTENUMMER,GEMEENTENAAM,TELEFOONNUMMER,school_type
Zuid-Holland,"Scholengroep Driestar-Wartburg - Driestar Gouda Bèta, vwo, havo, vmbo, pro",Ronsseplein,1,2803 ZV,GOUDA,0513,GOUDA,0182691691,secondary
Zuid-Holland,Laurentius Praktijkschool,Kappeyne vd Coppellostr,28,2613 XP,DELFT,0503,DELFT,0152146523,secondary
Zuid-Holland,Unie Noord,Pieter de Hoochstraat,29,3024 CP,ROTTERDAM,0599,ROTTERDAM,0102443300,secondary
Zuid-Holland,Het Lyceum Rotterdam voor Vwo en Havo,Beukelsdijk,91,3021 AE,ROTTERDAM,0599,ROTTERDAM,0104770033,secondary
Zuid-Holland,Roncalli MAVO,Tattistraat,3,3066 CE,ROTTERDAM,0599,ROTTERDAM,0104205693,secondary
Zuid-Holland,Het Zuiderpark College voor Mavo Vbo en Lwoo,Montessoriweg,26,3083 AN,ROTTERDAM,0599,ROTTERDAM,0104848400,secondary
Zuid-Holland,Nova College,Veenoord,15,3079 NH,ROTTERDAM,0599,ROTTERDAM,0104832344,secondary
Zuid-Holland,Het Praktijkcollege Charlois,Talingstraat,170,3082 MH,ROTTERDAM,0599,ROTTERDAM,0104294946,secondary
Zuid-Holland,Het Praktijkcollege Zuidwijk,Schere,47,3085 DT,ROTTERDAM,0599,ROTTERDAM,0102974580,secondary
Zuid-Holland,Het Praktijkcollege Centrum,Schietbaanstraat,26,3014 ZX,ROTTERDAM,0599,ROTTERDAM,0104362821,secondary
Zuid-Holland,"de Passie Evangelische School voor Vmbo-tl, Havo, Atheneum, Gymnasium",Ulaanbaatarplein,6,3072 JP,ROTTERDAM,0599,ROTTERDAM,0883372730,secondary
Zuid-Holland,Het Waterland,Boerhaavelaan,345,2334 EM,LEIDEN,0546,LEIDEN,0715163636,secondary
Zuid-Holland,SGM Dalton College Voorburg voor Lyceum HAVO MAVO VBO LWOO,Loolaan,125,2271 TM,VOORBURG,1916,LEIDSCHENDAM-VOORBURG,0703007700,secondary
Zuid-Holland,Veurs Lyceum voor Atheneum Havo Mavo Vbo Lwoo,Burg Kolfschotenlaan,5,2262 EZ,LEIDSCHENDAM,1916,LEIDSCHENDAM-VOORBURG,0704199100,secondary
Zuid-Holland,Sint Maartenscollege Scholengemeenschap voor Vwo Havo en Mavo Voorburg,Aart van der Leeuwkade,14,2274 KX,VOORBURG,1916,LEIDSCHENDAM-VOORBURG,0703867272,secondary
Zuid-Holland,Gymnasium Novum,Aart van der Leeuwkade,1,2274 KX,VOORBURG,1916,LEIDSCHENDAM-VOORBURG,0703004110,secondary
Zuid-Holland,SGM Grotius College Delft voor Lyceum Havo Mavo Vbo Lwoo,Juniusstraat,8,2625 XZ,DELFT,0503,DELFT,0158000002,secondary
Zuid-Holland,"'s Gravendreef College voor vbo, mavo en havo",Klaas Voskuildreef,135,2492 JJ,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703017755,secondary
Zuid-Holland,Scholengemeenschap Haags Montessori Lyceum voor Lyceum Havo Mavo Vbo,Nassau Bredastraat,5,2596 AK,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703245418,secondary
Zuid-Holland,Maris College voor Mavo Vmbo Lwoo,Mgr. Nolenslaan,16,2555 XZ,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703231334,secondary
Zuid-Holland,"Atlas Onderwijsgroep voor gymnasium, atheneum, havo, vmbo",Karmozijnstraat,2,2284 GA,RIJSWIJK ZH,0603,RIJSWIJK,0703364944,secondary
Zuid-Holland,School voor Speciaal Voortgezet Onderwijs De Einder,Spionkopstraat,9,2572 NK,'S-GRAVENHAGE,0518,S GRAVENHAGE,0704451616,secondary
Zuid-Holland,Gymnasium Haganum,Laan van Meerdervoort,57,2517 AG,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703469243,secondary
Zuid-Holland,Scholengemeenschap het Segbroekcollege Vwo Havo Mavo,Klaverstraat,7,2565 BT,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703634940,secondary
Zuid-Holland,Maerlant Lyceum met Afdeling Havo,Johannes Bildersstraat,11,2596 ED,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703244529,secondary
Zuid-Holland,Dalton Den Haag gymnasium atheneum havo,Aronskelkweg,1,2555 GA,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703689890,secondary
Zuid-Holland,Johan de Witt Scholengroep voor Vwo Havo Mavo Vmbo Pro Lwoo nieuwkomers,Zusterstraat,120,2512 TP,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703120750,secondary
Zuid-Holland,Gemeentelijk Gymnasium Camphusianum,Vroedschapstraat,11,4204 AJ,GORINCHEM,0512,GORINCHEM,0183622388,secondary
Zuid-Holland,Merewade College Openbare Scholengemeenschap voor Ath Havo Mavo Vbo Lwoo,Wijdschildlaan,4,4207 EA,GORINCHEM,0512,GORINCHEM,0183656868,secondary
Zuid-Holland,Northgo College Openbare Scholengemeenschap voor Vmbo Havo Vwo,Duinwetering,107,2203 HM,NOORDWIJK ZH,0575,NOORDWIJK,0713681840,secondary
Zuid-Holland,De Noordhoek,Hoefslag,8,4205 NK,GORINCHEM,0512,GORINCHEM,0183625350,secondary
Zuid-Holland,Stedelijk Dalton Lyceum voor Lyceum Havo Mavo Vbo Lwoo,Overkampweg,125,3318 AN,DORDRECHT,0505,DORDRECHT,0786526565,secondary
Zuid-Holland,Griendencollege voor VMBO,Prof Kamerlingh Onnesln,109,3362 VE,SLIEDRECHT,0610,SLIEDRECHT,0184750200,secondary
Zuid-Holland,Algemeen Bijzondere School voor Praktijkonderwijs De Sprong,Elzenhof,124,3363 HE,SLIEDRECHT,0610,SLIEDRECHT,0184430150,secondary
Zuid-Holland,Regionale Scholengemeenschap Hoeksche Waard VWO Havo Mavo Vbo LWOO,Hoefsmid,1,3263 CC,OUD-BEIJERLAND,1963,HOEKSCHE WAARD,0186617522,secondary
Zuid-Holland,Joh De Wittgymnasium,Oranjepark,11,3311 LP,DORDRECHT,0505,DORDRECHT,0786482626,secondary
Zuid-Holland,"De Goudse Scholengemeenschap voor VMBO-TL, HAVO en VWO Leo Vroman",Willem de Zwijgersingel,5,2805 BP,GOUDA,0513,GOUDA,0182599994,secondary
Zuid-Holland,Coornhert Gymnasium,Jan van Renesseplein,1,2805 GT,GOUDA,0513,GOUDA,0182599517,secondary
Zuid-Holland,Het Segment Regionale School voor Praktijkonderwijs,Van Bergen Ijzendoornprk,43,2801 AB,GOUDA,0513,GOUDA,0182513620,secondary
Zuid-Holland,Coenecoop College voor Atheneum Havo Mavo Voorbereidend Beroeps Onderwijs,Oude Dreef,2,2741 ST,WADDINXVEEN,0627,WADDINXVEEN,0182616055,secondary
Zuid-Holland,Scala College voor Atheneum Havo Vmbo-Loot,Kees Mustersstraat,6,2406 LK,ALPHEN AAN DEN RIJN,0484,ALPHEN AAN DEN RIJN,0172423737,secondary
Zuid-Holland,"EYE college voor vwo, havo, mavo vbo en pro",Pelikaanweg,1,2903 ER,CAPELLE AAN DEN IJSSEL,0502,CAPELLE AAN DEN IJSSEL,0851050200,secondary
Zuid-Holland,Lyceum Schravenlant voor Atheneum en Havo,Hugo de Grootstraat,4,3119 HA,SCHIEDAM,0606,SCHIEDAM,0104093300,secondary
Zuid-Holland,ProNovaCollege voor Praktijkonderwijs,Burg Honnerlage Greteln,494,3118 BB,SCHIEDAM,0606,SCHIEDAM,0104715052,secondary
Zuid-Holland,Mavo Schravenlant XL voor mavo en vmbo,Van Hogendorpstraat,105,3118 LG,SCHIEDAM,0606,SCHIEDAM,0104710077,secondary
Zuid-Holland,Het College Vos,Koninginnelaan,771,3136 EZ,VLAARDINGEN,0622,VLAARDINGEN,0108503500,secondary
Zuid-Holland,Stedelijk Gymnasium Schiedam,Valeriusstraat,29-31,3122 AM,SCHIEDAM,0606,SCHIEDAM,0102470468,secondary
Zuid-Holland,Scholengemeenschap Maerlant College voor Lyceum Havo Mavo Vbo Lwoo,Hossenbosdijk,14-16,3232 PX,BRIELLE,1992,VOORNE AAN ZEE,0181412210,secondary
Zuid-Holland,SG Helinium voor Atheneum Havo Mavo Vbo Lwoo,Fazantenlaan,1,3222 AM,HELLEVOETSLUIS,1992,VOORNE AAN ZEE,0181316488,secondary
Zuid-Holland,Praktijk College Spijkenisse,E. van Dintelstraat,11,3201 KX,SPIJKENISSE,1930,NISSEWAARD,0181613187,secondary
Zuid-Holland,Openbare Scholengemeenschap De Ring van Putten voor Ath Havo Mavo,Groenewoudlaan,25,3201 LP,SPIJKENISSE,1930,NISSEWAARD,0181457144,secondary
Zuid-Holland,MY college voor VMBO,Zinkseweg,2,3201 KZ,SPIJKENISSE,1930,NISSEWAARD,0181622033,secondary
Zuid-Holland,"SNZ voor gymnasium, atheneum, havo, mavo vmbo, pro en lwoo",Slaghekstraat,221,3074 LJ,ROTTERDAM,0599,ROTTERDAM,0104850666,secondary
Zuid-Holland,Openbare Scholengemeenschap Libanon Lyceum voor VWO HAVO MAVO,Ramlehweg,6,3061 JX,ROTTERDAM,0599,ROTTERDAM,0104522500,secondary
Zuid-Holland,Thorbecke Talentschool Rotterdam mavo havo vwo,Prinsenlaan,82,3066 KA,ROTTERDAM,0599,ROTTERDAM,0102890450,secondary
Zuid-Holland,Wolfert van Borselen scholengroep,Bentincklaan,280,3039 KK,ROTTERDAM,0599,ROTTERDAM,0108907700,secondary
Zuid-Holland,Erasmianum Gemeente Gymnasium,Wytemaweg,25,3015 CN,ROTTERDAM,0599,ROTTERDAM,0104360045,secondary
Zuid-Holland,Einstein Lyceum Openbare Scholengemeenschap voor MAVO HAVO Atheneum en Gymnasium,Campusplein,18,3192 CD,HOOGVLIET ROTTERDAM,0599,ROTTERDAM,0104835311,secondary
Zuid-Holland,Regionale Scholengemeenschap Goeree-Overflakkee voor Vmbo,Langeweg,111,3245 KG,SOMMELSDIJK,1924,GOEREE-OVERFLAKKEE,0187485444,secondary
Zuid-Holland,Regionale Scholengemeenschap Goeree-Overflakkee voor Vwo Havo Mavo,Koningin Julianaweg,54,3241 XC,MIDDELHARNIS,1924,GOEREE-OVERFLAKKEE,0187482777,secondary
Zuid-Holland,Stedelijk Gymnasium,Fruinlaan,15,2313 EP,LEIDEN,0546,LEIDEN,0715121365,secondary
Zuid-Holland,Stedelijk Gymnasium Socrates,Nieuwe Marnixstraat,90,2316 ES,LEIDEN,0546,LEIDEN,0715121365,secondary
Zuid-Holland,Leonardo College voor Atheneum Havo Mavo,Telderskade,48,2321 TE,LEIDEN,0546,LEIDEN,0715768202,secondary
Zuid-Holland,Da Vinci College Openbare Scholengemeenschap voor ATH HAVO MAVO VBO LWOO,Kagerstraat,7,2334 CP,LEIDEN,0546,LEIDEN,0715795979,secondary
Zuid-Holland,Emmauscollege Rooms Katholieke Scholengemeenschap voor Vwo en Havo,Alexandriestraat,40,3067 MR,ROTTERDAM,0599,ROTTERDAM,0104212144,secondary
Zuid-Holland,Krimpenerwaard College voor Lyceum Havo Mavo,Groene Wetering,1,2922 CX,KRIMPEN AAN DEN IJSSEL,0542,KRIMPEN AAN DEN IJSSEL,0180450110,secondary
Zuid-Holland,Gomarusschool s.g.voor VMBO Havo Atheneum,Hoefslag,11,4205 NK,GORINCHEM,0512,GORINCHEM,0183610361,secondary
Zuid-Holland,Christelijke Scholengemeenschap voor Atheneum Havo Mavo Willem De Zwijger,Kamerlingh Onnesdreef,4,2871 JN,SCHOONHOVEN,1931,KRIMPENERWAARD,0182390539,secondary
Zuid-Holland,Christelijke Scholengemeenschap voor Vwo Havo Mavo Vmbo Pro Lwoo Prins Maurits,Koningin Julianaweg,57,3241 XB,MIDDELHARNIS,1924,GOEREE-OVERFLAKKEE,0187482745,secondary
Zuid-Holland,"Avicenna College voor vwo, havo, mavo en vbo",Montessoriweg,55,3083 AN,ROTTERDAM,0599,ROTTERDAM,0107900555,secondary
Zuid-Holland,"Avicenna College Den Haag voor mavo, havo en vwo",Zuidlarenstraat,6,2545 VX,'S-GRAVENHAGE,0518,S GRAVENHAGE, ,secondary
Zuid-Holland,"Onderwijsgr. Zuid-Hollandse Waarden gymnasium, atheneum, havo, mavo, vmbo, lwoo",Prinses Margrietstraat,163,2983 ED,RIDDERKERK,0597,RIDDERKERK,0180486999,secondary
Zuid-Holland,"Willem De Zwijger College voor Gym, Ath, Havo, en Vmbo",Van Der Palmstraat,2,3351 HA,PAPENDRECHT,0590,PAPENDRECHT,0786417970,secondary
Zuid-Holland,GSR Gymnasium Atheneum HAVO VMBO,Valenciadreef,15,3067 WL,ROTTERDAM,0599,ROTTERDAM,0102862930,secondary
Zuid-Holland,Stichting voor Voortgezet Vrijeschool Onderwijs Delft Mercurius,Molenstraat,22,2611 KA,DELFT,0503,DELFT,0152410025,secondary
Zuid-Holland,Het Rijnlands Lyceum Scholengemeenschap voor Havo VWO,Backershagenlaan,5,2243 AB,WASSENAAR,0629,WASSENAAR,0705110400,secondary
Zuid-Holland,Het Rijnlands Sassenheim Scholengemeenschap voor Atheneum Havo Mavo,Van Alkemadelaan,2,2171 DH,SASSENHEIM,1525,TEYLINGEN,0252243070,secondary
Zuid-Holland,Rijnlands Lyceum Oegstgeest Vwo Havo,Apollolaan,1,2341 BA,OEGSTGEEST,0579,OEGSTGEEST,0715193500,secondary
Zuid-Holland,Scholengemeenschap Montessori Lyceum Rotterdam voor Gymnasium Atheneum en Havo,Schimmelpenninckstraat,17,3039 KS,ROTTERDAM,0599,ROTTERDAM,0104654022,secondary
Zuid-Holland,St.- Jozefmavo,Willem de Zwijgerlaan,240,3136 AX,VLAARDINGEN,0622,VLAARDINGEN,0104744166,secondary
Zuid-Holland,"Aida College voor mavo, havo en vwo",Veluweplein,1,2571 GA,'S-GRAVENHAGE,0518,S GRAVENHAGE, ,secondary
Zuid-Holland,Fioretti College voor Gymnasium Atheneum Havo Mavo Vbo Lwoo,Sportlaan,3,2161 VA,LISSE,0553,LISSE,0252461700,secondary
Zuid-Holland,Teylingen College voor Gymnasium Atheneum Havo Mavo Vbo Lwoo,Leidsevaart,4,2215 RE,VOORHOUT,1525,TEYLINGEN,0252461700,secondary
Zuid-Holland,Duinzigt Havo,Wijttenbachweg,23,2341 VX,OEGSTGEEST,0579,OEGSTGEEST,0715171131,secondary
Zuid-Holland,Visser 't Hooft Lyceum Lyceum Havo Mavo Vbo Lwoo,Kagerstraat,1,2334 CP,LEIDEN,0546,LEIDEN,0715171661,secondary
Zuid-Holland,Bonaventuracollege SGM voor Gym. Ath. Havo Vmbo,Burggravenlaan,2,2313 HV,LEIDEN,0546,LEIDEN,0715660166,secondary
Zuid-Holland,Stichting Willem van Oranje Onderwijsgroep,Oude Hoven,8,4205 AK,GORINCHEM,0512,GORINCHEM, ,secondary
Zuid-Holland,Grafisch Lyceum Rotterdam voor MBO en VMBO,Heer Bokelweg,255,3032 AD,ROTTERDAM,0599,ROTTERDAM,0108802500,secondary
Zuid-Holland,Protestants Christelijke School voor Praktijkonderwijs De Poort,2e Sweelinckstraat,160,2517 HB,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703588970,secondary
Zuid-Holland,S. Adelbert College voor VMBO-T - Havo - VWO - Gymnasium,Deijlerweg,163,2241 AE,WASSENAAR,0629,WASSENAAR,0705119224,secondary
Zuid-Holland,Vrijzinnig Christelijk Lyceum Scholengemeenschap voor Vwo en Havo,Van Stolkweg,35,2585 JN,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703066630,secondary
Zuid-Holland,Rooms Katholiek Alfrink College Scholengemeenschap voor Atheneum en Havo,Werflaan,45,2725 DE,ZOETERMEER,0637,ZOETERMEER,0793306666,secondary
Zuid-Holland,Christelijk Lyceum Delft Scholengemeenschap voor Lyceum Havo Mavo Vbo,Molenhuispad,1,2614 GE,DELFT,0503,DELFT,0152684330,secondary
Zuid-Holland,Vrije School Zuid-Holland voor Atheneum Havo Mavo,Waalsdorperweg,12,2597 JB,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703244300,secondary
